num_unique_first_moves,num_resets,median_first_move_score,exploit_time,num_moves_win_score,mean_score,num_restarts,userid,solution_time,solved,board,median_score,avg_first_move_score,explore_time,number_of_moves
6,0,5.457121599,29.067,1,-9.790292238,11,92b722f3,333.454,wrong,6_hard_full,0.375,-12.16037351,32.389,33
7,14,7.208754252,5.002214286,2,-16.9828521,21,94d6ef33,549.139,wrong,6_hard_full,0.21875,12.13151037,23.88342857,50
5,8,8.430386905,13.79171429,3,-21.72035108,9,94e4c554,391.842,validatedCorrect,6_hard_full,-1,8.051901298,17.26885714,38
5,5,2.955488946,16.8585,2,-33.64191957,5,9adbc2df,246.866,solvedCorrect,6_hard_full,-50.66673753,5.252245465,22.85,15
7,12,5.207121599,14.18736364,7,-10.01458325,17,9dc50a3d,477.96,wrong,6_hard_full,0.576406604,4.467497832,20.94909091,70
2,0,5.457121599,17.168,1,19.77280921,3,9df60bf8,52.224,wrong,6_hard_full,0.5,7.2357072,19.326,8
1,2,15.25,9.179,4,78.8125,2,a2f6ba1d,185.364,solvedCorrect,6_hard_full,100,15.25,42.635,6
3,1,7.209479875,24.46,7,-6.309941961,7,a3d4c3b2,194.305,validatedCorrect,6_hard_full,-1.549479167,21.51154924,27.857,25
7,6,4.585941752,10.55533333,4,-13.73187115,8,a3d5dfda,177.56,wrong,6_hard_full,0.5,5.657390165,14.28666667,36
6,5,5.457121599,12.36975,2,-26.66175258,13,a6f610e1,229.481,wrong,6_hard_full,-1,13.28033545,15.448,29
3,3,0.1875,1.295,0,0,3,acd61c3d,101.515,wrong,6_hard_full,0,0.208333333,4.0445,9
8,19,8.430386905,11.78377778,5,-17.81552633,22,ada4c06f,585.649,wrong,6_hard_full,-1,8.499495851,16.00461111,87
10,19,7.208754252,9.753777778,4,-20.98009686,23,b0d518a1,530.911,wrong,6_hard_full,-1,7.054217625,16.1385,67
12,16,7.208754252,14.585625,5,-49.73406155,21,b2d60bc9,570.864,wrong,6_hard_full,-100,10.14074209,21.436875,79
2,1,10.3535608,48.61,1,-13.34466756,2,bae515f2,181.993,wrong,6_hard_full,0.1875,10.3535608,56.434,13
6,6,5.207121599,23.4388,4,-35.26745852,7,bcdfd2df,478.509,wrong,6_hard_full,-11.25,6.506887552,46.233,52
2,5,15.25,7.85025,2,18.41307289,5,bed50a1d,303.68,validatedCorrect,6_hard_full,0.625,13.29142432,9.63875,25
4,5,5.457121599,4.665,0,-6.285677584,9,bfa60c8b,148.914,validatedCorrect,6_hard_full,0.5,-16.70810453,8.506,20
3,2,5.207121599,15.6365,2,-3.927597456,3,bfe4c87d,88.725,wrong,6_hard_full,-1,4.539910715,23.545,15
6,3,8.430386905,6.8095,4,-23.36184113,17,c0f60e45,470.617,wrong,6_hard_full,0.688923611,12.00254493,16.96466667,34
1,2,15.25,35.206,2,-9.552331484,2,c6b4c141,80.996,solvedCorrect,6_hard_full,0,15.25,35.854,19
5,6,8.430386905,14.93766667,1,-30.36866326,7,c6b60d63,165.267,wrong,6_hard_full,-2.751111111,8.223434361,17.60416667,33
4,6,15.25,6.151,6,-8.724389923,13,c7a61295,199.748,solvedCorrect,6_hard_full,0,30.97404042,10.92733333,38
3,11,7.208754252,10.5273,6,-26.71524964,12,c7a67aab,235.805,wrong,6_hard_full,-2.492554563,6.624876701,13.2924,51
6,8,8.430386905,16.8402,4,-14.22272696,16,c8a4fa50,563.374,wrong,6_hard_full,-1,6.945655825,20.4261,54
5,1,10.25686012,9.22075,1,-13.42256174,10,c8f4c13d,315.199,wrong,6_hard_full,8.430386905,18.6361165,22.92625,10
5,3,12.08333333,2.781166667,0,12.56637183,15,cab61023,232.787,solvedCorrect,6_hard_full,8.770227465,10.94220899,10.05416667,16
1,1,5.457121599,17.328,2,-0.046015271,2,cceac8ca,106.054,wrong,6_hard_full,0.5,5.457121599,20.025,15
5,7,7.208754252,10.28957143,2,8.617671485,10,cee4bfa4,226.258,wrong,6_hard_full,0.625,7.117722364,20.06428571,28
2,0,8.430386905,79.806,1,-13.62752818,3,cfc5dcb3,227.176,wrong,6_hard_full,-11,8.379169501,83.894,12
3,2,7.208754252,15.40433333,3,-10.72444956,3,dbe71b15,100.562,wrong,6_hard_full,-1.866999008,6.948754252,17.11733333,14
1,2,5.457121599,10.233,5,18.13229408,3,dcc4f10e,105.588,wrong,6_hard_full,5.457121599,5.457121599,16.821,15
2,0,5.457121599,19.935,1,27.18795172,3,dfcbf407,133.24,wrong,6_hard_full,0.6875,8.721414399,20.867,13
5,7,0.3125,10.53083333,3,-13.89244186,7,dfe6bee3,236.005,solvedCorrect,6_hard_full,-0.125,0.294642857,14.235,34
4,6,12.08333333,8.9325,0,8.718705288,10,e0d4bfdf,136.502,wrong,6_hard_full,0.625,11.70809098,15.14083333,25
2,1,7.819570579,16.691,1,-28.52908852,2,ead61455,118.508,wrong,6_hard_full,-1,7.819570579,19.692,15
1,2,15.25,0,4,34.67180737,2,ebc61801,81.329,solvedCorrect,6_hard_full,0.625,15.25,0.822,14
1,1,8.430386905,35.439,1,31.34250425,2,eec7360c,88.769,wrong,6_hard_full,4.590193453,8.430386905,36.62,9
2,2,11.84019345,27.155,0,-5.715608766,2,efebc5bb,489.447,solvedCorrect,6_hard_full,0.598958333,11.84019345,38.514,9
1,1,15.25,18.103,2,7.955459735,2,f1e613a1,110.396,wrong,6_hard_full,5.457121599,15.25,31.8565,16
5,9,6.943754252,26.18625,9,3.447333937,10,f2f60bd9,340.72,solvedCorrect,6_hard_full,2.955488946,8.48931165,30.393875,59
5,4,6.332937926,27.2095,1,-16.35937045,6,f3dbeb7e,297.753,wrong,6_hard_full,-0.074705924,6.016120796,35.01575,23
9,9,5.457121599,8.573333333,10,-16.63932851,11,f6fbf6b1,581.653,wrong,6_hard_full,-1,6.027537492,14.75766667,89
2,1,8.606564626,24.257,1,-22.42372248,2,f7b4bfae,194.753,wrong,6_hard_full,-1,8.606564626,62.228,18
3,4,10.3535608,9.709333333,2,-36.90167455,4,f8d60bcb,125.016,solvedCorrect,6_hard_full,-11.25,9.374558532,12.265,35
4,3,0.1875,42.724,1,3.195564516,4,fac10d6e,267.255,wrong,6_hard_full,-0.0625,0.25,46.29,26
9,10,2.14885771,9.6197,1,-35.60885938,12,fac6126a,179.032,wrong,6_hard_full,-10.91437642,2.87986926,11.5029,58
5,6,5.457121599,18.005,1,-36.06739616,7,fde4bf4b,206.251,wrong,6_hard_full,-8.157467404,6.34994898,21.39233333,31
5,5,5.457121599,26.52425,0,2.33667517,8,fff4bf68,556.09,wrong,6_hard_full,0.5,7.760131803,56.68225,21
1,0,0.4375,47.805,5,22.25595238,5,11a64d17,197.128,wrong,6_hard_pruned,0.4375,20.35,51.117,14
5,4,0.40625,26.60266667,0,-21.15046296,6,11e652f7,383.655,solvedCorrect,6_hard_pruned,-0.611111111,0.427083333,48.15133333,16
2,2,0.46875,20.682,2,16.62283551,2,14d64999,238.048,validatedCorrect,6_hard_pruned,0.3125,0.46875,36.25,13
3,0,0.375,0,0,-9.509067723,14,1dac01e7,550.382,wrong,6_hard_pruned,0.28125,-6.491984127,0.875,27
3,1,0.5,20.125,1,9.093666856,4,25cfdeaf,125.337,wrong,6_hard_pruned,0.28125,3.140625,39.2305,15
4,4,11.73784722,14.04033333,7,-8.63083777,5,2afbbf79,178.228,wrong,6_hard_pruned,-1.379464286,8.140499999,18.524,38
7,10,0.375,9.904833333,4,3.416340969,17,2cb650ed,357.807,validatedCorrect,6_hard_pruned,0.28125,0.341911765,14.10766667,51
3,2,0.4375,2.2975,0,-0.280308248,3,2ff50f64,58.26,wrong,6_hard_pruned,0.3125,0.395833333,7.282,6
4,4,0.375,11.9605,0,-13.57386364,5,30e4feac,268.581,wrong,6_hard_pruned,-0.0625,0.4,19.07425,18
1,1,0.5625,9.493,2,7.483231074,2,33e649bd,95.8,wrong,6_hard_pruned,0.5625,0.5625,14.486,12
1,1,0.375,1.625,0,24.26156657,1,3ef64929,73.442,solvedCorrect,6_hard_pruned,0.625,0.375,3.252,6
5,5,0.375,14.642,3,-11.125,6,43e64821,168.235,wrong,6_hard_pruned,-0.125,0.364583333,18.3726,31
6,7,0.375,31.56928571,1,-15.90482955,8,4ca65156,591.527,wrong,6_hard_pruned,-0.25,0.40625,56.55757143,36
2,1,6.457937926,11.19,5,29.9294717,2,4cb651bd,61.452,wrong,6_hard_pruned,7.458754252,6.457937926,16.642,12
3,12,0.375,14.81358333,3,-9.856064664,13,4ee64c2a,405.6,wrong,6_hard_pruned,0,0.413461538,22.23116667,63
4,1,11.73784722,7.349,0,-19.2664926,11,53a654e5,250.17,wrong,6_hard_pruned,-1.611111111,-8.398865698,29.52375,21
3,2,5.457121599,4.377333333,4,10.2261649,14,53d65632,425.452,solvedCorrect,6_hard_pruned,1.631319444,-8.320308451,25.44233333,25
7,8,6.332937926,9.092875,2,19.82909925,12,5adff9a5,247.022,wrong,6_hard_pruned,6.332937926,7.401567579,12.917625,22
2,0,0.5625,30.952,1,10.5625,3,5dbfe29c,224.277,wrong,6_hard_pruned,0.375,0.5,73.106,13
5,2,0.487847222,3.672,2,-19.22060041,9,5fa651bb,300.302,wrong,6_hard_pruned,-0.737847222,-6.92703625,24.95866667,28
10,15,7.208754252,7.613866667,4,-17.23876077,21,61e65cc1,327.507,wrong,6_hard_pruned,-1,7.332809564,11.11446667,73
1,0,7.458754252,10.08,17,5.962115184,7,67f64a50,211.027,wrong,6_hard_pruned,-1.582743764,33.13928814,10.552,32
4,9,0.375,13.87575,6,-0.059779281,9,68c659b8,280.867,validatedCorrect,6_hard_pruned,0.1875,0.305555556,18.02975,60
3,5,0.4375,13.5658,2,10.84362863,6,6dd103e2,197.279,wrong,6_hard_pruned,0.3125,0.416666667,20.2322,31
6,18,0.5625,13.98782353,4,-6.842081035,18,7dd704e0,402.925,validatedCorrect,6_hard_pruned,0.25,0.472222222,16.60794118,93
2,2,0.46875,17.914,2,15.79132545,2,81c11c9f,271.8,validatedCorrect,6_hard_pruned,0.375,0.46875,21.071,15
2,6,0.5625,16.256,8,5.953085041,6,92a74a76,294.236,wrong,6_hard_pruned,0.5,0.5,18.4646,35
2,0,7.208754252,0,0,6.541543368,3,95a648a3,55.704,wrong,6_hard_pruned,7.208754252,6.541543368,0.991,2
3,1,2.248300737,16.843,1,-37.83883299,4,9dd66bae,114.11,wrong,6_hard_pruned,-18.905,-22.51156923,18.031,26
6,13,5.457121599,7.0005,3,-20.86363217,19,a0d659c9,345.7,solvedCorrect,6_hard_pruned,0,11.49957841,15.54307143,39
3,6,7.458754252,12.08625,11,1.191584511,8,a0f4f1bf,417.116,solvedCorrect,6_hard_pruned,1.518855584,18.3542719,20.99925,44
1,1,7.458754252,0,2,1.317823534,2,a2ebe618,68.299,wrong,6_hard_pruned,7.458754252,7.458754252,2.414,6
6,4,5.207121599,13.96725,1,0.245126231,9,aafbd6ab,239.929,wrong,6_hard_pruned,0.472222222,4.500094167,21.893,20
7,12,0.25,2.29025,0,2.840982761,17,aed647d3,141.76,wrong,6_hard_pruned,0.1875,0.294117647,6.97125,27
2,3,5.457121599,59.5485,2,3.903005882,4,b0e1157c,409.539,wrong,6_hard_pruned,5.457121599,5.957529762,65.6445,16
3,3,7.208754252,13.89666667,3,14.54963885,4,b9e512db,147.293,wrong,6_hard_pruned,7.208754252,7.903119331,19.855,20
3,4,5.457121599,30.9935,4,-0.308540432,5,c7fffe38,284.344,wrong,6_hard_pruned,-2.483998016,6.418717404,41.69225,27
2,1,0.3125,15.0765,1,-14.30357143,4,c9f64da2,90.328,wrong,6_hard_pruned,-0.375,-24.734375,21.243,17
1,5,0.5625,6.67425,2,12.93992038,5,d2f65bb5,78.892,wrong,6_hard_pruned,0.5625,0.5625,7.869,23
4,2,6.332937926,34.939,2,6.122795494,4,d4fac87b,162.449,wrong,6_hard_pruned,1.361561791,6.270437926,40.739,12
2,1,0.5625,12.542,5,10.52144737,4,dbe65101,134.641,wrong,6_hard_pruned,0.5625,25.390625,33.5,13
2,2,0.3125,19.5175,1,17.72375,3,dec64994,148.441,wrong,6_hard_pruned,0.375,0.354166667,47.03,14
4,5,2.334586168,45.9975,0,-19.14476258,5,e1a64c7d,482.302,wrong,6_hard_pruned,-1,4.372828231,65.1485,32
1,0,0.1875,0,0,-2.826350939,1,e2b655ad,50.594,wrong,6_hard_pruned,-1.333475057,0.1875,2.138,6
3,3,0.3125,12.924,2,3.822488961,3,e9dbbf8a,170.416,solvedCorrect,6_hard_pruned,0.3125,0.291666667,28.957,16
3,6,15.25,19.2314,7,26.83024504,7,e9e64bef,258.741,validatedCorrect,6_hard_pruned,15.25,13.85101737,22.266,33
3,2,0.4375,12.86266667,1,-0.046052632,5,f1f65080,384.092,wrong,6_hard_pruned,-0.1875,0.3375,21.3,16
5,9,0.4375,5.728333333,4,3.00186219,11,f6b64ced,133.992,wrong,6_hard_pruned,0.125,0.431818182,8.75,43
5,4,0.3125,18.32933333,4,-3.451021329,9,fcaffad4,332.322,wrong,6_hard_pruned,0.1875,0.354166667,30.89966667,68
11,20,0.3125,5.8879,5,-7.52734375,23,fdaa7ebb,351.882,wrong,6_hard_pruned,-0.25,0.317934783,13.4657,60
3,1,6.332937926,11.242,5,1.452318708,6,fde6491d,110.798,wrong,6_hard_pruned,1.488958333,21.13678501,12.36,17
5,4,22.62417234,33.31833333,4,12.47057899,9,13f4ff5a,294.816,wrong,10_hard_full,9.502037026,25.46533478,35.393,26
8,4,4.52723356,4.515125,2,6.768373831,16,1ff4f828,363.273,wrong,10_hard_full,1.265517751,12.93608288,21.772375,20
4,1,8.39785855,37.1255,7,1.028830696,6,21abc061,232.419,wrong,10_hard_full,0.776587771,6.961330069,42.158,35
3,3,0.3125,19.098,4,4.735119048,3,23dbc11c,169.067,wrong,10_hard_full,-0.0625,0.354166667,37.5435,18
2,2,17.55676611,34.302,2,21.2330267,2,2fb4f99a,112.708,validatedCorrect,10_hard_full,0.6875,17.55676611,51.44,11
2,3,23.41908777,15.1965,3,49.00748085,4,65f68460,112.069,validatedCorrect,10_hard_full,23.41908777,23.41908777,16.2575,12
9,7,2.984007937,14.92228571,1,-10.48707166,9,75ffd9e8,292.185,wrong,10_hard_full,0,5.608494157,19.10228571,28
9,8,0.4375,18.43277778,1,-11.08055556,11,7cf6845b,440.834,wrong,10_hard_full,-0.0625,0.397727273,32.93777778,36
3,4,14.26018021,10.64733333,2,4.046101875,4,84dbf4f9,295.97,validatedCorrect,10_hard_full,0.28125,13.73086403,27.37466667,16
2,2,23.41908777,0,0,23.41908777,4,87cfed83,191.716,solvedCorrect,10_hard_full,23.41908777,23.41908777,1.603,2
15,20,4.051911354,9.67815,1,-28.29784473,22,8bc69c49,390.042,wrong,10_hard_full,-0.638463719,9.04535462,14.49715,81
2,1,9.502037026,19.596,4,4.675595343,7,98d105c1,225.336,validatedCorrect,10_hard_full,9.502037026,8.775319411,25.382,15
2,0,14.31849535,51.306,4,-12.02070867,5,9befd8ad,201.262,wrong,10_hard_full,0,47.62780555,60.267,15
5,6,2.984007937,6.6155,1,-17.45144744,8,a3eacaa9,273.532,wrong,10_hard_full,0,7.753344667,25.42883333,25
6,6,7.935835446,13.751,1,-3.042903283,8,a4f74985,232.048,wrong,10_hard_full,0.34375,19.51568091,20.2386,35
1,2,23.41908777,35.468,2,20.82610081,2,abc728e1,240.737,validatedCorrect,10_hard_full,0.5625,23.41908777,52.575,14
6,16,9.502037026,5.1055,0,-51.49803861,20,aceaccbc,583.382,wrong,10_hard_full,-100,10.90532012,13.00275,46
3,5,9.502037026,24.4998,2,-34.96247117,7,add50f98,313.812,wrong,10_hard_full,-0.707335601,11.56623345,28.3878,22
4,4,17.55676611,0,0,17.00866425,8,b1ebd3b5,116.748,solvedCorrect,10_hard_full,17.55676611,17.00866425,9.979333333,4
7,4,2.81709395,12.6344,4,1.74603413,16,b5b6dcbc,525.269,wrong,10_hard_full,1.049367193,7.585931821,17.8254,34
3,3,9.502037026,15.861,4,13.25612685,3,d2ac158a,344.162,validatedCorrect,10_hard_full,0.5625,12.67413249,27.6435,22
4,5,14.31849535,6.72825,3,-8.279010265,7,edf12206,175.015,wrong,10_hard_full,0,11.11874728,11.044,30
7,5,5.776515014,7.100666667,1,-13.93122851,9,f0ebc21e,116.29,wrong,10_hard_full,-0.721111111,7.418286401,9.062666667,24
1,3,23.41908777,31.775,0,-10.45029221,3,f6fbf7bf,203.124,solvedCorrect,10_hard_full,0,23.41908777,41.2525,32
5,7,9.502037026,46.76966667,2,-5.618048193,8,f7ebbfe9,535.997,wrong,10_hard_full,0,11.72010788,57.11133333,63
1,1,4.52723356,17.395,2,4.866037175,1,13b7468e,295.533,validatedCorrect,10_hard_pruned,9.249429786,4.52723356,18.028,13
3,8,21.36111111,29.64175,4,4.876896787,9,16f6e58d,533.393,wrong,10_hard_pruned,0.888888889,16.88945473,50.095,41
6,14,0.625,13.7585,8,-1.175,16,18a695e2,539.15,wrong,10_hard_pruned,0,0.57421875,20.24678571,66
7,11,9.502037026,6.0411,9,17.02053787,11,28d4fefb,301.479,validatedCorrect,10_hard_pruned,3.040204551,9.501329012,8.5096,47
4,11,0.1875,21.2722,8,13.13039001,11,31f6a576,580.157,solvedCorrect,10_hard_pruned,0.25,0.318181818,26.5618,67
2,2,12.09753802,13.05,13,49.66355068,4,32fad07f,281.645,validatedCorrect,10_hard_pruned,100,12.09753802,18.0385,23
6,9,6.16800098,34.334875,10,10.70099506,10,41bad9a2,702.016,validatedCorrect,10_hard_pruned,1.265517751,6.473425965,47.142,43
1,0,9.502037026,13.573,1,-11.89860355,1,4bfffc8c,95.721,wrong,10_hard_pruned,-1.222222222,9.502037026,19.202,8
4,0,9.502037026,54.826,1,-17.14725207,7,50f6b001,263.703,wrong,10_hard_pruned,-11.25,-21.59087552,59.525,27
1,2,21.36111111,29.542,6,55.17948271,2,5bc4f225,150.1,validatedCorrect,10_hard_pruned,67.95529549,21.36111111,34.202,14
3,2,0.5,9.473,2,28.63392857,3,77ba7edc,355.315,wrong,10_hard_pruned,0.5,0.458333333,28.646,12
8,21,11.89916667,13.492,4,7.497222386,23,7dea8d37,586.684,wrong,10_hard_pruned,4.548631657,13.88069711,18.35480952,95
7,8,1.553175542,17.5335,2,0.090163128,13,7ef11f8d,333.063,wrong,10_hard_pruned,1.265517751,6.280901208,25.427125,33
6,14,21.36111111,13.50461538,10,14.70743633,17,8aa6d830,563.026,validatedCorrect,10_hard_pruned,6.780680741,16.66994286,19.239,66
4,10,11.89916667,28.9181,3,5.485044486,11,8ea50714,562.332,wrong,10_hard_pruned,9.502037026,12.86355442,39.5562,53
3,2,11.3370493,30.4435,2,26.82699963,3,98c10b8a,127.715,wrong,10_hard_pruned,12.72285382,14.06673248,32.433,15
10,7,4.288368991,25.34528571,2,-12.14067882,12,acdac85f,477.783,wrong,10_hard_pruned,-0.721111111,8.393398872,30.51485714,57
3,2,0.375,44.8015,1,6.981541777,3,b8bac8b7,225.08,wrong,10_hard_pruned,0.40625,0.354166667,63.86,22
2,0,0.5625,9.812,1,14.23992005,3,bcf51783,86.641,wrong,10_hard_pruned,0.5,5.22537273,14.127,9
8,15,0.5,18.26313333,2,-3.016581633,17,cce7504c,528.283,wrong,10_hard_pruned,0.125,0.455882353,23.1664,81
3,9,16.30555555,13.68614286,11,10.08775996,14,cdc514e1,584.96,wrong,10_hard_pruned,1.553175542,20.03794042,17.192,68
8,17,0.5,3.07075,1,-4.128612955,24,d1cac84b,443.747,wrong,10_hard_pruned,0.25,0.568376716,7.2475,67
6,4,5.705513492,12.57333333,6,5.349292353,10,e2b10de5,362.189,validatedCorrect,10_hard_pruned,1.400111484,7.76139927,17.55766667,36
4,10,21.36111111,26.359625,1,-5.016680095,12,e6efec72,580.851,solvedCorrect,10_hard_pruned,-1.196210552,16.14948034,32.470875,52
3,2,9.502037026,37.9895,1,-6.521575684,3,edfff93e,209.895,wrong,10_hard_pruned,2.678578976,11.1805757,54.094,13
4,0,0.5,24.563,1,-1.081019572,9,efd4fa4a,282.166,wrong,10_hard_pruned,0.1875,-9.274707895,28.477,27
2,0,6.309754324,7.2885,1,1.327375064,5,f3f4f4ae,133.832,wrong,10_hard_pruned,2.800222967,4.905941781,23.4485,7
2,4,0.5625,23.5355,2,17.83715981,5,f4c4f33c,287.793,wrong,10_hard_pruned,0.5625,0.6125,41.85025,23
3,7,0.5625,10.31283333,2,1.005923506,9,fcb764e3,310.338,validatedCorrect,10_hard_pruned,0.34375,0.534722222,25.55933333,25
6,6,11,1.488833333,2,-2.585937501,15,12eacae6,593.303,wrong,6_easy_full,5.791666667,1.216666665,31.517,21
5,4,11.72222222,9.8688,2,12.76703405,11,25dfef96,404.475,validatedCorrect,6_easy_full,0.5625,10.55050505,18.574,21
4,4,11,6.44925,0,1.34370212,10,2aabe76a,187.803,solvedCorrect,6_easy_full,0.25,8.197222221,15.7215,25
7,0,0.3125,6.985,0,1.650406504,23,2bcfe659,569.141,wrong,6_easy_full,0.0625,0.331521739,13.4555,65
11,16,0.25,7.456266667,0,-9.545394737,19,32b10037,554.618,wrong,6_easy_full,-0.3125,0.259868421,18.99086667,71
5,8,0.25,10.37214286,0,3.068181818,11,34cffc40,342.747,solvedCorrect,6_easy_full,0.125,0.181818182,19.146,25
2,3,12.08333333,11.2105,5,35.65935672,3,38abe966,205.879,validatedCorrect,6_easy_full,12.08333333,11.72222222,21.951,16
2,0,11,15.521,1,31.87714286,3,3acff9fa,144.525,wrong,6_easy_full,11,7.713333333,33.797,6
3,2,12.08333333,0,3,45.35,3,3bac0799,188.585,validatedCorrect,6_easy_full,15.97222222,11.96296296,1.879,8
8,13,6.07,9.8665,0,-18.10700068,14,3fcbc0ab,301.875,validatedCorrect,6_easy_full,-0.25,6.252301586,15.79666667,50
