,userid,win_score,Unnamed: 0,board_size,blocking_score,Density,Linear,Non-linear,Interaction,Forcing,interaction_blind,blocking_blind
1077,4bca7fc9,2500,31105,6,160,-3.064027867,-3.193249577,-3.105295714,-3.187561372,-2.273769561,-3.344712008,-3.096531347
1078,4bfffc8c,25,1643.5,10,50.33333333,-3.459031634,-4.894355034,-4.750137643,-4.827289788,-4.83328523,-2.941334818,-3.051022412
1079,4bfffc8c,250,4901.5,10,50.33333333,-4.128672926,-5.052234507,-5.191583878,-5.263832234,-5.261113557,-3.513834504,-3.667481181
1080,4bfffc8c,500,8159.5,10,50.33333333,-4.375245217,-5.217554504,-5.413193852,-5.482941265,-5.455033613,-3.800320725,-3.924839573
1081,4bfffc8c,750,11417.5,10,50.33333333,-4.522760507,-5.333611515,-5.55178421,-5.620512642,-5.582713521,-3.981129015,-4.092735487
1082,4bfffc8c,1000,14675.5,10,50.33333333,-4.628358515,-5.422472738,-5.652796265,-5.72097317,-5.677882057,-4.113584259,-4.217859559
1083,4bfffc8c,1250,17662,10,160,-4.710662603,-5.494381575,-5.732307823,-5.80013923,-5.824865951,-4.237659166,-4.47630753
1084,4bfffc8c,1500,20377,10,160,-4.778114559,-5.554748236,-5.797880679,-5.865475393,-5.883395534,-4.321162928,-4.55100761
1085,4bfffc8c,1750,23092,10,160,-4.835263854,-5.606757938,-5.853679117,-5.921101555,-5.934042496,-4.392668346,-4.615858434
1086,4bfffc8c,2000,25807,10,160,-4.884844644,-5.652439937,-5.902241995,-5.969533433,-5.97867336,-4.45519945,-4.673179921
1087,4bfffc8c,2250,28522,10,160,-4.928629121,-5.693165401,-5.945231917,-6.012420387,-6.018563371,-4.510762546,-4.724552457
1088,4bfffc8c,2500,31237,10,160,-4.967831771,-5.729903827,-5.98379712,-6.050902528,-6.054621811,-4.560757615,-4.771102926
1089,4cb73467,25,1835.5,10,50.33333333,-4.407029449,-2.996268984,-2.781509397,-2.511418506,-2.417997338,-2.28586325,-2.16189141
1090,4cb73467,250,5093.5,10,50.33333333,-4.425544486,-2.967826608,-2.778788247,-2.513394776,-2.392445571,-2.235116248,-2.081418755
1091,4cb73467,500,8351.5,10,50.33333333,-4.434819822,-2.96980854,-2.785804544,-2.539130947,-2.406320764,-2.242618713,-2.07946843
1092,4cb73467,750,11609.5,10,50.33333333,-4.440509038,-2.972684888,-2.790689098,-2.557536624,-2.419355464,-2.249872305,-2.082404273
1093,4cb73467,1000,14867.5,10,50.33333333,-4.444620438,-2.975302272,-2.794387655,-2.5716797,-2.430411394,-2.255934849,-2.085977497
1094,4cb73467,1250,17854,10,160,-4.447841162,-2.977595949,-2.797357193,-2.58313702,-2.461264979,-2.261046484,-2.081726147
1095,4cb73467,1500,20569,10,160,-4.450489044,-2.979612359,-2.799836139,-2.592758918,-2.467006207,-2.26544108,-2.082997297
1096,4cb73467,1750,23284,10,160,-4.452737344,-2.981402797,-2.801963038,-2.601049803,-2.472366732,-2.269286627,-2.084481824
1097,4cb73467,2000,25999,10,160,-4.454690967,-2.983009209,-2.803825206,-2.608332121,-2.477356269,-2.272701477,-2.086047923
1098,4cb73467,2250,28714,10,160,-4.456418268,-2.984464153,-2.805481134,-2.614824136,-2.482004535,-2.275770635,-2.087629506
1099,4cb73467,2500,31429,10,160,-4.457966274,-2.985792803,-2.806971888,-2.620680318,-2.486345381,-2.278556718,-2.089192396
1100,4cffe209,25,1836.5,10,50.33333333,-4.037956334,-3.332956287,-3.124712098,-2.673980492,-2.611539282,-2.146251618,-2.096112427
1101,4cffe209,250,5094.5,10,50.33333333,-4.176309585,-3.393465366,-3.225557472,-2.734489143,-2.685797526,-2.288847423,-2.249639207
1102,4cffe209,500,8352.5,10,50.33333333,-4.223193748,-3.428157295,-3.268446535,-2.779686966,-2.72228471,-2.356295663,-2.309252715
1103,4cffe209,750,11610.5,10,50.33333333,-4.250983343,-3.45122133,-3.29481155,-2.81018576,-2.748765923,-2.398664584,-2.348026933
1104,4cffe209,1000,14868.5,10,50.33333333,-4.270803506,-3.468525394,-3.313900459,-2.83315977,-2.769417264,-2.429640638,-2.376928801
1105,4cffe209,1250,17855,10,160,-4.286220819,-3.482379142,-3.328872732,-2.851583532,-2.937941715,-2.443860055,-2.502233409
1106,4cffe209,1500,20570,10,160,-4.298840185,-3.493932409,-3.341192732,-2.866961006,-2.95031345,-2.463888567,-2.519690338
1107,4cffe209,1750,23285,10,160,-4.309522835,-3.503841515,-3.351660223,-2.88015659,-2.961244326,-2.480967605,-2.534821594
1108,4cffe209,2000,26000,10,160,-4.318784894,-3.512516657,-3.36076018,-2.891712545,-2.97103156,-2.495855643,-2.548182352
1109,4cffe209,2250,28715,10,160,-4.326960219,-3.52023141,-3.368808991,-2.901991333,-2.97989021,-2.509051575,-2.560148157
1110,4cffe209,2500,31430,10,160,-4.334277258,-3.52717738,-3.376024541,-2.91124719,-2.987980405,-2.520901151,-2.570985483
1111,4dc50d03,25,1714.5,6,50.33333333,-2.604239619,-2.35576568,-2.244908952,-2.584441192,-2.315835251,-3.617014173,-3.551182847
1112,4dc50d03,250,4972.5,6,50.33333333,-2.693882588,-2.444338678,-2.336075982,-3.012902428,-2.618999049,-3.879004116,-3.866333522
1113,4dc50d03,500,8230.5,6,50.33333333,-2.721919078,-2.472307739,-2.364205412,-3.151709135,-2.724303161,-3.972015213,-3.951118147
1114,4dc50d03,750,11488.5,6,50.33333333,-2.738383241,-2.488749213,-2.380700767,-3.233562976,-2.792097562,-4.027818015,-4.003613245
1115,4dc50d03,1000,14746.5,6,50.33333333,-2.750082582,-2.500437169,-2.392415745,-3.291824588,-2.842526211,-4.067830513,-4.041833301
1116,4dc50d03,1250,17733,6,160,-2.75916479,-2.509512533,-2.401507348,-3.337094051,-2.807091909,-3.997891668,-3.99609245
1117,4dc50d03,1500,20448,6,160,-2.766589349,-2.516932524,-2.408938175,-3.374122245,-2.835186942,-4.022686171,-4.018784285
1118,4dc50d03,1750,23163,6,160,-2.772868968,-2.523208878,-2.415222275,-3.405452662,-2.859770858,-4.043803188,-4.038335059
1119,4dc50d03,2000,25878,6,160,-2.778310043,-2.528647502,-2.420666711,-3.432607216,-2.8816431,-4.062194768,-4.055514405
1120,4dc50d03,2250,28593,6,160,-2.783110367,-2.53344592,-2.425469651,-3.456569279,-2.901353391,-4.078485066,-4.070838464
1121,4dc50d03,2500,31308,6,160,-2.787405078,-2.537739105,-2.429766455,-3.478011165,-2.91929727,-4.093105594,-4.084670674
1122,4de4f27d,25,1837.5,10,50.33333333,-4.332555378,-3.441993874,-3.247541196,-3.071252083,-2.968307352,-2.595249193,-2.494852406
1123,4de4f27d,250,5095.5,10,50.33333333,-4.403416141,-3.416014575,-3.272685607,-3.050662142,-2.980357962,-2.6018699,-2.492972456
1124,4de4f27d,500,8353.5,10,50.33333333,-4.432098834,-3.429194359,-3.296381409,-3.065237274,-2.984529037,-2.621462942,-2.501377704
1125,4de4f27d,750,11611.5,10,50.33333333,-4.449400115,-3.440464824,-3.311899312,-3.077214795,-2.991782388,-2.63544247,-2.51040143
1126,4de4f27d,1000,14869.5,10,50.33333333,-4.461824092,-3.449672624,-3.323406815,-3.086837193,-2.998686793,-2.646142975,-2.518284137
1127,4de4f27d,1250,17856,10,160,-4.471523737,-3.457371856,-3.332548349,-3.094807462,-3.146653947,-2.668361001,-2.593778077
1128,4de4f27d,1500,20571,10,160,-4.47948139,-3.463964751,-3.340130429,-3.101591061,-3.150079709,-2.675605973,-2.597588627
1129,4de4f27d,1750,23286,10,160,-4.486228436,-3.469721145,-3.346607472,-3.107488826,-3.153436503,-2.681839387,-2.60123087
1130,4de4f27d,2000,26001,10,160,-4.492085013,-3.474825848,-3.352260588,-3.112702478,-3.156658557,-2.687308199,-2.604673347
1131,4de4f27d,2250,28716,10,160,-4.497258983,-3.479409658,-3.357275738,-3.117372803,-3.159724978,-2.69217905,-2.607915241
1132,4de4f27d,2500,31431,10,160,-4.501892977,-3.483568089,-3.361782314,-3.121601589,-3.162633898,-2.696569581,-2.61096723
1133,4dfbc07c,25,1715.5,6,50.33333333,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.801256044,-0.40931495,-0.703337333
1134,4dfbc07c,250,4973.5,6,50.33333333,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.685772933,-0.40931495,-0.619406936
1135,4dfbc07c,500,8231.5,6,50.33333333,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.685772933,-0.40931495,-0.619406936
1136,4dfbc07c,750,11489.5,6,50.33333333,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.685772933,-0.40931495,-0.619406936
1137,4dfbc07c,1000,14747.5,6,50.33333333,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.685772933,-0.40931495,-0.619406936
1138,4dfbc07c,1250,17734,6,160,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691627737,-0.40931495,-0.678786926
1139,4dfbc07c,1500,20449,6,160,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691627737,-0.40931495,-0.678786926
1140,4dfbc07c,1750,23164,6,160,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691627737,-0.40931495,-0.678786926
1141,4dfbc07c,2000,25879,6,160,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691627737,-0.40931495,-0.678786926
1142,4dfbc07c,2250,28594,6,160,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691627737,-0.40931495,-0.678786926
1143,4dfbc07c,2500,31309,6,160,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691627737,-0.40931495,-0.678786926
1144,4eb4f441,25,1804.5,10,50.33333333,-3.2838546,-2.754720801,-2.246805024,-1.718167972,-1.800371988,-1.61581109,-1.717839315
1145,4eb4f441,250,5062.5,10,50.33333333,-3.211097805,-2.47941733,-2.089411981,-1.262599178,-1.243122542,-1.208066982,-1.207427486
1146,4eb4f441,500,8320.5,10,50.33333333,-3.206162255,-2.443471246,-2.075652453,-1.212354344,-1.16166565,-1.166580248,-1.132501767
1147,4eb4f441,750,11578.5,10,50.33333333,-3.204489629,-2.429894359,-2.070847227,-1.194095229,-1.129963619,-1.151733018,-1.103610521
1148,4eb4f441,1000,14836.5,10,50.33333333,-3.203648041,-2.422743884,-2.068400614,-1.184642559,-1.113008213,-1.144096667,-1.088225183
1149,4eb4f441,1250,17823,10,160,-3.203141383,-2.41832758,-2.06691815,-1.178861581,-1.08906715,-1.139443598,-1.076981966
1150,4eb4f441,1500,20538,10,160,-3.202802897,-2.415328252,-2.065923701,-1.174960538,-1.07552379,-1.136311082,-1.06400824
1151,4eb4f441,1750,23253,10,160,-3.202560769,-2.413157998,-2.06521034,-1.172150541,-1.065543161,-1.134058392,-1.054457919
1152,4eb4f441,2000,25968,10,160,-3.202378981,-2.411514712,-2.064673645,-1.17002998,-1.057879828,-1.132360475,-1.047131184
1153,4eb4f441,2250,28683,10,160,-3.202237477,-2.4102272,-2.064255217,-1.168372827,-1.051809252,-1.13103485,-1.041331139
1154,4eb4f441,2500,31398,10,160,-3.2021242,-2.409191189,-2.063919844,-1.167042132,-1.046880875,-1.129971164,-1.036624957
1155,4ecfea32,25,1805.5,10,50.33333333,-3.740946084,-3.823889776,-3.687610431,-3.982430925,-3.995508664,-3.986797318,-3.930311413
1156,4ecfea32,250,5063.5,10,50.33333333,-3.812991118,-3.803312384,-3.717985636,-4.285318338,-4.375820788,-3.956196923,-4.004160318
1157,4ecfea32,500,8321.5,10,50.33333333,-3.843020775,-3.819080007,-3.743517839,-4.445757069,-4.501916451,-3.974355987,-4.01159593
1158,4ecfea32,750,11579.5,10,50.33333333,-3.861191822,-3.831773935,-3.760084379,-4.547427581,-4.589247884,-3.988203063,-4.020842859
1159,4ecfea32,1000,14837.5,10,50.33333333,-3.874256545,-3.841935549,-3.772325385,-4.621970892,-4.655883767,-3.999027244,-4.029094108
1160,4ecfea32,1250,17824,10,160,-3.884463265,-3.850343072,-3.782030766,-4.680847405,-4.923248536,-4.007863027,-4.224801637
1161,4ecfea32,1500,20539,10,160,-3.892840452,-3.8574957,-3.790070705,-4.729510153,-4.962025367,-4.015314797,-4.229031607
1162,4ecfea32,1750,23254,10,160,-3.899945266,-3.863713136,-3.796933131,-4.770983642,-4.996150976,-4.021752867,-4.233062091
1163,4ecfea32,2000,25969,10,160,-3.906113698,-3.869208931,-3.802918945,-4.807120867,-5.026609675,-4.027418057,-4.236858702
1164,4ecfea32,2250,28684,10,160,-3.911564054,-3.874131843,-3.808226772,-4.839139629,-5.054107185,-4.032475096,-4.240422789
1165,4ecfea32,2500,31399,10,160,-3.916446211,-3.87858931,-3.812994593,-4.867883267,-5.079165138,-4.037041385,-4.243768515
1166,4ed755f1,25,1679.5,6,50.33333333,-3.026327445,-2.78498315,-2.825636754,-3.096848716,-3.459605514,-2.614314906,-3.02651452
1167,4ed755f1,250,4937.5,6,50.33333333,-3.026327445,-2.78498315,-2.825636754,-3.364085832,-3.822993189,-2.614314906,-3.191041492
1168,4ed755f1,500,8195.5,6,50.33333333,-3.026327445,-2.78498315,-2.825636754,-3.449479774,-3.89104723,-2.614314906,-3.191041492
1169,4ed755f1,750,11453.5,6,50.33333333,-3.026327445,-2.78498315,-2.825636754,-3.499743636,-3.934627085,-2.614314906,-3.191041492
1170,4ed755f1,1000,14711.5,6,50.33333333,-3.026327445,-2.78498315,-2.825636754,-3.535493729,-3.966821215,-2.614314906,-3.191041492
1171,4ed755f1,1250,17698,6,160,-3.026327445,-2.78498315,-2.825636754,-3.563260403,-4.338582453,-2.614314906,-3.543473828
1172,4ed755f1,1500,20413,6,160,-3.026327445,-2.78498315,-2.825636754,-3.585966346,-4.357017853,-2.614314906,-3.543473828
1173,4ed755f1,1750,23128,6,160,-3.026327445,-2.78498315,-2.825636754,-3.605174968,-4.373078505,-2.614314906,-3.543473828
1174,4ed755f1,2000,25843,6,160,-3.026327445,-2.78498315,-2.825636754,-3.621821212,-4.387307349,-2.614314906,-3.543473828
1175,4ed755f1,2250,28558,6,160,-3.026327445,-2.78498315,-2.825636754,-3.636508941,-4.400079992,-2.614314906,-3.543473828
1176,4ed755f1,2500,31273,6,160,-3.026327445,-2.78498315,-2.825636754,-3.649650877,-4.411667134,-2.614314906,-3.543473828
1177,4fb692a0,25,1806.5,10,50.33333333,-3.161147048,-3.616469403,-3.204576547,-3.273427933,-3.473297375,-3.013361624,-3.172088582
1178,4fb692a0,250,5064.5,10,50.33333333,-3.088673537,-3.340081602,-3.041298644,-3.275369892,-3.510554961,-2.789494432,-2.987535847
1179,4fb692a0,500,8322.5,10,50.33333333,-3.083761178,-3.303848938,-3.026756822,-3.373583529,-3.562518617,-2.772331032,-2.945361976
1180,4fb692a0,750,11580.5,10,50.33333333,-3.082096542,-3.290149558,-3.0216647,-3.440524507,-3.61093683,-2.766436187,-2.93005263
1181,4fb692a0,1000,14838.5,10,50.33333333,-3.081258999,-3.282931116,-3.01906918,-3.490846814,-3.651247999,-2.763454642,-2.922126463
1182,4fb692a0,1250,17825,10,160,-3.080754784,-3.278471593,-3.017495545,-3.531101377,-3.899232645,-2.761654585,-3.113817167
1183,4fb692a0,1500,20540,10,160,-3.080417934,-3.275442358,-3.016439534,-3.564630194,-3.92017164,-2.76044986,-3.106380902
1184,4fb692a0,1750,23255,10,160,-3.080176979,-3.27325018,-3.015681812,-3.593353931,-3.939620129,-2.75958703,-3.100978828
1185,4fb692a0,2000,25970,10,160,-3.079996071,-3.271590132,-3.015111631,-3.618475105,-3.95762189,-2.758938638,-3.096876239
1186,4fb692a0,2250,28685,10,160,-3.079855253,-3.27028939,-3.01466703,-3.640795689,-3.974304559,-2.758433577,-3.093654376
1187,4fb692a0,2500,31400,10,160,-3.079742526,-3.269242671,-3.014310636,-3.66087697,-3.989810062,-2.758029051,-3.09105702
1188,4fba815c,25,1875.5,10,50.33333333,-4.182166198,-2.412340962,-2.084013181,-1.901171941,-1.801229798,-1.820906109,-1.734513377
1189,4fba815c,250,5133.5,10,50.33333333,-4.127010651,-2.209037255,-1.959170906,-1.572730579,-1.361843612,-1.526728053,-1.330381844
1190,4fba815c,500,8391.5,10,50.33333333,-4.123221024,-2.18155448,-1.94763628,-1.552612982,-1.30597013,-1.51486992,-1.279835786
1191,4fba815c,750,11649.5,10,50.33333333,-4.121935141,-2.171078066,-1.94357472,-1.554913368,-1.290945217,-1.520708129,-1.267403775
1192,4fba815c,1000,14907.5,10,50.33333333,-4.121287833,-2.165536902,-1.9414998,-1.561327082,-1.287091833,-1.52908825,-1.265094017
1193,4fba815c,1250,17894,10,160,-4.120898035,-2.162106007,-1.940240226,-1.568501193,-1.181801275,-1.537514341,-1.170601299
1194,4fba815c,1500,20609,10,160,-4.120637578,-2.159772092,-1.939394297,-1.575555891,-1.175559595,-1.545436158,-1.164880861
1195,4fba815c,1750,23324,10,160,-4.120451246,-2.158081351,-1.93878698,-1.582239969,-1.172120756,-1.55275634,-1.16184973
1196,4fba815c,2000,26039,10,160,-4.120311337,-2.156800032,-1.938329793,-1.588497165,-1.170409189,-1.559500105,-1.160465891
1197,4fba815c,2250,28754,10,160,-4.120202425,-2.155795443,-1.937973188,-1.594336922,-1.169810656,-1.565724083,-1.160136595
1198,4fba815c,2500,31469,10,160,-4.120115235,-2.154986655,-1.937687262,-1.599790188,-1.169952617,-1.571488445,-1.160503709
1199,4ffbe4e0,25,1838.5,10,50.33333333,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-4.210087841,-3.860582829,-4.132741434
1200,4ffbe4e0,250,5096.5,10,50.33333333,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-4.54246467,-3.860582829,-4.491219415
1201,4ffbe4e0,500,8354.5,10,50.33333333,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-4.54246467,-3.860582829,-4.491219415
1202,4ffbe4e0,750,11612.5,10,50.33333333,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-4.54246467,-3.860582829,-4.491219415
1203,4ffbe4e0,1000,14870.5,10,50.33333333,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-4.54246467,-3.860582829,-4.491219415
1204,4ffbe4e0,1250,17857,10,160,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-5.286352626,-3.860582829,-5.279958665
1205,4ffbe4e0,1500,20572,10,160,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-5.286352626,-3.860582829,-5.279958665
1206,4ffbe4e0,1750,23287,10,160,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-5.286352626,-3.860582829,-5.279958665
1207,4ffbe4e0,2000,26002,10,160,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-5.286352626,-3.860582829,-5.279958665
1208,4ffbe4e0,2250,28717,10,160,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-5.286352626,-3.860582829,-5.279958665
1209,4ffbe4e0,2500,31432,10,160,-3.055048851,-4.192680463,-4.181648294,-3.969293062,-5.286352626,-3.860582829,-5.279958665
1210,50f6b001,25,1644.5,10,50.33333333,-3.871476316,-4.127938891,-3.916343833,-3.788258338,-3.535930921,-3.473199728,-3.476128485
1211,50f6b001,250,4902.5,10,50.33333333,-4.073548217,-4.188588741,-4.053000046,-4.063188509,-3.691052737,-3.72489261,-3.737177974
1212,50f6b001,500,8160.5,10,50.33333333,-4.146875314,-4.240718276,-4.119287548,-4.229401726,-3.806092315,-3.895274202,-3.857067115
1213,50f6b001,750,11418.5,10,50.33333333,-4.190675093,-4.276400582,-4.160572709,-4.340004811,-3.891629331,-4.01213926,-3.948108341
1214,50f6b001,1000,14676.5,10,50.33333333,-4.222009548,-4.303436612,-4.19061544,-4.422940213,-3.959513611,-4.100949981,-4.021087518
1215,50f6b001,1250,17663,10,160,-4.246423762,-4.325188165,-4.214243196,-4.489305601,-3.847425192,-4.008725037,-3.98033237
1216,50f6b001,1500,20378,10,160,-4.266428123,-4.3433808,-4.233718394,-4.544629481,-3.88413785,-4.065891518,-4.018597501
1217,50f6b001,1750,23093,10,160,-4.283374556,-4.359014607,-4.25028444,-4.592066241,-3.9172399,-4.115408645,-4.053364972
1218,50f6b001,2000,25808,10,160,-4.298075156,-4.372720361,-4.264698418,-4.63358629,-3.9473639,-4.15908237,-4.085194843
1219,50f6b001,2250,28523,10,160,-4.311056118,-4.384921296,-4.277455656,-4.670503091,-3.974995391,-4.198146652,-4.114532202
1220,50f6b001,2500,31238,10,160,-4.322677949,-4.39591511,-4.288898006,-4.703736161,-4.000512522,-4.233481886,-4.141732345
1221,53d72c88,25,1839.5,10,50.33333333,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.913046948,-2.43731333,-1.806695846
1222,53d72c88,250,5097.5,10,50.33333333,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.485062109,-2.43731333,-1.404812157
1223,53d72c88,500,8355.5,10,50.33333333,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.485062109,-2.43731333,-1.404812157
1224,53d72c88,750,11613.5,10,50.33333333,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.485062109,-2.43731333,-1.404812157
1225,53d72c88,1000,14871.5,10,50.33333333,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-1.485062109,-2.43731333,-1.404812157
1226,53d72c88,1250,17858,10,160,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.95410925,-2.43731333,-0.918710592
1227,53d72c88,1500,20573,10,160,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.95410925,-2.43731333,-0.918710592
1228,53d72c88,1750,23288,10,160,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.95410925,-2.43731333,-0.918710592
1229,53d72c88,2000,26003,10,160,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.95410925,-2.43731333,-0.918710592
1230,53d72c88,2250,28718,10,160,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.95410925,-2.43731333,-0.918710592
1231,53d72c88,2500,31433,10,160,-3.642835516,-3.765236448,-3.283057139,-2.57502826,-0.95410925,-2.43731333,-0.918710592
1232,54d4fd9d,25,1840.5,10,50.33333333,-4.561893929,-3.16412882,-2.98954355,-2.776201258,-2.701218403,-2.499769195,-2.39976251
1233,54d4fd9d,250,5098.5,10,50.33333333,-4.582625554,-3.172833074,-3.004465094,-2.845402307,-2.811551619,-2.525581078,-2.444436677
1234,54d4fd9d,500,8356.5,10,50.33333333,-4.589745575,-3.17797092,-3.010939424,-2.882250301,-2.838249676,-2.544687012,-2.456787904
1235,54d4fd9d,750,11614.5,10,50.33333333,-4.593973041,-3.181420779,-3.014935287,-2.906880631,-2.858160681,-2.558049105,-2.466955473
1236,54d4fd9d,1000,14872.5,10,50.33333333,-4.59699023,-3.184021631,-3.017833309,-2.925375342,-2.873903366,-2.56824854,-2.475279288
1237,54d4fd9d,1250,17859,10,160,-4.599338058,-3.186109898,-3.020108518,-2.940184166,-3.039193658,-2.576485132,-2.565500048
1238,54d4fd9d,1500,20574,10,160,-4.601260254,-3.187854738,-3.021981824,-2.952533352,-3.048068482,-2.583389635,-2.570043052
1239,54d4fd9d,1750,23289,10,160,-4.602887712,-3.189353315,-3.023574124,-2.963124174,-3.056021725,-2.589331959,-2.57418832
1240,54d4fd9d,2000,26004,10,160,-4.604298917,-3.190666623,-3.02495883,-2.972395266,-3.063220213,-2.594547063,-2.577988652
1241,54d4fd9d,2250,28719,10,160,-4.605544657,-3.191835472,-3.026183882,-2.98063926,-3.069791572,-2.599193336,-2.581491452
1242,54d4fd9d,2500,31434,10,160,-4.606659693,-3.192888517,-3.027282317,-2.988061132,-3.075834612,-2.60338256,-2.584736885
1243,54f6b927,25,1841.5,10,50.33333333,-4.007356012,-3.128485995,-2.946071387,-2.776405871,-2.720723959,-2.601644253,-2.531648021
1244,54f6b927,250,5099.5,10,50.33333333,-3.99991358,-3.090679423,-2.928104818,-2.799682924,-2.745536245,-2.585505638,-2.486744524
1245,54f6b927,500,8357.5,10,50.33333333,-3.999456545,-3.087021031,-2.926824541,-2.828938949,-2.760559304,-2.613427264,-2.495250877
1246,54f6b927,750,11615.5,10,50.33333333,-3.999303032,-3.085723233,-2.926388512,-2.851408311,-2.77640253,-2.63557078,-2.508671034
1247,54f6b927,1000,14873.5,10,50.33333333,-3.999226054,-3.085058195,-2.926168701,-2.869151513,-2.790284849,-2.653184501,-2.521291455
1248,54f6b927,1250,17860,10,160,-3.999179796,-3.084653799,-2.926036233,-2.88373887,-2.900330254,-2.66770691,-2.549507707
1249,54f6b927,1500,20575,10,160,-3.999148927,-3.084381913,-2.925947676,-2.896103849,-2.907705456,-2.680034458,-2.555476744
1250,54f6b927,1750,23290,10,160,-3.999126864,-3.08418657,-2.925884301,-2.906826952,-2.914652599,-2.690733891,-2.561389653
1251,54f6b927,2000,26005,10,160,-3.999110308,-3.084039435,-2.925836704,-2.916289998,-2.921156594,-2.700180943,-2.56710092
1252,54f6b927,2250,28720,10,160,-3.999097427,-3.083924621,-2.925799645,-2.924756459,-2.927240663,-2.708636041,-2.572557986
1253,54f6b927,2500,31435,10,160,-3.999087119,-3.083832532,-2.925769973,-2.932415422,-2.932939736,-2.716286612,-2.577748715
1254,55a709fd,25,1716.5,6,50.33333333,-2.603467521,-2.615817824,-2.629977957,-2.592284154,-3.200355633,-4.532727424,-4.678338609
1255,55a709fd,250,4974.5,6,50.33333333,-2.700856336,-2.701386705,-2.723161753,-2.758967696,-3.463710324,-4.718556997,-4.936313317
1256,55a709fd,500,8232.5,6,50.33333333,-2.733133736,-2.7328101,-2.755144602,-2.82150456,-3.483000735,-4.781894817,-4.996375574
1257,55a709fd,750,11490.5,6,50.33333333,-2.752197147,-2.751582651,-2.774108035,-2.858944617,-3.501903,-4.819582555,-5.032789827
1258,55a709fd,1000,14748.5,6,50.33333333,-2.765773831,-2.765012713,-2.787634387,-2.88575189,-3.518267326,-4.846509594,-5.059038239
1259,55a709fd,1250,17735,6,160,-2.776326162,-2.775476684,-2.798156408,-2.906648015,-4.026536865,-4.842354055,-5.196002532
1260,55a709fd,1500,20450,6,160,-2.784959074,-2.784050529,-2.806769067,-2.923774448,-4.031888671,-4.859204406,-5.212043248
1261,55a709fd,1750,23165,6,160,-2.792264519,-2.791313703,-2.814060024,-2.938285593,-4.037456118,-4.873515361,-5.225756364
1262,55a709fd,2000,25880,6,160,-2.798596851,-2.797614288,-2.820381476,-2.950875348,-4.043011303,-4.88595331,-5.237734729
1263,55a709fd,2250,28595,6,160,-2.804185102,-2.803177821,-2.825961258,-2.961993529,-4.048446376,-4.896952421,-5.248369501
1264,55a709fd,2500,31310,6,160,-2.809185894,-2.808158823,-2.83095527,-2.971948419,-4.053711362,-4.90681142,-5.257932566
1265,55c68fc5,25,1755.5,10,50.33333333,-3.881580983,-3.559589203,-3.53517638,-3.607077488,-3.852378055,-3.400755152,-3.600411132
1266,55c68fc5,250,5013.5,10,50.33333333,-3.971726279,-3.599905282,-3.60295473,-4.162085972,-4.515284958,-3.477405071,-3.857226202
1267,55c68fc5,500,8271.5,10,50.33333333,-4.003130254,-3.624644338,-3.6321377,-4.404985411,-4.716002634,-3.5178448,-3.88553194
1268,55c68fc5,750,11529.5,10,50.33333333,-4.02179988,-3.640819363,-3.650022322,-4.554983047,-4.848286013,-3.543428946,-3.905524238
1269,55c68fc5,1000,14787.5,10,50.33333333,-4.035131131,-3.652842826,-3.662952033,-4.663807581,-4.947281912,-3.562173691,-3.921020022
1270,55c68fc5,1250,17774,10,160,-4.045507582,-3.662413785,-3.673084577,-4.749264288,-5.408818278,-3.585505546,-4.346356635
1271,55c68fc5,1500,20489,10,160,-4.054004312,-3.670364471,-3.681417435,-4.81963694,-5.467022358,-3.597734282,-4.354725398
