,userid,win_score,Unnamed: 0,board_size,blocking_score,Density,Linear,Non-linear,Interaction,Forcing,interaction_blind,blocking_blind
1615,6dd103e2,2250,28413,6,160,-2.818406004,-2.327075145,-2.304385052,-3.354653331,-3.155496694,-2.48085361,-2.67070486
1616,6dd103e2,2500,31128,6,160,-2.821790067,-2.33036478,-2.307721122,-3.388038922,-3.179648497,-2.500554404,-2.686060896
1617,6dfbeafe,25,1763.5,10,50.33333333,-3.760395841,-2.766446559,-2.503099663,-2.524107501,-2.187369365,-2.438875562,-2.225974464
1618,6dfbeafe,250,5021.5,10,50.33333333,-3.760395841,-2.766446559,-2.503099663,-2.763603513,-2.328057033,-2.438875562,-2.239228043
1619,6dfbeafe,500,8279.5,10,50.33333333,-3.760395841,-2.766446559,-2.503099663,-2.865866524,-2.408055147,-2.438875562,-2.239228043
1620,6dfbeafe,750,11537.5,10,50.33333333,-3.760395841,-2.766446559,-2.503099663,-2.928778018,-2.4615302,-2.438875562,-2.239228043
1621,6dfbeafe,1000,14795.5,10,50.33333333,-3.760395841,-2.766446559,-2.503099663,-2.97434206,-2.501854411,-2.438875562,-2.239228043
1622,6dfbeafe,1250,17782,10,160,-3.760395841,-2.766446559,-2.503099663,-3.010086328,-2.404956762,-2.369466844,-2.18015073
1623,6dfbeafe,1500,20497,10,160,-3.760395841,-2.766446559,-2.503099663,-3.039502012,-2.427965859,-2.369466844,-2.18015073
1624,6dfbeafe,1750,23212,10,160,-3.760395841,-2.766446559,-2.503099663,-3.064496563,-2.448172814,-2.369466844,-2.18015073
1625,6dfbeafe,2000,25927,10,160,-3.760395841,-2.766446559,-2.503099663,-3.086226951,-2.466187926,-2.369466844,-2.18015073
1626,6dfbeafe,2250,28642,10,160,-3.760395841,-2.766446559,-2.503099663,-3.105448099,-2.482441246,-2.369466844,-2.18015073
1627,6dfbeafe,2500,31357,10,160,-3.760395841,-2.766446559,-2.503099663,-3.122679972,-2.497247324,-2.369466844,-2.18015073
1628,6fc70a09,25,1723.5,6,50.33333333,-2.649559178,-2.011115497,-1.894826227,-2.164549018,-2.000965485,-1.317028487,-1.479123399
1629,6fc70a09,250,4981.5,6,50.33333333,-2.713389207,-2.057415659,-1.952013675,-2.624632107,-2.261542078,-1.350035111,-1.573232546
1630,6fc70a09,500,8239.5,6,50.33333333,-2.735724072,-2.078517272,-1.97389924,-2.781492567,-2.365162815,-1.369293123,-1.577028628
1631,6fc70a09,750,11497.5,6,50.33333333,-2.748981553,-2.091355799,-1.987004627,-2.874459868,-2.436642172,-1.38144244,-1.583137099
1632,6fc70a09,1000,14755.5,6,50.33333333,-2.758441691,-2.100604949,-1.996388272,-2.940761907,-2.491207314,-1.390330736,-1.588788238
1633,6fc70a09,1250,17742,6,160,-2.765802169,-2.107838347,-2.003702712,-2.99233345,-2.479464405,-1.400038859,-1.818823687
1634,6fc70a09,1500,20457,6,160,-2.771827759,-2.113779013,-2.009697551,-3.034544529,-2.507988918,-1.405408848,-1.820349858
1635,6fc70a09,1750,23172,6,160,-2.776929103,-2.118819596,-2.014776899,-3.070276656,-2.533493504,-1.410033913,-1.822129279
1636,6fc70a09,2000,25887,6,160,-2.781352381,-2.123197248,-2.019183664,-3.101256593,-2.556531632,-1.414095476,-1.823998184
1637,6fc70a09,2250,28602,6,160,-2.785256879,-2.127066227,-2.023075309,-3.128601264,-2.57752634,-1.417715906,-1.825876809
1638,6fc70a09,2500,31317,6,160,-2.78875161,-2.130532522,-2.026559752,-3.153074912,-2.596804308,-1.420981628,-1.827725222
1639,70bffd4d,25,1764.5,10,50.33333333,-4.405186979,-3.135281186,-2.876647713,-2.789230337,-2.71227945,-3.82745314,-4.034284381
1640,70bffd4d,250,5022.5,10,50.33333333,-4.389896573,-3.078233535,-2.844173648,-2.717535267,-2.709125429,-3.836777419,-4.250332838
1641,70bffd4d,500,8280.5,10,50.33333333,-4.388860398,-3.070925079,-2.841364416,-2.729228977,-2.70249254,-3.850043097,-4.258933031
1642,70bffd4d,750,11538.5,10,50.33333333,-4.38850928,-3.068177784,-2.840384744,-2.740033093,-2.705481301,-3.859133915,-4.265629902
1643,70bffd4d,1000,14796.5,10,50.33333333,-4.38833262,-3.066734014,-2.839886221,-2.748925262,-2.710017143,-3.866016121,-4.271041135
1644,70bffd4d,1250,17783,10,160,-4.388226269,-3.065843427,-2.839584248,-2.756362137,-2.912897724,-3.720092323,-4.514268594
1645,70bffd4d,1500,20498,10,160,-4.388155219,-3.065239083,-2.839381721,-2.762723537,-2.913841323,-3.724394873,-4.516945567
1646,70bffd4d,1750,23213,10,160,-4.388104395,-3.064802047,-2.839236461,-2.768270876,-2.915342042,-3.728129176,-4.519398351
1647,70bffd4d,2000,25928,10,160,-4.388066238,-3.064471272,-2.839127185,-2.773184459,-2.917116389,-3.731427364,-4.521659181
1648,70bffd4d,2250,28643,10,160,-4.388036536,-3.064212198,-2.839041996,-2.777592108,-2.919016899,-3.734380431,-4.523754728
1649,70bffd4d,2500,31358,10,160,-4.388012759,-3.064003787,-2.838973721,-2.781587143,-2.920962981,-3.737053647,-4.52570687
1650,70da8cfb,25,1405.5,6,50.33333333,-2.679231119,-2.164690108,-2.051847941,-1.849861317,-2.071225013,-1.58344689,-1.898026957
1651,70da8cfb,250,4663.5,6,50.33333333,-2.809253418,-2.246474819,-2.157590176,-1.93807841,-2.095919889,-1.582624808,-1.937954336
1652,70da8cfb,500,7921.5,6,50.33333333,-2.85175207,-2.2851585,-2.19836648,-2.023570146,-2.108540381,-1.614521798,-1.919371431
1653,70da8cfb,750,11179.5,6,50.33333333,-2.876817968,-2.308911452,-2.22284655,-2.078987229,-2.132267065,-1.635922042,-1.918052392
1654,70da8cfb,1000,14437.5,6,50.33333333,-2.894660013,-2.326088924,-2.240393423,-2.119902175,-2.155252269,-1.651905111,-1.920913826
1655,70da8cfb,1250,17424,6,160,-2.908523553,-2.339551081,-2.254079131,-2.15232506,-2.369116472,-1.610860521,-2.173945468
1656,70da8cfb,1500,20139,6,160,-2.91986333,-2.350622157,-2.265300046,-2.179174589,-2.375044775,-1.62144738,-2.16980395
1657,70da8cfb,1750,22854,6,160,-2.929458216,-2.360024566,-2.27480988,-2.20208585,-2.382111019,-1.630502681,-2.167561704
1658,70da8cfb,2000,25569,6,160,-2.93777427,-2.368195962,-2.283062064,-2.222066493,-2.389659059,-1.638413064,-2.166515161
1659,70da8cfb,2250,28284,6,160,-2.945112638,-2.375421637,-2.290350705,-2.239781298,-2.397350128,-1.645435325,-2.166253327
1660,70da8cfb,2500,30999,6,160,-2.951679209,-2.381897942,-2.296877463,-2.255691881,-2.405002956,-1.65174864,-2.16652189
1661,71ebc315,25,1878.5,10,50.33333333,-4.631715734,-2.285452833,-1.9736846,-1.664118981,-1.612446768,-1.580810739,-1.545790075
1662,71ebc315,250,5136.5,10,50.33333333,-4.588816975,-2.127751898,-1.876862248,-1.354187692,-1.181897789,-1.29354014,-1.145542826
1663,71ebc315,500,8394.5,10,50.33333333,-4.585869487,-2.106494949,-1.867930877,-1.311068557,-1.11821395,-1.255812275,-1.085448695
1664,71ebc315,750,11652.5,10,50.33333333,-4.584869356,-2.098398167,-1.864786759,-1.294590715,-1.091853952,-1.24164495,-1.060823541
1665,71ebc315,1000,14910.5,10,50.33333333,-4.584365894,-2.094117201,-1.863180695,-1.28586416,-1.077300867,-1.234202507,-1.047298485
1666,71ebc315,1250,17897,10,160,-4.584062718,-2.091467145,-1.862205794,-1.280456755,-0.998156543,-1.229612538,-0.984363272
1667,71ebc315,1500,20612,10,160,-4.583860141,-2.089664662,-1.861551075,-1.276776343,-0.986856415,-1.226498193,-0.973417078
1668,71ebc315,1750,23327,10,160,-4.583715216,-2.088359034,-1.861081045,-1.274109148,-0.978407505,-1.2242462,-0.965243846
1669,71ebc315,2000,26042,10,160,-4.583606398,-2.087369645,-1.860727213,-1.272087242,-0.97184647,-1.222541856,-0.958903654
1670,71ebc315,2250,28757,10,160,-4.583521688,-2.086593983,-1.86045123,-1.270501654,-0.96660164,-1.221207008,-0.953839739
1671,71ebc315,2500,31472,10,160,-4.583453874,-2.08596953,-1.860229948,-1.269224873,-0.962311729,-1.220133229,-0.949700761
1672,72caeffe,25,1765.5,10,50.33333333,-3.922008004,-3.636391885,-3.506267151,-3.725295422,-3.712645939,-3.5039986,-3.508141917
1673,72caeffe,250,5023.5,10,50.33333333,-3.967642042,-3.642512112,-3.533767278,-4.115917253,-4.167911029,-3.546350861,-3.673820863
1674,72caeffe,500,8281.5,10,50.33333333,-3.984684395,-3.653495858,-3.548869311,-4.283103833,-4.305049678,-3.568348228,-3.689823618
1675,72caeffe,750,11539.5,10,50.33333333,-3.99489012,-3.661374717,-3.558383454,-4.385979676,-4.395392081,-3.582327283,-3.70101205
1676,72caeffe,1000,14797.5,10,50.33333333,-4.002198436,-3.667449585,-3.565336855,-4.460499021,-4.462994342,-3.592594109,-3.709649406
1677,72caeffe,1250,17784,10,160,-4.007895673,-3.672382345,-3.570818121,-4.518963881,-4.750529526,-3.598263562,-3.977230718
1678,72caeffe,1500,20499,10,160,-4.012565359,-3.676531693,-3.575342543,-4.567080676,-4.790103026,-3.604824788,-3.981892384
1679,72caeffe,1750,23214,10,160,-4.016522105,-3.680111362,-3.579194893,-4.607967618,-4.824629312,-3.610437452,-3.98604849
1680,72caeffe,2000,25929,10,160,-4.019955039,-3.683258462,-3.58254918,-4.643516282,-4.855255071,-3.615341725,-3.98979903
1681,72caeffe,2250,28644,10,160,-4.022986773,-3.686066056,-3.585519533,-4.674961034,-4.882775064,-3.619696669,-3.993216799
1682,72caeffe,2500,31359,10,160,-4.025701343,-3.688600149,-3.588184866,-4.703152129,-4.907763032,-3.623613114,-3.996356481
1683,72e6961c,25,1842.5,10,50.33333333,-3.657358512,-2.896472751,-2.639353602,-2.10746675,-1.967381853,-2.163050484,-2.360727725
1684,72e6961c,250,5100.5,10,50.33333333,-3.657358512,-2.896472751,-2.639353602,-1.952485291,-1.767281725,-2.266652009,-2.501078072
1685,72e6961c,500,8358.5,10,50.33333333,-3.657358512,-2.896472751,-2.639353602,-1.939038896,-1.730069539,-2.369689219,-2.560191079
1686,72e6961c,750,11616.5,10,50.33333333,-3.657358512,-2.896472751,-2.639353602,-1.934348077,-1.715645136,-2.438044271,-2.610079569
1687,72e6961c,1000,14874.5,10,50.33333333,-3.657358512,-2.896472751,-2.639353602,-1.931960755,-1.707944259,-2.489026458,-2.650850416
1688,72e6961c,1250,17861,10,160,-3.657358512,-2.896472751,-2.639353602,-1.930514562,-1.743875306,-2.207932717,-2.57784099
1689,72e6961c,1500,20576,10,160,-3.657358512,-2.896472751,-2.639353602,-1.929544591,-1.73635458,-2.240438528,-2.597917695
1690,72e6961c,1750,23291,10,160,-3.657358512,-2.896472751,-2.639353602,-1.928848863,-1.73080101,-2.268408142,-2.61660613
1691,72e6961c,2000,26006,10,160,-3.657358512,-2.896472751,-2.639353602,-1.928325475,-1.726530387,-2.292950545,-2.633951153
1692,72e6961c,2250,28721,10,160,-3.657358512,-2.896472751,-2.639353602,-1.927917445,-1.723143388,-2.314812992,-2.650067795
1693,72e6961c,2500,31436,10,160,-3.657358512,-2.896472751,-2.639353602,-1.927590422,-1.720391077,-2.33452265,-2.66508365
1694,74e11ee8,25,1536.5,6,50.33333333,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-1.420776131,-2.093421355,-1.329301091
1695,74e11ee8,250,4794.5,6,50.33333333,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-1.172582866,-2.093421355,-1.109299731
1696,74e11ee8,500,8052.5,6,50.33333333,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-1.172582866,-2.093421355,-1.109299731
1697,74e11ee8,750,11310.5,6,50.33333333,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-1.172582866,-2.093421355,-1.109299731
1698,74e11ee8,1000,14568.5,6,50.33333333,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-1.172582866,-2.093421355,-1.109299731
1699,74e11ee8,1250,17555,6,160,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.808615893,-2.093421355,-0.788413977
1700,74e11ee8,1500,20270,6,160,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.808615893,-2.093421355,-0.788413977
1701,74e11ee8,1750,22985,6,160,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.808615893,-2.093421355,-0.788413977
1702,74e11ee8,2000,25700,6,160,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.808615893,-2.093421355,-0.788413977
1703,74e11ee8,2250,28415,6,160,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.808615893,-2.093421355,-0.788413977
1704,74e11ee8,2500,31130,6,160,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.808615893,-2.093421355,-0.788413977
1705,75bbec9c,25,1766.5,10,50.33333333,-3.954654689,-3.266036655,-3.029665879,-3.204138188,-2.947708986,-3.14788122,-2.848428705
1706,75bbec9c,250,5024.5,10,50.33333333,-3.954654689,-3.266036655,-3.029665879,-3.387463429,-3.168272676,-3.14788122,-2.878359186
1707,75bbec9c,500,8282.5,10,50.33333333,-3.954654689,-3.266036655,-3.029665879,-3.464543025,-3.231501013,-3.14788122,-2.878359186
1708,75bbec9c,750,11540.5,10,50.33333333,-3.954654689,-3.266036655,-3.029665879,-3.511860297,-3.273026106,-3.14788122,-2.878359186
1709,75bbec9c,1000,14798.5,10,50.33333333,-3.954654689,-3.266036655,-3.029665879,-3.5461013,-3.304070178,-3.14788122,-2.878359186
1710,75bbec9c,1250,17785,10,160,-3.954654689,-3.266036655,-3.029665879,-3.572950647,-3.457830091,-3.14788122,-2.93826155
1711,75bbec9c,1500,20500,10,160,-3.954654689,-3.266036655,-3.029665879,-3.595039991,-3.475975135,-3.14788122,-2.93826155
1712,75bbec9c,1750,23215,10,160,-3.954654689,-3.266036655,-3.029665879,-3.613805677,-3.491803692,-3.14788122,-2.93826155
1713,75bbec9c,2000,25930,10,160,-3.954654689,-3.266036655,-3.029665879,-3.630118337,-3.505843179,-3.14788122,-2.93826155
1714,75bbec9c,2250,28645,10,160,-3.954654689,-3.266036655,-3.029665879,-3.644545785,-3.518458589,-3.14788122,-2.93826155
1715,75bbec9c,2500,31360,10,160,-3.954654689,-3.266036655,-3.029665879,-3.657478975,-3.529913187,-3.14788122,-2.93826155
1716,75ffd9e8,25,1614.5,10,50.33333333,-3.669730281,-4.008646461,-3.778137171,-3.664024395,-3.50871244,-2.740704405,-2.722026184
1717,75ffd9e8,250,4872.5,10,50.33333333,-3.86213887,-4.049813139,-3.899741733,-3.975836069,-3.697473447,-2.880214814,-2.884135721
1718,75ffd9e8,500,8130.5,10,50.33333333,-3.932678702,-4.095871345,-3.962334224,-4.136807559,-3.819942567,-2.945834538,-2.945752342
1719,75ffd9e8,750,11388.5,10,50.33333333,-3.974857216,-4.128508559,-4.001657367,-4.239145775,-3.904817177,-2.986275003,-2.984516851
1720,75ffd9e8,1000,14646.5,10,50.33333333,-4.005043932,-4.153602706,-4.030373874,-4.314335205,-3.969954226,-3.015572763,-3.012890777
1721,75ffd9e8,1250,17633,10,160,-4.028568969,-4.173958682,-4.053002626,-4.373801479,-3.935430371,-3.10351667,-3.210617299
1722,75ffd9e8,1500,20348,10,160,-4.047847374,-4.191074333,-4.071677475,-4.422996891,-3.972260164,-3.122432294,-3.228382439
1723,75ffd9e8,1750,23063,10,160,-4.064180342,-4.205837033,-4.087576333,-4.464952406,-4.004847676,-3.138504742,-3.24359973
1724,75ffd9e8,2000,25778,10,160,-4.078349739,-4.218814439,-4.10141849,-4.501528208,-4.034074087,-3.152477983,-3.256912162
1725,75ffd9e8,2250,28493,10,160,-4.090862282,-4.230391241,-4.113675526,-4.533948478,-4.060571063,-3.164837503,-3.268745636
1726,75ffd9e8,2500,31208,10,160,-4.102065197,-4.240840035,-4.124673406,-4.563061897,-4.084806966,-3.17591771,-3.279397098
1727,76abf978,25,1843.5,10,50.33333333,-3.812699215,-3.702899624,-3.576827744,-3.667155545,-3.767836366,-3.691209375,-3.747851218
1728,76abf978,250,5101.5,10,50.33333333,-3.840105976,-3.652336342,-3.59380893,-4.223998466,-4.294806684,-3.914160475,-3.920170624
1729,76abf978,500,8359.5,10,50.33333333,-3.855764779,-3.665378579,-3.620153177,-4.481405859,-4.504764332,-4.020623432,-3.997329053
1730,76abf978,750,11617.5,10,50.33333333,-3.865445729,-3.677574878,-3.637709498,-4.642075429,-4.646086513,-4.087035823,-4.051916201
1731,76abf978,1000,14875.5,10,50.33333333,-3.872462311,-3.687774322,-3.650809465,-4.759188117,-4.75265201,-4.135408662,-4.093871307
1732,76abf978,1250,17862,10,160,-3.877967338,-3.696395567,-3.661249486,-4.851397778,-4.93713009,-4.173475387,-4.171501163
1733,76abf978,1500,20577,10,160,-3.882497566,-3.703824408,-3.669925612,-4.927462191,-5.000012099,-4.204864944,-4.195004385
1734,76abf978,1750,23292,10,160,-3.886346663,-3.710337288,-3.677347146,-4.992202417,-5.054998377,-4.23157372,-4.215874847
1735,76abf978,2000,26007,10,160,-3.889692855,-3.716129523,-3.683830853,-5.048557816,-5.103842292,-4.254818178,-4.234621334
1736,76abf978,2250,28722,10,160,-3.892652463,-3.721341871,-3.689587058,-5.098453578,-5.147774284,-4.275394668,-4.251625399
1737,76abf978,2500,31437,10,160,-3.89530561,-3.726078351,-3.694762497,-5.143219554,-5.187689931,-4.293853052,-4.267177485
1738,76bfdf0b,25,1808.5,10,50.33333333,-4.047735592,-3.91766501,-3.896594608,-4.054580207,-4.17239125,-3.36580631,-3.430377782
1739,76bfdf0b,250,5066.5,10,50.33333333,-4.143908508,-3.970023478,-3.972993816,-4.484794126,-4.713159538,-3.408269364,-3.69258963
1740,76bfdf0b,500,8324.5,10,50.33333333,-4.177268392,-3.997173645,-4.004291496,-4.680987355,-4.86479301,-3.424596711,-3.708916977
1741,76bfdf0b,750,11582.5,10,50.33333333,-4.197101556,-4.014671176,-4.023392743,-4.802546144,-4.967920915,-3.434394656,-3.718714922
1742,76bfdf0b,1000,14840.5,10,50.33333333,-4.211264152,-4.027607394,-4.037180377,-4.890827395,-5.046088338,-3.441416425,-3.725736691
1743,76bfdf0b,1250,17827,10,160,-4.222287952,-4.037875271,-4.047976227,-4.960184442,-5.422649563,-3.492837228,-4.153824714
1744,76bfdf0b,1500,20542,10,160,-4.231314913,-4.04638957,-4.05684996,-5.017314189,-5.467280048,-3.497326823,-4.158314309
1745,76bfdf0b,1750,23257,10,160,-4.238958694,-4.053662782,-4.064383669,-5.065888024,-5.506569028,-3.50113164,-4.162119126
1746,76bfdf0b,2000,25972,10,160,-4.245587396,-4.060011115,-4.070929472,-5.108137764,-5.541646872,-3.504433177,-4.165420663
1747,76bfdf0b,2250,28687,10,160,-4.251439286,-4.065643474,-4.07671668,-5.145521938,-5.573323191,-3.507349151,-4.168336638
1748,76bfdf0b,2500,31402,10,160,-4.256677482,-4.070705111,-4.081903,-5.179046303,-5.602196264,-3.50996027,-4.170947756
1749,76c104da,25,1767.5,10,50.33333333,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.518819582,-5.578881668,-5.440942393
1750,76c104da,250,5025.5,10,50.33333333,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.621327463,-5.578881668,-5.567082722
1751,76c104da,500,8283.5,10,50.33333333,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.621327463,-5.578881668,-5.567082722
1752,76c104da,750,11541.5,10,50.33333333,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.621327463,-5.578881668,-5.567082722
1753,76c104da,1000,14799.5,10,50.33333333,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.621327463,-5.578881668,-5.567082722
1754,76c104da,1250,17786,10,160,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.842786274,-5.578881668,-5.827110567
1755,76c104da,1500,20501,10,160,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.842786274,-5.578881668,-5.827110567
1756,76c104da,1750,23216,10,160,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.842786274,-5.578881668,-5.827110567
1757,76c104da,2000,25931,10,160,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.842786274,-5.578881668,-5.827110567
1758,76c104da,2250,28646,10,160,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.842786274,-5.578881668,-5.827110567
1759,76c104da,2500,31361,10,160,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.842786274,-5.578881668,-5.827110567
1760,76f6a1e9,25,1879.5,10,50.33333333,-4.45232885,-3.433557596,-3.244750033,-3.03548236,-3.096247347,-2.319897367,-2.381120568
1761,76f6a1e9,250,5137.5,10,50.33333333,-4.482187299,-3.43953933,-3.279048242,-3.394014508,-3.460188095,-2.334566211,-2.516955436
1762,76f6a1e9,500,8395.5,10,50.33333333,-4.494532316,-3.454965774,-3.300465162,-3.562279129,-3.583504161,-2.352277143,-2.527180619
1763,76f6a1e9,750,11653.5,10,50.33333333,-4.501995788,-3.46627118,-3.314200429,-3.667844858,-3.669685101,-2.364620362,-2.53613853
1764,76f6a1e9,1000,14911.5,10,50.33333333,-4.507360075,-3.475065304,-3.324312268,-3.744952852,-3.735919255,-2.374000442,-2.543574776
1765,76f6a1e9,1250,17898,10,160,-4.511550106,-3.482241225,-3.332315313,-3.805733834,-3.956870297,-2.368003541,-2.796366964
1766,76f6a1e9,1500,20613,10,160,-4.514988681,-3.488296487,-3.33893814,-3.855908698,-3.99367841,-2.374319912,-2.800270562
1767,76f6a1e9,1750,23328,10,160,-4.517904753,-3.493531856,-3.344587141,-3.89863498,-4.026379169,-2.379747258,-2.803873719
1768,76f6a1e9,2000,26043,10,160,-4.520436351,-3.498142024,-3.34951216,-3.935841123,-4.055782369,-2.384504495,-2.807202358
1769,76f6a1e9,2250,28758,10,160,-4.522673141,-3.50225996,-3.353877782,-3.968791744,-4.082484774,-2.38873869,-2.810286931
1770,76f6a1e9,2500,31473,10,160,-4.524676676,-3.505980409,-3.357798174,-3.998361198,-4.106936824,-2.392553346,-2.813156211
1771,77ba7edc,25,1646.5,10,50.33333333,-3.621136435,-4.049298842,-3.911782992,-4.033520712,-4.085410716,-4.217494754,-4.211347172
1772,77ba7edc,250,4904.5,10,50.33333333,-3.749994399,-3.997445618,-3.953118539,-4.10652251,-4.265570351,-4.159033577,-4.247962399
1773,77ba7edc,500,8162.5,10,50.33333333,-3.803442142,-4.0212681,-3.996703987,-4.227875552,-4.319812192,-4.201799038,-4.24955391
1774,77ba7edc,750,11420.5,10,50.33333333,-3.835767405,-4.042011874,-4.025485808,-4.320261253,-4.377469404,-4.241065317,-4.267724008
1775,77ba7edc,1000,14678.5,10,50.33333333,-3.859004287,-4.059058875,-4.04689827,-4.393283455,-4.429124786,-4.273888852,-4.287650198
1776,77ba7edc,1250,17665,10,160,-3.877156033,-4.073355743,-4.06393783,-4.453409413,-4.676004296,-4.301660017,-4.46634332
1777,77ba7edc,1500,20380,10,160,-3.892053134,-4.085620736,-4.078086006,-4.50444302,-4.700238043,-4.325613953,-4.473904672
1778,77ba7edc,1750,23095,10,160,-3.904687012,-4.096342902,-4.090181227,-4.548748131,-4.723742248,-4.346632373,-4.482253378
1779,77ba7edc,2000,25810,10,160,-3.915655442,-4.105859776,-4.100743614,-4.587881417,-4.746245235,-4.365338412,-4.490864857
1780,77ba7edc,2250,28525,10,160,-3.925346777,-4.114411377,-4.110117915,-4.622918719,-4.767673834,-4.382181657,-4.499471347
1781,77ba7edc,2500,31240,10,160,-3.934027618,-4.122173554,-4.118544354,-4.654633321,-4.788041308,-4.397494762,-4.507933221
1782,7acbc3e2,25,1724.5,6,50.33333333,-2.833149012,-2.433778833,-2.336797967,-2.570386851,-2.476735575,-2.298821505,-2.343661962
1783,7acbc3e2,250,4982.5,6,50.33333333,-2.96012934,-2.548921573,-2.458025562,-3.147375718,-2.810940642,-2.38606836,-2.391221155
1784,7acbc3e2,500,8240.5,6,50.33333333,-3.000394663,-2.588332169,-2.497898499,-3.34457501,-2.942578217,-2.423123119,-2.407792875
1785,7acbc3e2,750,11498.5,6,50.33333333,-3.024075225,-2.611721694,-2.521446156,-3.461573278,-3.032343767,-2.445689287,-2.422468267
1786,7acbc3e2,1000,14756.5,6,50.33333333,-3.040912351,-2.628412123,-2.538216427,-3.545051092,-3.100732515,-2.46196028,-2.434543891
1787,7acbc3e2,1250,17743,6,160,-3.053987174,-2.641398546,-2.551251007,-3.609998719,-3.094647959,-2.477167218,-2.528675342
1788,7acbc3e2,1500,20458,6,160,-3.064677767,-2.652030047,-2.561914717,-3.66316661,-3.130430731,-2.487229769,-2.533710866
1789,7acbc3e2,1750,23173,6,160,-3.07372101,-2.661031003,-2.570938732,-3.708178831,-3.162359749,-2.495820458,-2.538595487
1790,7acbc3e2,2000,25888,6,160,-3.081557459,-2.668835693,-2.578760744,-3.747207873,-3.191173286,-2.503315294,-2.543244199
1791,7acbc3e2,2250,28603,6,160,-3.088471605,-2.675725112,-2.585663653,-3.781659327,-3.217420401,-2.509962424,-2.547636574
1792,7acbc3e2,2500,31318,6,160,-3.094657865,-2.681891575,-2.591840919,-3.812495132,-3.241518592,-2.515934233,-2.551777834
1793,7cc119e0,25,1725.5,6,50.33333333,-2.582160566,-1.789561943,-1.66667623,-1.6596179,-1.766126694,-1.579943358,-1.697900262
1794,7cc119e0,250,4983.5,6,50.33333333,-2.670586786,-1.855390214,-1.749512261,-1.908828838,-1.936365859,-1.660785556,-1.741761582
1795,7cc119e0,500,8241.5,6,50.33333333,-2.701132155,-1.884377718,-1.779697523,-1.999320861,-1.990867718,-1.690889565,-1.748013175
1796,7cc119e0,750,11499.5,6,50.33333333,-2.719240435,-1.901957772,-1.797684418,-2.053257128,-2.031115904,-1.708850223,-1.757041945
1797,7cc119e0,1000,14757.5,6,50.33333333,-2.732155631,-1.914607145,-1.810538665,-2.091807054,-2.062428446,-1.721691513,-1.765192432
1798,7cc119e0,1250,17744,6,160,-2.742201671,-1.924493139,-1.820548054,-2.121827333,-2.208956055,-1.73169318,-1.899866086
1799,7cc119e0,1500,20459,6,160,-2.750424411,-1.93260895,-1.828746325,-2.146416806,-2.224771998,-1.739886324,-1.902361869
1800,7cc119e0,1750,23174,6,160,-2.757385095,-1.939493144,-1.835689515,-2.167242522,-2.239154313,-1.746825863,-1.905128871
1801,7cc119e0,2000,25889,6,160,-2.76342007,-1.945470689,-1.84171136,-2.185305144,-2.252282727,-1.752844976,-1.907959496
1802,7cc119e0,2250,28604,6,160,-2.768746902,-1.950752815,-1.847027973,-2.201252704,-2.264329928,-1.758159467,-1.910757739
1803,7cc119e0,2500,31319,6,160,-2.773514457,-1.955484584,-1.851787351,-2.215529007,-2.275445247,-1.76291715,-1.913478881
1804,7cf6845b,25,1615.5,10,50.33333333,-3.75893617,-3.825733714,-3.622698757,-3.529336123,-3.660555549,-2.921281188,-2.959470824
1805,7cf6845b,250,4873.5,10,50.33333333,-3.86498417,-3.851688511,-3.694382779,-3.657784531,-3.827144999,-3.049088844,-3.131160296
1806,7cf6845b,500,8131.5,10,50.33333333,-3.902077525,-3.877955298,-3.728205658,-3.780007872,-3.904648084,-3.113405018,-3.186719379
1807,7cf6845b,750,11389.5,10,50.33333333,-3.924125931,-3.895928792,-3.749103862,-3.862645536,-3.967034085,-3.153913642,-3.223474024
1808,7cf6845b,1000,14647.5,10,50.33333333,-3.939868437,-3.909528956,-3.764259166,-3.924827997,-4.017596592,-3.183541837,-3.251010652
1809,7cf6845b,1250,17634,10,160,-3.952121043,-3.920459761,-3.776155461,-3.974643079,-4.260741452,-3.229308945,-3.458648504
