,userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
17483,dfe6bee3,6_hard_full,6,hard,full,non-linear,160,1250,-2.771355658,-2.555110334,-2.530180375,-2.586036721,-2.689788881,-2.777098928,-2.765469769
17488,eec7360c,6_hard_full,6,hard,full,interaction_blind,160,1250,-3.185870247,-2.910599688,-2.925774495,-2.861557369,-3.508580647,-2.107765172,-2.662728929
17489,efebc5bb,6_hard_full,6,hard,full,blocking,160,1250,-4.09156983,-4.156088383,-4.159181656,-3.774889549,-3.760997875,-4.311845695,-3.920332998
17492,f1ebd0b7,6_hard_full,6,hard,full,interaction,160,1250,-2.602689685,-2.456735773,-2.405141681,-1.87029787,-3.794323456,-1.882391974,-3.944579023
17494,f3dbeb7e,6_hard_full,6,hard,full,non-linear,160,1250,-2.863558986,-2.611939985,-2.564957443,-3.286161094,-3.019091528,-3.141786809,-3.483473401
17496,f6fbf6b1,6_hard_full,6,hard,full,linear,160,1250,-4.109173069,-3.756888942,-3.866575866,-4.130761745,-3.950969619,-4.304491798,-4.387200253
17499,fac10d6e,6_hard_full,6,hard,full,linear,160,1250,-3.218417766,-3.09020971,-3.157503393,-4.548159757,-4.640024006,-3.312556842,-3.801219981
17508,16d516ad,6_hard_pruned,6,hard,pruned,blocking,160,1250,-3.300207622,-2.183202685,-2.132400372,-1.68452473,-1.13133497,-2.497171011,-1.879541618
17509,1dac01e7,6_hard_pruned,6,hard,pruned,blocking,160,1250,-3.04293175,-1.959056602,-1.801464789,-1.893675621,-1.342460809,-1.791018311,-1.397253101
17511,25cfdeaf,6_hard_pruned,6,hard,pruned,non-linear,160,1250,-2.577681622,-1.973761826,-1.927451721,-2.599333482,-2.717713877,-2.137932182,-2.320829634
17514,2afbbf79,6_hard_pruned,6,hard,pruned,blocking,160,1250,-3.110734455,-2.75824849,-2.728921367,-2.956920692,-2.62344611,-2.654553799,-2.814607878
17518,2ff50f64,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-2.640531992,-2.23801875,-2.137273196,-2.438787937,-2.829155341,-1.840426271,-2.209301308
17520,30e4feac,6_hard_pruned,6,hard,pruned,density,160,1250,-3.211138552,-3.716262996,-3.806043326,-5.011823147,-4.750736813,-3.264100997,-3.660542366
17529,49c72e9b,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-1.911990504,-2.069304162,-2.025150279,-1.625387961,-2.815369086,-1.364320539,-1.972020571
17530,4bca7fc9,6_hard_pruned,6,hard,pruned,blocking,160,1250,-2.965825904,-3.100159977,-3.009708963,-3.092697729,-2.236581455,-3.346395652,-3.133064433
17540,5adff9a5,6_hard_pruned,6,hard,pruned,density,160,1250,-2.522975795,-2.85068,-2.730976196,-2.69019128,-2.969491932,-2.565087233,-2.868026875
17541,5dbfe29c,6_hard_pruned,6,hard,pruned,interaction,160,1250,-2.446230432,-1.79983214,-1.703499844,-1.657254904,-1.953619008,-1.834977651,-1.938653515
17545,65afea1f,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-4.003387129,-3.943508369,-4.048656157,-4.762025757,-4.983158395,-3.480811228,-4.036380022
17551,6bb10472,6_hard_pruned,6,hard,pruned,blocking_blind,160,1250,-2.335206839,-1.50326376,-1.333512424,-0.955938615,-0.723414665,-0.930200262,-0.717792092
17553,6dd103e2,6_hard_pruned,6,hard,pruned,non-linear,160,1250,-2.799562333,-2.308980436,-2.285923253,-3.169818395,-3.036196084,-2.371255255,-2.59410784
17555,74e11ee8,6_hard_pruned,6,hard,pruned,blocking_blind,160,1250,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.805532474,-2.093421355,-0.785816758
17557,7dd704e0,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-2.478620225,-1.89417648,-1.805121031,-1.79612157,-2.045914872,-1.63567014,-2.003149554
17560,81c11c9f,6_hard_pruned,6,hard,pruned,interaction,160,1250,-2.400019065,-1.259064643,-1.163620257,-1.115827598,-1.217540846,-1.166840297,-1.20370512
17565,92a74a76,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-2.588843119,-2.42030625,-2.35555913,-2.511877657,-2.681518122,-1.938367016,-1.972436144
17570,a0f4f1bf,6_hard_pruned,6,hard,pruned,density,160,1250,-3.583499539,-3.648981415,-3.681330178,-4.166599069,-3.793987556,-3.758560582,-3.729463327
17572,a2ebe618,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-3.113200384,-2.897348497,-2.906119221,-2.166457236,-3.064193082,-1.877138831,-2.777984054
17575,aafbd6ab,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-2.865833904,-2.407393328,-2.354269687,-2.328333542,-2.523528656,-2.310743569,-2.773965286
17577,b0e1157c,6_hard_pruned,6,hard,pruned,interaction,160,1250,-2.377421381,-1.87303764,-1.780368214,-1.653366085,-2.150247595,-2.190777329,-2.497488902
17581,b9e512db,6_hard_pruned,6,hard,pruned,non-linear,160,1250,-2.705694638,-1.497737903,-1.416486639,-1.905190198,-1.444854569,-1.966845895,-2.267642619
17588,c7fffe38,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-2.784653125,-2.730712571,-2.683599968,-2.927415779,-2.872151166,-2.268439625,-2.303018314
17595,d4fac87b,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-3.226755649,-4.051907196,-4.093871938,-4.110124263,-4.677561303,-2.706029671,-2.900224369
17598,daefd33a,6_hard_pruned,6,hard,pruned,interaction_blind,160,1250,-2.223149574,-2.256912066,-2.244469976,-2.688720733,-3.293174606,-1.979156101,-2.501369571
17601,e0a737b6,6_hard_pruned,6,hard,pruned,density,160,1250,-3.596370405,-4.641154366,-4.674600925,-4.666961455,-4.856963591,-3.717704889,-3.779495374
17603,e1e500d7,6_hard_pruned,6,hard,pruned,blocking_blind,160,1250,-2.335206839,-1.50326376,-1.333512424,-0.955938615,-0.723414665,-0.930200262,-0.717792092
17608,e9dbbf8a,6_hard_pruned,6,hard,pruned,blocking_blind,160,1250,-2.760343775,-3.069529653,-3.012021862,-3.205017177,-3.115993636,-2.04045671,-1.909262906
17610,eba732b3,6_hard_pruned,6,hard,pruned,blocking_blind,160,1250,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.805532474,-2.093421355,-0.785816758
17616,f8bbc519,6_hard_pruned,6,hard,pruned,density,160,1250,-2.577688383,-3.17805383,-3.234749174,-3.515137787,-5.515587339,-3.62062117,-5.762247975
17617,fcaffad4,6_hard_pruned,6,hard,pruned,blocking_blind,160,1250,-3.988032602,-3.819470323,-3.896970196,-4.080889635,-4.035370209,-3.819455353,-3.646523903
17618,fdaa7ebb,6_hard_pruned,6,hard,pruned,density,160,1250,-2.801975105,-3.600559085,-3.587932919,-4.68474917,-4.514610276,-3.123872802,-3.309491381
17622,13f4ff5a,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.935146236,-3.633073754,-3.414287457,-3.147073576,-2.958651257,-2.600069384,-2.589915388
17623,1cdbeb89,10_hard_full,10,hard,full,interaction,160,1250,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.843313654,-2.703950654,-4.131337447
17624,1df6940e,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.319658733,-2.109246495,-1.840131414,-1.165525071,-0.832208969,-1.125957159,-0.816737223
17625,1ff4f828,10_hard_full,10,hard,full,interaction_blind,160,1250,-3.501324399,-3.285357511,-3.03027081,-2.854659047,-3.262242898,-2.528858885,-2.96017836
17626,21abc061,10_hard_full,10,hard,full,blocking,160,1250,-3.8298832,-3.599952271,-3.499661382,-3.301566018,-2.967393157,-3.246329008,-3.125826753
17627,23dbc11c,10_hard_full,10,hard,full,blocking_blind,160,1250,-4.382061317,-4.887256751,-4.940070351,-5.290283721,-5.252787512,-4.192242401,-4.190584707
17628,26dbf473,10_hard_full,10,hard,full,interaction,160,1250,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-3.843313654,-2.703950654,-4.131337447
17629,28e67c08,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.257479201,-2.109058262,-1.840035676,-1.163147694,-0.817357709,-1.123186834,-0.801352804
17630,2fb4f99a,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.295432791,-2.127260258,-1.844825864,-1.341604882,-0.760484621,-1.290601113,-0.742649025
17631,34b12db9,10_hard_full,10,hard,full,interaction_blind,160,1250,-4.183675171,-3.848444927,-3.739471283,-3.659069999,-3.452454532,-3.025578622,-3.031961983
17632,65f68460,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.324551573,-2.977280546,-2.685659586,-1.997607178,-1.53608139,-1.946353075,-1.516369853
17633,75ffd9e8,10_hard_full,10,hard,full,interaction_blind,160,1250,-4.028568969,-4.173958682,-4.053002626,-4.373801479,-3.934229808,-3.10421701,-3.212698425
17634,7cf6845b,10_hard_full,10,hard,full,interaction_blind,160,1250,-3.952121043,-3.920459761,-3.776155461,-3.974643079,-4.262598904,-3.229570476,-3.460758948
17635,84dbf4f9,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.509403702,-2.956328137,-2.691526017,-2.4801148,-2.07020154,-1.792442616,-1.774434131
17636,87cfed83,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.243568437,-3.767750908,-3.228626787,-2.146308259,-0.933208461,-2.018607509,-0.886961318
17637,8bc69c49,10_hard_full,10,hard,full,interaction_blind,160,1250,-3.67722588,-3.471998494,-3.319119448,-3.377039217,-3.447568201,-2.752450964,-2.89757624
17638,92e6f512,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.319658733,-2.109246495,-1.840131414,-1.165525071,-0.832208969,-1.125957159,-0.816737223
17639,98d105c1,10_hard_full,10,hard,full,interaction,160,1250,-3.234597847,-2.692484689,-2.412342141,-1.512058364,-1.610979311,-1.537119784,-1.595340038
17640,9befd8ad,10_hard_full,10,hard,full,interaction,160,1250,-3.367545246,-2.902929554,-2.585988683,-2.037198896,-2.045567408,-2.305878719,-2.392172371
17641,a3eacaa9,10_hard_full,10,hard,full,blocking_blind,160,1250,-4.233000232,-3.495133762,-3.33863028,-2.953381096,-2.879976957,-2.713612382,-2.659760782
17642,a4f74985,10_hard_full,10,hard,full,interaction_blind,160,1250,-3.725381497,-3.189389339,-2.995720426,-3.425607278,-3.340497501,-2.986351516,-3.245595116
17643,abc728e1,10_hard_full,10,hard,full,blocking_blind,160,1250,-3.496520697,-2.180471902,-1.915936893,-1.306806287,-0.981489743,-1.254339878,-0.965785297
17644,aceaccbc,10_hard_full,10,hard,full,interaction_blind,160,1250,-3.559320774,-3.433738515,-3.195803545,-2.268999646,-2.630369415,-2.257548657,-2.587925461
17645,add50f98,10_hard_full,10,hard,full,interaction_blind,160,1250,-4.424442475,-4.309120794,-4.246127148,-3.431680163,-3.922083096,-3.149415536,-3.707565072
17646,b1ebd3b5,10_hard_full,10,hard,full,blocking,160,1250,-3.221165398,-3.885724852,-3.378404612,-2.786778542,-1.679710505,-2.707274102,-1.715556032
17647,b5b6dcbc,10_hard_full,10,hard,full,non-linear,160,1250,-4.05560363,-4.055805577,-3.923562832,-4.223798951,-4.323998011,-4.169322997,-4.694088724
17648,d2ac158a,10_hard_full,10,hard,full,interaction_blind,160,1250,-3.260371119,-2.6309746,-2.406246856,-2.393370222,-2.278944012,-1.54303484,-1.69415322
17649,edf12206,10_hard_full,10,hard,full,interaction_blind,160,1250,-4.19020933,-4.093150223,-3.980132692,-3.62602756,-3.807364854,-2.672873066,-2.9404641
17650,f0ebc21e,10_hard_full,10,hard,full,interaction_blind,160,1250,-4.074796388,-4.040044623,-3.94128765,-3.896939413,-4.124276845,-2.54364229,-2.824559394
17651,f6fbf7bf,10_hard_full,10,hard,full,blocking_blind,160,1250,-4.230542549,-4.376978923,-4.326408074,-4.667092283,-4.454570909,-3.331495035,-3.125962405
17652,f7ebbfe9,10_hard_full,10,hard,full,interaction_blind,160,1250,-4.457128823,-4.619678363,-4.595962827,-4.640595061,-4.549964176,-4.239187054,-4.259138836
17653,13b7468e,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.241954366,-3.547882552,-3.267936883,-2.686468615,-3.282600287,-1.519946211,-2.296905967
17654,13dbbfb8,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-4.55418214,-4.051503272,-4.016707059,-3.10760788,-3.32921032,-2.776282472,-3.008074213
17655,16f6e58d,10_hard_pruned,10,hard,pruned,blocking,160,1250,-3.705546776,-3.102443691,-2.89411146,-2.653842535,-2.137919017,-2.62606745,-2.223836579
17656,18a695e2,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.409085934,-4.226758188,-4.122365815,-4.264537807,-4.569622674,-3.117287594,-3.521415228
17657,1bd72c42,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.003546728,-3.399821594,-3.16448125,-2.752568912,-2.306633296,-2.691321457,-2.287590527
17658,28d4fefb,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.537374183,-3.485972981,-3.282100733,-3.005929716,-3.142738454,-2.414733812,-2.498785006
17659,31f6a576,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.686749951,-3.572512095,-3.437338231,-3.446555845,-3.439907785,-2.908806489,-2.860685947
17660,32fad07f,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-2.980251341,-2.660117371,-2.488411036,-1.916784274,-1.726670885,-1.891730802,-1.71949393
17661,41bad9a2,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.452133669,-3.444956637,-3.236051177,-3.080019495,-3.019005618,-2.835775976,-3.255082468
17662,4bfffc8c,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-4.710662603,-5.494381575,-5.732307823,-5.80013923,-5.825509191,-4.237705772,-4.477746398
17663,50f6b001,10_hard_pruned,10,hard,pruned,blocking,160,1250,-4.246423762,-4.325188165,-4.214243196,-4.489305601,-3.845331386,-4.006985656,-3.979110091
17664,5bc4f225,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-2.982441245,-2.173517215,-1.904589302,-1.190388455,-0.927120228,-1.15750578,-0.913491972
17665,77ba7edc,10_hard_pruned,10,hard,pruned,density,160,1250,-3.877156033,-4.073355743,-4.06393783,-4.453409413,-4.677784494,-4.301660017,-4.467884007
17666,7dea8d37,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.666932195,-3.085686067,-2.876962446,-2.693350102,-2.276134272,-2.401793064,-2.253524118
17667,7ef11f8d,10_hard_pruned,10,hard,pruned,non-linear,160,1250,-3.856337323,-3.712918084,-3.580572439,-3.998047442,-3.933184573,-3.604698297,-3.76765069
17668,8aa6d830,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.411562104,-2.728650264,-2.470407973,-2.080459378,-1.882146583,-1.872956696,-1.723030355
17669,8ea50714,10_hard_pruned,10,hard,pruned,blocking,160,1250,-3.63987869,-3.076249875,-2.863647597,-2.702318591,-2.287133078,-3.186401046,-3.010281226
17670,98c10b8a,10_hard_pruned,10,hard,pruned,blocking,160,1250,-3.409216389,-2.541693718,-2.295159708,-2.286728436,-2.023788491,-2.29937287,-2.320005309
17671,acdac85f,10_hard_pruned,10,hard,pruned,non-linear,160,1250,-3.530097438,-3.393744157,-3.183723227,-3.698449139,-3.193461056,-3.348266554,-3.659609265
17672,b8bac8b7,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.497605323,-3.618095333,-3.437317514,-3.942602096,-4.355804082,-2.688554703,-2.991278453
17673,bacbc468,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.400148527,-2.173823982,-1.810499486,-0.804082215,-0.424280203,-0.760764247,-0.40779223
17674,bcf51783,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.736895582,-2.56295055,-2.35548793,-2.005176198,-2.036479495,-1.528852106,-1.530831489
17675,c2cbff2e,10_hard_pruned,10,hard,pruned,density,160,1250,-2.142903456,-4.481494987,-4.243879195,-3.880809057,-3.409462481,-3.822888383,-3.387949052
17676,cce7504c,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.667838276,-3.553477377,-3.440052756,-4.066341989,-3.976397212,-3.334569958,-3.736874317
17677,cdc514e1,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.493189515,-3.447970966,-3.266957451,-3.03397388,-2.756585664,-2.444227647,-2.28236866
17678,d1cac84b,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.787768556,-4.224608905,-4.117122675,-4.833217362,-4.995254242,-3.706760676,-4.015276858
17679,d9e4f7e5,10_hard_pruned,10,hard,pruned,density,160,1250,-2.480021454,-3.039010299,-2.933168537,-3.013194208,-3.009283247,-2.544489912,-2.812856294
17680,e2b10de5,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.590573558,-3.347140417,-3.154326216,-3.238467566,-3.009735322,-2.546251073,-2.774311202
17681,e6efec72,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.683711882,-3.313179563,-3.096391154,-2.770274149,-2.605493739,-2.425730203,-2.080102536
17682,edfff93e,10_hard_pruned,10,hard,pruned,blocking,160,1250,-3.544663429,-2.96767147,-2.670416469,-2.085614536,-1.825590753,-2.708301337,-2.738977487
17683,efd4fa4a,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.777196691,-3.23762823,-3.074889176,-3.416646925,-3.586279636,-2.172725151,-2.427887033
17684,f3f4f4ae,10_hard_pruned,10,hard,pruned,interaction_blind,160,1250,-3.943019866,-4.27619882,-4.231724348,-4.719506129,-4.84215329,-2.912800655,-3.612370225
17685,f4c4f33c,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.405421801,-3.574165038,-3.367672447,-2.874827513,-3.01245194,-2.852674513,-2.779098961
17686,fcb764e3,10_hard_pruned,10,hard,pruned,blocking_blind,160,1250,-3.483569833,-2.735764931,-2.478318663,-2.229511351,-1.79607853,-1.881756378,-1.466334113
17687,12eacae6,6_easy_full,6,easy,full,density,160,1250,-3.437986761,-4.420148271,-4.348115927,-4.291167633,-4.707028791,-5.032020646,-5.454585007
17688,25dfef96,6_easy_full,6,easy,full,blocking_blind,160,1250,-2.579594797,-1.57109681,-1.372280086,-1.723688395,-1.373949834,-1.256792771,-1.066316675
17689,2aabe76a,6_easy_full,6,easy,full,non-linear,160,1250,-2.735498399,-1.617001295,-1.453704272,-2.06374188,-1.825523858,-1.738146485,-1.923874244
17690,2bcfe659,6_easy_full,6,easy,full,density,160,1250,-3.351431986,-3.389452711,-3.419220392,-4.636651734,-4.626737987,-3.57224675,-4.010170542
17691,32b10037,6_easy_full,6,easy,full,density,160,1250,-3.248143296,-3.680860443,-3.646490989,-4.250608423,-4.24482073,-4.444062705,-4.577552297
17692,34cffc40,6_easy_full,6,easy,full,interaction_blind,160,1250,-3.175967092,-2.654755359,-2.700860503,-3.490840612,-4.092766827,-2.317251518,-3.480782086
17693,38abe966,6_easy_full,6,easy,full,interaction_blind,160,1250,-2.493486149,-1.217075832,-1.02719577,-0.731514727,-0.594167293,-0.581229923,-0.590096641
17694,3acff9fa,6_easy_full,6,easy,full,density,160,1250,-2.315966514,-3.198741331,-3.102360894,-3.084452861,-4.113789283,-3.847159331,-3.649617076
17695,3bac0799,6_easy_full,6,easy,full,interaction_blind,160,1250,-2.365234469,-1.351442149,-1.186124359,-0.864234407,-0.808727871,-0.728231122,-0.805016254
17696,3fcbc0ab,6_easy_full,6,easy,full,non-linear,160,1250,-3.099954512,-2.639434537,-2.593453584,-2.631489234,-3.490100891,-4.707120619,-5.461985954
17697,40a74de0,6_easy_full,6,easy,full,interaction,160,1250,-2.719371524,-1.887117318,-1.740790111,-1.556705671,-2.2160802,-3.119342275,-3.35061408
17698,4ed755f1,6_easy_full,6,easy,full,interaction_blind,160,1250,-3.026327445,-2.78498315,-2.825636754,-3.563260403,-4.342330312,-2.614314906,-3.54726158
17699,59d51c4c,6_easy_full,6,easy,full,non-linear,160,1250,-3.063752417,-2.609158032,-2.533635879,-2.882045099,-3.108199168,-4.844593691,-5.298900397
17700,5acfeabc,6_easy_full,6,easy,full,interaction_blind,160,1250,-2.271393405,-1.228042015,-1.083610473,-0.723522554,-0.725799025,-0.627219528,-0.722376121
17701,5de11557,6_easy_full,6,easy,full,non-linear,160,1250,-3.077724206,-2.679906781,-2.678287684,-3.251383177,-3.864309639,-3.485334186,-4.063390682
17702,6bca8117,6_easy_full,6,easy,full,non-linear,160,1250,-2.574226268,-1.901931813,-1.787975674,-2.459605213,-2.483042197,-3.152278494,-3.411580972
17703,86f6e2cb,6_easy_full,6,easy,full,density,160,1250,-3.06561676,-3.319486771,-3.247586374,-3.418523026,-3.660211539,-4.539770632,-4.496255224
17704,8df4f6e8,6_easy_full,6,easy,full,non-linear,160,1250,-2.756402563,-1.69520773,-1.587788161,-1.651674617,-1.935118562,-2.083678234,-2.724753232
17705,9bf4f2c6,6_easy_full,6,easy,full,blocking_blind,160,1250,-2.423537703,-2.890371758,-2.233592222,-2.481617161,-1.398579752,-2.070941981,-1.392381838
17706,9defd82d,6_easy_full,6,easy,full,density,160,1250,-2.760399447,-2.919303282,-2.832531577,-2.898096831,-3.413231518,-5.381618551,-5.263432523
17707,a6bff327,6_easy_full,6,easy,full,density,160,1250,-2.881756484,-3.420322761,-3.370874011,-4.519716504,-4.192076131,-3.308983612,-3.681990168
17708,aedbea55,6_easy_full,6,easy,full,blocking_blind,160,1250,-2.55369534,-1.227323414,-1.038274648,-0.815835244,-0.648788185,-0.676658376,-0.645407531
17709,b3e4f78d,6_easy_full,6,easy,full,density,160,1250,-1.470614484,-3.409936285,-3.2834541,-3.945725525,-3.823213197,-4.354380255,-3.887520788
17710,b4abeb7e,6_easy_full,6,easy,full,interaction_blind,160,1250,-2.271393405,-1.228042015,-1.083610473,-0.723522554,-0.725799025,-0.627219528,-0.722376121
17711,b7eae04f,6_easy_full,6,easy,full,non-linear,160,1250,-2.772138891,-2.450422603,-2.382430592,-2.694092423,-3.298427377,-3.725403874,-3.97541901
17712,b8a11f60,6_easy_full,6,easy,full,density,160,1250,-2.646039287,-4.997027963,-4.559174938,-4.724524898,-4.002499959,-4.450741445,-3.998368016
17713,cfd6ff5a,6_easy_full,6,easy,full,density,160,1250,-3.102483515,-3.50029842,-3.450520385,-4.05489932,-4.081280952,-3.786875015,-4.020588632
17714,d3b525de,6_easy_full,6,easy,full,density,160,1250,-2.708188892,-3.149316536,-3.18220855,-3.933813243,-4.652223158,-5.264895618,-6.272267924
17715,d6b67ee1,6_easy_full,6,easy,full,blocking,160,1250,-2.501976091,-2.421916374,-2.307005804,-2.470406262,-2.260522653,-2.40244876,-2.283942381
17716,d6d500ab,6_easy_full,6,easy,full,density,160,1250,-2.807598092,-3.915360845,-3.886741194,-4.15636005,-4.3322851,-5.354053652,-5.438336118
17717,dabbe6bb,6_easy_full,6,easy,full,non-linear,160,1250,-2.918523159,-2.48585518,-2.442825027,-2.910762135,-3.008487311,-3.177205798,-3.555005103
17718,efa7383d,6_easy_full,6,easy,full,density,160,1250,-3.057293396,-3.37615214,-3.395903753,-3.680100488,-4.744861558,-6.180877867,-6.750002837
17719,f9c123d7,6_easy_full,6,easy,full,blocking,160,1250,-2.438025796,-1.327860811,-1.13252657,-1.004396904,-0.783294886,-1.099126242,-1.018768092
17720,fda4f169,6_easy_full,6,easy,full,interaction,160,1250,-2.453839847,-2.21229499,-2.120855254,-2.001192813,-2.685894264,-2.265863168,-2.815677706
17721,11dfe866,6_easy_pruned,6,easy,pruned,non-linear,160,1250,-2.503569236,-1.789972236,-1.696115101,-2.310151228,-2.506601418,-2.100902803,-2.179692906
17722,12ebbfd2,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-2.072540165,-1.279813906,-1.127872632,-0.663401979,-0.737743933,-0.610712778,-0.73419145
17723,16e512d0,6_easy_pruned,6,easy,pruned,non-linear,160,1250,-2.615729214,-1.839340576,-1.677845778,-2.296229294,-2.153580971,-2.356665606,-2.733286489
17724,19a105e3,6_easy_pruned,6,easy,pruned,non-linear,160,1250,-2.590755964,-2.246250275,-2.113389541,-2.49903153,-2.45804927,-4.032629297,-4.373648544
17725,1de715c7,6_easy_pruned,6,easy,pruned,density,160,1250,-1.768869246,-4.80762872,-4.537272265,-4.853879116,-3.984020104,-4.748986718,-3.977003732
17726,1fdbc072,6_easy_pruned,6,easy,pruned,density,160,1250,-2.003093042,-2.688618104,-2.533495063,-2.248598902,-2.282618049,-2.144736443,-2.276744494
17727,2dca846d,6_easy_pruned,6,easy,pruned,density,160,1250,-2.589357086,-3.658700907,-3.534257167,-4.701842754,-4.131430796,-3.607062632,-3.532332909
17728,2dfbc35a,6_easy_pruned,6,easy,pruned,non-linear,160,1250,-2.167918148,-1.63320633,-1.510086241,-1.734174546,-1.823254992,-1.810459888,-1.937214049
17729,33b693e2,6_easy_pruned,6,easy,pruned,density,160,1250,-2.341997504,-3.103332091,-3.033957347,-3.259971306,-3.286791751,-2.526709551,-2.762608565
17730,33ebe68d,6_easy_pruned,6,easy,pruned,interaction,160,1250,-2.365647822,-1.462629368,-1.281079817,-0.872136416,-1.17951233,-2.664856147,-2.963895689
17731,46dad3ed,6_easy_pruned,6,easy,pruned,density,160,1250,-2.421699697,-3.773517857,-3.64502971,-3.292271876,-3.300670446,-3.206551774,-3.296513698
17732,48c70a00,6_easy_pruned,6,easy,pruned,non-linear,160,1250,-2.915291047,-1.863360026,-1.81107909,-2.66054065,-2.273754633,-2.484914971,-2.616720089
17733,4dc50d03,6_easy_pruned,6,easy,pruned,non-linear,160,1250,-2.75916479,-2.509512533,-2.401507348,-3.337094051,-2.806470287,-3.997095612,-3.995599732
17734,4dfbc07c,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691670965,-0.40931495,-0.679200721
17735,55a709fd,6_easy_pruned,6,easy,pruned,linear,160,1250,-2.776326162,-2.775476684,-2.798156408,-2.906648015,-4.031833921,-4.842226006,-5.197380713
17736,58e72ee8,6_easy_pruned,6,easy,pruned,blocking,160,1250,-2.166916028,-1.830674927,-1.667811902,-1.646126761,-1.349542404,-1.972516133,-1.956606055
17737,62b5140d,6_easy_pruned,6,easy,pruned,linear,160,1250,-2.564949357,-2.1102132,-2.130213867,-2.423070813,-5.32982765,-2.331303002,-5.482749901
17738,67abc3ab,6_easy_pruned,6,easy,pruned,density,160,1250,-2.922814613,-3.431358552,-3.361747506,-3.464610032,-3.62306141,-4.388316592,-4.410035995
17739,67abf219,6_easy_pruned,6,easy,pruned,density,160,1250,-2.689182046,-3.236124089,-3.282778577,-4.379314802,-4.865217428,-3.78761086,-4.237285653
17740,6aa4f436,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.691670965,-0.40931495,-0.679200721
17741,6cbbcdf7,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-2.722881301,-2.290726959,-2.155518998,-3.226691744,-2.672772452,-1.740501898,-1.893879877
17742,6fc70a09,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-2.765802169,-2.107838347,-2.003702712,-2.99233345,-2.478954661,-1.400045536,-1.821303816
17743,7acbc3e2,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-3.053987174,-2.641398546,-2.551251007,-3.609998719,-3.093987416,-2.477170534,-2.529576428
17744,7cc119e0,6_easy_pruned,6,easy,pruned,interaction_blind,160,1250,-2.742201671,-1.924493139,-1.820548054,-2.121827333,-2.210241854,-1.73169318,-1.90122237
17745,7db4f1d2,6_easy_pruned,6,easy,pruned,blocking_blind,160,1250,-2.310902639,-1.44474315,-1.247566807,-1.41351353,-0.898620763,-0.892511717,-0.728441204
