,board,heuristic,likelihood_linear,likelihoods_block,likelihoods_block_dens,likelihoods_density,likelihoods_int_dens,likelihoods_interaction,likelihoods_linear_dens,userid
157,10_hard_pruned,blocking_dens,-2.75287757681,-2.51381351408,-2.51079739119,-2.75364191439,-2.51079739119,-2.51381351408,-2.72229476374,16f6e58d
158,10_hard_pruned,density,-4.28062909612,-4.34156879065,-3.92936013065,-3.91562613515,-3.92936013065,-4.34156879065,-3.9362380286,18a695e2
159,10_hard_pruned,blocking_dens,-3.19759513049,-3.0906239061,-2.73059578551,-3.09685823307,-2.73059578551,-3.0906239061,-2.85549308545,28d4fefb
160,10_hard_pruned,blocking_dens,-3.42873520912,-3.33836634258,-2.99268590485,-3.28003360441,-2.99268590485,-3.33836634258,-3.20515913868,31f6a576
161,10_hard_pruned,blocking,-2.14921723278,-1.8666044648,-1.8666044648,-2.45167637256,-1.8666044648,-1.8666044648,-2.14921723278,32fad07f
162,10_hard_pruned,blocking,-3.16320264937,-2.99653138744,-3.17677092744,-3.18712499844,-3.17677092744,-2.99653138744,-3.26364414015,41bad9a2
163,10_hard_pruned,blocking_dens,-5.4137675286,-5.63377945576,-5.30365694444,-5.33852629807,-5.30365694444,-5.63377945576,-5.35326166496,4bfffc8c
164,10_hard_pruned,blocking,-1.57344465669,-1.1924771039,-1.1924771039,-1.88990987806,-1.1924771039,-1.1924771039,-1.57344465669,5bc4f225
165,10_hard_pruned,density,-4.27563671211,-4.48191476711,-3.99367405282,-3.83378732148,-3.99367405282,-4.48191476711,-3.93244843177,77ba7edc
166,10_hard_pruned,blocking_dens,-2.71456012112,-2.51907861321,-2.40673759396,-2.76439520472,-2.40673759396,-2.51907861321,-2.63125640076,7dea8d37
167,10_hard_pruned,density,-3.72667408269,-3.77684027676,-3.46467868142,-3.33873838079,-3.46467868142,-3.77684027676,-3.46824435354,7ef11f8d
168,10_hard_pruned,blocking_dens,-2.2397507249,-1.90453325918,-1.8827149169,-2.35102729844,-1.8827149169,-1.90453325918,-2.23348377456,8aa6d830
169,10_hard_pruned,blocking,-2.82899977912,-2.68616742375,-2.79862662377,-2.97857976587,-2.79862662377,-2.68616742375,-2.88311880726,8ea50714
170,10_hard_pruned,blocking_dens,-2.28452091723,-2.0313022609,-1.94631939204,-2.31310042428,-1.94631939204,-2.0313022609,-2.17563914528,98c10b8a
171,10_hard_pruned,density,-3.2635530285,-3.1174612851,-3.14987669869,-3.04974811457,-3.14987669869,-3.1174612851,-3.14646665776,acdac85f
172,10_hard_pruned,blocking_dens,-3.65594865891,-3.71006027063,-3.08009400661,-3.35413470909,-3.08009400661,-3.71006027063,-3.20551604096,b8bac8b7
173,10_hard_pruned,blocking_dens,-2.14657429525,-1.94532334203,-1.61291737015,-2.29879748144,-1.61291737015,-1.94532334203,-1.9105028025,bcf51783
