0,4,95113,6_hard_full,100002,1
1,15,31148,6_hard_full,100005,0
2,16,25283,6_hard_full,100004,0
3,17,34748,6_hard_full,100002,0
4,27,24637,6_hard_full,100000,0
5,17,15855,6_hard_full,100001,0
6,28,41272,6_hard_full,100006,0
7,15,38905,6_hard_full,100005,0
8,15,29395,6_hard_full,100005,0
9,4,95185,6_hard_full,100003,1
10,15,30807,6_hard_full,100004,0
11,7,30973,6_hard_full,100004,0
12,3,21678,6_hard_full,100001,0
13,27,31442,6_hard_full,100007,0
14,13,16375,6_hard_full,100003,0
15,4,95089,6_hard_full,100000,1
16,4,64577,6_hard_full,100002,1
17,19,8882,6_hard_full,100003,0
18,15,36210,6_hard_full,100004,0
19,15,30117,6_hard_full,100001,0
20,21,10508,6_hard_full,100000,0
21,7,28026,6_hard_full,100000,0
22,21,12549,6_hard_full,100001,0
23,21,8293,6_hard_full,100000,0
24,16,25318,6_hard_full,100001,0
25,13,14049,6_hard_full,100003,0
26,15,25649,6_hard_full,100003,0
27,33,8716,6_hard_full,100001,0
28,21,12469,6_hard_full,100000,0
29,16,25051,6_hard_full,100002,0
30,13,11886,6_hard_full,100002,0
31,15,32736,6_hard_full,100002,0
32,15,30239,6_hard_full,100000,0
33,25,35937,6_hard_full,100004,0
34,16,24344,6_hard_full,100000,0
35,4,94831,6_hard_full,100000,1
36,4,90609,6_hard_full,100002,1
37,16,36087,6_hard_full,100000,0
38,21,11305,6_hard_full,100001,0
39,4,93470,6_hard_full,100002,1
40,4,93927,6_hard_full,100000,1
41,11,21105,6_hard_full,100001,0
42,15,32600,6_hard_full,100003,0
43,21,26969,6_hard_full,100005,0
44,27,22203,6_hard_full,100002,0
45,16,33507,6_hard_full,100004,0
46,15,35218,6_hard_full,100000,0
47,16,29457,6_hard_full,100002,0
48,30,18767,6_hard_full,100001,0
49,19,9817,6_hard_full,100001,0
0,16,26050,6_hard_pruned,100002,0
1,15,59426,6_hard_pruned,100001,0
2,3,48392,6_hard_pruned,100006,1
3,15,56116,6_hard_pruned,100004,0
4,15,58133,6_hard_pruned,100001,0
5,29,89676,6_hard_pruned,100000,0
6,15,51461,6_hard_pruned,100000,0
7,17,52539,6_hard_pruned,100000,0
8,21,21160,6_hard_pruned,100000,0
9,27,36506,6_hard_pruned,100001,0
10,15,56620,6_hard_pruned,100002,0
11,16,47142,6_hard_pruned,100002,0
12,28,32709,6_hard_pruned,100003,0
13,21,19288,6_hard_pruned,100000,0
14,33,64061,6_hard_pruned,100005,0
15,3,40156,6_hard_pruned,100001,1
16,15,59058,6_hard_pruned,100003,0
17,21,18489,6_hard_pruned,100001,0
18,15,61433,6_hard_pruned,100002,0
19,15,60193,6_hard_pruned,100002,0
20,27,37371,6_hard_pruned,100000,0
21,28,40346,6_hard_pruned,100001,0
22,27,38611,6_hard_pruned,100004,0
23,17,52130,6_hard_pruned,100002,0
24,21,46795,6_hard_pruned,100003,0
25,21,17937,6_hard_pruned,100003,0
26,6,49914,6_hard_pruned,100002,0
27,27,58626,6_hard_pruned,100004,0
28,16,31612,6_hard_pruned,100003,0
29,16,27301,6_hard_pruned,100003,0
30,15,61217,6_hard_pruned,100001,0
31,27,53963,6_hard_pruned,100002,0
32,29,91302,6_hard_pruned,100000,0
33,28,37315,6_hard_pruned,100001,0
34,16,26239,6_hard_pruned,100003,0
35,15,58696,6_hard_pruned,100001,0
36,16,45320,6_hard_pruned,100000,0
37,28,33284,6_hard_pruned,100001,0
38,15,92461,6_hard_pruned,100001,0
39,11,59461,6_hard_pruned,100000,0
40,28,37364,6_hard_pruned,100001,0
41,15,58397,6_hard_pruned,100004,0
42,15,61079,6_hard_pruned,100000,0
43,11,64064,6_hard_pruned,100000,0
44,21,46266,6_hard_pruned,100002,0
45,15,58667,6_hard_pruned,100001,0
46,21,21486,6_hard_pruned,100001,0
47,27,34001,6_hard_pruned,100001,0
48,16,27199,6_hard_pruned,100001,0
49,15,45734,6_hard_pruned,100001,0
