,Unnamed: 0,board_name,path,move_number_in_path,count,participants_prob,mcts_prob
210,210,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1]]",9,1,0.037037037037,0.0
211,211,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2]]",8,1,0.0192307692308,0.0
212,212,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [6, 4, 2]]",8,2,0.0384615384615,0.0
213,213,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1]]",7,1,0.00970873786408,0.0
214,214,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2]]",6,1,0.00662251655629,0.0
215,215,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1]]",5,1,0.00480769230769,0.0
216,216,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2]]",4,1,0.00352112676056,0.0
217,217,10_easy_full,"[[1, 8, 1], [1, 3, 2], [1, 9, 1]]",3,1,0.0029411764705900003,0.0
218,218,10_easy_full,"[[1, 8, 1], [1, 3, 2]]",2,1,0.0025906735751300004,0.0
219,219,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 4, 2], [4, 9, 1]]",5,1,0.00480769230769,0.0
220,220,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 4, 2]]",4,1,0.00352112676056,0.0
221,221,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [0, 8, 1], [2, 8, 2]]",6,1,0.00662251655629,0.0
222,222,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [0, 8, 1]]",5,1,0.00480769230769,0.0
223,223,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.0192307692308,0.0
224,224,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,1,0.00970873786408,0.0
225,225,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2]]",6,1,0.00662251655629,0.0
226,226,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [4, 8, 2]]",6,1,0.00662251655629,0.0
227,227,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1]]",5,3,0.014423076923100001,0.0
228,228,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2]]",4,6,0.0211267605634,0.0
229,229,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 5, 1]]",3,8,0.0235294117647,0.0
230,230,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 8, 1], [9, 8, 2], [2, 8, 1]]",5,1,0.00480769230769,0.0
231,231,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 8, 1], [9, 8, 2], [9, 4, 1]]",5,1,0.00480769230769,0.0
232,232,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 8, 1], [9, 8, 2]]",4,1,0.00352112676056,0.0
233,233,10_easy_full,"[[1, 8, 1], [1, 9, 2], [0, 8, 1]]",3,1,0.0029411764705900003,0.0
234,234,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 5, 2], [4, 8, 1]]",5,1,0.00480769230769,0.0
235,235,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 5, 2], [4, 9, 1]]",5,1,0.00480769230769,0.0
236,236,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 5, 2]]",4,1,0.00352112676056,0.0
237,237,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [0, 5, 1]]",5,1,0.00480769230769,0.0
238,238,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1], [4, 9, 2], [2, 9, 1]]",9,1,0.037037037037,0.0
239,239,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1], [4, 9, 2]]",8,1,0.0192307692308,0.0
240,240,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1]]",7,1,0.00970873786408,0.0
241,241,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",6,4,0.0264900662252,0.0
242,242,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",5,4,0.0192307692308,0.0
243,243,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",4,5,0.0176056338028,0.0
244,244,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1]]",7,1,0.00970873786408,0.0
245,245,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",6,1,0.00662251655629,0.0
246,246,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1]]",5,1,0.00480769230769,0.0
247,247,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2]]",4,1,0.00352112676056,0.0
248,248,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 8, 2], [0, 8, 1]]",9,1,0.037037037037,0.0
249,249,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.0192307692308,0.0
250,250,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,1,0.00970873786408,0.0
251,251,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2]]",6,1,0.00662251655629,0.0
252,252,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1]]",5,1,0.00480769230769,0.0
253,253,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2]]",4,1,0.00352112676056,0.0
254,254,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2]]",8,1,0.0192307692308,0.0
255,255,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2], [5, 4, 1]]",7,1,0.00970873786408,0.0
256,256,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2]]",6,1,0.00662251655629,0.0
257,257,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1]]",5,1,0.00480769230769,0.0
258,258,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",7,1,0.00970873786408,0.0
259,259,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1], [0, 5, 2]]",6,1,0.00662251655629,0.0
260,260,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1]]",5,1,0.00480769230769,0.0
261,261,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2]]",4,2,0.00704225352113,0.0
262,262,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 9, 2]]",4,1,0.00352112676056,0.0
263,263,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1], [4, 8, 2], [0, 5, 1]]",7,1,0.00970873786408,0.0
264,264,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1], [4, 8, 2]]",6,1,0.00662251655629,0.0
265,265,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1]]",5,1,0.00480769230769,0.0
266,266,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2]]",4,1,0.00352112676056,0.0
267,267,10_easy_full,"[[1, 8, 1], [1, 9, 2], [2, 8, 1]]",3,17,0.05,0.0
268,268,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 8, 1], [4, 9, 2]]",4,1,0.00352112676056,0.0
269,269,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 8, 1], [9, 8, 2], [2, 8, 1]]",5,1,0.00480769230769,0.0
270,270,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 8, 1], [9, 8, 2]]",4,1,0.00352112676056,0.0
271,271,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 8, 1]]",3,3,0.008823529411760001,0.0
272,272,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.0192307692308,0.0
273,273,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,1,0.00970873786408,0.0
274,274,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2]]",6,1,0.00662251655629,0.0
275,275,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1], [0, 8, 2], [5, 8, 1]]",9,1,0.037037037037,0.0
276,276,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1], [0, 8, 2]]",8,1,0.0192307692308,0.0
277,277,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1]]",7,1,0.00970873786408,0.0
278,278,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2]]",6,1,0.00662251655629,0.0
279,279,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 8, 2], [0, 8, 1]]",7,1,0.00970873786408,0.0
280,280,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 8, 2]]",6,1,0.00662251655629,0.0
281,281,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1]]",5,5,0.0240384615385,0.0
282,282,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2]]",4,10,0.0352112676056,0.0
283,283,10_easy_full,"[[1, 8, 1], [1, 9, 2], [4, 9, 1]]",3,10,0.0294117647059,0.0
284,284,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2], [6, 5, 1], [9, 3, 2]]",14,1,0.166666666667,0.0
285,285,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2], [6, 5, 1]]",13,1,0.166666666667,0.0
286,286,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2]]",12,1,0.166666666667,0.0
287,287,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1]]",11,1,0.08333333333330001,0.0
288,288,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2]]",10,1,0.0625,0.0
289,289,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1]]",9,1,0.037037037037,0.0
290,290,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2]]",8,1,0.0192307692308,0.0
291,291,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,1,0.00970873786408,0.0
292,292,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2]]",6,1,0.00662251655629,0.0
293,293,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1]]",5,1,0.00480769230769,0.0
294,294,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2]]",4,1,0.00352112676056,0.0
295,295,10_easy_full,"[[1, 8, 1], [1, 9, 2], [6, 2, 1]]",3,1,0.0029411764705900003,0.0
296,296,10_easy_full,"[[1, 8, 1], [1, 9, 2], [9, 8, 1], [4, 4, 2], [5, 4, 1]]",5,1,0.00480769230769,0.0
297,297,10_easy_full,"[[1, 8, 1], [1, 9, 2], [9, 8, 1], [4, 4, 2]]",4,1,0.00352112676056,0.0
298,298,10_easy_full,"[[1, 8, 1], [1, 9, 2], [9, 8, 1]]",3,1,0.0029411764705900003,0.0
299,299,10_easy_full,"[[1, 8, 1], [1, 9, 2]]",2,46,0.119170984456,0.059893562644697675
300,300,10_easy_full,"[[1, 8, 1], [2, 8, 2], [1, 9, 1]]",3,2,0.005882352941180001,0.0
301,301,10_easy_full,"[[1, 8, 1], [2, 8, 2]]",2,3,0.007772020725390001,0.0
302,302,10_easy_full,"[[1, 8, 1]]",1,57,0.125550660793,0.04
303,303,10_easy_full,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2]]",8,1,0.0192307692308,0.0
304,304,10_easy_full,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1]]",7,1,0.00970873786408,0.0
305,305,10_easy_full,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2]]",6,1,0.00662251655629,0.0
306,306,10_easy_full,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1]]",5,1,0.00480769230769,0.0
307,307,10_easy_full,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2]]",4,1,0.00352112676056,0.0
308,308,10_easy_full,"[[1, 9, 1], [1, 8, 2], [0, 5, 1]]",3,1,0.0029411764705900003,0.0
309,309,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [2, 9, 2]]",4,1,0.00352112676056,0.0
310,310,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1], [5, 7, 2], [5, 9, 1]]",7,1,0.00970873786408,0.0
311,311,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1], [5, 7, 2]]",6,1,0.00662251655629,0.0
312,312,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1]]",5,1,0.00480769230769,0.0
313,313,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2]]",4,1,0.00352112676056,0.0
314,314,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 8, 1]]",3,4,0.011764705882399999,0.0
315,315,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [4, 9, 2], [0, 5, 1]]",5,1,0.00480769230769,0.0
316,316,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 9, 1], [4, 9, 2]]",4,1,0.00352112676056,0.0
317,317,10_easy_full,"[[1, 9, 1], [1, 8, 2], [2, 9, 1]]",3,4,0.011764705882399999,0.0009911785112498759
318,318,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",7,3,0.0291262135922,0.0
319,319,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2]]",6,3,0.0198675496689,0.0
320,320,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",7,1,0.00970873786408,0.0
321,321,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [5, 9, 2]]",6,1,0.00662251655629,0.0
322,322,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",5,8,0.0384615384615,0.0
323,323,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2]]",4,8,0.0281690140845,0.004363124560168895
324,324,10_easy_full,"[[1, 9, 1], [1, 8, 2], [4, 9, 1]]",3,8,0.0235294117647,0.006046188918624245
325,325,10_easy_full,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2], [9, 8, 1], [9, 3, 2]]",6,1,0.00662251655629,0.0
326,326,10_easy_full,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2], [9, 8, 1]]",5,1,0.00480769230769,0.0
327,327,10_easy_full,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2]]",4,1,0.00352112676056,0.0
328,328,10_easy_full,"[[1, 9, 1], [1, 8, 2], [6, 2, 1]]",3,1,0.0029411764705900003,0.0
329,329,10_easy_full,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 9, 2], [0, 5, 1]]",7,1,0.00970873786408,0.0
330,330,10_easy_full,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 9, 2]]",6,1,0.00662251655629,0.0
331,331,10_easy_full,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1]]",5,1,0.00480769230769,0.0
332,332,10_easy_full,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2]]",4,1,0.00352112676056,0.0
333,333,10_easy_full,"[[1, 9, 1], [1, 8, 2], [9, 8, 1]]",3,1,0.0029411764705900003,0.0004955892556249379
334,334,10_easy_full,"[[1, 9, 1], [1, 8, 2]]",2,19,0.0492227979275,0.13473044890104935
335,335,10_easy_full,"[[1, 9, 1], [2, 9, 2]]",2,1,0.0025906735751300004,0.0
336,336,10_easy_full,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2]]",8,1,0.0192307692308,0.0
337,337,10_easy_full,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",7,1,0.00970873786408,0.0
338,338,10_easy_full,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2]]",6,1,0.00662251655629,0.0
339,339,10_easy_full,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1]]",5,1,0.00480769230769,0.0
340,340,10_easy_full,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2]]",4,1,0.00352112676056,0.0
341,341,10_easy_full,"[[1, 9, 1], [9, 4, 2], [9, 8, 1]]",3,1,0.0029411764705900003,0.0
342,342,10_easy_full,"[[1, 9, 1], [9, 4, 2]]",2,1,0.0025906735751300004,0.0
343,343,10_easy_full,"[[1, 9, 1]]",1,23,0.0506607929515,0.08998996990972917
344,344,10_easy_full,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2], [4, 7, 1]]",7,1,0.00970873786408,0.0
345,345,10_easy_full,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2], [5, 7, 1]]",7,1,0.00970873786408,0.0
346,346,10_easy_full,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2]]",6,1,0.00662251655629,0.0
347,347,10_easy_full,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1]]",5,1,0.00480769230769,0.0
348,348,10_easy_full,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2]]",4,1,0.00352112676056,0.0
349,349,10_easy_full,"[[2, 8, 1], [0, 5, 2], [1, 8, 1]]",3,1,0.0029411764705900003,0.0
350,350,10_easy_full,"[[2, 8, 1], [0, 5, 2]]",2,1,0.0025906735751300004,0.0
351,351,10_easy_full,"[[2, 8, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2]]",4,1,0.00352112676056,0.0
352,352,10_easy_full,"[[2, 8, 1], [1, 8, 2], [0, 5, 1]]",3,1,0.0029411764705900003,0.0
353,353,10_easy_full,"[[2, 8, 1], [1, 8, 2], [1, 9, 1]]",3,1,0.0029411764705900003,0.0
354,354,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2], [1, 9, 1], [0, 9, 2]]",10,1,0.0625,0.0
355,355,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2], [1, 9, 1]]",9,1,0.037037037037,0.0
356,356,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2]]",8,1,0.0192307692308,0.0
357,357,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1]]",7,1,0.00970873786408,0.0
358,358,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2]]",6,1,0.00662251655629,0.0
359,359,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1]]",5,1,0.00480769230769,0.0
360,360,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2]]",4,1,0.00352112676056,0.0
361,361,10_easy_full,"[[2, 8, 1], [1, 8, 2], [2, 9, 1]]",3,1,0.0029411764705900003,0.0
362,362,10_easy_full,"[[2, 8, 1], [1, 8, 2], [4, 8, 1], [4, 9, 2], [5, 8, 1]]",5,1,0.00480769230769,0.0
363,363,10_easy_full,"[[2, 8, 1], [1, 8, 2], [4, 8, 1], [4, 9, 2]]",4,1,0.00352112676056,0.0
364,364,10_easy_full,"[[2, 8, 1], [1, 8, 2], [4, 8, 1], [5, 8, 2]]",4,1,0.00352112676056,0.0
365,365,10_easy_full,"[[2, 8, 1], [1, 8, 2], [4, 8, 1]]",3,2,0.005882352941180001,0.0
366,366,10_easy_full,"[[2, 8, 1], [1, 8, 2]]",2,6,0.0155440414508,0.0
367,367,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [0, 8, 1]]",9,1,0.037037037037,0.0
368,368,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2]]",8,1,0.0192307692308,0.0
369,369,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1]]",7,1,0.00970873786408,0.0
370,370,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2]]",6,1,0.00662251655629,0.0
371,371,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1]]",5,1,0.00480769230769,0.0
372,372,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",4,1,0.00352112676056,0.0
373,373,10_easy_full,"[[2, 8, 1], [2, 9, 2], [4, 8, 1]]",3,1,0.0029411764705900003,0.0
374,374,10_easy_full,"[[2, 8, 1], [2, 9, 2]]",2,1,0.0025906735751300004,0.0
375,375,10_easy_full,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2]]",6,1,0.00662251655629,0.0
376,376,10_easy_full,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",5,1,0.00480769230769,0.0
377,377,10_easy_full,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2]]",4,1,0.00352112676056,0.0
378,378,10_easy_full,"[[2, 8, 1], [4, 4, 2], [5, 4, 1]]",3,1,0.0029411764705900003,0.0
379,379,10_easy_full,"[[2, 8, 1], [4, 4, 2]]",2,1,0.0025906735751300004,0.0
380,380,10_easy_full,"[[2, 8, 1], [4, 8, 2], [1, 8, 1]]",3,2,0.005882352941180001,0.0
381,381,10_easy_full,"[[2, 8, 1], [4, 8, 2]]",2,3,0.007772020725390001,0.0
382,382,10_easy_full,"[[2, 8, 1], [9, 8, 2], [0, 5, 1], [9, 4, 2]]",4,1,0.00352112676056,0.0
383,383,10_easy_full,"[[2, 8, 1], [9, 8, 2], [0, 5, 1]]",3,1,0.0029411764705900003,0.0
384,384,10_easy_full,"[[2, 8, 1], [9, 8, 2]]",2,1,0.0025906735751300004,0.0
385,385,10_easy_full,"[[2, 8, 1]]",1,15,0.0330396475771,0.0
