possible_moves,board_name,time_rel,move_ranking,solved,top_score,userid,prev_action,score_move,player,time_between,position,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,condition,second_score
68,logs/10_easy_full_dec19,48266,28,wrong,3.71832482993197,58d72aaf,,0.2777777777777778,1,48.217,2_8,1512319950487,1512319902270,1,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,72492,27,wrong,3.71832482993197,58d72aaf,undo,0.314297052154195,1,11.072,5_1,1512319974713,1512319963641,2,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,75825,53,wrong,0,58d72aaf,click,-0.7596246595285059,2,3.333,5_2,1512319978046,1512319974713,3,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,80760,24,wrong,3.71832482993197,58d72aaf,click,0.37916666666666665,1,4.935,6_2,1512319982981,1512319978046,4,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,84074,63,wrong,0,58d72aaf,click,-1.9412192904775323,2,3.314,6_3,1512319986295,1512319982981,5,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,90090,19,wrong,3.71832482993197,58d72aaf,click,0.4706689342403628,1,6.016,7_3,1512319992311,1512319986295,6,False,5,"10,easy,full",1.9819945088489035
63,logs/10_easy_full_dec19,94614,45,wrong,0,58d72aaf,click,-0.5134863945578232,2,4.524,8_4,1512319996835,1512319992311,7,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,105545,28,wrong,3.71832482993197,58d72aaf,reset,0.2777777777777778,1,4.51,2_8,1512320007766,1512320003256,8,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,116494,66,wrong,0,58d72aaf,click,-9.75,2,10.949,1_8,1512320018715,1512320007766,9,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,122381,16,wrong,3.71832482993197,58d72aaf,click,0.6945353822002174,1,5.887,4_8,1512320024602,1512320018715,10,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,139027,0,wrong,0,58d72aaf,click,0,2,16.646,4_9,1512320041248,1512320024602,11,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,141559,3,wrong,2.8742205047699514,58d72aaf,click,1.7852470682553103,1,2.532,5_8,1512320043780,1512320041248,12,False,5,"10,easy,full",2.394297739805978
68,logs/10_easy_full_dec19,171390,9,wrong,3.71832482993197,58d72aaf,reset,1.0868055555555556,1,7.604,0_5,1512320073611,1512320066007,13,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,174814,0,wrong,0,58d72aaf,click,0,2,3.424,4_9,1512320077035,1512320073611,14,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,180572,2,wrong,2.8742205047699514,58d72aaf,click,1.6111111111111112,1,5.758,1_8,1512320082793,1512320077035,15,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,182841,0,wrong,0,58d72aaf,click,0,2,2.269,1_9,1512320085062,1512320082793,16,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,210314,6,wrong,3.71832482993197,58d72aaf,reset,1.238339002267574,1,11.259,7_5,1512320112535,1512320101276,17,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,214549,65,wrong,0,58d72aaf,click,-1.8689037656482714,2,4.235,9_4,1512320116770,1512320112535,18,False,2,"10,easy,full",0
68,logs/10_easy_full_dec19,222976,37,wrong,3.71832482993197,58d72aaf,reset,0,1,2.498,9_4,1512320125197,1512320122699,19,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,226757,41,wrong,0,58d72aaf,click,-0.2220096371882086,2,3.781,9_8,1512320128978,1512320125197,20,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,229020,41,wrong,3.71832482993197,58d72aaf,click,0,1,2.263,9_9,1512320131241,1512320128978,21,False,3,"10,easy,full",2.831624149659861
68,logs/10_easy_full_dec19,256194,10,wrong,3.71832482993197,58d72aaf,reset,0.9914921037448511,1,20.576,4_4,1512320158415,1512320137839,22,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,267177,6,wrong,3.71832482993197,58d72aaf,reset,1.238339002267574,1,2.944,7_5,1512320169398,1512320166454,23,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,283631,9,wrong,3.71832482993197,58d72aaf,reset,1.0868055555555556,1,11.632,0_5,1512320185852,1512320174220,24,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,291308,0,wrong,0,58d72aaf,click,0,2,7.677,4_9,1512320193529,1512320185852,25,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,296273,2,wrong,2.8742205047699514,58d72aaf,click,1.6111111111111112,1,4.965,1_8,1512320198494,1512320193529,26,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,301796,0,wrong,0,58d72aaf,click,0,2,5.523,1_9,1512320204017,1512320198494,27,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,317980,4,wrong,3.71832482993197,58d72aaf,reset,1.6111111111111112,1,6.892,1_8,1512320220201,1512320213309,28,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,320457,0,wrong,0,58d72aaf,click,0,2,2.477,1_9,1512320222678,1512320220201,29,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,324071,18,wrong,2.8742205047699514,58d72aaf,click,0.48611111111111116,1,3.614,2_8,1512320226292,1512320222678,30,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,339211,57,wrong,0,58d72aaf,click,-1.0868055555555556,2,15.14,0_5,1512320241432,1512320226292,31,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,342474,20,wrong,50000.61111111111,58d72aaf,click,0.37478741496598644,1,3.263,4_9,1512320244695,1512320241432,32,False,5,"10,easy,full",2.8742205047699514
64,logs/10_easy_full_dec19,358624,0,wrong,50000.61111111111,58d72aaf,undo,50000.61111111111,1,2.295,4_8,1512320260845,1512320258550,33,False,5,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,28325,9,wrong,3.71832482993197,5cd6bb63,,1.0868055555555556,1,28.191,0_5,1512291534059,1512291505868,1,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,43741,0,wrong,0,5cd6bb63,click,0,2,15.416,4_9,1512291549475,1512291534059,2,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,70202,2,wrong,2.8742205047699514,5cd6bb63,click,1.6111111111111112,1,26.461,1_8,1512291575936,1512291549475,3,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,71812,0,wrong,0,5cd6bb63,click,0,2,1.61,1_9,1512291577546,1512291575936,4,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,82488,15,wrong,2.8742205047699514,5cd6bb63,click,0.48611111111111116,1,10.676,2_8,1512291588222,1512291577546,5,False,5,"10,easy,full",2.394297739805978
63,logs/10_easy_full_dec19,85088,55,wrong,0,5cd6bb63,click,-0.9914921037448511,2,2.6,4_4,1512291590822,1512291588222,6,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,89538,1,wrong,50000.75,5cd6bb63,click,7.868976975405545,1,4.45,5_4,1512291595272,1512291590822,7,False,7,"10,easy,full",7.868976975405545
61,logs/10_easy_full_dec19,102049,35,wrong,0,5cd6bb63,click,-0.5,2,12.511,0_8,1512291607783,1512291595272,8,False,8,"10,easy,full",0
60,logs/10_easy_full_dec19,107063,4,wrong,50010.14923043381,5cd6bb63,click,1.8889798266446618,1,5.014,4_8,1512291612797,1512291607783,9,False,9,"10,easy,full",5.865795529257069
59,logs/10_easy_full_dec19,114149,57,wrong,0,5cd6bb63,click,-5001.579000229568,2,7.086,5_8,1512291619883,1512291612797,10,False,10,"10,easy,full",0
58,logs/10_easy_full_dec19,120044,22,wrong,50010.14923043381,5cd6bb63,click,0.22749149659863946,1,5.895,4_7,1512291625778,1512291619883,11,False,11,"10,easy,full",5.865795529257069
57,logs/10_easy_full_dec19,132274,46,wrong,0,5cd6bb63,click,-1.2860350501147206,2,12.23,9_8,1512291638008,1512291625778,12,False,12,"10,easy,full",0
56,logs/10_easy_full_dec19,141392,29,wrong,50029.105300671545,5cd6bb63,click,0,1,9.118,9_9,1512291647126,1512291638008,13,False,13,"10,easy,full",5.865795529257069
55,logs/10_easy_full_dec19,148953,53,wrong,0,5cd6bb63,click,-6.195997967234231,2,7.561,9_4,1512291654687,1512291647126,14,False,14,"10,easy,full",0
68,logs/10_easy_full_dec19,160108,4,wrong,3.71832482993197,5cd6bb63,reset,1.6111111111111112,1,8.695,1_8,1512291665842,1512291657147,15,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,162068,0,wrong,0,5cd6bb63,click,0,2,1.96,1_9,1512291667802,1512291665842,16,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,187358,10,wrong,2.8742205047699514,5cd6bb63,click,1.0868055555555556,1,25.29,0_5,1512291693092,1512291667802,17,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,189560,56,wrong,0,5cd6bb63,click,-0.9914921037448511,2,2.202,4_4,1512291695294,1512291693092,18,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,192930,0,wrong,5004.644759866756,5cd6bb63,click,5004.644759866756,1,3.37,4_9,1512291698664,1512291695294,19,False,5,"10,easy,full",7.868976975405545
68,logs/10_easy_full_dec19,236502,4,wrong,3.71832482993197,5cd6bb63,reset,1.6111111111111112,1,7.013,1_8,1512291742236,1512291735223,20,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,239959,0,wrong,0,5cd6bb63,click,0,2,3.457,1_9,1512291745693,1512291742236,21,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,264168,15,wrong,2.8742205047699514,5cd6bb63,click,0.5912140911591461,1,24.209,6_2,1512291769902,1512291745693,22,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,268224,52,wrong,0,5cd6bb63,click,-0.9020956104335226,2,4.056,4_4,1512291773958,1512291769902,23,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,270397,0,wrong,7.868976975405545,5cd6bb63,click,7.868976975405545,1,2.173,5_4,1512291776131,1512291773958,24,False,5,"10,easy,full",5.312194095586955
63,logs/10_easy_full_dec19,273396,31,wrong,0,5cd6bb63,click,-0.44487835272175935,2,2.999,4_7,1512291779130,1512291776131,25,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,275275,2,wrong,50017.15635911859,5cd6bb63,click,6.367993901702693,1,1.879,4_8,1512291781009,1512291779130,26,False,7,"10,easy,full",7.416786653517422
61,logs/10_easy_full_dec19,293240,34,wrong,0,5cd6bb63,click,-0.3924829931972789,2,17.965,5_6,1512291798974,1512291781009,27,False,8,"10,easy,full",0
60,logs/10_easy_full_dec19,298877,6,wrong,50017.01983654013,5cd6bb63,click,2.834283584242375,1,5.637,6_3,1512291804611,1512291798974,28,False,9,"10,easy,full",50000.680555555555
59,logs/10_easy_full_dec19,301548,56,wrong,0,5cd6bb63,click,-5000.142361111111,2,2.671,6_4,1512291807282,1512291804611,29,False,10,"10,easy,full",0
58,logs/10_easy_full_dec19,309942,4,wrong,50005.516267241605,5cd6bb63,click,5.272015758966311,1,8.394,5_5,1512291815676,1512291807282,30,False,11,"10,easy,full",50000.75
57,logs/10_easy_full_dec19,321542,46,wrong,0,5cd6bb63,click,-1.7986002428584849,2,11.6,9_4,1512291827276,1512291815676,31,False,12,"10,easy,full",0
56,logs/10_easy_full_dec19,323372,0,wrong,50005.42447018945,5cd6bb63,click,50005.42447018945,1,1.83,6_5,1512291829106,1512291827276,32,False,13,"10,easy,full",50000.5
55,logs/10_easy_full_dec19,335030,50,wrong,0,5cd6bb63,click,-5.8643707482993195,2,11.658,9_3,1512291840764,1512291829106,33,False,14,"10,easy,full",0
68,logs/10_easy_full_dec19,350686,9,wrong,3.71832482993197,5cd6bb63,reset,1.0868055555555556,1,13.019,0_5,1512291856420,1512291843401,34,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,354827,0,wrong,0,5cd6bb63,click,0,2,4.141,4_9,1512291860561,1512291856420,35,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,361782,2,wrong,2.8742205047699514,5cd6bb63,click,1.6111111111111112,1,6.955,1_8,1512291867516,1512291860561,36,False,3,"10,easy,full",2.394297739805978
65,logs/10_easy_full_dec19,364319,0,wrong,0,5cd6bb63,click,0,2,2.537,1_9,1512291870053,1512291867516,37,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,377759,2,wrong,2.8742205047699514,5cd6bb63,click,1.4235494572582486,1,13.44,4_8,1512291883493,1512291870053,38,False,5,"10,easy,full",2.394297739805978
63,logs/10_easy_full_dec19,387183,50,wrong,0,5cd6bb63,click,-0.6391565028378217,2,9.424,4_4,1512291892917,1512291883493,39,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,390301,1,wrong,50000.680555555555,5cd6bb63,click,7.868976975405545,1,3.118,5_4,1512291896035,1512291892917,40,False,7,"10,easy,full",7.868976975405545
61,logs/10_easy_full_dec19,422657,49,wrong,0,5cd6bb63,click,-1.2594078311798094,2,32.356,9_8,1512291928391,1512291896035,41,False,8,"10,easy,full",0
61,logs/10_easy_full_dec19,445694,0,wrong,0,5cd6bb63,undo,-0.0,2,14.039,0_9,1512291951428,1512291937389,42,False,8,"10,easy,full",0
60,logs/10_easy_full_dec19,465697,0,wrong,50010.14923043381,5cd6bb63,click,50010.14923043381,1,20.003,6_5,1512291971431,1512291951428,43,False,9,"10,easy,full",50000.680555555555
59,logs/10_easy_full_dec19,473699,56,wrong,0,5cd6bb63,click,-5004.529751363355,2,8.002,8_7,1512291979433,1512291971431,44,False,10,"10,easy,full",0
58,logs/10_easy_full_dec19,475524,1,wrong,50000.680555555555,5cd6bb63,click,5126.547509794012,1,1.825,3_2,1512291981258,1512291979433,45,False,11,"10,easy,full",5126.547509794012
68,logs/10_easy_full_dec19,161894,0,wrong,3.71832482993197,67f69d24,,3.71832482993197,1,161.851,4_9,1512283823427,1512283661576,1,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,163690,66,wrong,0,67f69d24,click,-5001.475694444444,2,1.796,0_5,1512283825223,1512283823427,2,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,167724,6,wrong,9.805555555555555,67f69d24,click,1.6111111111111112,1,4.034,1_8,1512283829257,1512283825223,3,False,3,"10,easy,full",2.8742205047699514
65,logs/10_easy_full_dec19,170425,0,wrong,0,67f69d24,click,0,2,2.701,1_9,1512283831958,1512283829257,4,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,208319,16,wrong,2.8742205047699514,67f69d24,click,0.48611111111111116,1,37.894,2_8,1512283869852,1512283831958,5,False,5,"10,easy,full",2.394297739805978
68,logs/10_easy_full_dec19,267828,21,wrong,3.71832482993197,67f69d24,undo,0.4737244897959183,1,48.329,6_6,1512283929361,1512283881032,6,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,298145,1,wrong,3.71832482993197,67f69d24,undo,2.8742205047699514,1,8.462,6_5,1512283959678,1512283951216,7,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,300923,56,wrong,0,67f69d24,click,-0.9914921037448511,2,2.778,4_4,1512283962456,1512283959678,8,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,302575,0,wrong,50013.99065357111,67f69d24,click,50013.99065357111,1,1.652,5_4,1512283964108,1512283962456,9,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,309899,63,wrong,0,67f69d24,click,-5004.529751363355,2,7.324,8_7,1512283971432,1512283964108,10,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,311393,0,wrong,5126.547509794012,67f69d24,click,5126.547509794012,1,1.494,3_2,1512283972926,1512283971432,11,False,5,"10,easy,full",3.71832482993197
68,logs/10_easy_full_dec19,59399,28,wrong,3.71832482993197,6ac7311a,,0.2777777777777778,1,59.367,2_8,1512321466781,1512321407414,1,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,63993,64,wrong,0,6ac7311a,click,-2.390947651249849,2,4.594,4_8,1512321471375,1512321466781,2,False,2,"10,easy,full",0
67,logs/10_easy_full_dec19,72337,57,wrong,0,6ac7311a,undo,-0.9914921037448511,2,2.042,4_4,1512321479719,1512321477677,3,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,73618,1,wrong,9.75,6ac7311a,click,7.868976975405545,1,1.281,5_4,1512321481000,1512321479719,4,False,3,"10,easy,full",7.868976975405545
65,logs/10_easy_full_dec19,78581,34,wrong,0,6ac7311a,click,-0.44487835272175935,2,4.963,4_7,1512321485963,1512321481000,5,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,79497,2,wrong,50007.33298870238,6ac7311a,click,7.404836540138738,1,0.916,4_8,1512321486879,1512321485963,6,False,5,"10,easy,full",9.75
63,logs/10_easy_full_dec19,91807,62,wrong,0,6ac7311a,click,-50007.33298870238,2,12.31,6_5,1512321499189,1512321486879,7,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,105253,4,wrong,3.71832482993197,6ac7311a,reset,1.6111111111111112,1,12.155,1_8,1512321512635,1512321500480,8,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,105677,0,wrong,0,6ac7311a,click,0,2,0.424,1_9,1512321513059,1512321512635,9,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,107377,18,wrong,2.8742205047699514,6ac7311a,click,0.48611111111111116,1,1.7,2_8,1512321514759,1512321513059,10,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,115291,64,wrong,0,6ac7311a,click,-50000.61111111111,2,7.914,4_8,1512321522673,1512321514759,11,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,124850,4,wrong,2.8742205047699514,6ac7311a,click,1.35727654671336,1,9.559,4_7,1512321532232,1512321522673,12,False,5,"10,easy,full",2.499787414965985
63,logs/10_easy_full_dec19,147791,51,wrong,0,6ac7311a,click,-0.6391565028378217,2,22.941,4_4,1512321555173,1512321532232,13,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,150448,0,wrong,7.868976975405545,6ac7311a,click,7.868976975405545,1,2.657,5_4,1512321557830,1512321555173,14,False,7,"10,easy,full",6.976316584819338
61,logs/10_easy_full_dec19,163758,60,wrong,0,6ac7311a,click,-50029.105300671545,2,13.31,6_5,1512321571140,1512321557830,15,False,8,"10,easy,full",0
68,logs/10_easy_full_dec19,186185,37,wrong,3.71832482993197,6ac7311a,reset,0,1,3.887,7_3,1512321593567,1512321589680,16,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,187454,64,wrong,0,6ac7311a,click,-1.8689037656482714,2,1.269,9_4,1512321594836,1512321593567,17,False,2,"10,easy,full",0
68,logs/10_easy_full_dec19,193157,37,wrong,3.71832482993197,6ac7311a,reset,0,1,1.614,9_4,1512321600539,1512321598925,18,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,196659,59,wrong,0,6ac7311a,click,-0.9914921037448511,2,3.502,4_4,1512321604041,1512321600539,19,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,197373,0,wrong,8.421343285835041,6ac7311a,click,8.421343285835041,1,0.714,5_4,1512321604755,1512321604041,20,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,200973,36,wrong,0,6ac7311a,click,-0.44487835272175935,2,3.6,4_7,1512321608355,1512321604755,21,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,201898,2,wrong,50007.33298870238,6ac7311a,click,5.806502267573697,1,0.925,4_8,1512321609280,1512321608355,22,False,5,"10,easy,full",5.865795529257069
63,logs/10_easy_full_dec19,208910,62,wrong,0,6ac7311a,click,-50007.33298870238,2,7.012,6_5,1512321616292,1512321609280,23,False,6,"10,easy,full",0
63,logs/10_easy_full_dec19,232127,62,wrong,0,6ac7311a,undo,-50007.33298870238,2,19.316,6_5,1512321639509,1512321620193,24,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,241186,37,wrong,3.71832482993197,6ac7311a,reset,0,1,1.35,9_8,1512321648568,1512321647218,25,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,248437,56,wrong,0,6ac7311a,click,-0.710745934468462,2,7.251,9_4,1512321655819,1512321648568,26,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,251362,39,wrong,3.71832482993197,6ac7311a,click,0,1,2.925,9_3,1512321658744,1512321655819,27,False,3,"10,easy,full",3.4155371063612776
65,logs/10_easy_full_dec19,254678,59,wrong,0,6ac7311a,click,-0.9914921037448511,2,3.316,4_4,1512321662060,1512321658744,28,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,255317,0,wrong,8.222021897516402,6ac7311a,click,8.222021897516402,1,0.639,5_4,1512321662699,1512321662060,29,False,5,"10,easy,full",3.71832482993197
63,logs/10_easy_full_dec19,290350,62,wrong,0,6ac7311a,click,-50010.14923043381,2,35.033,6_5,1512321697732,1512321662699,30,False,6,"10,easy,full",0
68,logs/10_easy_full_dec19,298273,37,wrong,3.71832482993197,6ac7311a,reset,0,1,1.411,9_4,1512321705655,1512321704244,31,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,300974,59,wrong,0,6ac7311a,click,-0.9914921037448511,2,2.701,4_4,1512321708356,1512321705655,32,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,301637,0,wrong,8.421343285835041,6ac7311a,click,8.421343285835041,1,0.663,5_4,1512321709019,1512321708356,33,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,310697,64,wrong,0,6ac7311a,click,-50010.14923043381,2,9.06,6_5,1512321718079,1512321709019,34,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,311902,11,wrong,3.71832482993197,6ac7311a,click,1.2309245058970333,1,1.205,7_4,1512321719284,1512321718079,35,False,5,"10,easy,full",2.645955215419499
63,logs/10_easy_full_dec19,318787,59,wrong,0,6ac7311a,click,-2.656706349206348,2,6.885,8_4,1512321726169,1512321719284,36,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,321266,2,wrong,6.231466123924917,6ac7311a,click,3.1408312032899945,1,2.479,7_5,1512321728648,1512321726169,37,False,7,"10,easy,full",3.71832482993197
68,logs/10_easy_full_dec19,331929,37,wrong,3.71832482993197,6ac7311a,reset,0,1,0.967,9_8,1512321739311,1512321738344,38,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,332837,56,wrong,0,6ac7311a,click,-0.710745934468462,2,0.908,9_4,1512321740219,1512321739311,39,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,334665,39,wrong,3.71832482993197,6ac7311a,click,0,1,1.828,9_3,1512321742047,1512321740219,40,False,3,"10,easy,full",3.4155371063612776
65,logs/10_easy_full_dec19,339686,59,wrong,0,6ac7311a,click,-0.9914921037448511,2,5.021,4_4,1512321747068,1512321742047,41,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,340314,0,wrong,8.222021897516402,6ac7311a,click,8.222021897516402,1,0.628,5_4,1512321747696,1512321747068,42,False,5,"10,easy,full",3.71832482993197
63,logs/10_easy_full_dec19,348214,36,wrong,0,6ac7311a,click,-0.44487835272175935,2,7.9,4_7,1512321755596,1512321747696,43,False,6,"10,easy,full",0
62,logs/10_easy_full_dec19,352297,2,wrong,50007.33298870238,6ac7311a,click,5.806502267573697,1,4.083,4_8,1512321759679,1512321755596,44,False,7,"10,easy,full",5.865795529257069
68,logs/10_easy_full_dec19,371974,37,wrong,3.71832482993197,6ac7311a,reset,0,1,1.295,9_8,1512321779356,1512321778061,45,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,372989,56,wrong,0,6ac7311a,click,-0.710745934468462,2,1.015,9_4,1512321780371,1512321779356,46,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,373717,39,wrong,3.71832482993197,6ac7311a,click,0,1,0.728,9_3,1512321781099,1512321780371,47,False,3,"10,easy,full",3.4155371063612776
65,logs/10_easy_full_dec19,377034,59,wrong,0,6ac7311a,click,-0.9914921037448511,2,3.317,4_4,1512321784416,1512321781099,48,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,377725,0,wrong,8.222021897516402,6ac7311a,click,8.222021897516402,1,0.691,5_4,1512321785107,1512321784416,49,False,5,"10,easy,full",3.71832482993197
68,logs/10_easy_full_dec19,386329,4,wrong,3.71832482993197,6ac7311a,reset,1.6111111111111112,1,0.944,1_8,1512321793711,1512321792767,50,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,387282,0,wrong,0,6ac7311a,click,0,2,0.953,1_9,1512321794664,1512321793711,51,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,389997,36,wrong,2.8742205047699514,6ac7311a,click,0,1,2.715,9_8,1512321797379,1512321794664,52,False,3,"10,easy,full",2.4303429705215405
65,logs/10_easy_full_dec19,393514,57,wrong,0,6ac7311a,click,-0.9914921037448511,2,3.517,4_4,1512321800896,1512321797379,53,False,4,"10,easy,full",0
64,logs/10_easy_full_dec19,394381,0,wrong,8.285849132552428,6ac7311a,click,8.285849132552428,1,0.867,5_4,1512321801763,1512321800896,54,False,5,"10,easy,full",3.4155371063612776
68,logs/10_easy_full_dec19,408997,37,wrong,3.71832482993197,6ac7311a,reset,0,1,0.759,9_8,1512321816379,1512321815620,55,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,413197,60,wrong,0,6ac7311a,click,-0.9914921037448511,2,4.2,4_4,1512321820579,1512321816379,56,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,413614,0,wrong,8.285849132552428,6ac7311a,click,8.285849132552428,1,0.417,5_4,1512321820996,1512321820579,57,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,416593,64,wrong,0,6ac7311a,click,-50010.14923043381,2,2.979,6_5,1512321823975,1512321820996,58,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,419429,1,wrong,3.71832482993197,6ac7311a,reset,2.8742205047699514,1,0.956,6_5,1512321826811,1512321825855,59,True,1,"10,easy,full",2.8742205047699514
68,logs/10_easy_full_dec19,446245,2,wrong,3.71832482993197,6ac7311a,reset,2.394297739805978,1,6.36,5_4,1512321853627,1512321847267,60,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,448416,64,wrong,0,6ac7311a,click,-2.099915435602249,2,2.171,9_4,1512321855798,1512321853627,61,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,450210,38,wrong,50010.14923043381,6ac7311a,click,0,1,1.794,9_3,1512321857592,1512321855798,62,False,3,"10,easy,full",5.865795529257069
68,logs/10_easy_full_dec19,452361,37,wrong,3.71832482993197,6ac7311a,reset,0,1,1.082,9_4,1512321859743,1512321858661,63,True,1,"10,easy,full",2.8742205047699514
67,logs/10_easy_full_dec19,471109,59,wrong,0,6ac7311a,click,-0.9914921037448511,2,18.748,4_4,1512321878491,1512321859743,64,False,2,"10,easy,full",0
66,logs/10_easy_full_dec19,472106,0,wrong,8.421343285835041,6ac7311a,click,8.421343285835041,1,0.997,5_4,1512321879488,1512321878491,65,False,3,"10,easy,full",3.71832482993197
65,logs/10_easy_full_dec19,476065,64,wrong,0,6ac7311a,click,-50010.14923043381,2,3.959,6_5,1512321883447,1512321879488,66,False,4,"10,easy,full",0
68,logs/10_easy_full_dec19,503307,37,wrong,3.71832482993197,6ac7311a,reset,0,1,0.802,9_8,1512321910689,1512321909887,67,True,1,"10,easy,full",2.8742205047699514
