possible_moves,board_name,time_rel,move_ranking,solved,top_score,userid,prev_action,score_move,player,time_between,position,time,time_prev_move,move_number,first_move_in_path,move_number_in_path,condition,second_score
13,logs/6_hard_pruned_dec19,149922,1,wrong,5000.174479166667,fcaffad4,click,0.7361111111111112,1,3.063,5_3,1511914614205,1511914611142,41,False,11,"6,hard,pruned",0.7361111111111112
12,logs/6_hard_pruned_dec19,152578,11,wrong,-0.0,fcaffad4,click,-5000.174479166667,2,2.656,2_0,1511914616861,1511914614205,42,False,12,"6,hard,pruned",-0.0
23,logs/6_hard_pruned_dec19,165144,13,wrong,3.7293771258503403,fcaffad4,reset,0.2439236111111111,1,4.13,5_0,1511914629427,1511914625297,43,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,169097,3,wrong,0,fcaffad4,click,-0.18055555555555555,2,3.953,4_0,1511914633380,1511914629427,44,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,172806,9,wrong,9.228560799319727,fcaffad4,click,0.7505555555555556,1,3.709,2_0,1511914637089,1511914633380,45,False,3,"6,hard,pruned",9.103560799319727
20,logs/6_hard_pruned_dec19,175641,16,wrong,0,fcaffad4,click,-5.70111181972789,2,2.835,4_2,1511914639924,1511914637089,46,False,4,"6,hard,pruned",-0.125
19,logs/6_hard_pruned_dec19,176538,1,wrong,50003.576111819726,fcaffad4,click,6.091111819727891,1,0.897,3_2,1511914640821,1511914639924,47,False,5,"6,hard,pruned",6.091111819727891
18,logs/6_hard_pruned_dec19,185096,17,wrong,0,fcaffad4,click,-50003.34692743764,2,8.558,2_3,1511914649379,1511914640821,48,False,6,"6,hard,pruned",0
17,logs/6_hard_pruned_dec19,187820,1,wrong,50000.555555555555,fcaffad4,click,3.5269274376417235,1,2.724,4_3,1511914652103,1511914649379,49,False,7,"6,hard,pruned",3.5269274376417235
16,logs/6_hard_pruned_dec19,199488,14,wrong,0,fcaffad4,click,-5000.0,2,11.668,1_0,1511914663771,1511914652103,50,False,8,"6,hard,pruned",-0.1111111111111111
15,logs/6_hard_pruned_dec19,211284,1,wrong,50000.555555555555,fcaffad4,click,3.4931087018140583,1,11.796,2_4,1511914675567,1511914663771,51,False,9,"6,hard,pruned",3.4931087018140583
14,logs/6_hard_pruned_dec19,217719,11,wrong,0,fcaffad4,click,-1.166371882086168,2,6.435,2_2,1511914682002,1511914675567,52,False,10,"6,hard,pruned",-0.1111111111111111
14,logs/6_hard_pruned_dec19,240568,11,wrong,0,fcaffad4,undo,-1.166371882086168,2,19.032,2_2,1511914704851,1511914685819,53,False,10,"6,hard,pruned",-0.1111111111111111
13,logs/6_hard_pruned_dec19,246991,4,wrong,3.0700000000000003,fcaffad4,click,0.5,1,6.423,0_2,1511914711274,1511914704851,54,False,11,"6,hard,pruned",2.75
12,logs/6_hard_pruned_dec19,250448,11,wrong,-0.1111111111111111,fcaffad4,click,-5000.0,2,3.457,0_5,1511914714731,1511914711274,55,False,12,"6,hard,pruned",-0.1111111111111111
11,logs/6_hard_pruned_dec19,252053,2,wrong,3.0700000000000003,fcaffad4,click,0.625,1,1.605,1_4,1511914716336,1511914714731,56,False,13,"6,hard,pruned",2.75
10,logs/6_hard_pruned_dec19,253236,9,wrong,-0.1111111111111111,fcaffad4,click,-5000.0,2,1.183,3_4,1511914717519,1511914716336,57,False,14,"6,hard,pruned",-0.1111111111111111
23,logs/6_hard_pruned_dec19,291389,13,wrong,3.7293771258503403,fcaffad4,reset,0.2439236111111111,1,29.865,5_0,1511914755672,1511914725807,58,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,296985,12,wrong,0,fcaffad4,click,-0.6811111111111112,2,5.596,2_0,1511914761268,1511914755672,59,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,298623,0,wrong,9.103560799319727,fcaffad4,click,9.103560799319727,1,1.638,3_2,1511914762906,1511914761268,60,False,3,"6,hard,pruned",6.422744472789115
20,logs/6_hard_pruned_dec19,302948,17,wrong,0,fcaffad4,click,-5075.791927437642,2,4.325,2_3,1511914767231,1511914762906,61,False,4,"6,hard,pruned",-0.16666666666666666
19,logs/6_hard_pruned_dec19,304354,2,wrong,50001.3113725907,fcaffad4,click,7.825556264172334,1,1.406,4_3,1511914768637,1511914767231,62,False,5,"6,hard,pruned",50000.555555555555
18,logs/6_hard_pruned_dec19,306883,14,wrong,0,fcaffad4,click,-5000.57,2,2.529,1_0,1511914771166,1511914768637,63,False,6,"6,hard,pruned",-0.16666666666666666
17,logs/6_hard_pruned_dec19,308697,13,wrong,50001.3113725907,fcaffad4,click,0,1,1.814,0_0,1511914772980,1511914771166,64,False,7,"6,hard,pruned",50000.680555555555
16,logs/6_hard_pruned_dec19,325764,11,wrong,0,fcaffad4,click,-1.0,2,17.067,4_0,1511914790047,1511914772980,65,False,8,"6,hard,pruned",-0.16666666666666666
15,logs/6_hard_pruned_dec19,328140,1,wrong,50000.805555555555,fcaffad4,click,50000.78473993764,1,2.376,2_2,1511914792423,1511914790047,66,False,9,"6,hard,pruned",50000.78473993764
14,logs/6_hard_pruned_dec19,330866,13,wrong,-0.1111111111111111,fcaffad4,click,-5040.805555555556,2,2.726,4_2,1511914795149,1511914792423,67,False,10,"6,hard,pruned",-0.16666666666666666
13,logs/6_hard_pruned_dec19,332322,0,wrong,5008.555555555556,fcaffad4,click,5008.555555555556,1,1.456,0_2,1511914796605,1511914795149,68,False,11,"6,hard,pruned",3.2561118197278907
23,logs/6_hard_pruned_dec19,29724,0,wrong,3.7293771258503403,fdaa7ebb,,3.7293771258503403,1,29.661,2_3,1513521041122,1513521011461,1,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,34237,17,wrong,0,fdaa7ebb,click,-3.153663548752834,2,4.513,3_4,1513521045635,1513521041122,2,False,2,"6,hard,pruned",-0.16666666666666666
23,logs/6_hard_pruned_dec19,50745,7,wrong,3.7293771258503403,fdaa7ebb,reset,0.8689236111111112,1,14.517,0_5,1513521062143,1513521047626,3,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,53069,20,wrong,-0.17447916666666666,fdaa7ebb,click,-4.66937641723356,2,2.324,2_3,1513521064467,1513521062143,4,False,2,"6,hard,pruned",-0.2213718820861678
21,logs/6_hard_pruned_dec19,54342,0,wrong,5000.055555555556,fdaa7ebb,click,5000.055555555556,1,1.273,0_2,1513521065740,1513521064467,5,False,3,"6,hard,pruned",3.9221889172335604
23,logs/6_hard_pruned_dec19,77662,14,wrong,3.7293771258503403,fdaa7ebb,reset,0.2361111111111111,1,15.974,4_0,1513521089060,1513521073086,6,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,79347,21,wrong,0,fdaa7ebb,click,-6.422744472789115,2,1.685,4_2,1513521090745,1513521089060,7,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,82717,4,wrong,3.846112528344671,fdaa7ebb,click,1.922744472789116,1,3.37,2_2,1513521094115,1513521090745,8,False,3,"6,hard,pruned",3.7293771258503403
20,logs/6_hard_pruned_dec19,83580,17,wrong,0,fdaa7ebb,click,-7.791927437641723,2,0.863,3_2,1513521094978,1513521094115,9,False,4,"6,hard,pruned",-0.05555555555555555
23,logs/6_hard_pruned_dec19,89464,7,wrong,3.7293771258503403,fdaa7ebb,reset,0.8689236111111112,1,4.179,0_5,1513521100862,1513521096683,10,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,92109,21,wrong,-0.17447916666666666,fdaa7ebb,click,-5000.055555555556,2,2.645,0_2,1513521103507,1513521100862,11,False,2,"6,hard,pruned",-0.2213718820861678
23,logs/6_hard_pruned_dec19,119735,13,wrong,3.7293771258503403,fdaa7ebb,reset,0.2439236111111111,1,25.859,5_0,1513521131133,1513521105274,12,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,142385,9,wrong,0,fdaa7ebb,click,-0.40973993764172334,2,22.65,5_3,1513521153783,1513521131133,13,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,145672,1,wrong,9.298005243764171,fdaa7ebb,click,9.103560799319727,1,3.287,3_2,1513521157070,1513521153783,14,False,3,"6,hard,pruned",9.103560799319727
23,logs/6_hard_pruned_dec19,149867,8,wrong,3.7293771258503403,fdaa7ebb,reset,0.7705562641723357,1,2.66,1_4,1513521161265,1513521158605,15,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,153225,21,wrong,0,fdaa7ebb,click,-10.168560090702949,2,3.358,2_3,1513521164623,1513521161265,16,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,159319,1,wrong,3.9221889172335604,fdaa7ebb,click,2.6805555555555554,1,6.094,0_2,1513521170717,1513521164623,17,False,3,"6,hard,pruned",2.6805555555555554
20,logs/6_hard_pruned_dec19,161028,19,wrong,0,fdaa7ebb,click,-3.9221889172335604,2,1.709,4_3,1513521172426,1513521170717,18,False,4,"6,hard,pruned",-0.1189236111111111
23,logs/6_hard_pruned_dec19,164022,0,wrong,3.7293771258503403,fdaa7ebb,reset,3.7293771258503403,1,1.628,2_3,1513521175420,1513521173792,19,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,169574,0,wrong,0,fdaa7ebb,click,0,2,5.552,0_5,1513521180972,1513521175420,20,False,2,"6,hard,pruned",-0.16666666666666666
23,logs/6_hard_pruned_dec19,172815,7,wrong,3.7293771258503403,fdaa7ebb,reset,0.8689236111111112,1,2.046,0_5,1513521184213,1513521182167,21,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,174364,21,wrong,-0.17447916666666666,fdaa7ebb,click,-5000.055555555556,2,1.549,0_2,1513521185762,1513521184213,22,False,2,"6,hard,pruned",-0.2213718820861678
23,logs/6_hard_pruned_dec19,179163,18,wrong,3.7293771258503403,fdaa7ebb,reset,0,1,3.449,4_5,1513521190561,1513521187112,23,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,185415,21,wrong,0,fdaa7ebb,click,-10.992744472789115,2,6.252,2_3,1513521196813,1513521190561,24,False,2,"6,hard,pruned",-0.2213718820861678
23,logs/6_hard_pruned_dec19,189861,0,wrong,3.7293771258503403,fdaa7ebb,reset,3.7293771258503403,1,1.037,2_3,1513521201259,1513521200222,25,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,192386,13,wrong,0,fdaa7ebb,click,-1.2971889172335602,2,2.525,4_3,1513521203784,1513521201259,26,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,193879,4,wrong,50011.91692743764,fdaa7ebb,click,2.995659722222222,1,1.493,3_4,1513521205277,1513521203784,27,False,3,"6,hard,pruned",50001.166371882086
20,logs/6_hard_pruned_dec19,194692,15,wrong,0,fdaa7ebb,click,-5000.806666666666,2,0.813,4_5,1513521206090,1513521205277,28,False,4,"6,hard,pruned",-0.1111111111111111
23,logs/6_hard_pruned_dec19,214999,9,wrong,3.7293771258503403,fdaa7ebb,reset,0.7444791666666667,1,19.23,2_0,1513521226397,1513521207167,29,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,217195,21,wrong,0,fdaa7ebb,click,-9.228560799319727,2,2.196,2_3,1513521228593,1513521226397,30,False,2,"6,hard,pruned",-0.125
23,logs/6_hard_pruned_dec19,227670,4,wrong,3.7293771258503403,fdaa7ebb,reset,2.6035607993197276,1,9.158,4_2,1513521239068,1513521229910,31,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,229651,15,wrong,0,fdaa7ebb,click,-1.131111819727891,2,1.981,4_4,1513521241049,1513521239068,32,False,2,"6,hard,pruned",-0.1111111111111111
21,logs/6_hard_pruned_dec19,230703,3,wrong,11.61218820861678,fdaa7ebb,click,3.026927437641723,1,1.052,4_3,1513521242101,1513521241049,33,False,3,"6,hard,pruned",10.043560090702949
23,logs/6_hard_pruned_dec19,236170,7,wrong,3.7293771258503403,fdaa7ebb,reset,0.8689236111111112,1,3.342,0_5,1513521247568,1513521244226,34,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,239400,21,wrong,-0.17447916666666666,fdaa7ebb,click,-5000.055555555556,2,3.23,0_2,1513521250798,1513521247568,35,False,2,"6,hard,pruned",-0.2213718820861678
23,logs/6_hard_pruned_dec19,245348,2,wrong,3.7293771258503403,fdaa7ebb,reset,2.728560799319728,1,3.822,2_2,1513521256746,1513521252924,36,True,1,"6,hard,pruned",3.6043771258503403
23,logs/6_hard_pruned_dec19,250231,1,wrong,3.7293771258503403,fdaa7ebb,reset,3.6043771258503403,1,1.937,3_2,1513521261629,1513521259692,37,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,253332,17,wrong,0,fdaa7ebb,click,-5.38111181972789,2,3.101,4_3,1513521264730,1513521261629,38,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,255311,12,wrong,50014.486371882085,fdaa7ebb,click,0.1111111111111111,1,1.979,1_0,1513521266709,1513521264730,39,False,3,"6,hard,pruned",50009.72192743764
23,logs/6_hard_pruned_dec19,265780,8,wrong,3.7293771258503403,fdaa7ebb,reset,0.7705562641723357,1,8.945,1_4,1513521277178,1513521268233,40,True,1,"6,hard,pruned",3.6043771258503403
23,logs/6_hard_pruned_dec19,270907,7,wrong,3.7293771258503403,fdaa7ebb,reset,0.8689236111111112,1,2.013,0_5,1513521282305,1513521280292,41,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,272738,20,wrong,-0.17447916666666666,fdaa7ebb,click,-4.66937641723356,2,1.831,2_3,1513521284136,1513521282305,42,False,2,"6,hard,pruned",-0.2213718820861678
21,logs/6_hard_pruned_dec19,273828,0,wrong,5000.055555555556,fdaa7ebb,click,5000.055555555556,1,1.09,0_2,1513521285226,1513521284136,43,False,3,"6,hard,pruned",3.9221889172335604
23,logs/6_hard_pruned_dec19,290649,4,wrong,3.7293771258503403,fdaa7ebb,reset,2.6035607993197276,1,15.026,4_2,1513521302047,1513521287021,44,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,292783,21,wrong,0,fdaa7ebb,click,-50000.680555555555,2,2.134,4_3,1513521304181,1513521302047,45,False,2,"6,hard,pruned",-0.1111111111111111
21,logs/6_hard_pruned_dec19,296616,0,wrong,7.208560090702948,fdaa7ebb,click,7.208560090702948,1,3.833,2_2,1513521308014,1513521304181,46,False,3,"6,hard,pruned",6.5977437641723355
23,logs/6_hard_pruned_dec19,304253,4,wrong,3.7293771258503403,fdaa7ebb,reset,2.6035607993197276,1,1.438,4_2,1513521315651,1513521314213,47,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,305957,20,wrong,0,fdaa7ebb,click,-10.043560090702949,2,1.704,3_2,1513521317355,1513521315651,48,False,2,"6,hard,pruned",-0.1111111111111111
21,logs/6_hard_pruned_dec19,306910,3,wrong,50000.680555555555,fdaa7ebb,click,0.9719274376417234,1,0.953,2_2,1513521318308,1513521317355,49,False,3,"6,hard,pruned",2.7994791666666665
20,logs/6_hard_pruned_dec19,315195,19,wrong,0,fdaa7ebb,click,-50000.78473993764,2,8.285,2_3,1513521326593,1513521318308,50,False,4,"6,hard,pruned",-0.05555555555555555
19,logs/6_hard_pruned_dec19,317196,6,wrong,50003.125,fdaa7ebb,click,0.5555555555555556,1,2.001,0_2,1513521328594,1513521326593,51,False,5,"6,hard,pruned",1.2627437641723356
23,logs/6_hard_pruned_dec19,323803,8,wrong,3.7293771258503403,fdaa7ebb,reset,0.7705562641723357,1,4.959,1_4,1513521335201,1513521330242,52,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,324803,21,wrong,0,fdaa7ebb,click,-10.168560090702949,2,1.0,2_3,1513521336201,1513521335201,53,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,328282,0,wrong,3.9221889172335604,fdaa7ebb,click,3.9221889172335604,1,3.479,4_3,1513521339680,1513521336201,54,False,3,"6,hard,pruned",2.6805555555555554
20,logs/6_hard_pruned_dec19,330225,15,wrong,0,fdaa7ebb,click,-2.6805555555555554,2,1.943,0_2,1513521341623,1513521339680,55,False,4,"6,hard,pruned",-0.1189236111111111
23,logs/6_hard_pruned_dec19,343358,0,wrong,3.7293771258503403,fdaa7ebb,reset,3.7293771258503403,1,10.337,2_3,1513521354756,1513521344419,56,True,1,"6,hard,pruned",3.6043771258503403
22,logs/6_hard_pruned_dec19,344417,13,wrong,0,fdaa7ebb,click,-1.2971889172335602,2,1.059,4_3,1513521355815,1513521354756,57,False,2,"6,hard,pruned",-0.16666666666666666
21,logs/6_hard_pruned_dec19,345473,4,wrong,50011.91692743764,fdaa7ebb,click,2.995659722222222,1,1.056,3_4,1513521356871,1513521355815,58,False,3,"6,hard,pruned",50001.166371882086
20,logs/6_hard_pruned_dec19,350055,19,wrong,0,fdaa7ebb,click,-50011.861371882085,2,4.582,3_2,1513521361453,1513521356871,59,False,4,"6,hard,pruned",-0.1111111111111111
19,logs/6_hard_pruned_dec19,351882,2,wrong,50001.3113725907,fdaa7ebb,click,5000.806666666666,1,1.827,4_5,1513521363280,1513521361453,60,False,5,"6,hard,pruned",50000.90973993764
77,logs/10_hard_full_dec19,35473,0,wrong,7.222664633900898,13f4ff5a,,7.222664633900898,1,35.441,2_4,1511194790681,1511194755240,1,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,144673,2,wrong,7.222664633900898,13f4ff5a,reset,4.751018512927854,1,2.991,4_3,1511194899881,1511194896890,2,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,146226,73,wrong,0,13f4ff5a,click,-7.222664633900898,2,1.553,2_4,1511194901434,1511194899881,3,False,2,"10,hard,full",0
77,logs/10_hard_full_dec19,155629,0,wrong,7.222664633900898,13f4ff5a,undo,7.222664633900898,1,2.218,2_4,1511194910837,1511194908619,4,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,158337,0,wrong,0,13f4ff5a,click,0,2,2.708,6_0,1511194913545,1511194910837,5,False,2,"10,hard,full",0
75,logs/10_hard_full_dec19,164713,0,wrong,5.774305555555555,13f4ff5a,click,5.774305555555555,1,6.376,2_3,1511194919921,1511194913545,6,False,3,"10,hard,full",5.668524651477948
74,logs/10_hard_full_dec19,169573,73,wrong,0,13f4ff5a,click,-5000.0625,2,4.86,2_7,1511194924781,1511194919921,7,False,4,"10,hard,full",0
73,logs/10_hard_full_dec19,171678,0,wrong,14.325258875739646,13f4ff5a,click,14.325258875739646,1,2.105,4_3,1511194926886,1511194924781,8,False,5,"10,hard,full",9.014963621543291
72,logs/10_hard_full_dec19,173332,70,wrong,0,13f4ff5a,click,-5000.097009637188,2,1.654,5_3,1511194928540,1511194926886,9,False,6,"10,hard,full",0
71,logs/10_hard_full_dec19,189007,3,wrong,50000.680555555555,13f4ff5a,click,2.2636167800453517,1,15.675,6_1,1511194944215,1511194928540,10,False,7,"10,hard,full",5.576427615424869
70,logs/10_hard_full_dec19,189831,23,wrong,0,13f4ff5a,click,-0.14930555555555555,2,0.824,7_0,1511194945039,1511194944215,11,False,8,"10,hard,full",0
69,logs/10_hard_full_dec19,194160,0,wrong,50001.555555555555,13f4ff5a,click,50001.555555555555,1,4.329,7_1,1511194949368,1511194945039,12,False,9,"10,hard,full",50000.680555555555
77,logs/10_hard_full_dec19,204973,9,wrong,7.222664633900898,13f4ff5a,reset,1.4920039682539683,1,2.432,2_3,1511194960181,1511194957749,13,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,213637,75,wrong,0,13f4ff5a,click,-50000.711805555555,2,8.664,2_4,1511194968845,1511194960181,14,False,2,"10,hard,full",0
75,logs/10_hard_full_dec19,220270,1,wrong,17.591166374833957,13f4ff5a,click,14.325258875739646,1,6.633,4_3,1511194975478,1511194968845,15,False,3,"10,hard,full",14.325258875739646
74,logs/10_hard_full_dec19,223358,72,wrong,0,13f4ff5a,click,-5000.097009637188,2,3.088,5_3,1511194978566,1511194975478,16,False,4,"10,hard,full",0
77,logs/10_hard_full_dec19,238235,2,wrong,7.222664633900898,13f4ff5a,reset,4.751018512927854,1,2.466,4_3,1511194993443,1511194990977,17,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,243947,75,wrong,0,13f4ff5a,click,-50002.17127857948,2,5.712,4_4,1511194999155,1511194993443,18,False,2,"10,hard,full",0
77,logs/10_hard_full_dec19,251777,1,wrong,7.222664633900898,13f4ff5a,reset,7.159247675401521,1,1.574,4_4,1511195006985,1511195005411,19,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,257742,61,wrong,0,13f4ff5a,click,-0.9876851795945203,2,5.965,8_4,1511195012950,1511195006985,20,False,2,"10,hard,full",0
75,logs/10_hard_full_dec19,265453,2,wrong,50001.869963386736,13f4ff5a,click,11.677483932428988,1,7.711,8_3,1511195020661,1511195012950,21,False,3,"10,hard,full",15.954244840934399
74,logs/10_hard_full_dec19,272591,69,wrong,0,13f4ff5a,click,-5.883900226757368,2,7.138,7_1,1511195027799,1511195020661,22,False,4,"10,hard,full",0
73,logs/10_hard_full_dec19,276582,0,wrong,50001.869963386736,13f4ff5a,click,50001.869963386736,1,3.991,4_3,1511195031790,1511195027799,23,False,5,"10,hard,full",9.295762471655326
72,logs/10_hard_full_dec19,286347,70,wrong,0,13f4ff5a,click,-5000.252083333334,2,9.765,4_5,1511195041555,1511195031790,24,False,6,"10,hard,full",0
71,logs/10_hard_full_dec19,287952,3,wrong,50017.81215702949,13f4ff5a,click,6.765099441157133,1,1.605,2_4,1511195043160,1511195041555,25,False,7,"10,hard,full",5000.0
70,logs/10_hard_full_dec19,294816,67,wrong,0,13f4ff5a,click,-5000.538223140495,2,6.864,6_0,1511195050024,1511195043160,26,False,8,"10,hard,full",0
77,logs/10_hard_full_dec19,51529,2,wrong,7.222664633900898,1cdbeb89,,4.751018512927854,1,51.302,4_3,1513614587204,1513614535902,1,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,32486,0,wrong,7.222664633900898,1df6940e,,7.222664633900898,1,32.351,2_4,1512281450135,1512281417784,1,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,40050,0,wrong,0,1df6940e,click,0,2,7.564,6_0,1512281457699,1512281450135,2,False,2,"10,hard,full",0
75,logs/10_hard_full_dec19,54495,0,wrong,5.774305555555555,1df6940e,click,5.774305555555555,1,14.445,2_3,1512281472144,1512281457699,3,False,3,"10,hard,full",5.668524651477948
74,logs/10_hard_full_dec19,57394,73,wrong,0,1df6940e,click,-5000.0625,2,2.899,2_7,1512281475043,1512281472144,4,False,4,"10,hard,full",0
73,logs/10_hard_full_dec19,111369,0,wrong,14.325258875739646,1df6940e,click,14.325258875739646,1,53.975,4_3,1512281529018,1512281475043,5,False,5,"10,hard,full",9.014963621543291
72,logs/10_hard_full_dec19,118492,70,wrong,0,1df6940e,click,-5000.097009637188,2,7.123,5_3,1512281536141,1512281529018,6,False,6,"10,hard,full",0
71,logs/10_hard_full_dec19,131878,0,wrong,50000.680555555555,1df6940e,click,50000.680555555555,1,13.386,4_4,1512281549527,1512281536141,7,False,7,"10,hard,full",5.576427615424869
70,logs/10_hard_full_dec19,138299,68,wrong,0,1df6940e,click,-5000.09375,2,6.421,4_0,1512281555948,1512281549527,8,False,8,"10,hard,full",0
69,logs/10_hard_full_dec19,140723,0,wrong,5000.252344104309,1df6940e,click,5000.252344104309,1,2.424,4_5,1512281558372,1512281555948,9,False,9,"10,hard,full",17.057773517691096
77,logs/10_hard_full_dec19,61064,16,wrong,7.222664633900898,1ff4f828,,0.632758875739645,1,61.026,8_3,1511192967504,1511192906478,1,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,126954,16,wrong,7.222664633900898,1ff4f828,undo,0.632758875739645,1,55.039,8_3,1511193033394,1511192978355,2,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,180670,6,wrong,7.222664633900898,1ff4f828,undo,2.2636167800453517,1,45.505,6_1,1511193087110,1511193041605,3,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,185724,72,wrong,0,1ff4f828,click,-4.751018512927854,2,5.054,4_3,1511193092164,1511193087110,4,False,2,"10,hard,full",0
77,logs/10_hard_full_dec19,205683,6,wrong,7.222664633900898,1ff4f828,undo,2.2636167800453517,1,15.584,6_1,1511193112123,1511193096539,5,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,229812,0,wrong,7.222664633900898,1ff4f828,undo,7.222664633900898,1,12.598,2_4,1511193136252,1511193123654,6,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,232765,0,wrong,0,1ff4f828,click,0,2,2.953,6_0,1511193139205,1511193136252,7,False,2,"10,hard,full",0
75,logs/10_hard_full_dec19,239901,0,wrong,5.774305555555555,1ff4f828,click,5.774305555555555,1,7.136,2_3,1511193146341,1511193139205,8,False,3,"10,hard,full",5.668524651477948
74,logs/10_hard_full_dec19,244013,73,wrong,0,1ff4f828,click,-5000.0625,2,4.112,2_7,1511193150453,1511193146341,9,False,4,"10,hard,full",0
77,logs/10_hard_full_dec19,254737,15,wrong,7.222664633900898,1ff4f828,reset,0.7765877712031558,1,5.598,6_3,1511193161177,1511193155579,10,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,278674,0,wrong,7.222664633900898,1ff4f828,undo,7.222664633900898,1,17.878,2_4,1511193185114,1511193167236,11,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,281447,0,wrong,0,1ff4f828,click,0,2,2.773,6_0,1511193187887,1511193185114,12,False,2,"10,hard,full",0
77,logs/10_hard_full_dec19,312358,1,wrong,7.222664633900898,1ff4f828,reset,7.159247675401521,1,10.643,4_4,1511193218798,1511193208155,13,True,1,"10,hard,full",7.159247675401521
77,logs/10_hard_full_dec19,331890,29,wrong,7.222664633900898,1ff4f828,reset,0.125,1,10.621,3_1,1511193238330,1511193227709,14,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,336524,0,wrong,0,1ff4f828,click,0,2,4.634,6_1,1511193242964,1511193238330,15,False,2,"10,hard,full",0
77,logs/10_hard_full_dec19,348760,2,wrong,7.222664633900898,1ff4f828,reset,4.751018512927854,1,10.097,4_3,1511193255200,1511193245103,16,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,352714,72,wrong,0,1ff4f828,click,-6.256448412698413,2,3.954,2_3,1511193259154,1511193255200,17,False,2,"10,hard,full",0
75,logs/10_hard_full_dec19,356445,0,wrong,50002.17127857948,1ff4f828,click,50002.17127857948,1,3.731,4_4,1511193262885,1511193259154,18,False,3,"10,hard,full",5.694386094674556
74,logs/10_hard_full_dec19,362194,73,wrong,0,1ff4f828,click,-5000.46037414966,2,5.749,4_5,1511193268634,1511193262885,19,False,4,"10,hard,full",0
73,logs/10_hard_full_dec19,363273,0,wrong,5000.0,1ff4f828,click,5000.0,1,1.079,4_0,1511193269713,1511193268634,20,False,5,"10,hard,full",14.665374854083645
77,logs/10_hard_full_dec19,31704,15,wrong,7.222664633900898,21abc061,,0.7765877712031558,1,31.672,6_3,1513603382265,1513603350593,1,True,1,"10,hard,full",7.159247675401521
76,logs/10_hard_full_dec19,40922,68,wrong,0,21abc061,click,-2.207979024943311,2,9.218,2_3,1513603391483,1513603382265,2,False,2,"10,hard,full",0
