,board_name,counts,path,path_length,probability
612,10_easy_full,1,"[[5, 4, 1], [6, 5, 2], [3, 2, 1], [4, 1, 2], [2, 1, 1], [1, 0, 2]]",6,0.02
613,10_easy_full,1,"[[1, 9, 1], [1, 8, 2], [6, 2, 1], [9, 4, 2], [9, 8, 1], [9, 3, 2]]",6,0.02
614,10_easy_full,2,"[[9, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2]]",6,0.04
615,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2]]",6,0.02
616,10_easy_full,1,"[[6, 7, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 5, 2]]",6,0.02
617,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2]]",6,0.02
618,10_easy_full,1,"[[6, 7, 1], [9, 8, 2], [9, 4, 1], [4, 4, 2], [5, 4, 1], [8, 5, 2]]",6,0.02
619,10_easy_full,1,"[[8, 7, 1], [6, 5, 2], [7, 5, 1], [6, 4, 2], [7, 4, 1], [9, 4, 2]]",6,0.02
620,10_easy_full,1,"[[1, 8, 1], [0, 8, 2], [2, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2]]",6,0.02
621,10_easy_full,2,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",6,0.04
622,10_easy_full,1,"[[6, 2, 1], [6, 3, 2], [5, 1, 1], [5, 2, 2], [7, 2, 1], [7, 3, 2]]",6,0.02
623,10_easy_full,1,"[[5, 4, 1], [6, 5, 2], [5, 3, 1], [5, 2, 2], [4, 4, 1], [6, 2, 2]]",6,0.02
624,10_easy_full,1,"[[8, 5, 1], [4, 4, 2], [5, 4, 1], [9, 8, 2], [9, 4, 1], [6, 7, 2]]",6,0.02
625,10_easy_full,1,"[[6, 2, 1], [6, 3, 2], [5, 2, 1], [4, 2, 2], [5, 3, 1], [5, 1, 2]]",6,0.02
626,10_easy_full,1,"[[6, 5, 1], [5, 4, 2], [6, 3, 1], [6, 4, 2], [6, 2, 1], [5, 2, 2]]",6,0.02
627,10_easy_full,1,"[[4, 9, 1], [4, 4, 2], [5, 4, 1], [9, 4, 2], [5, 9, 1], [9, 8, 2]]",6,0.02
628,10_easy_full,1,"[[1, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [9, 4, 2]]",6,0.02
629,10_easy_full,1,"[[6, 6, 1], [5, 6, 2], [1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2]]",6,0.02
630,10_easy_full,1,"[[7, 2, 1], [8, 3, 2], [6, 2, 1], [6, 3, 2], [7, 3, 1], [8, 4, 2]]",6,0.02
631,10_easy_full,1,"[[2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2]]",6,0.02
632,10_easy_full,3,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",6,0.06
633,10_easy_full,2,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2]]",6,0.04
634,10_easy_full,2,"[[9, 4, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2]]",6,0.04
635,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [4, 8, 2]]",6,0.02
636,10_easy_full,1,"[[3, 2, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2], [2, 1, 1], [1, 0, 2]]",6,0.02
637,10_easy_full,1,"[[3, 2, 1], [4, 1, 2], [5, 2, 1], [4, 2, 2], [6, 3, 1], [6, 2, 2]]",6,0.02
638,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [8, 7, 2], [8, 4, 1], [6, 6, 2]]",6,0.02
639,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [8, 7, 2], [8, 5, 1], [7, 7, 2]]",6,0.02
640,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [7, 2, 2], [8, 3, 1]]",7,0.018518519
641,10_easy_full,1,"[[5, 1, 1], [4, 1, 2], [5, 2, 1], [5, 3, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1]]",7,0.018518519
642,10_easy_full,1,"[[5, 3, 1], [6, 3, 2], [6, 4, 1], [7, 5, 2], [4, 4, 1], [6, 2, 2], [5, 4, 1]]",7,0.018518519
643,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [0, 8, 1]]",7,0.018518519
644,10_easy_full,2,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",7,0.037037037
645,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,0.018518519
646,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 9, 1], [1, 8, 2], [0, 9, 1]]",7,0.018518519
647,10_easy_full,2,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2], [8, 7, 1]]",7,0.037037037
648,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 8, 2], [0, 8, 1]]",7,0.018518519
649,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,0.018518519
650,10_easy_full,1,"[[5, 3, 1], [6, 3, 2], [5, 4, 1], [5, 5, 2], [6, 5, 1], [8, 7, 2], [3, 2, 1]]",7,0.018518519
651,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,0.018518519
652,10_easy_full,1,"[[1, 9, 1], [1, 8, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 9, 2], [0, 5, 1]]",7,0.018518519
653,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [0, 9, 1]]",7,0.018518519
654,10_easy_full,1,"[[5, 4, 1], [6, 5, 2], [5, 3, 1], [5, 2, 2], [6, 3, 1], [6, 2, 2], [7, 3, 1]]",7,0.018518519
655,10_easy_full,1,"[[4, 4, 1], [4, 2, 2], [5, 2, 1], [5, 3, 2], [5, 4, 1], [6, 5, 2], [5, 1, 1]]",7,0.018518519
656,10_easy_full,1,"[[5, 4, 1], [4, 4, 2], [6, 5, 1], [4, 7, 2], [4, 8, 1], [8, 7, 2], [3, 2, 1]]",7,0.018518519
657,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [6, 5, 1]]",7,0.018518519
658,10_easy_full,1,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2], [5, 7, 1]]",7,0.018518519
659,10_easy_full,1,"[[5, 4, 1], [6, 5, 2], [3, 2, 1], [2, 1, 2], [5, 3, 1], [5, 2, 2], [5, 1, 1]]",7,0.018518519
660,10_easy_full,1,"[[6, 5, 1], [9, 4, 2], [5, 4, 1], [8, 7, 2], [3, 2, 1], [2, 1, 2], [7, 5, 1]]",7,0.018518519
661,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [8, 7, 2], [6, 5, 1], [5, 4, 2], [6, 6, 1]]",7,0.018518519
662,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [5, 2, 1], [4, 4, 2], [4, 7, 1]]",7,0.018518519
663,10_easy_full,1,"[[2, 8, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [5, 8, 2], [4, 7, 1]]",7,0.018518519
664,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 9, 1], [1, 8, 2], [4, 4, 1], [4, 7, 2], [4, 8, 1]]",7,0.018518519
665,10_easy_full,1,"[[9, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [7, 2, 2], [6, 5, 1]]",7,0.018518519
666,10_easy_full,1,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",7,0.018518519
667,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [9, 4, 1], [4, 8, 2], [0, 5, 1]]",7,0.018518519
668,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1]]",7,0.018518519
669,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [5, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,0.018518519
670,10_easy_full,1,"[[5, 2, 1], [4, 7, 2], [5, 3, 1], [5, 4, 2], [6, 2, 1], [6, 4, 2], [6, 3, 1]]",7,0.018518519
671,10_easy_full,1,"[[4, 9, 1], [4, 4, 2], [5, 4, 1], [9, 4, 2], [9, 8, 1], [4, 7, 2], [4, 8, 1]]",7,0.018518519
672,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2], [1, 2, 1]]",7,0.018518519
673,10_easy_full,1,"[[4, 7, 1], [4, 4, 2], [5, 4, 1], [5, 5, 2], [6, 6, 1], [5, 6, 2], [5, 7, 1]]",7,0.018518519
674,10_easy_full,3,"[[1, 9, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2], [5, 9, 1]]",7,0.055555556
675,10_easy_full,1,"[[6, 5, 1], [5, 4, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [5, 5, 2], [6, 4, 1]]",7,0.018518519
676,10_easy_full,1,"[[1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1], [5, 7, 2], [5, 9, 1]]",7,0.018518519
677,10_easy_full,1,"[[1, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2], [8, 7, 1]]",7,0.018518519
678,10_easy_full,2,"[[4, 9, 1], [0, 5, 2], [1, 9, 1], [1, 8, 2], [2, 9, 1], [5, 9, 2], [0, 9, 1]]",7,0.037037037
679,10_easy_full,1,"[[9, 4, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2], [7, 4, 1], [8, 4, 2], [7, 5, 1]]",7,0.018518519
680,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [2, 9, 1], [5, 9, 2], [1, 9, 1], [0, 9, 2], [1, 8, 1]]",7,0.018518519
681,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1]]",7,0.018518519
682,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [4, 4, 1]]",7,0.018518519
683,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [7, 2, 2], [5, 2, 1], [4, 4, 2], [5, 4, 1]]",7,0.018518519
684,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1]]",7,0.018518519
685,10_easy_full,2,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1]]",7,0.037037037
686,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2], [4, 7, 1]]",7,0.018518519
687,10_easy_full,1,"[[4, 4, 1], [5, 4, 2], [0, 5, 1], [4, 9, 2], [6, 2, 1], [6, 3, 2], [7, 2, 1]]",7,0.018518519
688,10_easy_full,1,"[[1, 9, 1], [1, 8, 2], [0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2]]",8,0.04
689,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [9, 8, 2], [4, 8, 1], [9, 4, 2]]",8,0.04
690,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,0.04
691,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [7, 2, 2]]",8,0.04
692,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [0, 8, 2]]",8,0.04
693,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",8,0.04
694,10_easy_full,1,"[[9, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [9, 4, 2], [9, 3, 1], [6, 4, 2]]",8,0.04
695,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [2, 9, 1], [4, 4, 2], [5, 4, 1], [1, 9, 2], [5, 9, 1], [6, 9, 2]]",8,0.04
696,10_easy_full,1,"[[4, 7, 1], [2, 9, 2], [4, 8, 1], [2, 8, 2], [5, 8, 1], [6, 8, 2], [5, 7, 1], [6, 6, 2]]",8,0.04
697,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 9, 1], [1, 8, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [2, 9, 2]]",8,0.04
698,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,0.04
699,10_easy_full,1,"[[4, 2, 1], [4, 1, 2], [5, 3, 1], [6, 4, 2], [6, 3, 1], [6, 2, 2], [7, 3, 1], [8, 3, 2]]",8,0.04
700,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [0, 5, 1], [4, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,0.04
701,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [5, 8, 1], [6, 7, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [2, 8, 2]]",8,0.04
702,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 7, 2], [8, 5, 1], [4, 4, 2], [4, 8, 1], [5, 4, 2]]",8,0.04
703,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [5, 9, 1], [6, 9, 2], [2, 9, 1], [1, 9, 2], [4, 7, 1], [5, 6, 2]]",8,0.04
704,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [4, 4, 2], [5, 4, 1], [9, 8, 2]]",8,0.04
705,10_easy_full,1,"[[1, 9, 1], [9, 4, 2], [9, 8, 1], [1, 8, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [0, 9, 2]]",8,0.04
706,10_easy_full,1,"[[5, 1, 1], [5, 2, 2], [6, 2, 1], [6, 3, 2], [7, 2, 1], [8, 2, 2], [8, 3, 1], [9, 4, 2]]",8,0.04
707,10_easy_full,1,"[[4, 7, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2], [3, 2, 1], [4, 1, 2], [2, 1, 1], [1, 0, 2]]",8,0.04
708,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 7, 2], [4, 8, 1], [0, 8, 2]]",8,0.04
709,10_easy_full,2,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [6, 4, 2]]",8,0.08
710,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 8, 2], [4, 7, 1], [4, 4, 2], [5, 4, 1], [6, 5, 2]]",8,0.04
711,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [4, 9, 2]]",8,0.04
712,10_easy_full,1,"[[4, 4, 1], [4, 2, 2], [5, 3, 1], [6, 2, 2], [5, 4, 1], [5, 2, 2], [6, 5, 1], [7, 7, 2], [3, 2, 1]]",9,0.090909091
713,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 5, 1]]",9,0.090909091
714,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [6, 5, 1], [7, 7, 2], [8, 7, 1]]",9,0.090909091
715,10_easy_full,1,"[[2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2], [4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [0, 8, 1]]",9,0.090909091
716,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [4, 9, 1], [0, 5, 2], [2, 8, 1], [4, 4, 2], [4, 8, 1], [0, 8, 2], [5, 8, 1]]",9,0.090909091
717,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [4, 4, 2], [5, 4, 1], [6, 4, 2], [5, 3, 1], [6, 2, 2], [6, 3, 1]]",9,0.090909091
718,10_easy_full,1,"[[9, 8, 1], [9, 4, 2], [9, 3, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [6, 5, 1], [8, 7, 2], [7, 8, 1]]",9,0.090909091
719,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [7, 2, 2], [6, 5, 1]]",9,0.090909091
720,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [0, 5, 1], [4, 9, 2], [2, 9, 1]]",9,0.090909091
721,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 9, 1], [5, 9, 2], [2, 8, 1], [4, 8, 2], [0, 8, 1]]",9,0.090909091
722,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 8, 2], [0, 8, 1]]",9,0.090909091
723,10_easy_full,1,"[[4, 4, 1], [9, 4, 2], [9, 3, 1], [8, 5, 2], [7, 5, 1], [7, 4, 2], [7, 3, 1], [8, 3, 2], [6, 3, 1], [5, 3, 2]]",10,0.25
724,10_easy_full,1,"[[2, 8, 1], [1, 8, 2], [2, 9, 1], [4, 8, 2], [4, 7, 1], [5, 6, 2], [4, 9, 1], [5, 9, 2], [1, 9, 1], [0, 9, 2]]",10,0.25
725,10_easy_full,1,"[[4, 4, 1], [4, 2, 2], [5, 3, 1], [6, 2, 2], [5, 4, 1], [5, 2, 2], [6, 5, 1], [3, 2, 2], [7, 7, 1], [8, 7, 2]]",10,0.25
726,10_easy_full,1,"[[4, 4, 1], [5, 2, 2], [4, 1, 1], [4, 2, 2], [3, 2, 1], [1, 9, 2], [1, 8, 1], [2, 9, 2], [2, 8, 1], [4, 9, 2]]",10,0.25
727,10_easy_full,1,"[[2, 9, 1], [0, 9, 2], [1, 9, 1], [4, 9, 2], [4, 8, 1], [2, 8, 2], [0, 8, 1], [5, 8, 2], [6, 6, 1], [7, 8, 2], [9, 8, 1]]",11,0.166666667
728,10_easy_full,1,"[[7, 5, 1], [6, 4, 2], [5, 3, 1], [4, 2, 2], [3, 1, 1], [6, 3, 2], [7, 2, 1], [7, 3, 2], [8, 3, 1], [8, 5, 2], [5, 7, 1]]",11,0.166666667
729,10_easy_full,1,"[[5, 1, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [3, 0, 2], [4, 1, 1], [2, 0, 2], [3, 1, 1], [1, 0, 2], [2, 1, 1]]",11,0.166666667
730,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [0, 9, 1], [2, 9, 2], [5, 9, 1], [6, 9, 2], [8, 9, 1], [7, 9, 2], [8, 8, 1]]",11,0.166666667
731,10_easy_full,1,"[[9, 4, 1], [9, 8, 2], [9, 9, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 7, 1], [5, 5, 2], [6, 4, 1]]",11,0.166666667
732,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [4, 8, 1], [4, 4, 2], [5, 4, 1], [0, 9, 2], [6, 5, 1], [8, 7, 2], [3, 2, 1]]",11,0.166666667
733,10_easy_full,1,"[[1, 8, 1], [1, 9, 2], [6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [5, 6, 2], [6, 3, 1], [6, 4, 2], [5, 5, 1], [9, 4, 2], [6, 5, 1], [9, 3, 2]]",14,0.5
734,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [4, 4, 2], [5, 4, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [4, 7, 1], [9, 8, 2], [9, 9, 1], [9, 4, 2]]",14,0.5
735,10_easy_full,1,"[[4, 9, 1], [0, 5, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2], [5, 7, 1], [6, 6, 2], [6, 5, 1], [6, 4, 2], [6, 2, 1], [6, 3, 2], [5, 3, 1]]",15,1
736,10_easy_full,1,"[[6, 2, 1], [4, 4, 2], [5, 4, 1], [4, 7, 2], [4, 8, 1], [6, 5, 2], [4, 9, 1], [0, 5, 2], [2, 9, 1], [1, 9, 2], [2, 8, 1], [5, 8, 2], [1, 8, 1], [0, 8, 2], [5, 7, 1], [6, 6, 2]]",16,1
737,10_easy_full,1,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [6, 2, 1], [6, 3, 2], [5, 3, 1], [5, 2, 2], [6, 6, 1], [6, 5, 2], [9, 8, 1], [9, 4, 2], [9, 3, 1], [2, 8, 2], [0, 8, 1], [4, 8, 2], [4, 4, 1], [5, 5, 2], [7, 7, 1], [8, 8, 2], [2, 1, 1], [0, 1, 2], [0, 2, 1], [0, 3, 2], [6, 4, 1], [7, 5, 2], [8, 5, 1], [8, 4, 2], [3, 2, 1], [5, 4, 2], [1, 0, 1], [6, 7, 2], [5, 6, 1], [5, 9, 2], [7, 4, 1], [7, 3, 2]]",36,1
738,10_easy_full,1,"[[1, 8, 1], [1, 3, 2], [1, 9, 1], [7, 2, 2], [6, 2, 1], [7, 3, 2], [6, 3, 1], [3, 0, 2], [6, 4, 1], [2, 0, 2], [7, 4, 1], [9, 4, 2], [4, 4, 1], [4, 7, 2], [8, 4, 1], [1, 0, 2], [5, 4, 1], [4, 1, 2], [5, 1, 1], [4, 2, 2], [5, 2, 1], [4, 8, 2], [5, 3, 1], [5, 6, 2], [2, 9, 1], [6, 6, 2], [6, 5, 1], [5, 5, 2], [3, 2, 1], [3, 1, 2], [2, 1, 1], [2, 2, 2], [0, 5, 1], [5, 7, 2], [4, 9, 1], [5, 8, 2], [5, 9, 1], [7, 5, 2], [2, 8, 1], [1, 1, 2], [0, 0, 1], [8, 5, 2], [1, 2, 1], [0, 9, 2], [0, 1, 1], [0, 8, 2], [0, 2, 1], [0, 7, 2], [0, 3, 1], [8, 3, 2], [9, 3, 1], [8, 2, 2], [9, 2, 1], [8, 1, 2], [9, 1, 1], [8, 0, 2], [9, 0, 1], [8, 7, 2], [6, 7, 1], [6, 8, 2], [6, 9, 1], [7, 7, 2], [7, 8, 1], [7, 9, 2], [8, 9, 1], [8, 8, 2], [9, 8, 1], [9, 9, 2]]",68,1
739,10_easy_pruned,1,"[[5, 7, 1]]",1,0.028571429
740,10_easy_pruned,4,"[[5, 2, 1]]",1,0.114285714
741,10_easy_pruned,2,"[[9, 8, 1]]",1,0.057142857
742,10_easy_pruned,1,"[[8, 5, 1]]",1,0.028571429
743,10_easy_pruned,1,"[[6, 2, 1]]",1,0.028571429
744,10_easy_pruned,1,"[[1, 8, 1]]",1,0.028571429
745,10_easy_pruned,1,"[[6, 6, 1]]",1,0.028571429
746,10_easy_pruned,2,"[[2, 9, 1]]",1,0.057142857
747,10_easy_pruned,1,"[[7, 3, 1]]",1,0.028571429
748,10_easy_pruned,2,"[[4, 8, 1]]",1,0.057142857
749,10_easy_pruned,2,"[[5, 4, 1]]",1,0.057142857
750,10_easy_pruned,1,"[[6, 7, 1]]",1,0.028571429
751,10_easy_pruned,1,"[[0, 8, 1]]",1,0.028571429
752,10_easy_pruned,2,"[[9, 4, 1]]",1,0.057142857
753,10_easy_pruned,1,"[[8, 7, 1]]",1,0.028571429
754,10_easy_pruned,1,"[[1, 1, 1]]",1,0.028571429
755,10_easy_pruned,1,"[[5, 9, 1]]",1,0.028571429
756,10_easy_pruned,1,"[[6, 9, 1]]",1,0.028571429
757,10_easy_pruned,4,"[[4, 4, 1]]",1,0.114285714
758,10_easy_pruned,2,"[[0, 7, 1]]",1,0.057142857
759,10_easy_pruned,1,"[[4, 7, 1]]",1,0.028571429
760,10_easy_pruned,1,"[[5, 3, 1]]",1,0.028571429
761,10_easy_pruned,1,"[[2, 8, 1]]",1,0.028571429
762,10_easy_pruned,2,"[[5, 8, 1], [6, 7, 2]]",2,0.066666667
763,10_easy_pruned,7,"[[1, 8, 1], [1, 9, 2]]",2,0.233333333
764,10_easy_pruned,1,"[[2, 8, 1], [1, 8, 2]]",2,0.033333333
765,10_easy_pruned,1,"[[1, 9, 1], [2, 8, 2]]",2,0.033333333
766,10_easy_pruned,1,"[[7, 2, 1], [8, 3, 2]]",2,0.033333333
767,10_easy_pruned,1,"[[1, 3, 1], [2, 2, 2]]",2,0.033333333
768,10_easy_pruned,1,"[[5, 5, 1], [8, 4, 2]]",2,0.033333333
769,10_easy_pruned,2,"[[9, 4, 1], [8, 5, 2]]",2,0.066666667
770,10_easy_pruned,2,"[[5, 4, 1], [6, 5, 2]]",2,0.066666667
771,10_easy_pruned,1,"[[1, 8, 1], [2, 8, 2]]",2,0.033333333
772,10_easy_pruned,2,"[[8, 5, 1], [9, 4, 2]]",2,0.066666667
773,10_easy_pruned,1,"[[6, 2, 1], [6, 3, 2]]",2,0.033333333
774,10_easy_pruned,1,"[[5, 8, 1], [9, 8, 2]]",2,0.033333333
775,10_easy_pruned,1,"[[6, 3, 1], [6, 2, 2]]",2,0.033333333
776,10_easy_pruned,1,"[[5, 1, 1], [4, 2, 2]]",2,0.033333333
777,10_easy_pruned,1,"[[2, 9, 1], [1, 9, 2]]",2,0.033333333
778,10_easy_pruned,2,"[[2, 8, 1], [4, 8, 2]]",2,0.066666667
779,10_easy_pruned,1,"[[0, 8, 1], [1, 8, 2]]",2,0.033333333
780,10_easy_pruned,1,"[[4, 7, 1], [5, 8, 2]]",2,0.033333333
