,board_name,counts,path,path_length,probability
45,6_easy_full,1,"[[1, 4, 1], [4, 4, 2], [1, 5, 1]]",3,0.022727273
46,6_easy_full,1,"[[0, 2, 1], [3, 1, 2], [3, 5, 1]]",3,0.022727273
47,6_easy_full,1,"[[4, 1, 1], [4, 4, 2], [4, 5, 1]]",3,0.022727273
48,6_easy_full,1,"[[3, 5, 1], [0, 4, 2], [0, 2, 1]]",3,0.022727273
49,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [0, 5, 1]]",3,0.022727273
50,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1]]",3,0.022727273
51,6_easy_full,1,"[[3, 1, 1], [4, 4, 2], [4, 1, 1]]",3,0.022727273
52,6_easy_full,1,"[[1, 4, 1], [3, 1, 2], [1, 5, 1]]",3,0.022727273
53,6_easy_full,1,"[[4, 4, 1], [3, 1, 2], [1, 0, 1]]",3,0.022727273
54,6_easy_full,1,"[[1, 5, 1], [0, 2, 2], [3, 5, 1]]",3,0.022727273
55,6_easy_full,2,"[[0, 2, 1], [3, 5, 2], [1, 4, 1]]",3,0.045454545
56,6_easy_full,1,"[[3, 5, 1], [4, 4, 2], [0, 2, 1]]",3,0.022727273
57,6_easy_full,1,"[[4, 1, 1], [1, 5, 2], [1, 4, 1]]",3,0.022727273
58,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [0, 5, 1]]",3,0.022727273
59,6_easy_full,1,"[[1, 5, 1], [2, 5, 2], [5, 2, 1]]",3,0.022727273
60,6_easy_full,1,"[[2, 5, 1], [4, 4, 2], [4, 5, 1]]",3,0.022727273
61,6_easy_full,1,"[[1, 5, 1], [2, 5, 2], [1, 4, 1]]",3,0.022727273
62,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1]]",3,0.022727273
63,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [3, 1, 1]]",3,0.022727273
64,6_easy_full,1,"[[2, 5, 1], [4, 1, 2], [4, 4, 1]]",3,0.022727273
65,6_easy_full,1,"[[5, 2, 1], [4, 1, 2], [5, 3, 1]]",3,0.022727273
66,6_easy_full,1,"[[5, 5, 1], [5, 4, 2], [4, 4, 1]]",3,0.022727273
67,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [3, 1, 1]]",3,0.022727273
68,6_easy_full,1,"[[5, 5, 1], [4, 4, 2], [4, 5, 1]]",3,0.022727273
69,6_easy_full,2,"[[3, 5, 1], [0, 2, 2], [2, 5, 1]]",3,0.045454545
70,6_easy_full,1,"[[5, 5, 1], [5, 4, 2], [1, 4, 1]]",3,0.022727273
71,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [2, 5, 1]]",3,0.022727273
72,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [4, 5, 1]]",3,0.022727273
73,6_easy_full,1,"[[1, 4, 1], [4, 4, 2], [4, 1, 1]]",3,0.022727273
74,6_easy_full,1,"[[5, 5, 1], [4, 1, 2], [4, 4, 1]]",3,0.022727273
75,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [3, 1, 1]]",3,0.022727273
76,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [0, 2, 1]]",3,0.022727273
77,6_easy_full,2,"[[3, 5, 1], [2, 5, 2], [4, 5, 1]]",3,0.045454545
78,6_easy_full,1,"[[1, 4, 1], [0, 5, 2], [1, 5, 1]]",3,0.022727273
79,6_easy_full,1,"[[4, 5, 1], [4, 1, 2], [4, 4, 1]]",3,0.022727273
80,6_easy_full,1,"[[5, 2, 1], [4, 4, 2], [4, 1, 1]]",3,0.022727273
81,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [4, 4, 1]]",3,0.022727273
82,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [4, 4, 1]]",3,0.022727273
83,6_easy_full,1,"[[5, 2, 1], [4, 1, 2], [4, 4, 1], [3, 1, 2]]",4,0.02
84,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [4, 1, 1], [3, 1, 2]]",4,0.02
85,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [5, 5, 1], [5, 4, 2]]",4,0.02
86,6_easy_full,1,"[[3, 5, 1], [4, 4, 2], [4, 1, 1], [0, 2, 2]]",4,0.02
87,6_easy_full,1,"[[0, 2, 1], [0, 0, 2], [1, 5, 1], [1, 4, 2]]",4,0.02
88,6_easy_full,2,"[[1, 4, 1], [1, 5, 2], [0, 2, 1], [3, 5, 2]]",4,0.04
89,6_easy_full,1,"[[0, 5, 1], [1, 5, 2], [0, 4, 1], [1, 4, 2]]",4,0.02
90,6_easy_full,1,"[[4, 5, 1], [3, 1, 2], [4, 1, 1], [1, 4, 2]]",4,0.02
91,6_easy_full,1,"[[0, 5, 1], [1, 4, 2], [1, 5, 1], [2, 5, 2]]",4,0.02
92,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [3, 1, 1], [4, 4, 2]]",4,0.02
93,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [1, 5, 2]]",4,0.02
94,6_easy_full,3,"[[1, 5, 1], [1, 4, 2], [0, 2, 1], [3, 5, 2]]",4,0.06
95,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [0, 5, 1], [2, 5, 2]]",4,0.02
96,6_easy_full,2,"[[3, 5, 1], [0, 2, 2], [4, 5, 1], [2, 5, 2]]",4,0.04
97,6_easy_full,1,"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [4, 5, 2]]",4,0.02
98,6_easy_full,1,"[[5, 5, 1], [4, 4, 2], [4, 5, 1], [3, 5, 2]]",4,0.02
99,6_easy_full,3,"[[1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",4,0.06
100,6_easy_full,1,"[[5, 5, 1], [4, 5, 2], [5, 4, 1], [5, 2, 2]]",4,0.02
101,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2]]",4,0.02
102,6_easy_full,1,"[[0, 5, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",4,0.02
103,6_easy_full,1,"[[4, 5, 1], [4, 4, 2], [4, 1, 1], [3, 5, 2]]",4,0.02
104,6_easy_full,2,"[[0, 2, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2]]",4,0.04
105,6_easy_full,1,"[[2, 5, 1], [4, 1, 2], [4, 4, 1], [1, 0, 2]]",4,0.02
106,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [4, 1, 1], [5, 4, 2]]",4,0.02
107,6_easy_full,1,"[[5, 2, 1], [4, 1, 2], [4, 4, 1], [5, 1, 2]]",4,0.02
108,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [2, 5, 2]]",4,0.02
109,6_easy_full,1,"[[0, 5, 1], [1, 4, 2], [0, 2, 1], [3, 5, 2]]",4,0.02
110,6_easy_full,1,"[[4, 5, 1], [4, 4, 2], [4, 1, 1], [5, 5, 2]]",4,0.02
111,6_easy_full,3,"[[0, 2, 1], [3, 5, 2], [1, 4, 1], [1, 5, 2]]",4,0.06
112,6_easy_full,4,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2]]",4,0.08
113,6_easy_full,1,"[[5, 5, 1], [5, 4, 2], [1, 4, 1], [1, 5, 2]]",4,0.02
114,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [4, 4, 2]]",4,0.02
115,6_easy_full,2,"[[0, 2, 1], [2, 5, 2], [1, 4, 1], [1, 5, 2]]",4,0.04
116,6_easy_full,1,"[[0, 4, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,0.02
117,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [5, 0, 1], [5, 1, 2]]",4,0.02
118,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [2, 5, 1], [3, 5, 2]]",4,0.02
119,6_easy_full,1,"[[4, 4, 1], [3, 1, 2], [4, 1, 1], [5, 0, 2]]",4,0.02
120,6_easy_full,1,"[[4, 1, 1], [4, 4, 2], [4, 5, 1], [3, 1, 2], [5, 5, 1]]",5,0.038461538
121,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2], [0, 0, 1]]",5,0.038461538
122,6_easy_full,1,"[[2, 5, 1], [5, 2, 2], [1, 5, 1], [3, 1, 2], [0, 2, 1]]",5,0.038461538
123,6_easy_full,1,"[[2, 5, 1], [1, 5, 2], [0, 5, 1], [0, 4, 2], [1, 4, 1]]",5,0.038461538
124,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [4, 4, 1], [3, 1, 2], [4, 1, 1]]",5,0.038461538
125,6_easy_full,1,"[[3, 1, 1], [4, 1, 2], [1, 4, 1], [4, 4, 2], [1, 5, 1]]",5,0.038461538
126,6_easy_full,3,"[[1, 5, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2], [2, 5, 1]]",5,0.115384615
127,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [4, 5, 1]]",5,0.038461538
128,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1]]",5,0.038461538
129,6_easy_full,1,"[[4, 4, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [2, 5, 1]]",5,0.038461538
130,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [1, 4, 1], [1, 5, 2], [2, 5, 1]]",5,0.038461538
131,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [4, 1, 1], [4, 4, 2], [4, 5, 1]]",5,0.038461538
132,6_easy_full,1,"[[5, 5, 1], [4, 5, 2], [5, 4, 1], [5, 3, 2], [4, 4, 1]]",5,0.038461538
133,6_easy_full,1,"[[4, 4, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [0, 2, 1]]",5,0.038461538
134,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2], [4, 5, 1]]",5,0.038461538
135,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2], [2, 5, 1]]",5,0.038461538
136,6_easy_full,1,"[[4, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [3, 5, 1]]",5,0.038461538
137,6_easy_full,1,"[[4, 4, 1], [3, 5, 2], [1, 5, 1], [2, 5, 2], [1, 4, 1]]",5,0.038461538
138,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [4, 5, 2], [1, 5, 1]]",5,0.038461538
139,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [1, 5, 2], [4, 5, 1]]",5,0.038461538
140,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [1, 4, 1], [1, 5, 2], [3, 1, 1]]",5,0.038461538
141,6_easy_full,1,"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [5, 0, 2], [5, 1, 1]]",5,0.038461538
142,6_easy_full,1,"[[0, 0, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [0, 2, 1]]",5,0.038461538
143,6_easy_full,1,"[[2, 5, 1], [1, 5, 2], [1, 4, 1], [4, 4, 2], [4, 1, 1]]",5,0.038461538
144,6_easy_full,1,"[[4, 5, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2]]",6,0.04
145,6_easy_full,1,"[[3, 1, 1], [4, 1, 2], [1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",6,0.04
146,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [0, 4, 1], [4, 4, 2], [4, 5, 1], [4, 1, 2]]",6,0.04
147,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [0, 5, 1], [2, 5, 2]]",6,0.04
148,6_easy_full,1,"[[5, 0, 1], [4, 1, 2], [4, 4, 1], [0, 2, 2], [1, 4, 1], [2, 5, 2]]",6,0.04
149,6_easy_full,1,"[[5, 2, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [3, 5, 1], [0, 2, 2]]",6,0.04
150,6_easy_full,1,"[[5, 5, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [0, 2, 1], [2, 5, 2]]",6,0.04
151,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [4, 5, 1], [4, 4, 2], [4, 1, 1], [2, 5, 2]]",6,0.04
152,6_easy_full,1,"[[2, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [3, 5, 1], [4, 5, 2]]",6,0.04
153,6_easy_full,1,"[[4, 1, 1], [5, 2, 2], [1, 5, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2]]",6,0.04
154,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [4, 1, 2], [4, 4, 1], [4, 5, 2]]",6,0.04
155,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [0, 5, 2]]",6,0.04
156,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [2, 5, 1], [4, 4, 2], [4, 5, 1], [4, 1, 2]]",6,0.04
157,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [5, 0, 1], [3, 1, 2], [0, 2, 1], [3, 5, 2]]",6,0.04
158,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [1, 4, 1], [1, 5, 2], [5, 0, 1], [5, 1, 2]]",6,0.04
159,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [3, 1, 1], [4, 1, 2]]",6,0.04
160,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [1, 5, 2], [4, 5, 1], [5, 5, 2]]",6,0.04
161,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2], [4, 1, 1], [3, 1, 2]]",6,0.04
162,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2], [1, 0, 1], [3, 1, 2]]",6,0.04
163,6_easy_full,2,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [4, 5, 2]]",6,0.08
164,6_easy_full,1,"[[0, 0, 1], [3, 5, 2], [4, 1, 1], [1, 4, 2], [4, 4, 1], [0, 4, 2]]",6,0.04
165,6_easy_full,1,"[[5, 0, 1], [4, 1, 2], [4, 4, 1], [0, 2, 2], [1, 4, 1], [0, 4, 2]]",6,0.04
166,6_easy_full,1,"[[4, 5, 1], [5, 5, 2], [3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2]]",6,0.04
167,6_easy_full,1,"[[5, 0, 1], [4, 1, 2], [4, 4, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2]]",6,0.04
168,6_easy_full,1,"[[5, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [0, 2, 1], [3, 5, 2], [2, 5, 1]]",7,0.021276596
169,6_easy_full,1,"[[4, 5, 1], [3, 1, 2], [4, 1, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [4, 4, 1]]",7,0.021276596
170,6_easy_full,1,"[[4, 4, 1], [3, 1, 2], [4, 1, 1], [5, 0, 2], [5, 2, 1], [5, 3, 2], [5, 4, 1]]",7,0.021276596
171,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [5, 5, 1], [4, 5, 2], [5, 4, 1], [5, 3, 2], [4, 4, 1]]",7,0.021276596
172,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [1, 4, 1], [1, 5, 2], [0, 5, 1], [4, 4, 2], [4, 5, 1]]",7,0.021276596
173,6_easy_full,1,"[[2, 5, 1], [4, 1, 2], [4, 4, 1], [5, 3, 2], [1, 5, 1], [1, 4, 2], [0, 2, 1]]",7,0.021276596
174,6_easy_full,1,"[[5, 1, 1], [0, 4, 2], [5, 2, 1], [0, 2, 2], [5, 3, 1], [5, 4, 2], [5, 0, 1]]",7,0.021276596
175,6_easy_full,1,"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [5, 2, 2], [2, 5, 1], [1, 5, 2], [1, 4, 1]]",7,0.021276596
176,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [3, 1, 2], [0, 5, 1], [1, 5, 2], [0, 4, 1]]",7,0.021276596
177,6_easy_full,1,"[[2, 5, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2], [5, 5, 1], [4, 4, 2], [5, 4, 1]]",7,0.021276596
178,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [4, 1, 1], [4, 4, 2], [4, 5, 1], [3, 5, 2], [2, 5, 1]]",7,0.021276596
179,6_easy_full,1,"[[4, 5, 1], [4, 1, 2], [4, 4, 1], [5, 2, 2], [2, 5, 1], [3, 5, 2], [0, 2, 1]]",7,0.021276596
180,6_easy_full,1,"[[1, 0, 1], [4, 4, 2], [4, 5, 1], [3, 5, 2], [1, 5, 1], [0, 4, 2], [1, 4, 1]]",7,0.021276596
181,6_easy_full,1,"[[3, 1, 1], [5, 2, 2], [2, 5, 1], [4, 1, 2], [4, 4, 1], [1, 5, 2], [0, 2, 1]]",7,0.021276596
182,6_easy_full,1,"[[5, 5, 1], [5, 4, 2], [5, 0, 1], [5, 1, 2], [1, 4, 1], [1, 5, 2], [0, 2, 1]]",7,0.021276596
183,6_easy_full,1,"[[3, 1, 1], [1, 0, 2], [4, 1, 1], [4, 4, 2], [4, 5, 1], [0, 0, 2], [1, 4, 1]]",7,0.021276596
184,6_easy_full,1,"[[4, 5, 1], [4, 4, 2], [1, 5, 1], [1, 4, 2], [3, 5, 1], [2, 5, 2], [0, 2, 1]]",7,0.021276596
185,6_easy_full,2,"[[1, 5, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2], [2, 5, 1], [0, 5, 2], [4, 5, 1]]",7,0.042553191
186,6_easy_full,1,"[[4, 4, 1], [3, 1, 2], [4, 1, 1], [0, 4, 2], [0, 5, 1], [5, 2, 2], [5, 3, 1]]",7,0.021276596
187,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [0, 5, 1], [1, 4, 2], [2, 5, 1], [4, 4, 2], [4, 5, 1]]",7,0.021276596
188,6_easy_full,1,"[[4, 5, 1], [4, 4, 2], [3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1]]",7,0.021276596
189,6_easy_full,1,"[[3, 1, 1], [4, 1, 2], [4, 4, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2], [2, 5, 1]]",7,0.021276596
190,6_easy_full,1,"[[0, 2, 1], [3, 5, 2], [5, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [2, 5, 1]]",7,0.021276596
191,6_easy_full,1,"[[0, 2, 1], [2, 5, 2], [1, 4, 1], [1, 5, 2], [0, 4, 1], [4, 4, 2], [3, 5, 1]]",7,0.021276596
192,6_easy_full,1,"[[0, 2, 1], [2, 5, 2], [1, 4, 1], [1, 5, 2], [0, 4, 1], [4, 4, 2], [4, 5, 1]]",7,0.021276596
193,6_easy_full,1,"[[3, 1, 1], [5, 2, 2], [2, 5, 1], [4, 1, 2], [3, 5, 1], [0, 2, 2], [1, 5, 1]]",7,0.021276596
194,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [0, 5, 1], [2, 5, 2], [4, 5, 1]]",7,0.021276596
195,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [4, 4, 1], [3, 1, 2], [4, 1, 1], [2, 5, 2], [3, 5, 1]]",7,0.021276596
196,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [4, 1, 1], [4, 4, 2], [4, 5, 1], [5, 5, 2], [2, 5, 1]]",7,0.021276596
197,6_easy_full,1,"[[4, 1, 1], [5, 1, 2], [3, 1, 1], [5, 2, 2], [5, 3, 1], [4, 4, 2], [4, 5, 1]]",7,0.021276596
198,6_easy_full,1,"[[3, 1, 1], [5, 2, 2], [2, 5, 1], [4, 1, 2], [4, 4, 1], [3, 5, 2], [4, 5, 1]]",7,0.021276596
199,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [0, 5, 1], [0, 4, 2], [2, 5, 1], [1, 5, 2], [1, 4, 1]]",7,0.021276596
200,6_easy_full,1,"[[0, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [4, 5, 1], [3, 5, 2], [1, 5, 1]]",7,0.021276596
201,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [4, 5, 2], [0, 5, 1]]",7,0.021276596
202,6_easy_full,1,"[[5, 0, 1], [5, 1, 2], [5, 2, 1], [5, 3, 2], [5, 4, 1], [5, 5, 2], [4, 5, 1]]",7,0.021276596
203,6_easy_full,8,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [0, 5, 2], [4, 5, 1]]",7,0.170212766
204,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [0, 5, 1], [2, 5, 2], [0, 4, 1], [3, 5, 2], [4, 4, 1]]",7,0.021276596
205,6_easy_full,1,"[[0, 2, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1]]",7,0.021276596
206,6_easy_full,1,"[[1, 5, 1], [1, 4, 2], [0, 5, 1], [2, 5, 2], [3, 5, 1], [0, 2, 2], [4, 5, 1]]",7,0.021276596
207,6_easy_full,1,"[[5, 0, 1], [5, 1, 2], [1, 4, 1], [1, 5, 2], [5, 5, 1], [3, 1, 2], [4, 1, 1], [5, 4, 2]]",8,0.5
208,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2], [2, 5, 1], [4, 4, 2], [4, 5, 1], [5, 5, 2]]",8,0.5
209,6_easy_full,1,"[[1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2], [0, 4, 1], [0, 5, 2], [4, 5, 1], [2, 5, 2], [5, 5, 1]]",9,0.142857143
210,6_easy_full,1,"[[2, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [4, 5, 1], [0, 2, 2], [1, 5, 1], [3, 5, 2], [1, 4, 1]]",9,0.142857143
211,6_easy_full,1,"[[4, 1, 1], [4, 5, 2], [4, 4, 1], [5, 2, 2], [2, 5, 1], [1, 5, 2], [0, 5, 1], [1, 4, 2], [0, 4, 1]]",9,0.142857143
212,6_easy_full,1,"[[0, 5, 1], [0, 2, 2], [0, 4, 1], [1, 4, 2], [1, 5, 1], [2, 5, 2], [3, 5, 1], [4, 5, 2], [4, 4, 1]]",9,0.142857143
213,6_easy_full,1,"[[3, 5, 1], [0, 2, 2], [0, 5, 1], [3, 1, 2], [4, 1, 1], [0, 4, 2], [1, 4, 1], [4, 4, 2], [1, 5, 1]]",9,0.142857143
214,6_easy_full,1,"[[4, 5, 1], [4, 4, 2], [4, 1, 1], [3, 1, 2], [3, 5, 1], [0, 2, 2], [1, 5, 1], [2, 5, 2], [1, 4, 1]]",9,0.142857143
215,6_easy_full,1,"[[4, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [3, 5, 1], [5, 4, 2], [2, 5, 1], [1, 4, 2], [1, 5, 1]]",9,0.142857143
216,6_easy_full,1,"[[4, 1, 1], [3, 1, 2], [1, 0, 1], [0, 2, 2], [0, 4, 1], [1, 4, 2], [1, 5, 1], [0, 5, 2], [2, 5, 1], [3, 5, 2], [4, 5, 1], [4, 4, 2], [5, 4, 1], [5, 5, 2], [5, 3, 1], [5, 2, 2], [5, 1, 1]]",17,1
217,6_easy_pruned,1,"[[4, 5, 1]]",1,0.025641026
218,6_easy_pruned,12,"[[1, 5, 1]]",1,0.307692308
219,6_easy_pruned,1,"[[4, 4, 1]]",1,0.025641026
220,6_easy_pruned,9,"[[2, 5, 1]]",1,0.230769231
221,6_easy_pruned,1,"[[5, 5, 1]]",1,0.025641026
222,6_easy_pruned,4,"[[1, 4, 1]]",1,0.102564103
223,6_easy_pruned,4,"[[0, 5, 1]]",1,0.102564103
224,6_easy_pruned,2,"[[3, 1, 1]]",1,0.051282051
225,6_easy_pruned,1,"[[0, 0, 1]]",1,0.025641026
