userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,potential_score,path,move_prob,path_prob,path_number,board_state,position,path_after,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action,solution
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396744472,133163,1,1.5531755424063116,15,33.41908777120315,21.694444444444443,77,1.5531755424063116,-0.19401927437641722,[],0.011977750581688776,0.011977750581688776,3,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",6_3,"[[6, 3, 1]]",2.261,10.882,reset,7,1,True,1554396742211,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,reset,1554396747372,136063,1,1.5531755424063116,,,,,-1.747194816782729,-0.19401927437641722,"[[6, 3, 1]]",0.011977750581688776,0.0001434665089971458,3,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 1, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",,"[[6, 3, 1]]",2.9,2.9,click,,1,,1554396744472,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396753363,142054,1,3.002550047632466,9,33.41908777120315,21.694444444444443,77,3.002550047632466,-0.1736111111111111,[],0.023154866307994446,0.023154866307994446,4,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_0,"[[4, 0, 1]]",5.991,8.891,reset,8,1,True,1554396747372,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396756574,145265,2,100,0,100,100,76,-103.00255004763247,-100,"[[4, 0, 1]]",0.22446198471199988,0.00519738724723345,4,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_3,"[[4, 0, 1], [4, 3, 2]]",3.211,3.211,click,9,2,False,1554396753363,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396759462,148153,1,-100,0,-100,-100,75,0,0,"[[4, 0, 1], [4, 3, 2]]",0.013333333333333334,6.929849662977935e-05,4,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [1, 1, 1, 2, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",7_3,"[[4, 0, 1], [4, 3, 2], [7, 3, 1]]",2.888,2.888,click,10,3,False,1554396756574,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396764075,152766,2,48.257430060781715,3,100,100,74,51.742569939218285,-100,"[[4, 0, 1], [4, 3, 2], [7, 3, 1]]",0.09646316040128534,6.684751995966337e-06,4,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [1, 1, 1, 2, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",8_4,"[[4, 0, 1], [4, 3, 2], [7, 3, 1], [8, 4, 2]]",4.613,4.613,click,11,4,False,1554396759462,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,reset,1554396777670,166361,2,-48.257430060781715,,,,,-51.742569939218285,-100,"[[4, 0, 1], [4, 3, 2], [7, 3, 1], [8, 4, 2]]",0.09646316040128534,6.448323040297131e-07,4,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [1, 1, 1, 2, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 2, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",,"[[4, 0, 1], [4, 3, 2], [7, 3, 1], [8, 4, 2]]",13.595,13.595,click,,4,,1554396764075,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396786256,174947,1,33.41908777120315,0,33.41908777120315,21.694444444444443,77,33.41908777120315,100,[],0.2577175420719401,0.2577175420719401,5,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",2_4,"[[2, 4, 1]]",8.586,22.181,reset,12,1,True,1554396777670,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396792394,181085,2,10,0,10,-100,76,-43.41908777120315,31.36111111111111,"[[2, 4, 1]]",1.0,0.2577175420719401,5,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 1, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",6_0,"[[2, 4, 1], [6, 0, 2]]",6.138,6.138,click,13,2,False,1554396786256,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396794666,183357,1,31.36111111111111,0,31.36111111111111,21.899166666666666,75,41.361111111111114,100,"[[2, 4, 1], [6, 0, 2]]",0.23620295027284216,0.06087364377445757,5,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 1, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [2, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",2_3,"[[2, 4, 1], [6, 0, 2], [2, 3, 1]]",2.272,2.272,click,14,3,False,1554396792394,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,reset,1554396796280,184971,1,31.36111111111111,,,,,68.63888888888889,100,"[[2, 4, 1], [6, 0, 2], [2, 3, 1]]",0.23620295027284216,0.01437853425338491,5,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 1, 1, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [2, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",,"[[2, 4, 1], [6, 0, 2], [2, 3, 1]]",1.614,1.614,click,,3,,1554396794666,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396826049,214740,1,9.502037025855708,3,33.41908777120315,21.694444444444443,77,9.502037025855708,-0.19401927437641722,[],0.07327684503417786,0.07327684503417786,6,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_3,"[[4, 3, 1]]",29.769,31.383,reset,15,1,True,1554396796280,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,reset,1554396830512,219203,1,9.502037025855708,,,,,-9.696056300232126,-0.19401927437641722,"[[4, 3, 1]]",0.07327684503417786,0.005369496018162917,6,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",,"[[4, 3, 1]]",4.463,4.463,click,,1,,1554396826049,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396838311,227002,1,9.502037025855708,3,33.41908777120315,21.694444444444443,77,9.502037025855708,-0.19401927437641722,[],0.07327684503417786,0.07327684503417786,7,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_3,"[[4, 3, 1]]",7.799,12.262,reset,16,1,True,1554396830512,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396839354,228045,2,1.0380555555555555,26,100,48.257430060781715,76,-10.540092581411264,50.64199026553422,"[[4, 3, 1]]",0.003519720061392111,0.0002579139815023167,7,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [0, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_0,"[[4, 3, 1], [4, 0, 2]]",1.043,1.043,click,17,2,False,1554396838311,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396842190,230881,1,42.05523950408565,1,50.64199026553422,42.05523950408565,75,43.09329505964121,100,"[[4, 3, 1], [4, 0, 2]]",0.1723556857896217,4.4452941156563606e-05,7,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [2, 1, 1, 1, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_4,"[[4, 3, 1], [4, 0, 2], [4, 4, 1]]",2.836,2.836,click,18,3,False,1554396839354,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396850725,239416,2,10,0,10,-100,74,-52.05523950408565,100,"[[4, 3, 1], [4, 0, 2], [4, 4, 1]]",1.0,4.4452941156563606e-05,7,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [2, 1, 1, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",4_5,"[[4, 3, 1], [4, 0, 2], [4, 4, 1], [4, 5, 2]]",8.535,8.535,click,19,4,False,1554396842190,e8
18a4334a,10_hard_full_11072019_old,10,hard,full,solvedCorrect,click,1554396863115,251806,1,33.41908777120315,2,100,37.83511193629325,73,43.41908777120315,100,"[[4, 3, 1], [4, 0, 2], [4, 4, 1], [4, 5, 2]]",0.12312324370923956,5.473190307612067e-06,7,"[[0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 2, 0, 0, 0, 0], [0, 2, 2, 0, 0, 1, 1, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0], [2, 1, 1, 1, 1, 2, 0, 0, 0, 0], [0, 1, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 2, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 2, 2, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]",2_4,"[[4, 3, 1], [4, 0, 2], [4, 4, 1], [4, 5, 2], [2, 4, 1]]",12.39,12.39,click,20,5,False,1554396850725,e8
