,board,correct,inverse_computation,k,move_limit,noise,shutter_size
246,10_hard_pruned,0.15,0.00126665653341,5,100,0.3,0.0
247,10_medium_full,0.05,0.00112077467946,5,100,0.3,0.0
248,10_medium_pruned,0.35,0.00234406132064,5,100,0.3,0.0
249,6_easy_full,0.73,0.0065750542442,5,100,0.3,0.0
250,6_easy_pruned,0.95,0.0140134529148,5,100,0.3,0.0
251,6_hard_full,0.23,0.00264445325929,5,100,0.3,0.0
252,6_hard_pruned,0.22,0.00324759677838,5,100,0.3,0.0
253,10_easy_full,0.28,0.00107971538702,10,100,0.3,0.0
254,10_easy_pruned,0.49,0.00153801196573,10,100,0.3,0.0
255,10_hard_full,0.23,0.00102105413629,10,100,0.3,0.0
256,10_hard_pruned,0.1,0.00100889848463,10,100,0.3,0.0
257,10_medium_full,0.15,0.000936478652969,10,100,0.3,0.0
258,10_medium_pruned,0.44,0.00136578436996,10,100,0.3,0.0
259,6_easy_full,0.81,0.00567569101538,10,100,0.3,0.0
260,6_easy_pruned,0.9,0.00769941484447,10,100,0.3,0.0
261,6_hard_full,0.25,0.00235238767349,10,100,0.3,0.0
262,6_hard_pruned,0.18,0.00269672617442,10,100,0.3,0.0
263,10_easy_full,0.28,0.00106954159447,5,200,0.05,0.0
264,10_easy_pruned,0.45,0.00239934737751,5,200,0.05,0.0
265,10_hard_full,0.32,0.00057048319927,5,200,0.05,0.0
266,10_hard_pruned,0.17,0.00120961401217,5,200,0.05,0.0
267,10_medium_full,0.03,0.00100218476278,5,200,0.05,0.0
268,10_medium_full,0.13,0.000434529448061,5,200,0.05,0.5
269,10_medium_pruned,0.43,0.0022896393818,5,200,0.05,0.0
270,6_easy_full,0.78,0.00496770988574,5,200,0.05,0.0
271,6_easy_pruned,0.88,0.0146348602371,5,200,0.05,0.0
272,6_hard_full,0.31,0.00169790817713,5,200,0.05,0.0
273,6_hard_pruned,0.24,0.00296823983378,5,200,0.05,0.0
274,10_easy_full,0.22,0.000589553118736,10,200,0.05,0.0
275,10_easy_pruned,0.49,0.00143544103926,10,200,0.05,0.0
276,10_hard_full,0.25,0.000535383495198,10,200,0.05,0.0
277,10_hard_pruned,0.13,0.000581354789201,10,200,0.05,0.0
278,10_medium_full,0.08,0.000528354124068,10,200,0.05,0.0
279,10_medium_pruned,0.38,0.00133143382108,10,200,0.05,0.0
280,6_easy_full,0.71,0.00322403843054,10,200,0.05,0.0
281,6_easy_pruned,0.89,0.00757575757576,10,200,0.05,0.0
282,6_hard_full,0.21,0.00144548358653,10,200,0.05,0.0
283,6_hard_pruned,0.18,0.00166464135302,10,200,0.05,0.0
284,10_easy_full,0.32,0.00106009689286,5,200,0.1,0.0
285,10_easy_pruned,0.5,0.00255401746948,5,200,0.1,0.0
286,10_hard_full,0.26,0.000602729157626,5,200,0.1,0.0
287,10_hard_pruned,0.1,0.00123972577266,5,200,0.1,0.0
288,10_medium_full,0.13,0.000979662212469,5,200,0.1,0.0
289,10_medium_pruned,0.34,0.00229774132028,5,200,0.1,0.0
290,6_easy_full,0.75,0.0049181134117,5,200,0.1,0.0
291,6_easy_pruned,0.92,0.0140370578327,5,200,0.1,0.0
292,6_hard_full,0.28,0.00176769015927,5,200,0.1,0.0
293,6_hard_pruned,0.22,0.00332060434999,5,200,0.1,0.0
294,10_easy_full,0.26,0.000575977145227,10,200,0.1,0.0
295,10_easy_pruned,0.41,0.00142077744942,10,200,0.1,0.0
296,10_easy_pruned,0.51,0.000627844922304,10,200,0.1,0.5
297,10_hard_full,0.23,0.000545577548393,10,200,0.1,0.0
298,10_hard_pruned,0.16,0.000575516382074,10,200,0.1,0.0
299,10_medium_full,0.13,0.000515386875158,10,200,0.1,0.0
300,10_medium_pruned,0.35,0.00131161302169,10,200,0.1,0.0
301,6_easy_full,0.8,0.00315079715168,10,200,0.1,0.0
