userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,score_move_non_zero,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,deltaScoreByScore,path,move_prob,path_prob,path_number,board_state,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
25dfef96,6_easy_full,6,easy,full,wrong,reset,1.51191E+12,186858,2,-2.67,-2.67,,,,,-4.31,-1.61423221,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [1, 5, 2]]",0.000133258,1.33E-06,4,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,5.477,5.477,click,,4,,1.51191E+12
25dfef96,6_easy_full,6,easy,full,wrong,reset,1.51191E+12,224515,1,-1,-1,,,,,-12,-12,"[[0, 2, 1]]",1,0.213129065,5,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,5.078,23.449,undo,,1,,1.51191E+12
25dfef96,6_easy_full,6,easy,full,wrong,reset,1.51191E+12,404475,1,10000,10000,,,,,0,0,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [0, 5, 2], [4, 5, 1]]",0.998349873,9.25E-06,7,"[[0, 1, 2, 2, 0, 2], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,38.378,38.378,click,,7,,1.51191E+12
2aabe76a,6_easy_full,6,easy,full,validatedCorrect,reset,1.51361E+12,28593,2,-1.25,-1.25,,,,,-12.61111111,-10.08888889,"[[1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",1,0.085175985,1,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,1.659,1.659,click,,4,,1.51361E+12
2aabe76a,6_easy_full,6,easy,full,validatedCorrect,reset,1.51361E+12,80915,2,-11,-11,,,,,-11.36111111,-1.032828283,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [3, 1, 1], [4, 1, 2]]",0.001092777,5.40E-10,5,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 1, 1, 1, 2, 1], [1, 2, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,1.492,1.492,click,,6,,1.51361E+12
2aabe76a,6_easy_full,6,easy,full,validatedCorrect,reset,1.51361E+12,81359,,0,0.02,,,,,,0,[],0.001092777,1,5,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,0.444,1.936,reset,,0,,1.51361E+12
2aabe76a,6_easy_full,6,easy,full,validatedCorrect,reset,1.51361E+12,99344,1,0.746598639,0.746598639,,,,,1.746598639,2.339407745,"[[1, 4, 1], [1, 5, 2], [2, 5, 1]]",0.026263448,0.005597504,6,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,3.322,3.322,click,,3,,1.51361E+12
2aabe76a,6_easy_full,6,easy,full,validatedCorrect,reset,1.51361E+12,187803,2,-1,-1,,,,,-12.36111111,-12.36111111,"[[0, 5, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",1,3.87E-08,7,"[[0, 1, 2, 2, 0, 1], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,67.696,67.696,click,,4,,1.51361E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,24609,1,0.472222222,0.472222222,,,,,0.472222222,1,"[[4, 5, 1]]",0.009149851,0.009149851,1,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,2.92,2.92,click,,1,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,47373,2,-1.25,-1.25,,,,,-13.33333333,-10.66666667,"[[3, 5, 1], [0, 2, 2]]",1,0.234119011,2,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,17.413,17.413,click,,2,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,105146,2,-1.722222222,-1.722222222,,,,,-12.72222222,-7.387096774,"[[1, 5, 1], [1, 4, 2], [0, 2, 1], [3, 5, 2]]",1,0.067118311,3,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,25.505,25.505,click,,4,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,113089,1,0,0.02,,,,,0,0,"[[2, 5, 1], [1, 5, 2], [0, 5, 1], [0, 4, 2], [1, 4, 1]]",6.59E-07,8.42E-25,4,"[[0, 1, 0, 2, 2, 1], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,1.489,1.489,click,,5,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,128273,2,-1,-1,,,,,-20.5,-20.5,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2]]",1,0.118579043,5,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,5.177,5.177,click,,4,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,156459,2,-0.5,-0.5,,,,,-0.5,-1,"[[0, 0, 1], [0, 2, 2]]",2.49E-05,9.67E-12,6,"[[1, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,2.563,2.563,click,,2,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,196234,2,-1.25,-1.25,,,,,9998.75,7999,"[[5, 2, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [3, 5, 1], [0, 2, 2]]",0.000124949,3.52E-14,7,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 2, 1, 1, 2, 1], [1, 1, 2, 2, 2, 0], [0, 0, 1, 0, 0, 0]]",,10.169,10.169,click,,6,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,244522,1,-10000,-10000,,,,,-9998.638889,-0.999863889,"[[5, 5, 1], [3, 1, 2], [4, 1, 1], [4, 4, 2], [0, 2, 1], [3, 5, 2], [2, 5, 1]]",0.0001,7.04E-23,8,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 1], [2, 2, 1, 1, 2, 2], [1, 1, 2, 2, 2, 0], [0, 0, 0, 0, 0, 1]]",,9.848,9.848,click,,7,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,273520,2,-1.722222222,-1.722222222,,,,,-12.72222222,-7.387096774,"[[1, 5, 1], [1, 4, 2], [0, 2, 1], [3, 5, 2]]",1,0.067118311,9,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,8.392,8.392,click,,4,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,295331,2,-11.25,-11.25,,,,,-11.25,-1,"[[5, 5, 1], [3, 1, 2]]",0.000561199,2.17E-10,10,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 2, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 1]]",,6.746,6.746,click,,2,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,384434,1,-10000,-10000,,,,,-9998.75,-0.999875,"[[3, 1, 1], [5, 2, 2], [2, 5, 1], [4, 1, 2], [3, 5, 1], [0, 2, 2], [1, 5, 1]]",0.0001,1.16E-15,11,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 1], [1, 2, 2, 2, 1, 1], [2, 1, 1, 1, 2, 1], [1, 2, 2, 2, 0, 0], [0, 0, 2, 0, 0, 0]]",,6.72,6.72,click,,7,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,385507,,0,0.02,,,,,,0,[],0.0001,1,11,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,1.073,7.793,reset,,0,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,448545,2,-1.25,-1.25,,,,,9998.75,7999,"[[4, 1, 1], [5, 2, 2], [1, 5, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2]]",0.00012467,8.29E-20,13,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 1, 2, 2, 0, 0], [0, 0, 2, 0, 0, 0]]",,5.095,5.095,click,,6,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,473065,2,-1,-1,,,,,-12.72222222,-12.72222222,"[[1, 5, 1], [1, 4, 2]]",1,0.227122362,14,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,16.312,16.312,click,,2,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,507482,1,0.611111111,0.611111111,,,,,-9999.388889,-16362.63636,"[[1, 5, 1], [0, 2, 2], [3, 5, 1]]",6.11E-05,1.39E-09,15,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,3.16,3.16,click,,3,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,542707,2,-1.722222222,-1.722222222,,,,,9998.277778,5805.451613,"[[1, 5, 1], [1, 4, 2], [5, 0, 1], [3, 1, 2], [0, 2, 1], [3, 5, 2]]",8.59E-05,3.27E-15,16,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 0], [2, 2, 1, 1, 2, 2], [1, 0, 2, 2, 0, 0], [1, 0, 0, 0, 0, 0]]",,4.752,4.752,click,,6,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,542898,,0,0.02,,,,,,0,[],8.59E-05,1,16,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,0.191,4.943,reset,,0,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,543050,,0,0.02,,,,,,0,[],8.59E-05,1,16,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,0.152,5.095,reset,,0,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,543250,,0,0.02,,,,,,0,[],8.59E-05,1,16,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,0.2,5.295,reset,,0,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,543426,,0,0.02,,,,,,0,[],8.59E-05,1,16,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,0.176,5.471,reset,,0,,1.51192E+12
32b10037,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,554618,2,-1,-1,,,,,-12,-12,"[[0, 2, 1], [3, 5, 2]]",1,0.213129065,17,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,1.827,1.827,click,,2,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,135121,1,0.583333333,0.583333333,,,,,0.583333333,1,"[[2, 5, 1]]",0.011302666,0.011302666,1,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,14.171,14.171,click,,1,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,173583,2,10000,10000,,,,,9980.5,0.99805,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [2, 5, 2]]",0.0001,1.19E-05,2,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 1], [1, 2, 2, 2, 1, 2], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,18.841,18.841,click,,4,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,217692,1,0.472222222,0.472222222,,,,,0.472222222,1,"[[4, 5, 1]]",0.009149851,0.009149851,3,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,10.293,10.293,click,,1,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,241628,1,11,11,,,,,13.67,1.242727273,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [1, 5, 2], [4, 5, 1]]",0.702092119,9.33E-07,4,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,11.009,11.009,click,,5,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,274179,2,-0.635487528,-0.635487528,,,,,-1.107709751,-1.74308653,"[[4, 5, 1], [3, 5, 2]]",6.33E-05,5.79E-07,5,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,3.545,3.545,click,,2,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,310521,2,-11,-11,,,,,-11.75,-1.068181818,"[[3, 5, 1], [0, 2, 2], [4, 5, 1], [2, 5, 2]]",0.001093758,4.99E-06,6,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 2], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,20.004,20.004,click,,4,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,319383,1,0,0.02,,,,,0,0,"[[5, 5, 1]]",3.88E-07,3.88E-07,7,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 1]]",,7.163,7.163,click,,1,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,342747,1,5.25,5.25,,,,,5.611111111,1.068783069,"[[3, 5, 1], [0, 2, 2], [5, 5, 1], [4, 5, 2], [5, 4, 1], [5, 3, 2], [4, 4, 1]]",1,2.66E-15,8,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 1, 2], [0, 0, 0, 2, 1, 1]]",,2.749,2.749,click,,7,,1.51192E+12
34cffc40,6_easy_full,6,easy,full,wrong,reset,1.51192E+12,440552,,0,0.02,,,,,,0,[],1,1,8,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,97.805,100.554,reset,,0,,1.51192E+12
38abe966,6_easy_full,6,easy,full,solvedCorrect,reset,1.51361E+12,52828,2,-1.25,-1.25,,,,,-12.61111111,-10.08888889,"[[1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",1,0.085175985,1,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,8.303,8.303,click,,4,,1.51361E+12
38abe966,6_easy_full,6,easy,full,solvedCorrect,reset,1.51361E+12,84473,1,10000,10000,,,,,0,0,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1], [0, 5, 2], [4, 5, 1]]",0.998349873,0.008432883,2,"[[0, 1, 2, 2, 0, 2], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,2.737,2.737,click,,7,,1.51361E+12
38abe966,6_easy_full,6,easy,full,solvedCorrect,reset,1.51361E+12,205879,1,10000,10000,,,,,10001,1.0001,"[[3, 5, 1], [0, 2, 2], [1, 5, 1], [1, 4, 2], [2, 5, 1]]",0.997271444,0.118255493,3,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,106.412,106.412,click,,5,,1.51361E+12
3bac0799,6_easy_full,6,easy,full,wrong,reset,1.51362E+12,100346,1,10000,10000,,,,,0,0,"[[1, 5, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2], [2, 5, 1], [0, 5, 2], [4, 5, 1]]",0.998349873,0.008618261,1,"[[0, 1, 2, 2, 0, 2], [0, 2, 1, 1, 2, 1], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",,11.634,11.634,click,,7,,1.51362E+12
3bac0799,6_easy_full,6,easy,full,wrong,reset,1.51362E+12,188585,1,12.08333333,12.08333333,,,,,12.08333333,1,"[[3, 5, 1]]",0.234119011,0.234119011,2,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",,86.36,86.36,click,,1,,1.51362E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,61350,1,-10000,-10000,,,,,0,0,"[[2, 5, 1], [4, 1, 2], [4, 4, 1]]",0.058823529,0.000332017,1,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 0], [1, 2, 2, 2, 1, 0], [0, 0, 0, 0, 0, 0]]",,6.966,6.966,click,,3,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,79598,2,-1.14,-1.14,,,,,9998.86,8770.929825,"[[3, 5, 1], [0, 2, 2], [2, 5, 1], [4, 1, 2], [4, 4, 1], [4, 5, 2]]",0.000113706,3.77E-08,2,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 2, 2, 2, 1, 2], [0, 0, 0, 0, 0, 0]]",,1.204,1.204,click,,6,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,112718,2,-10000,-10000,,,,,0,0,"[[1, 4, 1], [1, 5, 2], [2, 5, 1], [4, 4, 2], [4, 5, 1], [4, 1, 2]]",0.998612901,0.000186102,3,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 0], [1, 2, 2, 2, 2, 1], [0, 0, 0, 0, 0, 0]]",,1.901,1.901,click,,6,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,153793,2,-11,-11,,,,,-16.61111111,-1.51010101,"[[3, 5, 1], [0, 2, 2], [4, 5, 1], [4, 4, 2], [4, 1, 1], [2, 5, 2]]",0.315792854,1.58E-06,4,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 2], [2, 0, 1, 1, 2, 1], [1, 1, 2, 2, 2, 1], [0, 0, 0, 0, 0, 0]]",,6.819,6.819,click,,6,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,166854,1,-10000,-10000,,,,,0,0,"[[5, 2, 1], [4, 1, 2], [5, 3, 1]]",0.058823529,0.00033202,5,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 2, 2, 2, 0, 0], [0, 0, 1, 1, 0, 0]]",,2.029,2.029,click,,3,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,181902,2,-0.25,-0.25,,,,,-1.39,-5.56,"[[4, 4, 1], [3, 5, 2]]",0.005405796,0.000119405,6,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 1, 0], [0, 0, 0, 0, 0, 0]]",,1.981,1.981,click,,2,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,197968,2,-0.635487528,-0.635487528,,,,,-6.246598639,-9.829616414,"[[4, 5, 1], [4, 4, 2], [4, 1, 1], [3, 5, 2]]",0.026271864,2.63E-07,7,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 1, 2, 2, 2, 1], [0, 0, 0, 0, 0, 0]]",,4.867,4.867,click,,4,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,209175,1,5.611111111,5.611111111,,,,,-9994.388889,-1781.178218,"[[1, 4, 1], [4, 4, 2], [4, 1, 1]]",0.00055928,1.19E-08,8,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 1, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 1, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0]]",,2.423,2.423,click,,3,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,229939,1,0.111111111,0.111111111,,,,,0.361111111,3.25,"[[4, 4, 1], [3, 1, 2], [4, 1, 1], [3, 5, 2], [0, 2, 1]]",0.004406312,2.49E-07,9,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 2, 1, 1, 2, 2], [1, 1, 2, 2, 1, 0], [0, 0, 0, 0, 0, 0]]",,2.918,2.918,click,,5,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,245930,1,1.14,1.14,,,,,1.14,1,"[[4, 4, 1]]",0.022088269,0.022088269,10,"[[0, 1, 0, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 0], [1, 0, 2, 2, 1, 0], [0, 0, 0, 0, 0, 0]]",,5.685,5.685,click,,1,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,263473,2,-1.25,-1.25,,,,,-6.861111111,-5.488888889,"[[3, 5, 1], [4, 4, 2], [4, 1, 1], [0, 2, 2]]",0.000124697,1.63E-12,11,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 1, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0]]",,7.36,7.36,click,,4,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,284306,1,1.14,1.14,,,,,2.39,2.096491228,"[[3, 5, 1], [0, 2, 2], [4, 4, 1]]",0.0296107,0.006932428,12,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 1, 0], [0, 0, 0, 0, 0, 0]]",,9.671,9.671,click,,3,,1.5136E+12
3fcbc0ab,6_easy_full,6,easy,full,validatedCorrect,reset,1.5136E+12,301875,2,-10000,-10000,,,,,-10000.58333,-1.000058333,"[[0, 2, 1], [3, 5, 2], [5, 2, 1], [4, 4, 2]]",0.499137869,0.002215711,13,"[[0, 1, 1, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 2], [1, 0, 2, 2, 2, 0], [0, 0, 1, 0, 0, 0]]",,4.107,4.107,click,,4,,1.5136E+12
