10_easy_full,78,0,198.0
10_easy_full,56,0,194.0
10_easy_full,1,0,192.0
10_easy_full,20,1,194.0
10_easy_full,45,0,194.0
10_easy_full,20,1,194.0
10_easy_full,50,1,196.0
10_easy_full,10,0,194.0
10_easy_full,67,0,192.0
10_easy_full,89,0,194.0
10_easy_full,52,0,196.0
10_easy_full,20,1,194.0
10_easy_full,64,0,194.0
10_easy_full,6,0,194.0
10_easy_full,65,0,192.0
10_easy_full,80,0,192.0
10_easy_full,95,0,194.0
10_easy_full,20,1,192.0
10_easy_full,50,1,192.0
10_easy_full,54,0,194.0
10_easy_full,9,0,194.0
10_easy_full,20,1,196.0
10_easy_full,8,0,194.0
10_easy_full,23,0,192.0
10_easy_full,85,0,192.0
10_easy_full,80,0,194.0
10_easy_full,89,0,196.0
10_easy_full,73,0,194.0
10_easy_full,63,0,194.0
10_easy_full,59,0,194.0
10_easy_full,84,0,194.0
10_easy_full,99,0,194.0
10_easy_full,30,0,194.0
10_easy_full,93,0,192.0
10_easy_full,49,0,196.0
10_easy_full,29,0,196.0
10_easy_full,73,0,196.0
10_easy_full,53,0,194.0
10_easy_full,53,0,194.0
10_easy_full,89,0,194.0
10_easy_full,67,0,194.0
10_easy_full,86,0,194.0
10_easy_full,13,0,194.0
10_easy_full,68,0,196.0
10_easy_full,68,0,196.0
10_easy_full,50,1,196.0
10_easy_full,31,0,196.0
10_easy_full,63,0,192.0
10_easy_full,69,0,198.0
10_easy_full,74,0,194.0
10_easy_pruned,19,0,262.0
10_easy_pruned,20,1,256.0
10_easy_pruned,20,1,260.0
10_easy_pruned,20,1,258.0
10_easy_pruned,86,0,256.0
10_easy_pruned,68,0,264.0
10_easy_pruned,57,0,256.0
10_easy_pruned,19,0,256.0
10_easy_pruned,19,0,258.0
10_easy_pruned,52,0,256.0
10_easy_pruned,19,0,258.0
10_easy_pruned,20,1,256.0
10_easy_pruned,19,0,256.0
10_easy_pruned,89,0,256.0
10_easy_pruned,20,1,256.0
10_easy_pruned,20,1,256.0
10_easy_pruned,56,0,256.0
10_easy_pruned,20,1,260.0
10_easy_pruned,20,1,256.0
10_easy_pruned,57,0,262.0
10_easy_pruned,19,0,262.0
10_easy_pruned,20,1,256.0
10_easy_pruned,9,0,256.0
10_easy_pruned,20,1,260.0
10_easy_pruned,20,1,260.0
10_easy_pruned,22,0,262.0
10_easy_pruned,20,1,264.0
10_easy_pruned,20,1,258.0
10_easy_pruned,70,0,258.0
10_easy_pruned,95,0,256.0
10_easy_pruned,19,0,256.0
10_easy_pruned,32,0,258.0
10_easy_pruned,19,0,256.0
10_easy_pruned,19,0,258.0
10_easy_pruned,19,0,256.0
10_easy_pruned,20,1,258.0
10_easy_pruned,82,0,256.0
10_easy_pruned,20,1,264.0
10_easy_pruned,19,0,258.0
10_easy_pruned,20,1,256.0
10_easy_pruned,54,0,256.0
10_easy_pruned,2,0,256.0
10_easy_pruned,19,0,258.0
10_easy_pruned,20,1,256.0
10_easy_pruned,19,0,258.0
10_easy_pruned,19,0,256.0
10_easy_pruned,43,0,260.0
10_easy_pruned,19,0,258.0
10_easy_pruned,59,0,260.0
10_easy_pruned,19,0,260.0
10_hard_full,40,0,238.0
10_hard_full,21,0,238.0
10_hard_full,98,0,238.0
10_hard_full,49,0,242.0
10_hard_full,48,0,238.0
10_hard_full,25,1,238.0
10_hard_full,61,0,236.0
10_hard_full,92,0,238.0
10_hard_full,56,0,238.0
10_hard_full,80,0,238.0
10_hard_full,30,0,239.0
10_hard_full,20,0,240.0
10_hard_full,15,0,238.0
10_hard_full,5,0,236.0
10_hard_full,20,0,238.0
10_hard_full,45,0,240.0
10_hard_full,61,0,238.0
10_hard_full,61,0,238.0
10_hard_full,78,0,238.0
10_hard_full,51,0,238.0
10_hard_full,64,0,240.0
10_hard_full,96,0,238.0
10_hard_full,96,0,236.0
10_hard_full,8,0,238.0
10_hard_full,93,0,238.0
10_hard_full,18,0,238.0
10_hard_full,12,0,238.0
10_hard_full,40,0,236.0
10_hard_full,10,0,240.0
10_hard_full,40,0,236.0
10_hard_full,39,0,238.0
10_hard_full,13,0,238.0
10_hard_full,6,0,236.0
10_hard_full,31,0,242.0
10_hard_full,62,0,238.0
10_hard_full,62,0,236.0
10_hard_full,12,0,244.0
10_hard_full,54,0,240.0
10_hard_full,9,0,240.0
10_hard_full,6,0,238.0
10_hard_full,47,0,240.0
10_hard_full,100,0,238.0
10_hard_full,64,0,240.0
10_hard_full,66,0,242.0
10_hard_full,61,0,236.0
10_hard_full,30,0,238.0
10_hard_full,39,0,238.0
10_hard_full,36,0,240.0
10_hard_full,78,0,238.0
10_hard_full,17,0,236.0
10_hard_pruned,30,0,258.0
10_hard_pruned,30,0,258.0
10_hard_pruned,74,0,260.0
10_hard_pruned,78,0,258.0
10_hard_pruned,21,0,256.0
10_hard_pruned,47,0,258.0
10_hard_pruned,56,0,260.0
10_hard_pruned,12,0,262.0
10_hard_pruned,74,0,256.0
