,board_name,path,path_length,probability
0,6_hard_full,"[[1, 4], [0, 0], [2, 2], [5, 2]]",4,0.0077519379845
1,6_hard_full,"[[2, 3], [2, 2], [3, 4], [2, 4], [4, 5], [4, 2], [5, 2], [1, 5]]",8,0.0077519379845
2,6_hard_full,"[[2, 2], [2, 4], [4, 2], [3, 2], [2, 0], [2, 3], [5, 3], [3, 5], [5, 5], [3, 4]]",10,0.0077519379845
3,6_hard_full,"[[2, 3], [4, 4], [2, 2], [1, 4], [2, 4], [4, 2], [2, 5], [2, 0], [3, 2]]",9,0.0077519379845
4,6_hard_full,"[[3, 2], [4, 4], [2, 2], [4, 2], [1, 4]]",5,0.0077519379845
5,6_hard_full,"[[1, 4], [2, 3], [2, 2]]",3,0.0077519379845
6,6_hard_full,"[[4, 2], [4, 4], [2, 2]]",3,0.0077519379845
7,6_hard_full,"[[3, 0], [0, 3], [2, 3], [0, 0], [2, 4], [2, 2], [5, 5], [0, 2], [4, 4]]",9,0.0077519379845
8,6_hard_full,"[[3, 0], [0, 3], [2, 3], [2, 2], [4, 4], [5, 2], [4, 3], [0, 2], [4, 5], [0, 0]]",10,0.0077519379845
9,6_hard_full,"[[4, 2], [5, 3], [5, 2]]",3,0.0077519379845
10,6_hard_full,"[[2, 4], [5, 3], [5, 2], [2, 3], [3, 5]]",5,0.0077519379845
11,6_hard_full,"[[2, 3], [2, 2], [1, 0], [4, 2], [0, 2], [0, 0], [5, 0], [2, 4]]",8,0.0077519379845
12,6_hard_full,"[[2, 3], [2, 2], [4, 5], [0, 0], [3, 4], [5, 3], [1, 0], [4, 4], [0, 2], [5, 2]]",10,0.0077519379845
13,6_hard_full,"[[2, 2], [2, 3], [4, 4], [2, 4], [0, 2], [1, 5]]",6,0.0077519379845
14,6_hard_full,"[[3, 0], [0, 3], [2, 3], [2, 2], [0, 0], [4, 4], [5, 5]]",7,0.0077519379845
15,6_hard_full,"[[3, 2], [2, 2], [4, 3], [0, 0], [1, 4], [5, 5], [1, 0], [0, 3]]",8,0.0077519379845
16,6_hard_full,"[[2, 2], [2, 3], [3, 5], [5, 3], [1, 4], [5, 2], [4, 0], [5, 5], [3, 4], [5, 0]]",10,0.0077519379845
17,6_hard_full,"[[3, 2], [2, 3], [3, 0], [2, 2], [0, 0], [4, 4], [1, 0]]",7,0.0077519379845
18,6_hard_full,"[[3, 2], [4, 4], [2, 2], [2, 4]]",4,0.0077519379845
19,6_hard_full,"[[0, 3], [3, 0], [3, 2], [2, 2], [2, 5]]",5,0.0077519379845
20,6_hard_full,"[[2, 4], [2, 2], [1, 4]]",3,0.0077519379845
21,6_hard_full,"[[0, 3], [3, 0], [0, 5], [0, 2], [2, 2], [2, 4], [2, 5]]",7,0.0077519379845
22,6_hard_full,"[[0, 3], [3, 0], [4, 2], [2, 2], [4, 4]]",5,0.0077519379845
23,6_hard_full,"[[0, 3], [3, 0], [4, 2], [3, 4], [4, 3], [1, 0], [5, 3], [4, 4]]",8,0.0077519379845
24,6_hard_full,"[[3, 0], [0, 3], [2, 3], [0, 0], [3, 5]]",5,0.0077519379845
25,6_hard_full,"[[2, 3], [2, 4], [4, 2], [4, 4], [3, 5], [2, 2], [0, 3], [3, 4]]",8,0.0077519379845
26,6_hard_full,"[[2, 3], [2, 2], [1, 0], [4, 2]]",4,0.0077519379845
27,6_hard_full,"[[0, 3], [3, 0], [0, 2], [0, 5]]",4,0.0387596899225
28,6_hard_full,"[[5, 0], [2, 2], [2, 4], [0, 0], [4, 4], [0, 3], [3, 5]]",7,0.0077519379845
29,6_hard_full,"[[4, 2], [3, 5], [4, 3], [5, 0], [3, 2], [5, 5]]",6,0.0077519379845
30,6_hard_full,"[[0, 3], [3, 0], [2, 4], [2, 2], [2, 5], [5, 2], [5, 0], [4, 4]]",8,0.0077519379845
31,6_hard_full,"[[3, 0], [0, 3], [2, 3], [0, 0], [5, 0], [0, 2], [2, 2], [3, 2], [2, 0]]",9,0.0077519379845
32,6_hard_full,"[[3, 2], [2, 2], [4, 3]]",3,0.0077519379845
33,6_hard_full,"[[5, 0], [2, 3], [0, 0], [2, 2], [3, 4], [5, 2], [1, 4]]",7,0.0077519379845
34,6_hard_full,"[[0, 3], [3, 0], [4, 2], [2, 2]]",4,0.015503875969
35,6_hard_full,"[[3, 2], [2, 3], [5, 5], [5, 3], [3, 4], [5, 2], [1, 5], [2, 2], [3, 0], [4, 2]]",10,0.0077519379845
36,6_hard_full,"[[3, 0], [0, 3], [2, 3], [5, 2]]",4,0.0077519379845
37,6_hard_full,"[[2, 2], [2, 3], [2, 5], [5, 3], [1, 5]]",5,0.0077519379845
38,6_hard_full,"[[5, 0], [2, 3], [0, 0]]",3,0.0077519379845
39,6_hard_full,"[[0, 5], [2, 3], [0, 3], [2, 2], [3, 0], [0, 2], [1, 0], [4, 4]]",8,0.0077519379845
40,6_hard_full,"[[3, 0], [0, 3], [2, 3], [0, 2], [0, 0], [2, 4], [4, 4], [3, 5], [4, 2], [4, 3]]",10,0.0077519379845
41,6_hard_full,"[[2, 2]]",1,0.0542635658915
42,6_hard_full,"[[2, 2], [2, 3]]",2,0.031007751938
43,6_hard_full,"[[1, 0], [4, 3]]",2,0.0077519379845
44,6_hard_full,"[[4, 2], [3, 5], [4, 3]]",3,0.0077519379845
45,6_hard_full,"[[0, 5], [2, 3], [3, 5]]",3,0.0077519379845
46,6_hard_full,"[[3, 2], [2, 2], [5, 3], [0, 0], [4, 4], [0, 2], [0, 3], [3, 0], [5, 0], [2, 3]]",10,0.0077519379845
47,6_hard_full,"[[2, 0], [2, 2], [1, 0], [4, 3]]",4,0.0077519379845
48,6_hard_full,"[[5, 0], [2, 2], [4, 2], [2, 3]]",4,0.0077519379845
49,6_hard_full,"[[0, 3], [3, 0], [0, 5]]",3,0.015503875969
50,6_hard_full,"[[0, 3], [3, 0], [0, 2], [0, 5], [3, 2], [2, 2], [5, 0]]",7,0.0077519379845
51,6_hard_full,"[[0, 3], [3, 0], [3, 2], [5, 3], [5, 2], [2, 2], [0, 0], [4, 3]]",8,0.0077519379845
52,6_hard_full,"[[0, 3], [3, 0], [0, 2], [0, 5], [2, 2], [3, 2], [5, 0]]",7,0.0077519379845
53,6_hard_full,"[[2, 0], [2, 3], [3, 5], [2, 2], [1, 5], [2, 4], [3, 2], [4, 4], [4, 0]]",9,0.0077519379845
54,6_hard_full,"[[4, 3], [5, 3], [5, 2], [2, 3], [0, 3], [3, 0], [3, 2], [1, 0], [0, 5], [0, 2]]",10,0.0077519379845
55,6_hard_full,"[[0, 3], [3, 0], [2, 3], [2, 2], [4, 0], [0, 0]]",6,0.0077519379845
56,6_hard_full,"[[3, 0], [0, 3], [2, 3], [4, 4], [2, 2], [1, 4], [5, 0], [1, 5], [2, 0], [0, 0]]",10,0.0077519379845
57,6_hard_full,"[[2, 2], [5, 3], [5, 2]]",3,0.0077519379845
58,6_hard_full,"[[2, 3], [2, 4], [4, 2], [3, 4], [4, 4], [4, 3], [2, 2], [5, 5], [5, 0]]",9,0.0077519379845
59,6_hard_full,"[[0, 3], [3, 0], [2, 2], [5, 3], [5, 2], [2, 3], [4, 4], [4, 3], [0, 2]]",9,0.0077519379845
60,6_hard_full,"[[3, 0], [0, 3], [2, 3], [2, 2], [0, 0], [4, 4], [5, 5], [3, 4], [2, 4]]",9,0.0077519379845
61,6_hard_full,"[[2, 3], [2, 4]]",2,0.031007751938
62,6_hard_full,"[[3, 0], [0, 3], [2, 3], [0, 0], [4, 5], [0, 2], [3, 2], [2, 2], [5, 0]]",9,0.0077519379845
63,6_hard_full,"[[2, 3], [0, 0], [2, 2]]",3,0.015503875969
64,6_hard_full,"[[0, 5], [2, 3], [0, 3], [2, 2], [3, 0], [0, 2], [1, 0], [4, 4], [4, 2]]",9,0.0077519379845
65,6_hard_full,"[[4, 3], [5, 5], [4, 0], [4, 2], [2, 4], [2, 2]]",6,0.0077519379845
66,6_hard_full,"[[2, 3], [2, 4], [4, 2], [5, 2], [5, 3], [2, 0], [4, 3], [3, 0], [3, 2], [1, 4]]",10,0.0077519379845
67,6_hard_full,"[[0, 3], [3, 0], [1, 4], [5, 3], [5, 2], [2, 2], [4, 3], [5, 5], [0, 2], [4, 4]]",10,0.0077519379845
68,6_hard_full,"[[0, 0], [5, 3], [5, 2], [2, 3]]",4,0.0077519379845
69,6_hard_full,"[[0, 3], [3, 0], [5, 2], [2, 2], [4, 2], [4, 4]]",6,0.0077519379845
70,6_hard_full,"[[3, 0], [0, 3], [2, 3], [2, 2], [1, 5], [5, 3], [0, 0], [5, 2], [3, 2]]",9,0.0077519379845
71,6_hard_full,"[[3, 2], [2, 3], [4, 5], [4, 3], [2, 2], [0, 3], [4, 2], [0, 0], [5, 2], [0, 2]]",10,0.0077519379845
72,6_hard_full,"[[0, 5], [2, 3], [3, 5], [0, 3], [4, 3]]",5,0.0077519379845
73,6_hard_full,"[[2, 4], [5, 3], [5, 2], [2, 3], [3, 5], [2, 2]]",6,0.0077519379845
74,6_hard_full,"[[2, 3], [2, 4], [4, 2], [5, 2], [5, 3]]",5,0.0077519379845
75,6_hard_full,"[[1, 4], [2, 3], [2, 2], [0, 3], [4, 3], [0, 0], [0, 2], [3, 2], [4, 2]]",9,0.0077519379845
76,6_hard_full,"[[2, 3], [2, 2], [3, 4], [4, 4]]",4,0.0077519379845
77,6_hard_full,"[[2, 3], [0, 0], [2, 2], [1, 4], [2, 4], [4, 3], [2, 0], [2, 5], [0, 3]]",9,0.0077519379845
78,6_hard_full,"[[1, 4], [2, 2], [1, 5], [3, 0], [4, 5], [4, 4], [3, 2], [2, 3]]",8,0.0077519379845
79,6_hard_full,"[[1, 4], [2, 3], [0, 3], [4, 3], [3, 0], [2, 4]]",6,0.0077519379845
80,6_hard_full,"[[0, 3], [3, 0], [3, 2], [2, 3], [4, 3]]",5,0.0077519379845
81,6_hard_full,"[[0, 3], [3, 0], [2, 3], [2, 2], [4, 0], [0, 0], [4, 4]]",7,0.0077519379845
82,6_hard_full,"[[2, 3], [0, 0], [2, 2], [0, 3]]",4,0.0077519379845
83,6_hard_full,"[[0, 3], [3, 0], [2, 0], [5, 3], [5, 2]]",5,0.0077519379845
84,6_hard_full,"[[1, 4], [0, 0], [2, 2]]",3,0.0077519379845
85,6_hard_full,"[[2, 2], [5, 3], [5, 2], [2, 3]]",4,0.0077519379845
86,6_hard_full,"[[0, 5], [2, 3], [3, 5], [0, 3], [4, 3], [5, 2], [5, 3], [0, 0]]",8,0.0077519379845
87,6_hard_full,"[[0, 2], [2, 3], [3, 5], [4, 2], [5, 0], [2, 4], [2, 2]]",7,0.0077519379845
