iteration,board,shutter_size,max_moves,max_heuristic_comp,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,numberOfHeuristicComp,answer,correct,o_misses,x_misses,exploredNodes
0,6_easy_full,0,100,200,shutter,blocking,False,True,2,square,2,True,87,154.0,24,1,0.0,0.0,"[[0.04838709677419355, -1e-05, 0.016129032258064516, -2e-05, 0.08064516129032258, 0.12903225806451613], [0.04838709677419355, -2e-05, -1e-05, -1e-05, 0.14516129032258066, 0.16129032258064516], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.08064516129032258], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.016129032258064516], [-1e-05, 0.04838709677419355, -2e-05, -2e-05, 0.016129032258064516, 0.06451612903225806], [0.016129032258064516, 0.016129032258064516, 0.03225806451612903, 0.0, 0.016129032258064516, 0.06451612903225806]]"
0,6_easy_pruned,0,100,200,shutter,blocking,False,True,2,square,2,True,24,59.0,12,1,0.0,0.0,"[[0.05263157894736842, -1e-05, -2e-05, -2e-05, 0.05263157894736842, 0.21052631578947367], [0.0, -2e-05, -1e-05, -1e-05, 0.05263157894736842, 0.05263157894736842], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.21052631578947367], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.05263157894736842, -2e-05, -2e-05, 0.05263157894736842, 0.10526315789473684], [0.0, 0.05263157894736842, 0.0, 0.05263157894736842, 0.0, 0.05263157894736842]]"
0,6_hard_full,0,100,200,shutter,blocking,False,True,2,square,2,True,40,205.0,4,1,0.0,0.0,"[[0.07317073170731707, -2e-05, 0.07317073170731707, 0.07317073170731707, -1e-05, 0.07317073170731707], [0.07317073170731707, -2e-05, -1e-05, -2e-05, 0.04878048780487805, 0.024390243902439025], [0.07317073170731707, -1e-05, 0.04878048780487805, 0.04878048780487805, 0.04878048780487805, 0.07317073170731707], [0.0, -1e-05, 0.04878048780487805, -2e-05, 0.04878048780487805, 0.0], [0.024390243902439025, -1e-05, 0.04878048780487805, 0.024390243902439025, 0.024390243902439025, 0.04878048780487805], [0.0, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
0,6_hard_pruned,0,100,200,shutter,blocking,False,True,2,square,2,True,42,201.0,3,1,0.0,0.0,"[[0.08108108108108109, -2e-05, 0.08108108108108109, -1e-05, -1e-05, 0.05405405405405406], [0.08108108108108109, -2e-05, -1e-05, -2e-05, 0.13513513513513514, 0.02702702702702703], [0.13513513513513514, -1e-05, 0.05405405405405406, 0.05405405405405406, 0.05405405405405406, 0.08108108108108109], [-2e-05, -1e-05, 0.05405405405405406, -2e-05, 0.02702702702702703, 0.0], [0.0, -1e-05, 0.02702702702702703, 0.0, 0.0, 0.02702702702702703], [0.0, -2e-05, 0.0, 0.02702702702702703, -2e-05, 0.0]]"
0,6_easy_full,1,100,200,shutter,blocking,False,True,2,square,2,True,51,201.0,24,1,0.0,0.0,"[[0.06818181818181818, -1e-05, 0.022727272727272728, -2e-05, 0.06818181818181818, 0.13636363636363635], [0.06818181818181818, -2e-05, -1e-05, -1e-05, 0.11363636363636363, 0.06818181818181818], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.11363636363636363], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.022727272727272728], [-1e-05, 0.022727272727272728, -2e-05, -2e-05, 0.06818181818181818, 0.11363636363636363], [0.0, 0.022727272727272728, 0.022727272727272728, 0.0, 0.0, 0.06818181818181818]]"
0,6_easy_pruned,1,100,200,shutter,blocking,False,True,2,square,2,True,22,81.0,12,1,0.0,0.0,"[[0.0, -1e-05, -2e-05, -2e-05, 0.11764705882352941, 0.17647058823529413], [0.0, -2e-05, -1e-05, -1e-05, 0.058823529411764705, 0.058823529411764705], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.17647058823529413], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.058823529411764705, -2e-05, -2e-05, 0.17647058823529413, 0.11764705882352941], [0.0, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705]]"
0,6_hard_full,1,100,200,shutter,blocking,False,True,2,square,2,True,18,207.0,4,1,0.0,0.0,"[[0.1, -2e-05, 0.15, 0.15, -1e-05, 0.15], [0.1, -2e-05, -1e-05, -2e-05, 0.05, 0.0], [0.0, -1e-05, 0.05, 0.1, 0.0, 0.0], [0.0, -1e-05, 0.05, -2e-05, 0.0, 0.0], [0.0, -1e-05, 0.05, 0.0, 0.0, 0.0], [0.0, -2e-05, 0.0, 0.05, -2e-05, 0.0]]"
0,6_hard_pruned,1,100,200,shutter,blocking,False,True,2,square,2,True,17,202.0,15,0,0.0,0.0,"[[0.15, -2e-05, 0.2, -1e-05, -1e-05, 0.15], [0.15, -2e-05, -1e-05, -2e-05, 0.1, 0.0], [0.0, -1e-05, 0.05, 0.05, 0.0, 0.0], [-2e-05, -1e-05, 0.05, -2e-05, 0.0, 0.0], [0.0, -1e-05, 0.1, 0.0, 0.0, 0.0], [0.0, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
0,6_easy_full,2,100,200,shutter,blocking,False,True,2,square,2,True,42,211.0,24,1,0.0,0.0,"[[0.05555555555555555, -1e-05, 0.027777777777777776, -2e-05, 0.08333333333333333, 0.1388888888888889], [0.05555555555555555, -2e-05, -1e-05, -1e-05, 0.05555555555555555, 0.05555555555555555], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1388888888888889], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.027777777777777776], [-1e-05, 0.05555555555555555, -2e-05, -2e-05, 0.1111111111111111, 0.08333333333333333], [0.0, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111]]"
0,6_easy_pruned,2,100,200,shutter,blocking,False,True,2,square,2,True,24,137.0,12,1,0.0,0.0,"[[0.0, -1e-05, -2e-05, -2e-05, 0.05263157894736842, 0.21052631578947367], [0.0, -2e-05, -1e-05, -1e-05, 0.05263157894736842, 0.05263157894736842], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.21052631578947367], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.05263157894736842, -2e-05, -2e-05, 0.15789473684210525, 0.10526315789473684], [0.0, 0.0, 0.0, 0.0, 0.0, 0.10526315789473684]]"
