userid,boardSize,condition,boardType,solvedCorrect,validatedCorrect,solutionTime,validationTime,actionsSolution,actionsValidation,time,solutionCorrect,validationCorrect,solutionAndValidationCorrect,solutionTimeMinutes
49c72e9b,6,pruned,hard,FALSE,FALSE,84772,91851,8,0,1.51232E+12,0,0,0,1.412866667
1de74153,10,full,easy,FALSE,FALSE,264707,27245,74,0,1.51233E+12,0,0,0,4.411783333
f1fbe0de,10,full,easy,FALSE,FALSE,259134,38619,28,0,1.51361E+12,0,0,0,4.3189
4dfbc07c,6,pruned,easy,TRUE,TRUE,84338,51151,2,3,1.5136E+12,1,1,1,1.405633333
33bbca9a,10,full,medium,TRUE,TRUE,169312,48531,25,4,1.51361E+12,1,1,1,2.821866667
9adbc2df,6,full,hard,TRUE,FALSE,198633,73040,16,4,1.5136E+12,1,0,0,3.31055
f8bbc519,6,pruned,hard,FALSE,FALSE,62264,11676,2,0,1.5136E+12,0,0,0,1.037733333
f0ebc21e,10,full,hard,FALSE,FALSE,125736,50121,27,0,1.5136E+12,0,0,0,2.0956
1fdbc072,6,pruned,easy,TRUE,FALSE,52828,36613,6,3,1.5136E+12,1,0,0,0.880466667
1fbbc8ec,10,full,hard,FALSE,FALSE,14073,82079,3,0,1.51361E+12,0,0,0,0.23455
6cbbcdf7,6,pruned,easy,TRUE,FALSE,167870,14087,36,3,1.51361E+12,1,0,0,2.797833333
e6abcdb2,10,full,easy,TRUE,TRUE,84698,20600,13,4,1.51361E+12,1,1,1,1.411633333
c4ebbfbc,10,full,medium,FALSE,FALSE,45245,2205,13,0,1.5136E+12,0,0,0,0.754083333
23dbc11c,10,full,hard,FALSE,FALSE,177689,37360,21,0,1.5136E+12,0,0,0,2.961483333
89cbc391,10,full,easy,FALSE,FALSE,602267,64249,172,0,1.5136E+12,0,0,0,10.03778333
bacbc468,10,pruned,hard,TRUE,TRUE,92484,32474,6,4,1.5136E+12,1,1,1,1.5414
efebc5bb,6,full,hard,TRUE,FALSE,267313,90503,13,5,1.51361E+12,1,0,0,4.455216667
13dbbfb8,10,pruned,hard,FALSE,FALSE,384120,88277,31,0,1.5136E+12,0,0,0,6.402
bfabcc7d,10,full,medium,FALSE,FALSE,160827,48109,12,0,1.51361E+12,0,0,0,2.68045
38ebbf94,6,full,hard,FALSE,FALSE,217100,68112,34,0,1.5136E+12,0,0,0,3.618333333
67abc3ab,6,pruned,easy,TRUE,TRUE,594825,39364,102,3,1.51361E+12,1,1,1,9.91375
b3dbd892,10,full,medium,TRUE,FALSE,112495,84494,12,8,1.51361E+12,1,0,0,1.874916667
edbbcb60,6,pruned,easy,FALSE,FALSE,350245,38611,42,0,1.51361E+12,0,0,0,5.837416667
f1ebd0b7,6,full,hard,FALSE,FALSE,53401,31855,5,0,1.51361E+12,0,0,0,0.890016667
e9dbbf8a,6,pruned,hard,TRUE,FALSE,158576,84615,19,5,1.5136E+12,1,0,0,2.642933333
b9bbc96c,10,full,medium,TRUE,FALSE,167012,88739,19,6,1.51361E+12,1,0,0,2.783533333
7acbc3e2,6,pruned,easy,TRUE,TRUE,160256,18053,21,3,1.5136E+12,1,1,1,2.670933333
2dfbc35a,6,pruned,easy,TRUE,FALSE,153286,44671,8,3,1.5136E+12,1,0,0,2.554766667
3fcbc0ab,6,full,easy,TRUE,TRUE,308120,55393,53,9,1.5136E+12,1,1,1,5.135333333
21abc061,10,full,hard,FALSE,FALSE,241100,20954,37,0,1.5136E+12,0,0,0,4.018333333
38cbc1f6,10,full,medium,FALSE,FALSE,308379,85019,55,0,1.5136E+12,0,0,0,5.13965
b1ebd3b5,10,full,hard,TRUE,FALSE,103655,70968,5,3,1.51361E+12,1,0,0,1.727583333
89fbc220,10,full,medium,FALSE,FALSE,81530,28889,11,0,1.5136E+12,0,0,0,1.358833333
d4cbca4e,10,full,easy,FALSE,FALSE,603639,101658,61,0,1.51361E+12,0,0,0,10.06065
96abd246,10,full,medium,TRUE,FALSE,90786,46529,9,4,1.51361E+12,1,0,0,1.5131
12ebbfd2,6,pruned,easy,TRUE,TRUE,142738,21084,8,3,1.5136E+12,1,1,1,2.378966667
94abbfb2,6,pruned,easy,TRUE,TRUE,138033,14536,15,3,1.5136E+12,1,1,1,2.30055
3ebbc051,10,pruned,easy,FALSE,FALSE,34154,19177,5,0,1.5136E+12,0,0,0,0.569233333
aafbd6ab,6,pruned,hard,FALSE,FALSE,256463,23860,41,0,1.51361E+12,0,0,0,4.274383333
2afbbf79,6,pruned,hard,FALSE,FALSE,200185,42839,41,0,1.5136E+12,0,0,0,3.336416667
a9cbcabb,10,pruned,medium,TRUE,TRUE,51076,21525,12,3,1.51361E+12,1,1,1,0.851266667
d1bbc1e6,10,pruned,medium,TRUE,TRUE,76344,24801,14,3,1.5136E+12,1,1,1,1.2724
47dbc824,10,pruned,easy,FALSE,FALSE,544743,67134,28,0,1.51361E+12,0,0,0,9.07905
71ebc315,10,pruned,medium,FALSE,FALSE,72196,49593,16,0,1.5136E+12,0,0,0,1.203266667
43dbc360,10,pruned,easy,TRUE,TRUE,454825,48359,32,3,1.5136E+12,1,1,1,7.580416667
f7ebbfe9,10,full,hard,FALSE,FALSE,547450,59967,66,0,1.5136E+12,0,0,0,9.124166667
5edbbf73,6,full,hard,FALSE,FALSE,219901,22652,23,0,1.5136E+12,0,0,0,3.665016667
dcfbe5af,6,pruned,easy,TRUE,TRUE,221527,35868,15,5,1.51361E+12,1,1,1,3.692116667
36ebe4da,10,full,medium,FALSE,FALSE,128011,32369,12,0,1.51361E+12,0,0,0,2.133516667
38abe966,6,full,easy,TRUE,TRUE,106170,53865,19,9,1.51361E+12,1,1,1,1.7695
aefbe715,10,full,easy,TRUE,FALSE,374805,64219,43,5,1.51361E+12,1,0,0,6.24675
edbbea2c,6,pruned,easy,TRUE,TRUE,117475,21095,5,3,1.51361E+12,1,1,1,1.957916667
cefc077d,10,pruned,medium,TRUE,TRUE,146333,27158,21,3,1.51362E+12,1,1,1,2.438883333
aedbea55,6,full,easy,TRUE,TRUE,172753,41636,21,5,1.51361E+12,1,1,1,2.879216667
89cbfdf9,10,pruned,easy,TRUE,TRUE,336456,35896,58,3,1.51362E+12,1,1,1,5.6076
d2ac158a,10,full,hard,TRUE,TRUE,261498,40211,25,5,1.51363E+12,1,1,1,4.3583
eefbf52d,10,pruned,medium,TRUE,TRUE,165335,20443,22,3,1.51362E+12,1,1,1,2.755583333
fedbec09,10,full,easy,TRUE,FALSE,251376,39322,27,4,1.51361E+12,1,0,0,4.1896
75bbec9c,10,full,easy,FALSE,FALSE,225805,30777,26,0,1.51362E+12,0,0,0,3.763416667
5efbf191,10,pruned,medium,TRUE,TRUE,120378,36117,17,7,1.51362E+12,1,1,1,2.0063
2aabe76a,6,full,easy,TRUE,FALSE,181630,155515,28,3,1.51361E+12,1,0,0,3.027166667
f6fbf6b1,6,full,hard,FALSE,FALSE,600821,83914,96,0,1.51362E+12,0,0,0,10.01368333
1eebf908,10,full,easy,FALSE,FALSE,25904,18887,8,0,1.51362E+12,0,0,0,0.431733333
e9bbf006,10,full,easy,FALSE,FALSE,410734,31654,56,0,1.51362E+12,0,0,0,6.845566667
e2bbe5e1,10,pruned,easy,FALSE,FALSE,158825,56121,31,0,1.51361E+12,0,0,0,2.647083333
93ebead7,10,pruned,medium,TRUE,TRUE,383104,62230,41,3,1.51361E+12,1,1,1,6.385066667
3bac0799,6,full,easy,TRUE,TRUE,108892,25791,11,4,1.51362E+12,1,1,1,1.814866667
26dbf6e9,6,full,hard,TRUE,TRUE,106446,55428,17,5,1.51362E+12,1,1,1,1.7741
c0cbeef2,6,pruned,easy,TRUE,TRUE,164719,36319,8,3,1.51362E+12,1,1,1,2.745316667
48ec02bc,10,full,medium,TRUE,FALSE,316234,43387,55,4,1.51362E+12,1,0,0,5.270566667
1debf4d1,10,full,medium,FALSE,FALSE,26921,84758,2,0,1.51362E+12,0,0,0,0.448683333
1cdbeb89,10,full,hard,FALSE,FALSE,60600,29874,2,0,1.51361E+12,0,0,0,1.01
67abf219,6,pruned,easy,FALSE,FALSE,372472,48485,40,0,1.51362E+12,0,0,0,6.207866667
5aebf3c2,10,pruned,easy,FALSE,FALSE,199693,31053,27,0,1.51362E+12,0,0,0,3.328216667
b4abeb7e,6,full,easy,TRUE,TRUE,136520,42281,11,4,1.51361E+12,1,1,1,2.275333333
c2cbff2e,10,pruned,hard,TRUE,FALSE,103034,75554,5,4,1.51362E+12,1,0,0,1.717233333
8fcbec83,6,full,hard,FALSE,FALSE,576867,39459,57,0,1.51362E+12,0,0,0,9.61445
b9bbef4c,10,full,easy,FALSE,FALSE,208725,40017,18,0,1.51362E+12,0,0,0,3.47875
33ebe68d,6,pruned,easy,TRUE,TRUE,213824,60995,24,3,1.51361E+12,1,1,1,3.563733333
6dfbeafe,10,full,easy,FALSE,FALSE,137453,20252,15,0,1.51361E+12,0,0,0,2.290883333
76abf978,10,full,medium,TRUE,TRUE,211541,49036,40,4,1.51362E+12,1,1,1,3.525683333
b7dbead6,6,pruned,hard,FALSE,FALSE,49233,95332,17,0,1.51361E+12,0,0,0,0.82055
32ebf2e8,6,full,hard,TRUE,TRUE,191253,35710,49,5,1.51362E+12,1,1,1,3.18755
a2ebe618,6,pruned,hard,FALSE,FALSE,151730,108557,9,0,1.51361E+12,0,0,0,2.528833333
1dac01e7,6,pruned,hard,FALSE,FALSE,551964,22812,33,0,1.51362E+12,0,0,0,9.1994
84dbf4f9,10,full,hard,TRUE,TRUE,241672,43365,24,5,1.51362E+12,1,1,1,4.027866667
26dbf473,10,full,hard,FALSE,FALSE,46751,30854,3,0,1.51362E+12,0,0,0,0.779183333
f3dbeb7e,6,full,hard,FALSE,FALSE,309668,43003,26,0,1.51361E+12,0,0,0,5.161133333
dabbe6bb,6,full,easy,TRUE,TRUE,237455,38208,44,4,1.51361E+12,1,1,1,3.957583333
dfcbf407,6,full,hard,FALSE,FALSE,160883,56367,16,0,1.51362E+12,0,0,0,2.681383333
4ffbe4e0,10,full,medium,FALSE,FALSE,39590,30180,2,0,1.51361E+12,0,0,0,0.659833333
f6fbf7bf,10,full,hard,TRUE,FALSE,181098,108457,35,15,1.51362E+12,1,0,0,3.0183
22dac859,6,full,hard,FALSE,FALSE,601999,35609,74,0,1.51354E+12,0,0,0,10.03331667
b7eae04f,6,full,easy,FALSE,FALSE,480020,62225,39,0,1.51355E+12,0,0,0,8.000333333
abdacc98,10,full,easy,FALSE,FALSE,486842,34558,75,0,1.51354E+12,0,0,0,8.114033333
72caeffe,10,full,easy,FALSE,FALSE,572909,289687,80,0,1.51355E+12,0,0,0,9.548483333
b8bac8b7,10,pruned,hard,FALSE,FALSE,236667,44666,34,0,1.51354E+12,0,0,0,3.94445
69bad0fe,6,full,hard,FALSE,FALSE,597123,73400,94,0,1.51354E+12,0,0,0,9.95205
67eac875,6,full,hard,FALSE,FALSE,253718,44182,55,0,1.51354E+12,0,0,0,4.228633333
43cad2c3,10,pruned,medium,FALSE,FALSE,37611,37202,9,0,1.51354E+12,0,0,0,0.62685
16ead0a0,10,full,easy,FALSE,FALSE,72678,22447,22,0,1.51354E+12,0,0,0,1.2113
adfac866,6,pruned,easy,FALSE,FALSE,219830,163425,6,0,1.51354E+12,0,0,0,3.663833333
d8aacc7a,10,pruned,medium,TRUE,TRUE,73198,16732,6,3,1.51354E+12,1,1,1,1.219966667
3dfad0f2,10,full,easy,FALSE,FALSE,149300,57937,12,0,1.51354E+12,0,0,0,2.488333333
18dac9ef,6,full,hard,FALSE,FALSE,176564,130315,9,0,1.51354E+12,0,0,0,2.942733333
cceac8ca,6,full,hard,FALSE,FALSE,122810,41450,30,0,1.51354E+12,0,0,0,2.046833333
f5dac888,10,full,easy,FALSE,FALSE,427728,52316,64,0,1.51354E+12,0,0,0,7.1288
d4fac87b,6,pruned,hard,FALSE,FALSE,177806,33204,13,0,1.51354E+12,0,0,0,2.963433333
aceaccbc,10,full,hard,FALSE,FALSE,602206,96045,47,0,1.51354E+12,0,0,0,10.03676667
32fad07f,10,pruned,hard,TRUE,TRUE,219513,65356,24,4,1.51354E+12,1,1,1,3.65855
c6aad6d0,10,full,easy,TRUE,TRUE,226289,22488,45,4,1.51354E+12,1,1,1,3.771483333
d1cac84b,10,pruned,hard,FALSE,FALSE,454899,30306,73,0,1.51354E+12,0,0,0,7.58165
41bad9a2,10,pruned,hard,TRUE,TRUE,567461,38573,46,4,1.51355E+12,1,1,1,9.457683333
12eacae6,6,full,easy,FALSE,FALSE,604061,104931,22,0,1.51354E+12,0,0,0,10.06768333
a3eacaa9,10,full,hard,FALSE,FALSE,302737,54537,28,0,1.51354E+12,0,0,0,5.045616667
acdac85f,10,pruned,hard,FALSE,FALSE,489487,53505,60,0,1.51354E+12,0,0,0,8.158116667
46dad3ed,6,pruned,easy,TRUE,FALSE,85258,51218,5,4,1.51354E+12,1,0,0,1.420966667
