,Unnamed: 0,board_name,path,move_number_in_path,count,participants_prob,heuristic,prob_path
144,28,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [0, 9, 1]]",7,1,0.009708737864077669,non-linear,1.14e-11
145,29,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,blocking,2.16e-08
146,29,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,density,2.98e-14
147,29,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,interaction,7.359999999999999e-10
148,29,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,linear,4.42e-10
149,29,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,non-linear,5.81e-09
150,30,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,2,0.019417475728155338,blocking,2.16e-08
151,30,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,2,0.019417475728155338,density,1.51e-12
152,30,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,2,0.019417475728155338,interaction,7.359999999999999e-10
153,30,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,2,0.019417475728155338,linear,4.42e-10
154,30,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2], [4, 8, 1]]",7,2,0.019417475728155338,non-linear,5.81e-09
155,31,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",6,3,0.019867549668874173,blocking,1.42e-07
156,31,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",6,3,0.019867549668874173,density,4.220000000000001e-11
157,31,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",6,3,0.019867549668874173,interaction,1.4e-08
158,31,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",6,3,0.019867549668874173,linear,1.45e-08
159,31,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [0, 8, 2]]",6,3,0.019867549668874173,non-linear,1.14e-07
160,32,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,blocking,3.1399999999999995e-10
161,32,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,density,3.04e-14
162,32,10_easy_full,"[[0, 5, 1], [4, 9, 2], [1, 8, 1], [1, 9, 2], [2, 8, 1], [2, 9, 2], [4, 8, 1], [5, 8, 2]]",8,1,0.019230769230769232,interaction,3.4900000000000004e-11
