,size,type,condition,board,heuristic_name,moves,userid,board_size,board_type,board_name,solved,action,solutionAndValidationCorrectPercent,solutionAndValidationCorrect,solutionCorrect,actionsSolution
232,10,HC,full,10 HC full,interaction,3243,86a5c03e,10,hard,10_hard_full,solvedCorrect,6,0,0,1,6
233,10,HC,full,10 HC full,interaction,3243,86f29ab1,10,hard,10_hard_full,validatedCorrect,16,100,1,1,16
234,10,HC,full,10 HC full,interaction,3243,87cfed83,10,hard,10_hard_full,solvedCorrect,2,0,0,1,2
235,10,HC,full,10 HC full,interaction,3243,8af4330d,10,hard,10_hard_full,solvedCorrect,37,0,0,1,37
236,10,HC,full,10 HC full,interaction,3243,8bc69c49,10,hard,10_hard_full,wrong,81,0,0,0,81
237,10,HC,full,10 HC full,interaction,3243,8ca28d2c,10,hard,10_hard_full,validatedCorrect,20,100,1,1,20
238,10,HC,full,10 HC full,interaction,3243,8ec154b4,10,hard,10_hard_full,solvedCorrect,1,0,0,1,1
239,10,HC,full,10 HC full,interaction,3243,8fb6dff4,10,hard,10_hard_full,validatedCorrect,1,100,1,1,1
240,10,HC,full,10 HC full,interaction,3243,90e4327c,10,hard,10_hard_full,solvedCorrect,14,0,0,1,14
241,10,HC,full,10 HC full,interaction,3243,92e6f512,10,hard,10_hard_full,validatedCorrect,9,100,1,1,9
242,10,HC,full,10 HC full,interaction,3243,97af0065,10,hard,10_hard_full,wrong,1,0,0,0,1
243,10,HC,full,10 HC full,interaction,3243,98d105c1,10,hard,10_hard_full,validatedCorrect,15,100,1,1,15
244,10,HC,full,10 HC full,interaction,3243,98e146a8,10,hard,10_hard_full,wrong,23,0,0,0,23
245,10,HC,full,10 HC full,interaction,3243,9ae6cdf8,10,hard,10_hard_full,wrong,70,0,0,0,70
246,10,HC,full,10 HC full,interaction,3243,9befd8ad,10,hard,10_hard_full,wrong,15,0,0,0,15
247,10,HC,full,10 HC full,interaction,3243,a3eacaa9,10,hard,10_hard_full,wrong,25,0,0,0,25
248,10,HC,full,10 HC full,interaction,3243,a4f74985,10,hard,10_hard_full,wrong,35,0,0,0,35
249,10,HC,full,10 HC full,interaction,3243,a5d43d8e,10,hard,10_hard_full,solvedCorrect,10,0,0,1,10
250,10,HC,full,10 HC full,interaction,3243,a6d2eaff,10,hard,10_hard_full,wrong,32,0,0,0,32
251,10,HC,full,10 HC full,interaction,3243,a8d6ce37,10,hard,10_hard_full,wrong,5,0,0,0,5
252,10,HC,full,10 HC full,interaction,3243,aabeec31,10,hard,10_hard_full,solvedCorrect,2,0,0,1,2
253,10,HC,full,10 HC full,interaction,3243,abc728e1,10,hard,10_hard_full,validatedCorrect,14,100,1,1,14
254,10,HC,full,10 HC full,interaction,3243,aceaccbc,10,hard,10_hard_full,wrong,46,0,0,0,46
255,10,HC,full,10 HC full,interaction,3243,acf6e7eb,10,hard,10_hard_full,solvedCorrect,1,0,0,1,1
256,10,HC,full,10 HC full,interaction,3243,adc2f895,10,hard,10_hard_full,validatedCorrect,36,100,1,1,36
257,10,HC,full,10 HC full,interaction,3243,add50f98,10,hard,10_hard_full,wrong,22,0,0,0,22
258,10,HC,full,10 HC full,interaction,3243,aeb5862d,10,hard,10_hard_full,wrong,1,0,0,0,1
259,10,HC,full,10 HC full,interaction,3243,b0f2b4eb,10,hard,10_hard_full,wrong,27,0,0,0,27
260,10,HC,full,10 HC full,interaction,3243,b1ebd3b5,10,hard,10_hard_full,solvedCorrect,4,0,0,1,4
261,10,HC,full,10 HC full,interaction,3243,b2f58fbd,10,hard,10_hard_full,wrong,24,0,0,0,24
262,10,HC,full,10 HC full,interaction,3243,b5b6dcbc,10,hard,10_hard_full,wrong,34,0,0,0,34
263,10,HC,full,10 HC full,interaction,3243,b9e44d9b,10,hard,10_hard_full,wrong,6,0,0,0,6
264,10,HC,full,10 HC full,interaction,3243,bac25238,10,hard,10_hard_full,validatedCorrect,32,100,1,1,32
265,10,HC,full,10 HC full,interaction,3243,c1b6d6a4,10,hard,10_hard_full,solvedCorrect,9,0,0,1,9
266,10,HC,full,10 HC full,interaction,3243,c3d6d0e6,10,hard,10_hard_full,wrong,46,0,0,0,46
267,10,HC,full,10 HC full,interaction,3243,c4b1b32d,10,hard,10_hard_full,wrong,1,0,0,0,1
268,10,HC,full,10 HC full,interaction,3243,c5e22eb3,10,hard,10_hard_full,validatedCorrect,9,100,1,1,9
269,10,HC,full,10 HC full,interaction,3243,cfc29495,10,hard,10_hard_full,wrong,45,0,0,0,45
270,10,HC,full,10 HC full,interaction,3243,d1a42fc7,10,hard,10_hard_full,solvedCorrect,23,0,0,1,23
271,10,HC,full,10 HC full,interaction,3243,d2ac158a,10,hard,10_hard_full,validatedCorrect,22,100,1,1,22
272,10,HC,full,10 HC full,interaction,3243,dbc59105,10,hard,10_hard_full,wrong,94,0,0,0,94
273,10,HC,full,10 HC full,interaction,3243,e0d29b7b,10,hard,10_hard_full,wrong,42,0,0,0,42
274,10,HC,full,10 HC full,interaction,3243,e0e2ee92,10,hard,10_hard_full,validatedCorrect,1,100,1,1,1
275,10,HC,full,10 HC full,interaction,3243,e9f6d068,10,hard,10_hard_full,wrong,32,0,0,0,32
276,10,HC,full,10 HC full,interaction,3243,ecb22d03,10,hard,10_hard_full,validatedCorrect,50,100,1,1,50
277,10,HC,full,10 HC full,interaction,3243,edf12206,10,hard,10_hard_full,wrong,30,0,0,0,30
278,10,HC,full,10 HC full,interaction,3243,eeb2a417,10,hard,10_hard_full,solvedCorrect,1,0,0,1,1
279,10,HC,full,10 HC full,interaction,3243,f0ebc21e,10,hard,10_hard_full,wrong,24,0,0,0,24
280,10,HC,full,10 HC full,interaction,3243,f5c147ff,10,hard,10_hard_full,wrong,3,0,0,0,3
281,10,HC,full,10 HC full,interaction,3243,f6f2f1d1,10,hard,10_hard_full,wrong,35,0,0,0,35
282,10,HC,full,10 HC full,interaction,3243,f6fbf7bf,10,hard,10_hard_full,solvedCorrect,32,0,0,1,32
283,10,HC,full,10 HC full,interaction,3243,f7ebbfe9,10,hard,10_hard_full,wrong,63,0,0,0,63
284,10,HC,full,10 HC full,interaction,3243,f9e165cd,10,hard,10_hard_full,solvedCorrect,32,0,0,1,32
285,10,HC,full,10 HC full,interaction,3243,faa2ee32,10,hard,10_hard_full,wrong,7,0,0,0,7
286,10,HC,full,10 HC full,interaction,3243,faf45b5f,10,hard,10_hard_full,validatedCorrect,49,100,1,1,49
287,10,HC,full,10 HC full,interaction,3243,fdd70310,10,hard,10_hard_full,wrong,27,0,0,0,27
288,10,HC,full,10 HC full,interaction,3243,fec28d64,10,hard,10_hard_full,wrong,12,0,0,0,12
289,10,HC,truncated,10 HC truncated,interaction,496,11a14803,10,hard,10_hard_pruned,validatedCorrect,1,100,1,1,1
290,10,HC,truncated,10 HC truncated,interaction,496,13b7468e,10,hard,10_hard_pruned,validatedCorrect,13,100,1,1,13
291,10,HC,truncated,10 HC truncated,interaction,496,13dbbfb8,10,hard,10_hard_pruned,wrong,30,0,0,0,30
292,10,HC,truncated,10 HC truncated,interaction,496,14c6b1ae,10,hard,10_hard_pruned,validatedCorrect,7,100,1,1,7
293,10,HC,truncated,10 HC truncated,interaction,496,16f6e58d,10,hard,10_hard_pruned,wrong,41,0,0,0,41
294,10,HC,truncated,10 HC truncated,interaction,496,18a695e2,10,hard,10_hard_pruned,wrong,66,0,0,0,66
295,10,HC,truncated,10 HC truncated,interaction,496,19a1a95d,10,hard,10_hard_pruned,validatedCorrect,19,100,1,1,19
296,10,HC,truncated,10 HC truncated,interaction,496,1bd72c42,10,hard,10_hard_pruned,solvedCorrect,5,0,0,1,5
297,10,HC,truncated,10 HC truncated,interaction,496,1ee2f27e,10,hard,10_hard_pruned,wrong,10,0,0,0,10
298,10,HC,truncated,10 HC truncated,interaction,496,22c1b18a,10,hard,10_hard_pruned,validatedCorrect,7,100,1,1,7
299,10,HC,truncated,10 HC truncated,interaction,496,25b43b96,10,hard,10_hard_pruned,wrong,11,0,0,0,11
300,10,HC,truncated,10 HC truncated,interaction,496,27e58321,10,hard,10_hard_pruned,wrong,4,0,0,0,4
301,10,HC,truncated,10 HC truncated,interaction,496,28d4fefb,10,hard,10_hard_pruned,validatedCorrect,47,100,1,1,47
302,10,HC,truncated,10 HC truncated,interaction,496,2aa6b178,10,hard,10_hard_pruned,wrong,57,0,0,0,57
303,10,HC,truncated,10 HC truncated,interaction,496,2be432b7,10,hard,10_hard_pruned,validatedCorrect,16,100,1,1,16
304,10,HC,truncated,10 HC truncated,interaction,496,2dc1a9c9,10,hard,10_hard_pruned,wrong,2,0,0,0,2
305,10,HC,truncated,10 HC truncated,interaction,496,30f2f747,10,hard,10_hard_pruned,wrong,18,0,0,0,18
306,10,HC,truncated,10 HC truncated,interaction,496,31f6a576,10,hard,10_hard_pruned,solvedCorrect,67,0,0,1,67
307,10,HC,truncated,10 HC truncated,interaction,496,32fad07f,10,hard,10_hard_pruned,validatedCorrect,23,100,1,1,23
308,10,HC,truncated,10 HC truncated,interaction,496,37d59204,10,hard,10_hard_pruned,wrong,14,0,0,0,14
309,10,HC,truncated,10 HC truncated,interaction,496,38e6c356,10,hard,10_hard_pruned,wrong,25,0,0,0,25
310,10,HC,truncated,10 HC truncated,interaction,496,3ea43816,10,hard,10_hard_pruned,validatedCorrect,7,100,1,1,7
311,10,HC,truncated,10 HC truncated,interaction,496,3fa1bb85,10,hard,10_hard_pruned,validatedCorrect,13,100,1,1,13
312,10,HC,truncated,10 HC truncated,interaction,496,40c6c24a,10,hard,10_hard_pruned,wrong,9,0,0,0,9
313,10,HC,truncated,10 HC truncated,interaction,496,41a6aea3,10,hard,10_hard_pruned,solvedCorrect,25,0,0,1,25
314,10,HC,truncated,10 HC truncated,interaction,496,41bad9a2,10,hard,10_hard_pruned,validatedCorrect,43,100,1,1,43
315,10,HC,truncated,10 HC truncated,interaction,496,45f6b774,10,hard,10_hard_pruned,wrong,7,0,0,0,7
316,10,HC,truncated,10 HC truncated,interaction,496,47a2e933,10,hard,10_hard_pruned,solvedCorrect,1,0,0,1,1
317,10,HC,truncated,10 HC truncated,interaction,496,4ac58df4,10,hard,10_hard_pruned,wrong,68,0,0,0,68
318,10,HC,truncated,10 HC truncated,interaction,496,4bfffc8c,10,hard,10_hard_pruned,wrong,8,0,0,0,8
319,10,HC,truncated,10 HC truncated,interaction,496,4cf589a5,10,hard,10_hard_pruned,validatedCorrect,102,100,1,1,102
320,10,HC,truncated,10 HC truncated,interaction,496,50f6b001,10,hard,10_hard_pruned,wrong,27,0,0,0,27
321,10,HC,truncated,10 HC truncated,interaction,496,51b4380a,10,hard,10_hard_pruned,solvedCorrect,3,0,0,1,3
322,10,HC,truncated,10 HC truncated,interaction,496,56b584cf,10,hard,10_hard_pruned,validatedCorrect,14,100,1,1,14
323,10,HC,truncated,10 HC truncated,interaction,496,5bc4f225,10,hard,10_hard_pruned,validatedCorrect,14,100,1,1,14
324,10,HC,truncated,10 HC truncated,interaction,496,62e6aa66,10,hard,10_hard_pruned,wrong,36,0,0,0,36
325,10,HC,truncated,10 HC truncated,interaction,496,71c6b3a3,10,hard,10_hard_pruned,validatedCorrect,27,100,1,1,27
326,10,HC,truncated,10 HC truncated,interaction,496,72f6b345,10,hard,10_hard_pruned,wrong,7,0,0,0,7
327,10,HC,truncated,10 HC truncated,interaction,496,74d43e43,10,hard,10_hard_pruned,validatedCorrect,7,100,1,1,7
328,10,HC,truncated,10 HC truncated,interaction,496,77ba7edc,10,hard,10_hard_pruned,wrong,12,0,0,0,12
329,10,HC,truncated,10 HC truncated,interaction,496,78f29cf9,10,hard,10_hard_pruned,validatedCorrect,55,100,1,1,55
330,10,HC,truncated,10 HC truncated,interaction,496,7cd6b177,10,hard,10_hard_pruned,validatedCorrect,16,100,1,1,16
331,10,HC,truncated,10 HC truncated,interaction,496,7dea8d37,10,hard,10_hard_pruned,wrong,95,0,0,0,95
332,10,HC,truncated,10 HC truncated,interaction,496,7ef11f8d,10,hard,10_hard_pruned,wrong,33,0,0,0,33
333,10,HC,truncated,10 HC truncated,interaction,496,80e591d4,10,hard,10_hard_pruned,validatedCorrect,14,100,1,1,14
334,10,HC,truncated,10 HC truncated,interaction,496,86b58ffd,10,hard,10_hard_pruned,validatedCorrect,5,100,1,1,5
335,10,HC,truncated,10 HC truncated,interaction,496,86f596b5,10,hard,10_hard_pruned,wrong,1,0,0,0,1
336,10,HC,truncated,10 HC truncated,interaction,496,8aa6d830,10,hard,10_hard_pruned,validatedCorrect,66,100,1,1,66
337,10,HC,truncated,10 HC truncated,interaction,496,8ea50714,10,hard,10_hard_pruned,wrong,53,0,0,0,53
338,10,HC,truncated,10 HC truncated,interaction,496,92e1b770,10,hard,10_hard_pruned,solvedCorrect,1,0,0,1,1
339,10,HC,truncated,10 HC truncated,interaction,496,94a1a7e0,10,hard,10_hard_pruned,validatedCorrect,17,100,1,1,17
340,10,HC,truncated,10 HC truncated,interaction,496,98c10b8a,10,hard,10_hard_pruned,wrong,15,0,0,0,15
341,10,HC,truncated,10 HC truncated,interaction,496,99b587e6,10,hard,10_hard_pruned,validatedCorrect,9,100,1,1,9
342,10,HC,truncated,10 HC truncated,interaction,496,9be580e5,10,hard,10_hard_pruned,validatedCorrect,16,100,1,1,16
343,10,HC,truncated,10 HC truncated,interaction,496,9df449da,10,hard,10_hard_pruned,wrong,20,0,0,0,20
344,10,HC,truncated,10 HC truncated,interaction,496,9ed6aa41,10,hard,10_hard_pruned,wrong,5,0,0,0,5
345,10,HC,truncated,10 HC truncated,interaction,496,a0a14678,10,hard,10_hard_pruned,wrong,26,0,0,0,26
346,10,HC,truncated,10 HC truncated,interaction,496,a0d6aab7,10,hard,10_hard_pruned,wrong,14,0,0,0,14
347,10,HC,truncated,10 HC truncated,interaction,496,a1b6b72c,10,hard,10_hard_pruned,validatedCorrect,3,100,1,1,3
348,10,HC,truncated,10 HC truncated,interaction,496,a5d2fa66,10,hard,10_hard_pruned,validatedCorrect,9,100,1,1,9
349,10,HC,truncated,10 HC truncated,interaction,496,abeedf8b,10,hard,10_hard_pruned,validatedCorrect,1,100,1,1,1
350,10,HC,truncated,10 HC truncated,interaction,496,acdac85f,10,hard,10_hard_pruned,wrong,57,0,0,0,57
351,10,HC,truncated,10 HC truncated,interaction,496,afe6c7c5,10,hard,10_hard_pruned,solvedCorrect,21,0,0,1,21
352,10,HC,truncated,10 HC truncated,interaction,496,b2e29cb8,10,hard,10_hard_pruned,wrong,17,0,0,0,17
353,10,HC,truncated,10 HC truncated,interaction,496,b3b1b79a,10,hard,10_hard_pruned,wrong,7,0,0,0,7
354,10,HC,truncated,10 HC truncated,interaction,496,b8bac8b7,10,hard,10_hard_pruned,wrong,22,0,0,0,22
355,10,HC,truncated,10 HC truncated,interaction,496,bacbc468,10,hard,10_hard_pruned,validatedCorrect,5,100,1,1,5
356,10,HC,truncated,10 HC truncated,interaction,496,bcf51783,10,hard,10_hard_pruned,wrong,9,0,0,0,9
357,10,HC,truncated,10 HC truncated,interaction,496,c0e2ec1e,10,hard,10_hard_pruned,validatedCorrect,10,100,1,1,10
358,10,HC,truncated,10 HC truncated,interaction,496,c2cbff2e,10,hard,10_hard_pruned,solvedCorrect,3,0,0,1,3
359,10,HC,truncated,10 HC truncated,interaction,496,c4d6cb2d,10,hard,10_hard_pruned,wrong,7,0,0,0,7
360,10,HC,truncated,10 HC truncated,interaction,496,cce7504c,10,hard,10_hard_pruned,wrong,81,0,0,0,81
361,10,HC,truncated,10 HC truncated,interaction,496,cdc514e1,10,hard,10_hard_pruned,wrong,68,0,0,0,68
362,10,HC,truncated,10 HC truncated,interaction,496,ceb154c1,10,hard,10_hard_pruned,validatedCorrect,50,100,1,1,50
363,10,HC,truncated,10 HC truncated,interaction,496,d1cac84b,10,hard,10_hard_pruned,wrong,67,0,0,0,67
364,10,HC,truncated,10 HC truncated,interaction,496,d5a6aafd,10,hard,10_hard_pruned,wrong,5,0,0,0,5
365,10,HC,truncated,10 HC truncated,interaction,496,d8d6bed1,10,hard,10_hard_pruned,validatedCorrect,32,100,1,1,32
366,10,HC,truncated,10 HC truncated,interaction,496,d9d6ae3e,10,hard,10_hard_pruned,wrong,2,0,0,0,2
367,10,HC,truncated,10 HC truncated,interaction,496,d9e4f7e5,10,hard,10_hard_pruned,wrong,7,0,0,0,7
368,10,HC,truncated,10 HC truncated,interaction,496,daa59c50,10,hard,10_hard_pruned,solvedCorrect,3,0,0,1,3
369,10,HC,truncated,10 HC truncated,interaction,496,dfe6bb89,10,hard,10_hard_pruned,wrong,14,0,0,0,14
370,10,HC,truncated,10 HC truncated,interaction,496,e0e580d6,10,hard,10_hard_pruned,wrong,13,0,0,0,13
371,10,HC,truncated,10 HC truncated,interaction,496,e2a43b2c,10,hard,10_hard_pruned,solvedCorrect,7,0,0,1,7
372,10,HC,truncated,10 HC truncated,interaction,496,e2b10de5,10,hard,10_hard_pruned,validatedCorrect,36,100,1,1,36
373,10,HC,truncated,10 HC truncated,interaction,496,e6efec72,10,hard,10_hard_pruned,solvedCorrect,52,0,0,1,52
374,10,HC,truncated,10 HC truncated,interaction,496,edfff93e,10,hard,10_hard_pruned,wrong,13,0,0,0,13
375,10,HC,truncated,10 HC truncated,interaction,496,efd4fa4a,10,hard,10_hard_pruned,wrong,27,0,0,0,27
376,10,HC,truncated,10 HC truncated,interaction,496,f3b42f94,10,hard,10_hard_pruned,wrong,46,0,0,0,46
377,10,HC,truncated,10 HC truncated,interaction,496,f3f4f4ae,10,hard,10_hard_pruned,wrong,7,0,0,0,7
378,10,HC,truncated,10 HC truncated,interaction,496,f4c4f33c,10,hard,10_hard_pruned,wrong,23,0,0,0,23
379,10,HC,truncated,10 HC truncated,interaction,496,f6e6ab7c,10,hard,10_hard_pruned,validatedCorrect,19,100,1,1,19
380,10,HC,truncated,10 HC truncated,interaction,496,fab14685,10,hard,10_hard_pruned,validatedCorrect,7,100,1,1,7
381,10,HC,truncated,10 HC truncated,interaction,496,fbf441ba,10,hard,10_hard_pruned,validatedCorrect,7,100,1,1,7
382,10,HC,truncated,10 HC truncated,interaction,496,fcb764e3,10,hard,10_hard_pruned,validatedCorrect,25,100,1,1,25
383,10,DC,full,10 DC full,interaction,97098,15b2249e,10,medium,10_medium_full,wrong,7,0,0,0,7
384,10,DC,full,10 DC full,interaction,97098,18c75602,10,medium,10_medium_full,validatedCorrect,32,100,1,1,32
385,10,DC,full,10 DC full,interaction,97098,1ab6da15,10,medium,10_medium_full,wrong,77,0,0,0,77
386,10,DC,full,10 DC full,interaction,97098,1debf4d1,10,medium,10_medium_full,wrong,1,0,0,0,1
387,10,DC,full,10 DC full,interaction,97098,1fa5910b,10,medium,10_medium_full,solvedCorrect,8,0,0,1,8
388,10,DC,full,10 DC full,interaction,97098,21d292ce,10,medium,10_medium_full,wrong,38,0,0,0,38
389,10,DC,full,10 DC full,interaction,97098,28a580c4,10,medium,10_medium_full,solvedCorrect,68,0,0,1,68
390,10,DC,full,10 DC full,interaction,97098,33bbca9a,10,medium,10_medium_full,wrong,22,0,0,0,22
391,10,DC,full,10 DC full,interaction,97098,34d51755,10,medium,10_medium_full,validatedCorrect,7,100,1,1,7
392,10,DC,full,10 DC full,interaction,97098,36c1af0c,10,medium,10_medium_full,wrong,19,0,0,0,19
393,10,DC,full,10 DC full,interaction,97098,36ebe4da,10,medium,10_medium_full,wrong,9,0,0,0,9
394,10,DC,full,10 DC full,interaction,97098,38a1a872,10,medium,10_medium_full,wrong,7,0,0,0,7
395,10,DC,full,10 DC full,interaction,97098,38cbc1f6,10,medium,10_medium_full,wrong,49,0,0,0,49
396,10,DC,full,10 DC full,interaction,97098,39b67ab6,10,medium,10_medium_full,wrong,11,0,0,0,11
397,10,DC,full,10 DC full,interaction,97098,40f6b779,10,medium,10_medium_full,wrong,1,0,0,0,1
398,10,DC,full,10 DC full,interaction,97098,48ec02bc,10,medium,10_medium_full,solvedCorrect,54,0,0,1,54
399,10,DC,full,10 DC full,interaction,97098,4cb73467,10,medium,10_medium_full,wrong,67,0,0,0,67
400,10,DC,full,10 DC full,interaction,97098,4cffe209,10,medium,10_medium_full,wrong,43,0,0,0,43
401,10,DC,full,10 DC full,interaction,97098,4de4f27d,10,medium,10_medium_full,wrong,45,0,0,0,45
402,10,DC,full,10 DC full,interaction,97098,4ffbe4e0,10,medium,10_medium_full,wrong,1,0,0,0,1
403,10,DC,full,10 DC full,interaction,97098,50b147cb,10,medium,10_medium_full,wrong,3,0,0,0,3
404,10,DC,full,10 DC full,interaction,97098,52e6cdec,10,medium,10_medium_full,wrong,1,0,0,0,1
405,10,DC,full,10 DC full,interaction,97098,53d72c88,10,medium,10_medium_full,wrong,1,0,0,0,1
406,10,DC,full,10 DC full,interaction,97098,54d4fd9d,10,medium,10_medium_full,wrong,94,0,0,0,94
407,10,DC,full,10 DC full,interaction,97098,54f6b927,10,medium,10_medium_full,wrong,25,0,0,0,25
408,10,DC,full,10 DC full,interaction,97098,5eb14b17,10,medium,10_medium_full,solvedCorrect,34,0,0,1,34
409,10,DC,full,10 DC full,interaction,97098,61d43874,10,medium,10_medium_full,wrong,1,0,0,0,1
410,10,DC,full,10 DC full,interaction,97098,63a146c7,10,medium,10_medium_full,wrong,30,0,0,0,30
411,10,DC,full,10 DC full,interaction,97098,6db6d284,10,medium,10_medium_full,wrong,3,0,0,0,3
412,10,DC,full,10 DC full,interaction,97098,6dd588e6,10,medium,10_medium_full,wrong,18,0,0,0,18
413,10,DC,full,10 DC full,interaction,97098,72e6961c,10,medium,10_medium_full,validatedCorrect,5,100,1,1,5
414,10,DC,full,10 DC full,interaction,97098,74b149ab,10,medium,10_medium_full,wrong,3,0,0,0,3
415,10,DC,full,10 DC full,interaction,97098,76abf978,10,medium,10_medium_full,wrong,39,0,0,0,39
416,10,DC,full,10 DC full,interaction,97098,7ab580f1,10,medium,10_medium_full,wrong,18,0,0,0,18
417,10,DC,full,10 DC full,interaction,97098,81a10227,10,medium,10_medium_full,wrong,27,0,0,0,27
418,10,DC,full,10 DC full,interaction,97098,81a6c621,10,medium,10_medium_full,wrong,29,0,0,0,29
419,10,DC,full,10 DC full,interaction,97098,82e14880,10,medium,10_medium_full,wrong,24,0,0,0,24
420,10,DC,full,10 DC full,interaction,97098,84a58fb6,10,medium,10_medium_full,wrong,1,0,0,0,1
421,10,DC,full,10 DC full,interaction,97098,84a6ce10,10,medium,10_medium_full,wrong,31,0,0,0,31
422,10,DC,full,10 DC full,interaction,97098,85a6d8cb,10,medium,10_medium_full,solvedCorrect,1,0,0,1,1
423,10,DC,full,10 DC full,interaction,97098,85e50169,10,medium,10_medium_full,wrong,24,0,0,0,24
424,10,DC,full,10 DC full,interaction,97098,89fbc220,10,medium,10_medium_full,validatedCorrect,9,100,1,1,9
425,10,DC,full,10 DC full,interaction,97098,8cc432fc,10,medium,10_medium_full,wrong,20,0,0,0,20
426,10,DC,full,10 DC full,interaction,97098,8fa6d75f,10,medium,10_medium_full,solvedCorrect,20,0,0,1,20
427,10,DC,full,10 DC full,interaction,97098,92f58f05,10,medium,10_medium_full,wrong,35,0,0,0,35
428,10,DC,full,10 DC full,interaction,97098,93c6d00d,10,medium,10_medium_full,solvedCorrect,79,0,0,1,79
429,10,DC,full,10 DC full,interaction,97098,93c70cc1,10,medium,10_medium_full,validatedCorrect,18,100,1,1,18
430,10,DC,full,10 DC full,interaction,97098,94f5a0a9,10,medium,10_medium_full,wrong,7,0,0,0,7
431,10,DC,full,10 DC full,interaction,97098,96abd246,10,medium,10_medium_full,wrong,7,0,0,0,7
432,10,DC,full,10 DC full,interaction,97098,98ef1a30,10,medium,10_medium_full,wrong,7,0,0,0,7
433,10,DC,full,10 DC full,interaction,97098,9aa6cdee,10,medium,10_medium_full,wrong,10,0,0,0,10
434,10,DC,full,10 DC full,interaction,97098,9de17b3b,10,medium,10_medium_full,wrong,131,0,0,0,131
435,10,DC,full,10 DC full,interaction,97098,9ea4fe94,10,medium,10_medium_full,wrong,11,0,0,0,11
436,10,DC,full,10 DC full,interaction,97098,a0a4f4ea,10,medium,10_medium_full,wrong,30,0,0,0,30
437,10,DC,full,10 DC full,interaction,97098,a5e116c5,10,medium,10_medium_full,wrong,9,0,0,0,9
438,10,DC,full,10 DC full,interaction,97098,a7a2ecf3,10,medium,10_medium_full,wrong,25,0,0,0,25
439,10,DC,full,10 DC full,interaction,97098,a7b511d6,10,medium,10_medium_full,wrong,98,0,0,0,98
440,10,DC,full,10 DC full,interaction,97098,a8b44557,10,medium,10_medium_full,wrong,75,0,0,0,75
441,10,DC,full,10 DC full,interaction,97098,adf58cf8,10,medium,10_medium_full,wrong,1,0,0,0,1
442,10,DC,full,10 DC full,interaction,97098,b0d5043d,10,medium,10_medium_full,wrong,33,0,0,0,33
443,10,DC,full,10 DC full,interaction,97098,b3dbd892,10,medium,10_medium_full,wrong,10,0,0,0,10
444,10,DC,full,10 DC full,interaction,97098,b9bbc96c,10,medium,10_medium_full,solvedCorrect,16,0,0,1,16
445,10,DC,full,10 DC full,interaction,97098,b9c59db1,10,medium,10_medium_full,wrong,44,0,0,0,44
446,10,DC,full,10 DC full,interaction,97098,bca124ea,10,medium,10_medium_full,solvedCorrect,7,0,0,1,7
447,10,DC,full,10 DC full,interaction,97098,bdf2527a,10,medium,10_medium_full,solvedCorrect,17,0,0,1,17
448,10,DC,full,10 DC full,interaction,97098,bfabcc7d,10,medium,10_medium_full,wrong,10,0,0,0,10
449,10,DC,full,10 DC full,interaction,97098,c3b45154,10,medium,10_medium_full,wrong,6,0,0,0,6
450,10,DC,full,10 DC full,interaction,97098,c5d58198,10,medium,10_medium_full,wrong,57,0,0,0,57
451,10,DC,full,10 DC full,interaction,97098,c6c100be,10,medium,10_medium_full,wrong,74,0,0,0,74
452,10,DC,full,10 DC full,interaction,97098,c7b1e912,10,medium,10_medium_full,wrong,8,0,0,0,8
453,10,DC,full,10 DC full,interaction,97098,cbc42ba3,10,medium,10_medium_full,wrong,16,0,0,0,16
454,10,DC,full,10 DC full,interaction,97098,d0e4332c,10,medium,10_medium_full,wrong,99,0,0,0,99
455,10,DC,full,10 DC full,interaction,97098,d2b6cfbb,10,medium,10_medium_full,solvedCorrect,24,0,0,1,24
456,10,DC,full,10 DC full,interaction,97098,d4f331ad,10,medium,10_medium_full,wrong,40,0,0,0,40
457,10,DC,full,10 DC full,interaction,97098,d8d2a375,10,medium,10_medium_full,wrong,1,0,0,0,1
458,10,DC,full,10 DC full,interaction,97098,d8e6ea40,10,medium,10_medium_full,wrong,36,0,0,0,36
459,10,DC,full,10 DC full,interaction,97098,dae59162,10,medium,10_medium_full,validatedCorrect,71,100,1,1,71
460,10,DC,full,10 DC full,interaction,97098,dba1b189,10,medium,10_medium_full,wrong,116,0,0,0,116
461,10,DC,full,10 DC full,interaction,97098,dde2a9c5,10,medium,10_medium_full,validatedCorrect,28,100,1,1,28
462,10,DC,full,10 DC full,interaction,97098,e0a10efa,10,medium,10_medium_full,wrong,8,0,0,0,8
463,10,DC,full,10 DC full,interaction,97098,e0a44f08,10,medium,10_medium_full,wrong,14,0,0,0,14
464,10,DC,full,10 DC full,interaction,97098,e0b14a0b,10,medium,10_medium_full,wrong,55,0,0,0,55
465,10,DC,full,10 DC full,interaction,97098,e0b1b70d,10,medium,10_medium_full,wrong,7,0,0,0,7
466,10,DC,full,10 DC full,interaction,97098,e3a4effd,10,medium,10_medium_full,wrong,43,0,0,0,43
467,10,DC,full,10 DC full,interaction,97098,e4e447e2,10,medium,10_medium_full,wrong,13,0,0,0,13
468,10,DC,full,10 DC full,interaction,97098,e5b69f84,10,medium,10_medium_full,wrong,7,0,0,0,7
