userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
17e120dd,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,108521,,,,,,,99999,,6.727,6.727,click,,2,,1.51E+12
17e120dd,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,132856,,,,,,,99999,,6.582,6.582,click,,2,,1.51E+12
17e120dd,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,153242,,,,,,,99999,,9.594,9.594,click,,2,,1.51E+12
17e120dd,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,230808,,,,,,,-7.511044501,,11.236,13.037,undo,,6,,1.51E+12
17e120dd,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,259607,,,,,,,1.766010488,,3.557,3.557,click,,4,,1.51E+12
17e120dd,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,448077,,,,,,,0,,48.487,48.487,click,,9,,1.51E+12
20bfd7bd,6_hard_full,6,hard,full,wrong,reset,1.51E+12,33692,,,,,,,20000,,5.87,5.87,click,,5,,1.51E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51E+12,66769,,,,,,,0,,7.05,7.05,click,,9,,1.51E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51E+12,91633,,,,,,,-10005.45712,,3.987,3.987,click,,3,,1.51E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51E+12,94893,,,,,,,99999,,2.026,2.026,click,,2,,1.51E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51E+12,143135,,,,,,,99999,,48.242,50.268,reset,,0,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,37400,,,,,,,99999,,4.721,4.721,click,,2,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,91328,,,,,,,10007.15111,,9.9,9.9,click,,12,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,148439,,,,,,,-6.454377834,,6.009,6.009,click,,8,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,233131,,,,,,,0,,51.961,51.961,click,,9,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,63197,,,,,,,99999,,4.404,4.404,click,,2,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,113838,,,,,,,14.14,,5.078,5.078,click,,12,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,136195,,,,,,,-10001.37785,,4.387,4.387,click,,3,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,148682,,,,,,,-3.317121599,,2.683,2.683,click,,4,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,176051,,,,,,,-4.581632653,,5.299,5.299,click,,5,,1.51E+12
3df11bae,6_hard_full,6,hard,full,wrong,reset,1.51E+12,236009,,,,,,,10000.73785,,2.971,2.971,click,,9,,1.51E+12
3df11bae,6_hard_full,6,hard,full,wrong,reset,1.51E+12,288340,,,,,,,-10012.70875,,1.809,1.809,click,,6,,1.51E+12
3df11bae,6_hard_full,6,hard,full,wrong,reset,1.51E+12,435210,,,,,,,0,,71.838,71.838,click,,9,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,142589,,,,,,,-0.109410431,,0.817,0.817,click,,16,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,161480,,,,,,,20000,,9.184,9.184,click,,5,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,171935,,,,,,,5.457121599,,1.804,1.804,click,,3,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,176714,,,,,,,99999,,1.813,1.813,click,,2,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,186576,,,,,,,20000,,1.645,1.645,click,,5,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,195152,,,,,,,-5.946530612,,2.696,2.696,click,,3,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,222652,,,,,,,-5.470521542,,4.643,4.643,click,,8,,1.51E+12
67eac875,6_hard_full,6,hard,full,wrong,reset,1.51E+12,245973,,,,,,,20000,,4.986,4.986,click,,7,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,234641,,,,,,,-10010.58274,,4.985,4.985,click,,5,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,244558,,,,,,,99999,,4.534,4.534,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,271103,,,,,,,-10002.08333,,3.386,3.386,click,,3,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,289587,,,,,,,99999,,4.176,4.176,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,293847,,,,,,,99999,,2.02,2.02,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,303357,,,,,,,99999,,5.678,5.678,click,,1,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,347664,,,,,,,2.648161848,,5.208,5.208,click,,5,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,358743,,,,,,,99999,,2.137,2.137,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,370319,,,,,,,99999,,4.596,4.596,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,373178,,,,,,,99999,,1.363,1.363,click,,1,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,377704,,,,,,,99999,,2.508,2.508,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,391245,,,,,,,99999,,5.025,5.025,click,,2,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,458447,,,,,,,0,,0.828,5.333,undo,,10,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,502939,,,,,,,9988.72,,0.878,6.54,undo,,8,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,550367,,,,,,,-2.330907029,,2.692,2.692,click,,6,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,wrong,reset,1.51E+12,582863,,,,,,,20000,,3.649,3.649,click,,9,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,60517,,,,,,,20000,,7.064,7.064,click,,7,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,90557,,,,,,,-10017.23764,,1.641,1.641,click,,6,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,109755,,,,,,,99999,,3.753,3.753,click,,2,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,122702,,,,,,,9991.569613,,1.163,1.163,click,,3,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,304458,,,,,,,0,,102.901,102.901,click,,9,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,29621,,,,,,,7.276734694,,7.391,7.391,click,,4,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,58447,,,,,,,-10008.43039,,9.516,9.516,click,,4,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,64544,,,,,,,99999,,2.114,2.114,click,,2,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,73843,,,,,,,99999,,1.258,1.258,click,,2,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,94979,,,,,,,20000,,6.962,6.962,click,,5,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,103572,,,,,,,-10008.43039,,1.798,1.798,click,,3,,1.51E+12
87b50908,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,183326,,,,,,,0,,44.477,44.477,click,,9,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,101662,,,,,,,-10005.45712,,1.598,1.598,click,,4,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,115393,,,,,,,-10008.43039,,1.703,1.703,click,,4,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,167002,,,,,,,0,,5.585,5.585,click,,9,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,202193,,,,,,,-7.000521542,,1.699,1.699,click,,9,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,266416,,,,,,,2.387256236,,4.02,4.02,click,,6,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,291521,,,,,,,-0.400001417,,2.063,2.063,click,,7,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,329711,,,,,,,0,,1.402,5.29,undo,,8,,1.51E+12
8fc76287,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,430892,,,,,,,0,,79.716,79.716,click,,9,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,235648,,,,,,,99999,,1.898,1.898,click,,2,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,278912,,,,,,,-10000.63549,,30.016,30.016,click,,3,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,292936,,,,,,,1.872745181,,0.735,0.735,click,,10,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,352089,,,,,,,99999,,56.825,56.825,click,,1,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,464805,,,,,,,99999,,33.434,33.434,click,,1,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,476290,,,,,,,-10001.96313,,1.004,1.004,click,,4,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,482200,,,,,,,99999,,1.381,1.381,click,,2,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,486106,,,,,,,99999,,2.977,2.977,click,,1,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,500677,,,,,,,1.947460317,,2.245,2.245,click,,4,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,560539,,,,,,,0,,2.354,2.354,click,,6,,1.51E+12
91cfd7fb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,103875,,,,,,,9992.155622,,14.678,14.678,click,,7,,1.51E+12
91cfd7fb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,135085,,,,,,,99999,,3.904,3.904,click,,2,,1.51E+12
91cfd7fb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,548164,,,,,,,9986.904511,,187.801,187.801,click,,7,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,54135,,,,,,,2.387256236,,6.265,6.265,click,,6,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,79110,,,,,,,99999,,9.866,9.866,click,,1,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,104650,,,,,,,10010.40111,,1.204,1.204,click,,5,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,133104,,,,,,,99999,,10.205,10.205,click,,2,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,269520,,,,,,,99999,,1.037,20.705,undo,,0,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,277093,,,,,,,3.29163407,,1.519,1.519,click,,4,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,290603,,,,,,,99999,,3.718,3.718,click,,1,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,310858,,,,,,,99999,,8.96,8.96,click,,2,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,339699,,,,,,,99999,,19.734,19.734,click,,1,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,374034,,,,,,,7.734377834,,4.621,4.621,click,,6,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,414009,,,,,,,9994.542878,,23.12,23.12,click,,3,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,450064,,,,,,,99999,,5.089,5.089,click,,2,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,469920,,,,,,,-10008.43039,,1.882,1.882,click,,3,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,525471,,,,,,,2.15163407,,5.319,5.319,click,,3,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,wrong,reset,1.51E+12,549139,,,,,,,7.734377834,,4.839,4.839,click,,5,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,78927,,,,,,,1.598368764,,4.829,4.829,click,,4,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,102434,,,,,,,99999,,3.733,3.733,click,,2,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,137963,,,,,,,-10005.45712,,7.158,7.158,click,,3,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,161112,,,,,,,-10001.96313,,6.396,6.396,click,,3,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,246866,,,,,,,9994.307256,,59.252,59.252,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,115601,,,,,,,1.947460317,,29.217,29.217,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,148450,,,,,,,-8.430386905,,10.998,13.073,undo,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,183425,,,,,,,-10000.71007,,6.938,6.938,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,210897,,,,,,,4.264306973,,5.465,5.465,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,252265,,,,,,,10000.44274,,1.769,1.769,click,,6,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,306346,,,,,,,-10007.69223,,1.497,1.497,click,,7,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,323674,,,,,,,-10000.94622,,1.224,5.41,undo,,2,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,342320,,,,,,,0,,1.904,1.904,click,,6,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,411456,,,,,,,-6.221632653,,18.592,18.592,click,,13,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,428446,,,,,,,-10010.39,,1.068,5.143,undo,,4,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,452577,,,,,,,0,,8.818,8.818,click,,7,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,463345,,,,,,,99999,,3.225,3.225,click,,2,,1.51E+12
a2f6ba1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,49027,,,,,,,9994.307256,,30.146,30.146,click,,3,,1.51E+12
a2f6ba1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,185364,,,,,,,9994.307256,,93.702,93.702,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,52213,,,,,,,99999,,16.642,16.642,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,75109,,,,,,,2.274897959,,4.433,4.433,click,,6,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,86429,,,,,,,-10001.96313,,3.746,3.746,click,,4,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,99125,,,,,,,-10001.37785,,2.226,2.226,click,,4,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,152212,,,,,,,0,,11.408,11.408,click,,12,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,199645,,,,,,,9992.791246,,32.97,32.97,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,214813,,,,,,,99999,,12.562,12.562,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,230749,,,,,,,99999,,11.922,11.922,click,,1,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,277357,,,,,,,0,,5.145,5.145,click,,5,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,290349,,,,,,,99999,,4.522,4.522,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,336893,,,,,,,9992.791246,,6.546,6.546,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,340621,,,,,,,99999,,2.25,2.25,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,378797,,,,,,,-0.235622166,,9.586,9.586,click,,4,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,415020,,,,,,,99999,,5.026,5.026,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,422556,,,,,,,99999,,2.674,2.674,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,446380,,,,,,,10.62542092,,10.434,10.434,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,465941,,,,,,,99999,,2.932,2.932,click,,1,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,473781,,,,,,,99999,,3.698,3.698,click,,2,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,476701,,,,,,,99999,,1.915,1.915,click,,1,,1.51E+12
bae515f2,6_hard_full,6,hard,full,wrong,reset,1.51E+12,125559,,,,,,,-10005.45712,,2.855,2.855,click,,4,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,69258,,,,,,,9986.904511,,1.218,1.218,click,,7,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,136608,,,,,,,-10008.43039,,4.243,4.243,click,,4,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,182229,,,,,,,0,,0.927,0.927,click,,8,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,268660,,,,,,,0,,2.243,18.737,undo,,7,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,381687,,,,,,,20000,,56.396,56.396,click,,7,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,wrong,reset,1.51E+12,443749,,,,,,,0,,30.089,30.089,click,,9,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,115944,,,,,,,0,,29.642,29.642,click,,9,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,136031,,,,,,,-10005.45712,,11.993,11.993,click,,3,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,144231,,,,,,,99999,,2.105,2.105,click,,2,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,166767,,,,,,,-0.331632653,,9.688,9.688,click,,4,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,wrong,reset,1.51E+12,303680,,,,,,,9986.904511,,125.395,125.395,click,,7,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,69102,,,,,,,-10019.05712,,25.808,25.808,click,,5,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,92051,,,,,,,20000,,1.886,1.886,click,,7,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,125268,,,,,,,0,,5.913,5.913,click,,7,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,152702,,,,,,,10005.36111,,1.801,1.801,click,,8,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,177471,,,,,,,-10007.20875,,2.756,2.756,click,,4,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,186738,,,,,,,-10007.20875,,1.159,1.159,click,,4,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,192603,,,,,,,99999,,2.907,2.907,click,,2,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,200153,,,,,,,-10007.20875,,2.373,2.373,click,,3,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,216089,,,,,,,20000,,3.586,3.586,click,,5,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,231571,,,,,,,20000,,8.033,8.033,click,,5,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,validatedCorrect,reset,1.51E+12,235805,,,,,,,99999,,3.365,3.365,click,,1,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,111636,,,,,,,99999,,25.387,25.387,click,,2,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,141373,,,,,,,-10005.45712,,5.013,5.013,click,,3,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,149364,,,,,,,99999,,4.594,4.594,click,,1,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,157934,,,,,,,99999,,3.178,3.178,click,,2,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,299947,,,,,,,9992.155622,,32.789,32.789,click,,7,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,405531,,,,,,,0,,5.814,5.814,click,,8,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,459356,,,,,,,0,,10.494,10.494,click,,5,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,wrong,reset,1.51E+12,525446,,,,,,,-3.297464569,,4.1,4.1,click,,10,,1.51E+12
cceac8ca,6_hard_full,6,hard,full,wrong,reset,1.51E+12,86029,,,,,,,0,,27.971,27.971,click,,7,,1.51E+12
dbe71b15,6_hard_full,6,hard,full,wrong,reset,1.51E+12,81201,,,,,,,20000,,0.898,0.898,click,,7,,1.51E+12
dbe71b15,6_hard_full,6,hard,full,wrong,reset,1.51E+12,91258,,,,,,,99999,,3.861,3.861,click,,2,,1.51E+12
dcc4f10e,6_hard_full,6,hard,full,wrong,reset,1.51E+12,67737,,,,,,,20000,,3.857,3.857,click,,5,,1.51E+12
dcc4f10e,6_hard_full,6,hard,full,wrong,reset,1.51E+12,86151,,,,,,,0,,4.209,4.209,click,,5,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,43879,,,,,,,99999,,5.167,5.167,click,,2,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,60352,,,,,,,-10000.63549,,0.952,0.952,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,80359,,,,,,,-10001.37785,,0.95,0.95,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,107194,,,,,,,-10008.43039,,0.953,0.953,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,118232,,,,,,,-10000.55385,,0.791,0.791,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,176808,,,,,,,0.111111111,,2.27,2.27,click,,11,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,wrong,reset,1.51E+12,236005,,,,,,,1.766010488,,54.518,54.518,click,,3,,1.51E+12
eec7360c,6_hard_full,6,hard,full,solvedCorrect,reset,1.51E+12,52149,,,,,,,99999,,6.628,6.628,click,,2,,1.51E+12
efebc5bb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,216463,,,,,,,-4.762152778,,4.433,4.433,click,,5,,1.51E+12
efebc5bb,6_hard_full,6,hard,full,wrong,reset,1.51E+12,489447,,,,,,,-10008.43039,,234.47,234.47,click,,4,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,wrong,reset,1.51E+12,56565,,,,,,,99999,,9.475,9.475,click,,1,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,wrong,reset,1.51E+12,103561,,,,,,,1.121109694,,14.165,14.165,click,,3,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,wrong,reset,1.51E+12,112423,,,,,,,-10005.45712,,1.33,1.33,click,,3,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,wrong,reset,1.51E+12,190304,,,,,,,2.35600907,,8.579,8.579,click,,6,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,53070,,,,,,,99999,,3.512,3.512,click,,2,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,68572,,,,,,,99999,,12.749,12.749,click,,1,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,104643,,,,,,,1.472222222,,29.922,29.922,click,,3,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,145576,,,,,,,-4.138888889,,1.767,1.767,click,,6,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,180736,,,,,,,-10008.43039,,0.639,0.639,click,,4,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,290553,,,,,,,-10012.70875,,2.554,2.554,click,,6,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,312899,,,,,,,99999,,5.439,5.439,click,,2,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,wrong,reset,1.51E+12,474683,,,,,,,9998.25,,6.097,6.097,click,,20,,1.51E+12
