,board_state,player,probs_blocking,probs_density,probs_interaction
0,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 0], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",1,"[[1.9993602047344856e-05, -1e-05, -2e-05, -2e-05, 0.0011237968405255947, 0.048587336095090347], [1.9993602047344856e-05, -2e-05, -1e-05, -1e-05, 0.048587336095090347, 0.44154128899334733], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0016143760576270393, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0059043411338678123, -2e-05, -2e-05, 0.0050533363695081648, 0.44154128899334733], [0.00051057281914878932, 0.0014917312533516782, 0.0014917312533516782, 0.0014917312533516782, 0.0010011520362502334, 1.9993602047344856e-05]]","[[0.050003998720409448, -1e-05, -2e-05, -2e-05, 0.062499999999999979, 0.037507997440818924], [0.07499600127959051, -2e-05, -1e-05, -1e-05, 0.12498000639795261, 0.087492002559181034], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.11248400511836208, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.07499600127959051, -2e-05, -2e-05, 0.087492002559181034, 0.062499999999999979], [0.037507997440818924, 0.050003998720409448, 0.037507997440818924, 0.037507997440818924, 0.037507997440818924, 0.0250119961612284]]","[[1.9993602047344856e-05, -1e-05, -2e-05, -2e-05, 0.0012292809967136573, 0.0060664305753789071], [1.9993602047344856e-05, -2e-05, -1e-05, -1e-05, 0.0048571431807125955, 0.48373495146857232], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0017667420610097964, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0064666745393822962, -2e-05, -2e-05, 0.0055343441217257303, 0.48373495146857232], [0.00055745466634348373, 0.0016323767949357611, 0.0016323767949357611, 0.0016323767949357611, 0.0010949157306396225, 1.9993602047344856e-05]]"
1,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",2,"[[1.9994001799460156e-05, -1e-05, -2e-05, -2e-05, 0.044996276168274243, 0.044996276168274243], [1.9994001799460156e-05, -2e-05, -1e-05, -1e-05, 1.9994001799460156e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.046018464399330494, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.40889528642429757, -2e-05, -2e-05, 0.40889528642429757, 0.044996276168274243], [1.9994001799460156e-05, 0.0010421822328557054, 1.9994001799460156e-05, 1.9994001799460156e-05, 1.9994001799460156e-05, 1.9994001799460156e-05]]","[[0.058825881647270532, -1e-05, -2e-05, -2e-05, 0.08234823670545896, 0.047064704118176315], [0.08234823670545896, -2e-05, -1e-05, -1e-05, 0.10587059176364738, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.12939294682183583, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.094109414234553185, -2e-05, -2e-05, 0.08234823670545896, 0.047064704118176315], [0.023542349059987887, 0.047064704118176315, 0.07058705917636475, 0.058825881647270532, 0.047064704118176315, 0.023542349059987887]]","[[1.9994001799460163e-05, -1e-05, -2e-05, -2e-05, 0.0049025341237677539, 0.0049025341237677539], [1.9994001799460163e-05, -2e-05, -1e-05, -1e-05, 1.9994001799460163e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0061231691542598275, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.48827400619862882, -2e-05, -2e-05, 0.48827400619862882, 0.0061231691542598275], [1.9994001799460163e-05, 0.0012406290322915336, 1.9994001799460163e-05, 1.9994001799460163e-05, 1.9994001799460163e-05, 1.9994001799460163e-05]]"
2,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 0]]",1,"[[1.9994401567561086e-05, -1e-05, -2e-05, -2e-05, 0.0024283273301114999, 0.0024283273301114999], [1.9994401567561086e-05, -2e-05, -1e-05, -1e-05, 1.9994401567561086e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0034986975205754723, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.012858757171838896, -2e-05, -2e-05, 0.0024283273301114999, -1e-05], [0.001090364592031534, 0.0032311049729594793, 0.0032311049729594793, 0.0032311049729594793, 0.0021607347824955069, 0.96335316581914299]]","[[0.053338398581730471, -1e-05, -2e-05, -2e-05, 0.066667999626771196, 0.040008797536689733], [0.079997600671811914, -2e-05, -1e-05, -1e-05, 0.13331600485197481, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.11998640380693409, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.079997600671811914, -2e-05, -2e-05, 0.11998640380693409, -1e-05], [0.040008797536689733, 0.053338398581730471, 0.040008797536689733, 0.053338398581730471, 0.066667999626771196, 0.053338398581730471]]","[[1.9994401567561086e-05, -1e-05, -2e-05, -2e-05, 0.0024283273301114999, 0.0024283273301114999], [1.9994401567561086e-05, -2e-05, -1e-05, -1e-05, 1.9994401567561086e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0034986975205754723, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.012858757171838896, -2e-05, -2e-05, 0.0024283273301114999, -1e-05], [0.001090364592031534, 0.0032311049729594793, 0.0032311049729594793, 0.0032311049729594793, 0.0021607347824955069, 0.96335316581914299]]"
3,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 1], [0, 0, 0, 0, 0, 2]]",2,"[[1.9994801351648574e-05, -1e-05, -2e-05, -2e-05, 0.075731807148385843, 0.075731807148385843], [1.9994801351648574e-05, -2e-05, -1e-05, -1e-05, 1.9994801351648574e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.077452530156272972, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.68830919795620771, -2e-05, -2e-05, 0.075731807148385843, -1e-05], [1.9994801351648574e-05, 0.0017407178092387892, 0.0017407178092387892, 0.0017407178092387892, 0.0017407178092387892, -2e-05]]","[[0.059528332157448578, -1e-05, -2e-05, -2e-05, 0.083331667099887347, 0.047626664686229191], [0.083331667099887347, -2e-05, -1e-05, -1e-05, 0.10713500204232611, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.1309383369847649, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.095233334571106748, -2e-05, -2e-05, 0.10713500204232611, -1e-05], [0.023823329743790419, 0.047626664686229191, 0.071429999628667973, 0.071429999628667973, 0.071429999628667973, -2e-05]]","[[1.9994801351648567e-05, -1e-05, -2e-05, -2e-05, 0.0095187127831324412, 0.0095187127831324412], [1.9994801351648567e-05, -2e-05, -1e-05, -1e-05, 1.9994801351648567e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.011893392278577641, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.94989179297943094, -2e-05, -2e-05, 0.0095187127831324412, -1e-05], [1.9994801351648567e-05, 0.0023946742967968474, 0.0023946742967968474, 0.0023946742967968474, 0.0023946742967968474, -2e-05]]"
4,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 1, 1], [0, 0, 0, 0, 0, 2]]",1,"[[1.9995201151723588e-05, -1e-05, -2e-05, -2e-05, 0.097822609530234472, 0.097822609530234472], [1.9995201151723588e-05, -2e-05, -1e-05, -1e-05, 1.9995201151723588e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.14129043812093792, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.14129043812093792, -2e-05, -2e-05, -1e-05, -1e-05], [0.04348782379185516, 0.13042348097326203, 0.13042348097326203, 0.13042348097326203, 0.086955652382558618, -2e-05]]","[[0.059707162818237056, -1e-05, -2e-05, -2e-05, 0.074628954722508398, 0.044785370913965721], [0.089550746626779712, -2e-05, -1e-05, -1e-05, 0.14923791424386504, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.13431612233959372, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.089550746626779712, -2e-05, -2e-05, -1e-05, -1e-05], [0.044785370913965721, 0.059707162818237056, 0.059707162818237056, 0.089550746626779712, 0.10447253853105104, -2e-05]]","[[1.9995201151723588e-05, -1e-05, -2e-05, -2e-05, 0.097822609530234472, 0.097822609530234472], [1.9995201151723588e-05, -2e-05, -1e-05, -1e-05, 1.9995201151723588e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.14129043812093792, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.14129043812093792, -2e-05, -2e-05, -1e-05, -1e-05], [0.04348782379185516, 0.13042348097326203, 0.13042348097326203, 0.13042348097326203, 0.086955652382558618, -2e-05]]"
5,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 1, 1], [0, 0, 0, 0, 2, 2]]",2,"[[1.9995600967787088e-05, -1e-05, -2e-05, -2e-05, 0.16141683346834229, 0.16141683346834229], [1.9995600967787088e-05, -2e-05, -1e-05, -1e-05, 1.9995600967787088e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.16508494341987351, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.16508494341987351, -2e-05, -2e-05, -1e-05, -1e-05], [1.9995600967787088e-05, 0.016746576979950238, 0.16508494341987351, 0.16508494341987351, -2e-05, -2e-05]]","[[0.069449165628006279, -1e-05, -2e-05, -2e-05, 0.097220833638821683, 0.055563331622598577], [0.097220833638821683, -2e-05, -1e-05, -1e-05, 0.12499250164963704, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.15276416966045248, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.11110666764422937, -2e-05, -2e-05, -1e-05, -1e-05], [0.027791663611783177, 0.055563331622598577, 0.097220833638821683, 0.11110666764422937, -2e-05, -2e-05]]","[[1.9995600967787088e-05, -1e-05, -2e-05, -2e-05, 0.12284309736870172, 0.12284309736870172], [1.9995600967787088e-05, -2e-05, -1e-05, -1e-05, 1.9995600967787088e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.1535488728106352, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.1535488728106352, -2e-05, -2e-05, -1e-05, -1e-05], [1.9995600967787088e-05, 0.14003833161618445, 0.1535488728106352, 0.1535488728106352, -2e-05, -2e-05]]"
6,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 2], [1, 2, 2, 2, 1, 1], [2, 1, 1, 1, 2, 1], [1, 0, 2, 2, 1, 1], [0, 0, 0, 0, 2, 2]]",1,"[[1.9996000799840032e-05, -1e-05, -2e-05, -2e-05, 0.14061687662467504, 0.14061687662467504], [1.9996000799840032e-05, -2e-05, -1e-05, -1e-05, 1.9996000799840032e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 1.9996000799840032e-05, -2e-05, -2e-05, -1e-05, -1e-05], [0.062507498500299949, 0.12499500099980003, 0.26559188162367525, 0.26559188162367525, -2e-05, -2e-05]]","[[0.068971722896799953, -1e-05, -2e-05, -2e-05, 0.086209654620799991, 0.051733791172799921], [0.12068551806880003, -2e-05, -1e-05, -1e-05, 0.17239931324080013, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.13792344979280005, -2e-05, -2e-05, -1e-05, -1e-05], [0.068971722896799953, 0.086209654620799991, 0.086209654620799991, 0.12068551806880003, -2e-05, -2e-05]]","[[1.9996000799840032e-05, -1e-05, -2e-05, -2e-05, 0.14061687662467504, 0.14061687662467504], [1.9996000799840032e-05, -2e-05, -1e-05, -1e-05, 1.9996000799840032e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 1.9996000799840032e-05, -2e-05, -2e-05, -1e-05, -1e-05], [0.062507498500299949, 0.12499500099980003, 0.26559188162367525, 0.26559188162367525, -2e-05, -2e-05]]"
7,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 1], [2, 1, 1, 1, 2, 1], [1, 0, 2, 2, 1, 1], [0, 0, 0, 0, 2, 2]]",1,"[[1.9996400647883383e-05, -1e-05, -2e-05, -2e-05, 0.14061968845607789, 0.14061968845607789], [1.9996400647883383e-05, -2e-05, -1e-05, -1e-05, -1e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 1.9996400647883383e-05, -2e-05, -2e-05, -1e-05, -1e-05], [0.062508748425283464, 0.12499750044991902, 0.26559719250534908, 0.26559719250534908, -2e-05, -2e-05]]","[[0.076929229661737833, -1e-05, -2e-05, -2e-05, 0.13461115460755524, 0.096156537977010306], [0.13461115460755524, -2e-05, -1e-05, -1e-05, -1e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.15383846292282774, -2e-05, -2e-05, -1e-05, -1e-05], [0.076929229661737833, 0.096156537977010306, 0.096156537977010306, 0.13461115460755524, -2e-05, -2e-05]]","[[1.9996400647883383e-05, -1e-05, -2e-05, -2e-05, 0.14061968845607789, 0.14061968845607789], [1.9996400647883383e-05, -2e-05, -1e-05, -1e-05, -1e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 1.9996400647883383e-05, -2e-05, -2e-05, -1e-05, -1e-05], [0.062508748425283464, 0.12499750044991902, 0.26559719250534908, 0.26559719250534908, -2e-05, -2e-05]]"
8,"[[0, 1, 2, 2, 0, 2], [0, 2, 1, 1, 1, 2], [1, 2, 2, 2, 1, 1], [2, 1, 1, 1, 2, 1], [1, 0, 2, 2, 1, 1], [0, 0, 0, 0, 2, 2]]",2,"[[1.9996800511918095e-05, -1e-05, -2e-05, -2e-05, 0.81455362254055652, -2e-05], [1.9996800511918095e-05, -2e-05, -1e-05, -1e-05, -1e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 1.9996800511918095e-05, -2e-05, -2e-05, -1e-05, -1e-05], [1.9996800511918095e-05, 0.0020563308648620291, 0.091655029696266932, 0.091655029696266932, -2e-05, -2e-05]]","[[0.10000399936010239, -1e-05, -2e-05, -2e-05, 0.17999120140777472, -2e-05], [0.13999760038393858, -2e-05, -1e-05, -1e-05, -1e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.15999440089585665, -2e-05, -2e-05, -1e-05, -1e-05], [0.040013597824348102, 0.080007198848184288, 0.13999760038393858, 0.15999440089585665, -2e-05, -2e-05]]","[[1.9996800511918085e-05, -1e-05, -2e-05, -2e-05, 0.97310031368217065, -2e-05], [1.9996800511918085e-05, -2e-05, -1e-05, -1e-05, -1e-05, -2e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, -1e-05], [-2e-05, -1e-05, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 1.9996800511918085e-05, -2e-05, -2e-05, -1e-05, -1e-05], [1.9996800511918085e-05, 0.0024526975927160652, 0.012183500761532653, 0.012183500761532653, -2e-05, -2e-05]]"
9,"[[0, 1, 2, 2, 0, 0], [0, 2, 1, 1, 0, 1], [1, 2, 2, 2, 1, 0], [2, 0, 1, 1, 2, 1], [1, 0, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0]]",1,"[[1.9993602047344852e-05, -1e-05, -2e-05, -2e-05, 0.001121364668579538, 0.048480320529463827], [1.9993602047344852e-05, -2e-05, -1e-05, -1e-05, 0.44056842021492448, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.44056842021492448], [-2e-05, 0.0016108629203716235, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0058913752858898039, -2e-05, -2e-05, 0.0050422456654341452, 0.049581691595996021], [0.00050949185383943063, 0.0014884883574236021, 0.0025898594239557944, 0.0014884883574236021, 0.00099899010563151629, 1.9993602047344852e-05]]","[[0.049386912237466718, -1e-05, -2e-05, -2e-05, 0.074070371555176415, 0.049386912237466718], [0.074070371555176415, -2e-05, -1e-05, -1e-05, 0.12343729019059579, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.098753830872886098], [-2e-05, 0.11109556053174095, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.074070371555176415, -2e-05, -2e-05, 0.074070371555176415, 0.049386912237466718], [0.037045182578611877, 0.049386912237466718, 0.037045182578611877, 0.037045182578611877, 0.037045182578611877, 0.024703452919757032]]","[[1.9993602047344856e-05, -1e-05, -2e-05, -2e-05, 0.0012249083333204602, 0.0060445672584129211], [1.9993602047344856e-05, -2e-05, -1e-05, -1e-05, 0.48198588611129345, -1e-05], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.48198588611129345], [-2e-05, 0.001760425991664067, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0064433639799018633, -2e-05, -2e-05, 0.0055144047766527513, 0.0072494819896860366], [0.0005555112603909516, 0.0016265465770781652, 0.0028314613083512802, 0.0016265465770781652, 0.0010910289187345582, 1.9993602047344856e-05]]"
