0,99,186,10_easy_full,101,0
1,55,159,10_easy_full,101,0
2,95,213,10_easy_full,101,0
3,56,145,10_easy_full,100,0
4,79,151,10_easy_full,100,0
5,66,155,10_easy_full,100,0
6,67,175,10_easy_full,100,0
7,66,167,10_easy_full,101,0
8,54,135,10_easy_full,100,0
9,86,167,10_easy_full,100,0
10,45,152,10_easy_full,101,0
11,75,172,10_easy_full,101,0
12,20,140,10_easy_full,101,1
13,68,168,10_easy_full,100,0
14,65,161,10_easy_full,101,0
15,66,158,10_easy_full,101,0
16,54,149,10_easy_full,101,0
17,95,207,10_easy_full,101,0
18,84,169,10_easy_full,100,0
19,31,157,10_easy_full,101,0
20,85,146,10_easy_full,100,0
21,43,195,10_easy_full,101,0
22,66,172,10_easy_full,101,0
23,50,164,10_easy_full,100,1
24,64,204,10_easy_full,101,0
25,66,161,10_easy_full,101,0
26,45,154,10_easy_full,100,0
27,19,142,10_easy_full,100,0
28,19,146,10_easy_full,101,0
29,57,159,10_easy_full,101,0
30,75,203,10_easy_full,100,0
31,78,175,10_easy_full,100,0
32,75,172,10_easy_full,100,0
33,88,152,10_easy_full,100,0
34,89,210,10_easy_full,101,0
35,20,156,10_easy_full,100,1
36,6,145,10_easy_full,100,0
37,56,210,10_easy_full,102,0
38,55,158,10_easy_full,100,0
39,45,180,10_easy_full,101,0
40,80,190,10_easy_full,101,0
41,49,168,10_easy_full,101,0
42,55,169,10_easy_full,102,0
43,58,173,10_easy_full,101,0
44,95,183,10_easy_full,101,0
45,79,157,10_easy_full,100,0
46,74,202,10_easy_full,100,0
47,79,155,10_easy_full,100,0
48,84,159,10_easy_full,101,0
49,33,186,10_easy_full,102,0
0,60,103,10_easy_pruned,100,0
1,56,126,10_easy_pruned,100,0
2,30,113,10_easy_pruned,101,0
3,19,111,10_easy_pruned,100,0
4,64,129,10_easy_pruned,101,0
5,88,136,10_easy_pruned,100,0
6,20,110,10_easy_pruned,100,1
7,20,117,10_easy_pruned,100,1
8,55,110,10_easy_pruned,100,0
9,88,116,10_easy_pruned,100,0
10,86,103,10_easy_pruned,101,0
11,33,142,10_easy_pruned,101,0
12,66,111,10_easy_pruned,100,0
13,88,128,10_easy_pruned,101,0
14,20,111,10_easy_pruned,100,1
15,55,130,10_easy_pruned,101,0
16,20,112,10_easy_pruned,100,1
17,66,134,10_easy_pruned,101,0
18,20,122,10_easy_pruned,100,1
19,20,118,10_easy_pruned,100,1
20,95,144,10_easy_pruned,101,0
21,20,132,10_easy_pruned,100,1
22,57,108,10_easy_pruned,100,0
23,19,131,10_easy_pruned,100,0
24,90,105,10_easy_pruned,100,0
25,20,107,10_easy_pruned,101,1
