path,length,count,board
"[[6, 5, 1], [4, 4, 2]]",2,24,10_hard_full
"[[5, 9, 1], [4, 0, 2]]",2,1,10_hard_full
"[[7, 7, 1], [4, 5, 2]]",2,1,10_hard_full
"[[2, 3, 1], [7, 1, 2]]",2,2,10_hard_full
"[[6, 5, 1], [9, 7, 2]]",2,1,10_hard_full
"[[9, 5, 1], [4, 6, 2]]",2,2,10_hard_full
"[[3, 6, 1], [5, 3, 2]]",2,1,10_hard_full
"[[4, 4, 1], [4, 0, 2]]",2,10,10_hard_full
"[[4, 3, 1], [5, 9, 2]]",2,1,10_hard_full
"[[5, 7, 1], [1, 0, 2]]",2,1,10_hard_full
"[[0, 8, 1], [9, 0, 2]]",2,1,10_hard_full
"[[5, 3, 1], [0, 2, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [6, 8, 1]]",3,2,10_hard_full
"[[9, 1, 1], [8, 4, 2]]",2,5,10_hard_full
"[[8, 3, 1], [1, 2, 2]]",2,1,10_hard_full
"[[5, 8, 1], [8, 4, 2]]",2,1,10_hard_full
"[[5, 7, 1], [8, 4, 2]]",2,5,10_hard_full
"[[7, 3, 1], [2, 7, 2]]",2,1,10_hard_full
"[[4, 7, 1]]",1,7,10_hard_full
"[[6, 3, 1], [2, 4, 2]]",2,6,10_hard_full
"[[4, 4, 1], [3, 6, 2]]",2,5,10_hard_full
"[[7, 0, 1], [0, 7, 2]]",2,1,10_hard_full
"[[5, 8, 1], [4, 4, 2]]",2,1,10_hard_full
"[[3, 5, 1], [1, 8, 2]]",2,1,10_hard_full
"[[4, 3, 1], [5, 8, 2]]",2,11,10_hard_full
"[[5, 5, 1], [7, 6, 2]]",2,1,10_hard_full
"[[6, 5, 1], [8, 4, 2]]",2,18,10_hard_full
"[[3, 9, 1], [4, 4, 2]]",2,5,10_hard_full
"[[2, 9, 1], [4, 3, 2]]",2,13,10_hard_full
"[[6, 1, 1], [9, 3, 2]]",2,1,10_hard_full
"[[4, 8, 1], [8, 7, 2]]",2,1,10_hard_full
"[[0, 6, 1]]",1,25,10_hard_full
"[[2, 3, 1], [7, 0, 2]]",2,1,10_hard_full
"[[4, 6, 1], [2, 7, 2]]",2,1,10_hard_full
"[[6, 3, 1], [6, 8, 2]]",2,1,10_hard_full
"[[0, 8, 1], [6, 5, 2]]",2,2,10_hard_full
"[[4, 3, 1], [9, 6, 2]]",2,1,10_hard_full
"[[7, 3, 1], [7, 1, 2]]",2,2,10_hard_full
"[[9, 5, 1], [5, 6, 2]]",2,3,10_hard_full
"[[2, 3, 1], [4, 8, 2]]",2,2,10_hard_full
"[[6, 6, 1], [1, 8, 2]]",2,1,10_hard_full
"[[6, 9, 1], [8, 3, 2]]",2,1,10_hard_full
"[[9, 7, 1]]",1,3,10_hard_full
"[[2, 4, 1], [6, 0, 2], [4, 0, 1]]",3,5,10_hard_full
"[[4, 0, 1], [4, 6, 2]]",2,1,10_hard_full
"[[7, 4, 1], [1, 7, 2]]",2,1,10_hard_full
"[[2, 3, 1], [5, 7, 2]]",2,1,10_hard_full
"[[7, 4, 1], [1, 0, 2]]",2,2,10_hard_full
"[[2, 4, 1], [6, 0, 2], [9, 8, 1]]",3,3,10_hard_full
"[[4, 3, 1], [7, 0, 2]]",2,1,10_hard_full
"[[7, 4, 1], [4, 8, 2]]",2,1,10_hard_full
"[[7, 5, 1]]",1,1,10_hard_full
"[[2, 7, 1], [9, 7, 2]]",2,1,10_hard_full
"[[3, 6, 1], [8, 4, 2]]",2,3,10_hard_full
"[[0, 6, 1], [0, 9, 2]]",2,1,10_hard_full
"[[1, 8, 1], [4, 8, 2]]",2,1,10_hard_full
"[[8, 4, 1], [6, 6, 2]]",2,3,10_hard_full
"[[4, 4, 1], [3, 0, 2]]",2,4,10_hard_full
"[[4, 5, 1], [5, 6, 2]]",2,1,10_hard_full
"[[3, 5, 1], [8, 4, 2]]",2,3,10_hard_full
"[[5, 3, 1], [6, 7, 2]]",2,1,10_hard_full
"[[5, 8, 1], [2, 4, 2]]",2,1,10_hard_full
"[[7, 1, 1], [4, 4, 2], [2, 4, 1]]",3,1,10_hard_full
"[[1, 0, 1]]",1,1,10_hard_full
"[[4, 0, 1], [0, 1, 2]]",2,1,10_hard_full
"[[7, 3, 1], [6, 5, 2], [4, 3, 1], [5, 5, 2]]",4,1,10_hard_full
"[[4, 8, 1], [4, 3, 2]]",2,8,10_hard_full
"[[7, 4, 1], [6, 8, 2]]",2,2,10_hard_full
"[[1, 8, 1], [5, 5, 2]]",2,3,10_hard_full
"[[7, 4, 1], [3, 5, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [6, 5, 1]]",3,6,10_hard_full
"[[2, 9, 1], [5, 6, 2]]",2,1,10_hard_full
"[[6, 1, 1], [2, 4, 2], [4, 4, 1]]",3,2,10_hard_full
"[[0, 8, 1], [8, 0, 2]]",2,1,10_hard_full
"[[9, 5, 1], [1, 0, 2]]",2,1,10_hard_full
"[[4, 3, 1], [3, 8, 2]]",2,3,10_hard_full
"[[9, 5, 1]]",1,133,10_hard_full
"[[8, 4, 1], [7, 1, 2]]",2,1,10_hard_full
"[[6, 0, 1], [2, 4, 2], [4, 4, 1], [5, 7, 2]]",4,1,10_hard_full
"[[4, 3, 1], [6, 1, 2]]",2,1,10_hard_full
"[[7, 7, 1], [8, 7, 2]]",2,1,10_hard_full
"[[7, 1, 1]]",1,320,10_hard_full
"[[4, 6, 1], [3, 8, 2]]",2,1,10_hard_full
"[[2, 3, 1], [0, 7, 2]]",2,2,10_hard_full
"[[8, 7, 1], [5, 5, 2]]",2,1,10_hard_full
"[[4, 0, 1], [6, 5, 2]]",2,1,10_hard_full
"[[3, 6, 1], [4, 5, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [7, 3, 1]]",3,21,10_hard_full
"[[7, 7, 1], [4, 6, 2]]",2,1,10_hard_full
"[[5, 6, 1], [0, 6, 2]]",2,1,10_hard_full
"[[6, 1, 1], [5, 5, 2]]",2,9,10_hard_full
"[[4, 4, 1], [1, 0, 2]]",2,5,10_hard_full
"[[6, 5, 1], [0, 1, 2]]",2,1,10_hard_full
"[[6, 7, 1], [8, 7, 2], [9, 5, 1]]",3,1,10_hard_full
"[[6, 5, 1], [0, 5, 2]]",2,1,10_hard_full
"[[8, 3, 1], [6, 8, 2]]",2,1,10_hard_full
"[[6, 7, 1], [8, 7, 2]]",2,3,10_hard_full
"[[5, 3, 1], [6, 3, 2]]",2,2,10_hard_full
"[[4, 3, 1], [3, 9, 2]]",2,1,10_hard_full
"[[5, 9, 1], [4, 6, 2]]",2,1,10_hard_full
"[[7, 3, 1], [1, 6, 2]]",2,1,10_hard_full
"[[4, 3, 1], [6, 3, 2]]",2,4,10_hard_full
"[[2, 4, 1], [6, 0, 2], [5, 9, 1]]",3,2,10_hard_full
"[[9, 0, 1], [9, 5, 2]]",2,1,10_hard_full
"[[7, 3, 1]]",1,288,10_hard_full
"[[0, 5, 1], [9, 3, 2]]",2,1,10_hard_full
"[[8, 4, 1], [7, 6, 2]]",2,3,10_hard_full
"[[4, 4, 1], [9, 5, 2]]",2,1,10_hard_full
"[[7, 0, 1], [1, 0, 2]]",2,1,10_hard_full
"[[6, 7, 1], [7, 1, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [7, 1, 1]]",3,25,10_hard_full
"[[8, 8, 1]]",1,1,10_hard_full
"[[6, 1, 1], [6, 6, 2]]",2,2,10_hard_full
"[[4, 4, 1], [7, 6, 2]]",2,14,10_hard_full
"[[7, 1, 1], [8, 0, 2]]",2,2,10_hard_full
"[[5, 3, 1], [5, 6, 2]]",2,1,10_hard_full
"[[1, 6, 1], [8, 1, 2]]",2,1,10_hard_full
"[[4, 9, 1], [5, 5, 2]]",2,1,10_hard_full
"[[3, 5, 1], [4, 3, 2]]",2,26,10_hard_full
"[[1, 8, 1], [8, 4, 2]]",2,1,10_hard_full
"[[4, 3, 1], [0, 1, 2]]",2,1,10_hard_full
"[[3, 6, 1], [4, 8, 2]]",2,1,10_hard_full
"[[4, 4, 1], [5, 0, 2]]",2,2,10_hard_full
"[[6, 6, 1], [7, 6, 2]]",2,1,10_hard_full
"[[7, 3, 1], [4, 4, 2], [2, 4, 1]]",3,3,10_hard_full
"[[8, 4, 1], [1, 9, 2]]",2,2,10_hard_full
"[[7, 0, 1], [4, 3, 2]]",2,4,10_hard_full
"[[4, 3, 1], [1, 1, 2]]",2,1,10_hard_full
"[[2, 3, 1], [1, 4, 2]]",2,2,10_hard_full
"[[2, 4, 1], [6, 0, 2], [0, 5, 1]]",3,1,10_hard_full
"[[9, 0, 1], [3, 7, 2]]",2,1,10_hard_full
"[[2, 3, 1], [7, 5, 2]]",2,1,10_hard_full
"[[4, 3, 1], [8, 3, 2]]",2,8,10_hard_full
"[[8, 7, 1], [6, 5, 2]]",2,4,10_hard_full
"[[2, 3, 1], [4, 3, 2]]",2,34,10_hard_full
"[[7, 3, 1], [6, 9, 2]]",2,1,10_hard_full
"[[9, 1, 1], [4, 5, 2]]",2,2,10_hard_full
"[[6, 3, 1], [6, 0, 2]]",2,1,10_hard_full
"[[5, 3, 1], [2, 3, 2]]",2,1,10_hard_full
"[[6, 1, 1], [7, 5, 2]]",2,2,10_hard_full
"[[4, 4, 1], [8, 9, 2]]",2,1,10_hard_full
"[[0, 6, 1], [6, 7, 2]]",2,1,10_hard_full
"[[4, 6, 1], [4, 4, 2]]",2,28,10_hard_full
"[[6, 5, 1], [7, 6, 2]]",2,2,10_hard_full
"[[8, 3, 1], [0, 2, 2]]",2,1,10_hard_full
"[[7, 1, 1], [8, 0, 2], [4, 4, 1]]",3,1,10_hard_full
"[[8, 4, 1], [2, 3, 2]]",2,1,10_hard_full
"[[8, 4, 1], [7, 5, 2]]",2,1,10_hard_full
"[[4, 3, 1], [0, 6, 2]]",2,1,10_hard_full
"[[5, 3, 1], [6, 8, 2]]",2,2,10_hard_full
"[[6, 7, 1], [8, 1, 2]]",2,2,10_hard_full
"[[6, 9, 1], [7, 3, 2]]",2,1,10_hard_full
"[[3, 5, 1], [0, 6, 2]]",2,1,10_hard_full
"[[8, 4, 1], [4, 0, 2]]",2,1,10_hard_full
"[[7, 7, 1], [4, 3, 2]]",2,6,10_hard_full
"[[6, 7, 1], [5, 9, 2]]",2,1,10_hard_full
"[[4, 5, 1], [4, 6, 2]]",2,1,10_hard_full
"[[4, 4, 1], [2, 4, 2]]",2,5,10_hard_full
"[[2, 4, 1], [6, 0, 2], [7, 5, 1]]",3,10,10_hard_full
"[[5, 6, 1]]",1,35,10_hard_full
"[[4, 4, 1], [4, 7, 2]]",2,8,10_hard_full
"[[0, 8, 1], [5, 9, 2]]",2,1,10_hard_full
"[[6, 1, 1], [4, 4, 2], [2, 4, 1], [7, 4, 2]]",4,1,10_hard_full
"[[2, 3, 1], [6, 3, 2]]",2,1,10_hard_full
"[[4, 3, 1], [9, 1, 2]]",2,3,10_hard_full
"[[7, 3, 1], [6, 8, 2]]",2,1,10_hard_full
"[[4, 3, 1], [7, 6, 2]]",2,8,10_hard_full
"[[5, 7, 1], [2, 3, 2]]",2,1,10_hard_full
"[[4, 4, 1], [7, 7, 2]]",2,5,10_hard_full
"[[6, 0, 1], [2, 4, 2], [4, 4, 1], [3, 0, 2]]",4,1,10_hard_full
"[[4, 3, 1], [6, 7, 2]]",2,4,10_hard_full
"[[6, 7, 1], [2, 4, 2]]",2,2,10_hard_full
"[[4, 3, 1], [1, 8, 2]]",2,4,10_hard_full
"[[5, 9, 1], [6, 8, 2]]",2,2,10_hard_full
"[[7, 3, 1], [3, 6, 2]]",2,2,10_hard_full
"[[1, 7, 1], [4, 5, 2]]",2,1,10_hard_full
"[[4, 8, 1], [6, 5, 2]]",2,1,10_hard_full
"[[4, 3, 1], [4, 0, 2]]",2,3,10_hard_full
"[[9, 0, 1], [8, 7, 2]]",2,1,10_hard_full
"[[0, 8, 1]]",1,52,10_hard_full
"[[7, 1, 1], [3, 0, 2]]",2,1,10_hard_full
"[[7, 4, 1], [2, 0, 2]]",2,1,10_hard_full
"[[6, 1, 1], [9, 7, 2]]",2,1,10_hard_full
"[[2, 3, 1]]",1,191,10_hard_full
"[[7, 1, 1], [7, 7, 2]]",2,1,10_hard_full
"[[9, 0, 1], [4, 4, 2]]",2,4,10_hard_full
"[[4, 3, 1], [2, 4, 2]]",2,38,10_hard_full
"[[4, 6, 1], [4, 4, 2], [2, 4, 1]]",3,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [9, 1, 1]]",3,9,10_hard_full
"[[5, 7, 1], [4, 3, 2]]",2,17,10_hard_full
"[[7, 3, 1], [8, 7, 2]]",2,8,10_hard_full
"[[6, 0, 1], [2, 4, 2], [4, 4, 1], [6, 5, 2]]",4,2,10_hard_full
"[[6, 6, 1], [8, 3, 2]]",2,1,10_hard_full
"[[5, 7, 1], [4, 4, 2]]",2,16,10_hard_full
"[[5, 5, 1], [3, 8, 2], [3, 5, 1]]",3,1,10_hard_full
"[[9, 1, 1], [3, 7, 2]]",2,1,10_hard_full
"[[4, 4, 1], [7, 0, 2]]",2,1,10_hard_full
"[[0, 5, 1], [4, 5, 2]]",2,1,10_hard_full
"[[9, 5, 1], [2, 4, 2]]",2,4,10_hard_full
"[[1, 7, 1], [5, 7, 2]]",2,1,10_hard_full
"[[2, 3, 1], [3, 7, 2], [2, 4, 1]]",3,1,10_hard_full
"[[8, 4, 1], [1, 0, 2]]",2,1,10_hard_full
"[[9, 5, 1], [4, 5, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [2, 7, 1]]",3,5,10_hard_full
"[[2, 3, 1], [3, 5, 2]]",2,2,10_hard_full
"[[0, 5, 1], [5, 5, 2]]",2,3,10_hard_full
"[[2, 4, 1], [6, 0, 2], [0, 2, 1]]",3,6,10_hard_full
"[[9, 5, 1], [7, 3, 2]]",2,2,10_hard_full
"[[9, 1, 1], [1, 0, 2]]",2,1,10_hard_full
"[[7, 3, 1], [4, 3, 2], [1, 0, 1]]",3,1,10_hard_full
"[[4, 4, 1], [3, 5, 2]]",2,6,10_hard_full
"[[4, 4, 1], [7, 8, 2]]",2,5,10_hard_full
"[[3, 0, 1], [8, 7, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [9, 5, 1]]",3,11,10_hard_full
"[[3, 9, 1], [5, 6, 2]]",2,1,10_hard_full
"[[2, 7, 1], [9, 5, 2]]",2,1,10_hard_full
"[[4, 3, 1], [8, 7, 2]]",2,10,10_hard_full
"[[7, 1, 1], [2, 9, 2]]",2,1,10_hard_full
"[[2, 3, 1], [3, 0, 2]]",2,1,10_hard_full
"[[4, 0, 1], [5, 6, 2]]",2,1,10_hard_full
"[[6, 3, 1], [4, 3, 2]]",2,8,10_hard_full
"[[6, 0, 1], [2, 4, 2], [4, 4, 1], [3, 5, 2]]",4,1,10_hard_full
"[[8, 4, 1], [2, 4, 2]]",2,7,10_hard_full
"[[4, 3, 1], [4, 4, 2]]",2,159,10_hard_full
"[[5, 3, 1], [2, 4, 2]]",2,12,10_hard_full
"[[2, 3, 1], [0, 4, 2]]",2,1,10_hard_full
"[[2, 9, 1], [5, 7, 2]]",2,1,10_hard_full
"[[9, 2, 1]]",1,3,10_hard_full
"[[7, 7, 1], [8, 3, 2]]",2,1,10_hard_full
"[[5, 3, 1], [4, 4, 2]]",2,49,10_hard_full
"[[7, 1, 1], [3, 8, 2]]",2,1,10_hard_full
"[[4, 6, 1], [4, 5, 2]]",2,2,10_hard_full
"[[0, 4, 1], [4, 4, 2]]",2,3,10_hard_full
"[[4, 6, 1], [8, 3, 2]]",2,3,10_hard_full
"[[5, 3, 1], [1, 4, 2]]",2,2,10_hard_full
"[[6, 5, 1], [6, 6, 2]]",2,1,10_hard_full
"[[4, 3, 1], [4, 5, 2]]",2,14,10_hard_full
"[[2, 9, 1], [3, 7, 2]]",2,1,10_hard_full
"[[7, 7, 1], [6, 5, 2], [4, 3, 1]]",3,1,10_hard_full
"[[7, 1, 1], [9, 2, 2]]",2,1,10_hard_full
"[[3, 8, 1]]",1,7,10_hard_full
"[[4, 9, 1], [4, 4, 2]]",2,3,10_hard_full
"[[4, 3, 1], [1, 6, 2]]",2,2,10_hard_full
"[[4, 4, 1], [7, 4, 2]]",2,5,10_hard_full
"[[7, 7, 1], [4, 4, 2]]",2,3,10_hard_full
"[[2, 9, 1], [6, 8, 2]]",2,1,10_hard_full
"[[7, 3, 1], [1, 9, 2]]",2,1,10_hard_full
"[[3, 6, 1], [4, 4, 2]]",2,12,10_hard_full
"[[4, 4, 1], [2, 0, 2]]",2,3,10_hard_full
"[[4, 9, 1], [6, 7, 2]]",2,1,10_hard_full
"[[4, 4, 1], [3, 8, 2]]",2,7,10_hard_full
"[[4, 5, 1], [4, 4, 2]]",2,10,10_hard_full
"[[8, 3, 1], [4, 4, 2]]",2,4,10_hard_full
"[[2, 4, 1], [6, 0, 2], [8, 4, 1]]",3,9,10_hard_full
"[[5, 3, 1], [4, 0, 2]]",2,1,10_hard_full
"[[5, 3, 1], [8, 4, 2]]",2,20,10_hard_full
"[[2, 4, 1], [6, 0, 2], [2, 9, 1]]",3,2,10_hard_full
"[[1, 8, 1], [5, 3, 2]]",2,1,10_hard_full
"[[4, 0, 1]]",1,63,10_hard_full
"[[7, 4, 1], [6, 1, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [9, 0, 1]]",3,1,10_hard_full
"[[7, 0, 1], [5, 3, 2]]",2,1,10_hard_full
"[[3, 5, 1], [8, 7, 2]]",2,1,10_hard_full
"[[6, 5, 1], [4, 9, 2]]",2,3,10_hard_full
"[[8, 7, 1], [0, 6, 2]]",2,1,10_hard_full
"[[7, 1, 1], [8, 8, 2]]",2,3,10_hard_full
"[[4, 4, 1], [5, 5, 2]]",2,41,10_hard_full
"[[4, 8, 1], [7, 6, 2]]",2,1,10_hard_full
"[[2, 7, 1], [8, 1, 2]]",2,1,10_hard_full
"[[1, 7, 1], [8, 7, 2]]",2,1,10_hard_full
"[[4, 9, 1], [8, 4, 2]]",2,2,10_hard_full
"[[7, 3, 1], [8, 7, 2], [4, 6, 1]]",3,1,10_hard_full
"[[4, 8, 1], [4, 0, 2]]",2,1,10_hard_full
"[[0, 6, 1], [8, 4, 2]]",2,3,10_hard_full
"[[4, 6, 1], [7, 4, 2]]",2,1,10_hard_full
"[[7, 3, 1], [4, 0, 2]]",2,2,10_hard_full
"[[7, 4, 1], [9, 7, 2]]",2,1,10_hard_full
"[[4, 4, 1], [1, 4, 2]]",2,1,10_hard_full
"[[5, 9, 1], [2, 4, 2]]",2,4,10_hard_full
"[[4, 4, 1], [9, 9, 2]]",2,1,10_hard_full
"[[7, 3, 1], [6, 5, 2], [4, 3, 1]]",3,5,10_hard_full
"[[5, 3, 1], [7, 6, 2]]",2,1,10_hard_full
"[[5, 3, 1], [8, 3, 2]]",2,1,10_hard_full
"[[6, 5, 1], [4, 3, 2]]",2,2,10_hard_full
"[[7, 7, 1], [5, 6, 2]]",2,1,10_hard_full
"[[4, 3, 1], [1, 4, 2]]",2,5,10_hard_full
"[[2, 7, 1], [4, 3, 2]]",2,3,10_hard_full
"[[5, 5, 1], [4, 3, 2]]",2,11,10_hard_full
"[[7, 1, 1], [8, 4, 2]]",2,35,10_hard_full
"[[6, 1, 1], [2, 0, 2], [7, 1, 1]]",3,1,10_hard_full
"[[7, 0, 1], [5, 6, 2]]",2,1,10_hard_full
"[[0, 8, 1], [4, 3, 2]]",2,10,10_hard_full
"[[9, 5, 1], [7, 8, 2], [6, 7, 1]]",3,1,10_hard_full
"[[7, 4, 1], [0, 5, 2]]",2,2,10_hard_full
"[[9, 0, 1], [7, 3, 2]]",2,1,10_hard_full
"[[0, 4, 1], [7, 5, 2]]",2,1,10_hard_full
"[[4, 3, 1], [1, 0, 2]]",2,1,10_hard_full
"[[6, 7, 1], [4, 4, 2]]",2,13,10_hard_full
"[[9, 6, 1]]",1,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [3, 0, 1]]",3,2,10_hard_full
"[[2, 4, 1], [6, 0, 2], [8, 8, 1]]",3,4,10_hard_full
"[[2, 3, 1], [6, 8, 2]]",2,1,10_hard_full
"[[8, 3, 1]]",1,40,10_hard_full
"[[5, 3, 1], [4, 3, 2]]",2,40,10_hard_full
"[[3, 9, 1], [4, 3, 2]]",2,5,10_hard_full
"[[9, 1, 1], [5, 9, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [4, 9, 1]]",3,1,10_hard_full
"[[7, 4, 1], [8, 3, 2]]",2,2,10_hard_full
"[[7, 7, 1], [0, 4, 2]]",2,2,10_hard_full
"[[2, 4, 1], [6, 0, 2], [4, 7, 1]]",3,7,10_hard_full
"[[7, 1, 1], [9, 7, 2]]",2,3,10_hard_full
"[[3, 5, 1], [6, 5, 2]]",2,2,10_hard_full
"[[4, 3, 1], [2, 3, 2]]",2,5,10_hard_full
"[[6, 0, 1], [2, 4, 2]]",2,35,10_hard_full
"[[7, 1, 1], [6, 5, 2], [4, 3, 1]]",3,1,10_hard_full
"[[4, 4, 1], [6, 8, 2]]",2,3,10_hard_full
"[[4, 3, 1], [6, 5, 2]]",2,10,10_hard_full
"[[7, 1, 1], [8, 3, 2]]",2,7,10_hard_full
"[[6, 1, 1], [6, 7, 2]]",2,3,10_hard_full
"[[6, 5, 1], [8, 3, 2]]",2,1,10_hard_full
"[[7, 1, 1], [6, 1, 2]]",2,5,10_hard_full
"[[6, 6, 1], [3, 5, 2]]",2,1,10_hard_full
"[[6, 1, 1], [2, 0, 2]]",2,2,10_hard_full
"[[5, 3, 1], [4, 7, 2]]",2,1,10_hard_full
"[[6, 6, 1], [2, 4, 2]]",2,1,10_hard_full
"[[7, 7, 1]]",1,28,10_hard_full
"[[3, 7, 1], [8, 4, 2]]",2,2,10_hard_full
"[[3, 9, 1], [8, 4, 2]]",2,1,10_hard_full
"[[9, 5, 1], [3, 8, 2]]",2,1,10_hard_full
"[[4, 4, 1], [8, 0, 2]]",2,2,10_hard_full
"[[4, 6, 1], [7, 6, 2]]",2,2,10_hard_full
"[[4, 4, 1], [4, 6, 2]]",2,9,10_hard_full
"[[4, 3, 1], [7, 8, 2]]",2,4,10_hard_full
"[[5, 5, 1], [4, 4, 2]]",2,7,10_hard_full
"[[4, 3, 1], [0, 2, 2]]",2,2,10_hard_full
"[[7, 0, 1], [2, 3, 2]]",2,1,10_hard_full
"[[6, 1, 1], [5, 6, 2]]",2,1,10_hard_full
"[[3, 6, 1], [6, 5, 2]]",2,2,10_hard_full
"[[1, 7, 1], [4, 8, 2]]",2,1,10_hard_full
"[[4, 9, 1], [4, 5, 2]]",2,1,10_hard_full
"[[9, 0, 1], [4, 5, 2]]",2,1,10_hard_full
"[[8, 4, 1], [6, 7, 2]]",2,1,10_hard_full
"[[4, 4, 1], [8, 8, 2]]",2,4,10_hard_full
"[[4, 4, 1], [4, 5, 2]]",2,21,10_hard_full
"[[4, 4, 1], [8, 3, 2]]",2,9,10_hard_full
"[[5, 7, 1], [4, 6, 2]]",2,3,10_hard_full
"[[4, 4, 1], [4, 3, 2]]",2,192,10_hard_full
"[[1, 8, 1], [4, 5, 2]]",2,3,10_hard_full
"[[4, 4, 1], [5, 6, 2]]",2,15,10_hard_full
"[[1, 7, 1]]",1,25,10_hard_full
"[[2, 4, 1], [6, 0, 2], [4, 3, 1]]",3,42,10_hard_full
"[[4, 4, 1], [3, 7, 2]]",2,12,10_hard_full
"[[0, 8, 1], [1, 2, 2]]",2,1,10_hard_full
"[[9, 0, 1], [5, 5, 2], [2, 9, 1]]",3,1,10_hard_full
"[[5, 6, 1], [4, 3, 2]]",2,9,10_hard_full
"[[5, 3, 1], [9, 7, 2]]",2,1,10_hard_full
"[[0, 8, 1], [0, 5, 2]]",2,1,10_hard_full
"[[3, 7, 1], [7, 1, 2]]",2,1,10_hard_full
"[[2, 4, 1], [6, 0, 2], [7, 9, 1]]",3,3,10_hard_full
"[[6, 1, 1], [7, 9, 2]]",2,1,10_hard_full
"[[2, 7, 1], [7, 8, 2]]",2,1,10_hard_full
"[[4, 3, 1], [9, 3, 2]]",2,2,10_hard_full
"[[8, 3, 1], [2, 4, 2]]",2,3,10_hard_full
"[[9, 1, 1], [6, 5, 2]]",2,3,10_hard_full
"[[2, 7, 1], [6, 3, 2]]",2,1,10_hard_full
"[[4, 4, 1], [6, 6, 2]]",2,7,10_hard_full
"[[4, 3, 1], [0, 7, 2]]",2,1,10_hard_full
"[[7, 7, 1], [9, 5, 2]]",2,1,10_hard_full
"[[5, 3, 1], [0, 5, 2]]",2,1,10_hard_full
"[[6, 1, 1], [1, 9, 2]]",2,1,10_hard_full
"[[5, 3, 1], [4, 6, 2]]",2,1,10_hard_full
"[[6, 9, 1], [2, 4, 2]]",2,3,10_hard_full
"[[2, 4, 1], [6, 0, 2], [0, 1, 1]]",3,1,10_hard_full
"[[6, 1, 1], [2, 9, 2]]",2,1,10_hard_full
"[[2, 9, 1]]",1,50,10_hard_full
"[[6, 0, 1], [2, 4, 2], [4, 4, 1], [2, 0, 2]]",4,1,10_hard_full
"[[7, 4, 1], [4, 5, 2]]",2,3,10_hard_full
"[[7, 1, 1], [4, 3, 2]]",2,71,10_hard_full
"[[6, 7, 1], [1, 8, 2]]",2,1,10_hard_full
"[[6, 1, 1], [4, 6, 2]]",2,2,10_hard_full
"[[7, 1, 1], [3, 1, 2]]",2,1,10_hard_full
"[[2, 3, 1], [3, 6, 2], [2, 4, 1]]",3,1,10_hard_full
"[[3, 0, 1], [8, 4, 2]]",2,3,10_hard_full
"[[6, 5, 1], [9, 6, 2]]",2,1,10_hard_full
"[[7, 3, 1], [1, 0, 2]]",2,1,10_hard_full
"[[4, 4, 1], [0, 7, 2]]",2,2,10_hard_full
"[[0, 6, 1], [2, 4, 2]]",2,2,10_hard_full
"[[4, 3, 1], [7, 5, 2]]",2,8,10_hard_full
"[[6, 1, 1], [4, 7, 2]]",2,1,10_hard_full
"[[7, 4, 1], [7, 5, 2]]",2,1,10_hard_full
"[[8, 7, 1], [0, 4, 2]]",2,1,10_hard_full
"[[6, 7, 1], [5, 5, 2]]",2,2,10_hard_full
"[[2, 4, 1], [6, 0, 2]]",2,555,10_hard_full
"[[5, 9, 1], [4, 3, 2]]",2,16,10_hard_full
"[[9, 1, 1], [2, 4, 2]]",2,4,10_hard_full
"[[4, 6, 1], [9, 1, 2]]",2,1,10_hard_full
"[[4, 3, 1], [5, 3, 2]]",2,16,10_hard_full
"[[6, 0, 1], [2, 4, 2], [4, 4, 1], [2, 3, 2]]",4,2,10_hard_full
"[[2, 7, 1], [3, 7, 2]]",2,1,10_hard_full
"[[4, 0, 1], [2, 4, 2]]",2,3,10_hard_full
"[[3, 0, 1], [4, 4, 2]]",2,3,10_hard_full
"[[0, 6, 1], [8, 3, 2]]",2,1,10_hard_full
"[[8, 7, 1], [9, 1, 2]]",2,1,10_hard_full
"[[8, 3, 1], [3, 7, 2]]",2,1,10_hard_full
"[[4, 4, 1], [8, 4, 2]]",2,40,10_hard_full
"[[9, 5, 1], [7, 8, 2]]",2,2,10_hard_full
"[[2, 3, 1], [6, 5, 2]]",2,6,10_hard_full
"[[6, 0, 1]]",1,40,10_hard_full
"[[6, 1, 1], [2, 7, 2]]",2,1,10_hard_full
"[[6, 6, 1], [4, 3, 2]]",2,6,10_hard_full
"[[7, 3, 1], [8, 7, 2], [4, 0, 1]]",3,1,10_hard_full
"[[9, 0, 1], [6, 5, 2]]",2,1,10_hard_full
"[[4, 4, 1]]",1,666,10_hard_full
"[[4, 3, 1], [6, 9, 2]]",2,1,10_hard_full
