,condition,entropy
410,Full,1.4420228296410098
411,Truncated,2.4022822432678863
412,Full,1.429460694779913
413,Truncated,2.3901499289172263
414,Full,1.4133471065474548
415,Truncated,2.402109217662203
416,Full,1.4129547205753468
417,Truncated,2.4383071810469863
418,Full,1.2523175250111998
419,Truncated,2.397421265621415
420,Full,1.395031460683697
421,Truncated,2.4062906765192817
422,Full,1.3845329972898568
423,Truncated,2.414226757507832
424,Full,1.4329555537425271
425,Truncated,2.4400987262488143
426,Full,1.3336192675405916
427,Truncated,2.397549303636391
428,Full,1.4566307034725425
429,Truncated,2.408558253459872
430,Full,1.458412990350943
431,Truncated,2.400651032066241
432,Full,1.393870745971561
433,Truncated,2.3972762965172523
434,Full,1.3721346106729204
435,Truncated,2.4369287018043133
436,Full,1.3887823920458058
437,Truncated,2.43510194091171
438,Full,1.355594422906837
439,Truncated,2.385920371376663
440,Full,1.4389847207207431
441,Truncated,2.4408184355543523
442,Full,1.3745454926935858
443,Truncated,2.4360710374593006
444,Full,1.3658885002953696
445,Truncated,2.425216507584053
446,Full,1.375312678989859
447,Truncated,2.4382313698814566
448,Full,1.3629676388988867
449,Truncated,2.39151787668625
450,Full,1.3695648011253148
451,Truncated,2.396414217467529
452,Full,1.412787941720436
453,Truncated,2.400169627102797
454,Full,1.3222732266420656
455,Truncated,2.3951621796960505
456,Full,1.4236740880285779
457,Truncated,2.377765669093193
458,Full,1.4724911962731597
459,Truncated,2.4328591573200953
460,Full,1.401706667819943
461,Truncated,2.374732840430678
462,Full,1.3709766132040477
463,Truncated,2.4140271676192104
464,Full,1.420295199014112
465,Truncated,2.4006257756657874
466,Full,1.3294516902250897
467,Truncated,2.3410718009380758
468,Full,1.4593342082282725
469,Truncated,2.4069954361119157
470,Full,1.4408900016362103
471,Truncated,2.4186245062474248
472,Full,1.4171419487809662
473,Truncated,2.4272141571416945
474,Full,1.4627994676861888
475,Truncated,2.4001903829826383
476,Full,1.3916708096925183
477,Truncated,2.4397188749537273
478,Full,1.3918974557562782
479,Truncated,2.4044611135790195
480,Full,1.488526516462499
481,Truncated,2.4068188909014228
482,Full,1.4463680921966824
483,Truncated,2.416633629630304
484,Full,1.5231360514434038
485,Truncated,2.403014891564996
486,Full,1.4632262755348626
487,Truncated,2.3686196427748643
488,Full,1.4086237016687144
489,Truncated,2.4141755609554374
490,Full,1.3447333383265363
491,Truncated,2.3833862068105005
492,Full,1.4559526155151192
493,Truncated,2.4068784054380488
494,Full,1.3976493139079669
495,Truncated,2.431816719802016
496,Full,1.4516042214600295
497,Truncated,2.3610173107150967
498,Full,1.5069681835660718
499,Truncated,2.40936392355236
500,Full,1.3114302980097512
501,Truncated,2.38141449284499
502,Full,1.4715450850922636
503,Truncated,2.404471780813681
504,Full,1.527475158060687
505,Truncated,2.420998601396129
506,Full,1.367772195106595
507,Truncated,2.3520859446202094
508,Full,1.3536124330884163
509,Truncated,2.41126266475512
510,Full,1.3900530857961957
511,Truncated,2.4105601169960886
512,Full,1.4374483890335668
513,Truncated,2.424472244510345
514,Full,1.4581338769983314
515,Truncated,2.414090394194562
516,Full,1.3663040607781616
517,Truncated,2.435461551669538
518,Full,1.49063716216465
519,Truncated,2.389160463832506
520,Full,1.3684751874639967
521,Truncated,2.371601118297959
522,Full,1.3959180327038496
523,Truncated,2.4020597306328724
524,Full,1.3786841021150291
525,Truncated,2.4444524198023894
526,Full,1.4803450790571995
527,Truncated,2.374737777027047
528,Full,1.3373498211327361
529,Truncated,2.413619557639839
530,Full,1.2847432814094186
531,Truncated,2.372416414509973
532,Full,1.3563560955334526
533,Truncated,2.3927480249494715
534,Full,1.3562160399726537
535,Truncated,2.4094681785112
536,Full,1.4385133639482184
537,Truncated,2.3994156508704565
538,Full,1.3352780017386763
539,Truncated,2.3805762072192196
540,Full,1.3839634742429072
541,Truncated,2.4451787415319393
542,Full,1.44682724445268
543,Truncated,2.3982154936504534
544,Full,1.3877536263970476
545,Truncated,2.402677125087649
546,Full,1.515553075914612
547,Truncated,2.4519078346070753
548,Full,1.4652233075552645
549,Truncated,2.39039398115372
550,Full,1.3673289087123215
551,Truncated,2.4265392384661197
552,Full,1.405146229066129
553,Truncated,2.4726085944803344
554,Full,1.3739862029264036
555,Truncated,2.410779932397637
556,Full,1.464305726548052
557,Truncated,2.3961255657029192
558,Full,1.3684274581504483
559,Truncated,2.4407704036489783
560,Full,1.4431117580929333
561,Truncated,2.4059733440470814
562,Full,1.4350725004008207
563,Truncated,2.3984919369868827
564,Full,1.4240261735737296
565,Truncated,2.4068748133114903
566,Full,1.4570725383388123
567,Truncated,2.409097963917883
568,Full,1.3416648604074943
569,Truncated,2.386032854400759
570,Full,1.4099154319720362
571,Truncated,2.466038970291904
572,Full,1.3746033575840158
573,Truncated,2.361090970249246
574,Full,1.4839765034307948
575,Truncated,2.3994985657346097
576,Full,1.519073847280893
577,Truncated,2.4133558591640005
578,Full,1.3846086720538966
579,Truncated,2.4091140683301897
580,Full,1.477902157944232
581,Truncated,2.398592645687134
582,Full,1.472139515369472
583,Truncated,2.4062066224471614
584,Full,1.3222110659841149
585,Truncated,2.3702168097532486
586,Full,1.4793712605823484
587,Truncated,2.4314003413648124
588,Full,1.4352508078817896
589,Truncated,2.396629921259831
590,Full,1.3348741565788447
591,Truncated,2.4194005106325043
592,Full,1.3619232464806568
593,Truncated,2.4079126393973107
594,Full,1.4563378671584375
595,Truncated,2.4406597725541035
596,Full,1.3965258958091726
597,Truncated,2.436609534356868
598,Full,1.3505981713282467
599,Truncated,2.415600775821974
600,Full,1.3433477115177679
601,Truncated,2.33867623729766
602,Full,1.4610640510888562
603,Truncated,2.4580761272898775
604,Full,1.4576362057539278
605,Truncated,2.4102596707839328
606,Full,1.341446378102205
607,Truncated,2.4186231076974862
608,Full,1.3548173935581809
609,Truncated,2.4111930409382167
610,Full,1.4049079497166672
611,Truncated,2.3885037226005132
612,Full,1.3511349266886692
613,Truncated,2.430317283114125
614,Full,1.4082347944129867
615,Truncated,2.3974202322579194
616,Full,1.500310914584876
617,Truncated,2.4106281604528217
618,Full,1.3879643137148254
619,Truncated,2.4619387277586826
620,Full,1.458392934004189
621,Truncated,2.4380783968609747
622,Full,1.4005826187742254
623,Truncated,2.419394428862064
624,Full,1.4090853021898913
625,Truncated,2.4150384356672476
626,Full,1.3432876922150514
627,Truncated,2.422198635092722
628,Full,1.3323498856689084
629,Truncated,2.402493672637642
630,Full,1.4371555074708149
631,Truncated,2.4162734286731107
632,Full,1.492367581019047
633,Truncated,2.4136953838512563
634,Full,1.3809913036999775
635,Truncated,2.403277078844247
636,Full,1.3425747080265746
637,Truncated,2.4182764413272566
638,Full,1.4520531599068902
639,Truncated,2.3901917291404193
640,Full,1.4014757040895331
641,Truncated,2.4167764064614565
642,Full,1.3707117369932391
643,Truncated,2.4157449399421274
644,Full,1.4144331703165727
645,Truncated,2.356788856854128
646,Full,1.4940790771128918
647,Truncated,2.4080216243176107
648,Full,1.3154404010431586
649,Truncated,2.4140141040172747
650,Full,1.4246491731657946
651,Truncated,2.4247249901282517
652,Full,1.4462197247094193
653,Truncated,2.4168013131557906
654,Full,1.4220397723461498
655,Truncated,2.4118801931222547
656,Full,1.2713468331881235
657,Truncated,2.4221836857404506
658,Full,1.387349678931829
659,Truncated,2.4112712016154925
660,Full,1.3897977746376646
661,Truncated,2.4387844173448587
662,Full,1.4179927796886163
663,Truncated,2.410503726332486
664,Full,1.3603774352071578
665,Truncated,2.4300120035517607
666,Full,1.4911073102876178
667,Truncated,2.4454278549865536
668,Full,1.3561112216346414
669,Truncated,2.4163657363188613
670,Full,1.489973011171582
671,Truncated,2.4408367989862105
672,Full,1.3445360023985984
673,Truncated,2.4079580507383715
674,Full,1.4029204584333042
675,Truncated,2.4259059045057065
676,Full,1.3950525159843474
677,Truncated,2.429446885349976
678,Full,1.3200581620137855
679,Truncated,2.400226702365264
680,Full,1.43636627860931
681,Truncated,2.3915496796549847
682,Full,1.3605912928294281
683,Truncated,2.397013896967416
684,Full,1.4487051514958984
685,Truncated,2.39048622614751
686,Full,1.4445384565772676
687,Truncated,2.4284041972607864
688,Full,1.3776490929732137
689,Truncated,2.437703324678118
690,Full,1.4271561238536001
691,Truncated,2.3686090407580735
692,Full,1.4486645983544546
693,Truncated,2.4253138137205443
694,Full,1.4721672861399049
695,Truncated,2.4311324730537693
696,Full,1.4037372412175197
697,Truncated,2.4030885273350524
698,Full,1.3883717244901015
699,Truncated,2.4195368528923176
700,Full,1.436604652191738
701,Truncated,2.409743435521768
702,Full,1.2617651205907974
703,Truncated,2.4501952607193767
704,Full,1.478354680904999
705,Truncated,2.4222510961674417
706,Full,1.365187541863818
707,Truncated,2.4124790088563905
708,Full,1.3433093806138252
709,Truncated,2.454376618822612
710,Full,1.388979417829983
711,Truncated,2.401893361442251
712,Full,1.4911357166185226
713,Truncated,2.3846505897049575
714,Full,1.3728078991635133
715,Truncated,2.4482579083520277
716,Full,1.4606143227552149
717,Truncated,2.409697283393064
718,Full,1.3463445013302846
719,Truncated,2.4136944172720822
720,Full,1.3764321644744146
721,Truncated,2.396698668480492
722,Full,1.5224460195846732
723,Truncated,2.3787941519101143
724,Full,1.4834452699195604
725,Truncated,2.41340746996208
726,Full,1.4414123242111063
727,Truncated,2.426988125039767
728,Full,1.3464152215014324
729,Truncated,2.3809813474529324
730,Full,1.3559368192606849
731,Truncated,2.386530732742076
732,Full,1.30091327452695
733,Truncated,2.4099765749789666
734,Full,1.4844299803998577
735,Truncated,2.389542683695619
736,Full,1.401516542411858
737,Truncated,2.482695671725046
738,Full,1.431608883641638
739,Truncated,2.4529027148303277
740,Full,1.3799351982918373
741,Truncated,2.383032786998944
742,Full,1.4646530728803344
743,Truncated,2.37479593613008
744,Full,1.3993517549075212
745,Truncated,2.449424579177594
746,Full,1.3656801498912845
747,Truncated,2.401662302090707
748,Full,1.3454253659616522
749,Truncated,2.419549609510015
750,Full,1.3831139478551022
751,Truncated,2.406097094024125
752,Full,1.446424916599792
753,Truncated,2.412229016251795
754,Full,1.3386551054431202
755,Truncated,2.423602325802492
756,Full,1.2658614484909778
757,Truncated,2.4202133143567752
758,Full,1.380947270865489
759,Truncated,2.414477614870722
760,Full,1.3633378981701156
761,Truncated,2.4212913845361177
762,Full,1.3902957812104517
763,Truncated,2.401233618216959
764,Full,1.3654023519933678
765,Truncated,2.4241460789278806
766,Full,1.4131285426221365
767,Truncated,2.439649345185492
768,Full,1.4342869201880626
769,Truncated,2.4141076857174233
770,Full,1.4440020487385188
771,Truncated,2.4108269319308766
772,Full,1.4431428783173306
773,Truncated,2.3960197799548197
774,Full,1.4660434373788482
775,Truncated,2.4258338791890592
776,Full,1.4351546800949992
777,Truncated,2.346189750042455
778,Full,1.454460073219638
779,Truncated,2.377674341089649
780,Full,1.4448009348460904
781,Truncated,2.4164284916459313
782,Full,1.4423071863758365
783,Truncated,2.420842217858664
784,Full,1.3874413232881704
785,Truncated,2.4572328642553467
786,Full,1.36912314314493
787,Truncated,2.414565815523152
788,Full,1.4316121867961464
789,Truncated,2.428415865960006
790,Full,1.474932264119097
791,Truncated,2.3910433418962698
792,Full,1.3927870446143618
793,Truncated,2.3993214982681623
794,Full,1.4357472723265654
795,Truncated,2.388542492185753
796,Full,1.440551992372494
797,Truncated,2.420388970061782
798,Full,1.3683692868915696
799,Truncated,2.4148124707660505
800,Full,1.326838701944515
801,Truncated,2.4506852767370733
802,Full,1.3838590450312833
803,Truncated,2.4208123957106524
804,Full,1.345001667270167
805,Truncated,2.4390432824240387
806,Full,1.3550368255507963
807,Truncated,2.3642061001379227
808,Full,1.3865027847634526
809,Truncated,2.4118899747731692
810,Full,1.417837296133171
811,Truncated,2.4094247610909276
812,Full,1.2838755585461212
813,Truncated,2.4107733710964476
814,Full,1.4623007820632445
815,Truncated,2.4061973239479557
816,Full,1.4230664671159015
817,Truncated,2.4063854969104015
818,Full,1.4248884623156286
819,Truncated,2.437334453120918
820,Full,1.5344185140471012
821,Truncated,2.4188765541412005
822,Full,1.3470961427936186
823,Truncated,2.381472331562758
824,Full,1.316830576259351
825,Truncated,2.4052339470036737
826,Full,1.3887378888661719
827,Truncated,2.4228275858718895
828,Full,1.3550468581073554
829,Truncated,2.4161156323404143
830,Full,1.3556955393938757
831,Truncated,2.404498237987226
832,Full,1.456608536223355
833,Truncated,2.417917386788744
834,Full,1.4978191002075003
835,Truncated,2.406199077384489
836,Full,1.46728801322445
837,Truncated,2.4235214744522366
838,Full,1.4448036214052151
839,Truncated,2.4285973996551364
840,Full,1.404078681687747
841,Truncated,2.417085787342967
842,Full,1.5494352354241965
843,Truncated,2.4164245760734255
844,Full,1.4425191714653152
845,Truncated,2.4144269890740597
846,Full,1.3044355573023856
847,Truncated,2.421104507834076
848,Full,1.3326268183056817
849,Truncated,2.4577176013017294
850,Full,1.3832649701421817
851,Truncated,2.4027695756414005
852,Full,1.4281177128192273
853,Truncated,2.3969959057405466
854,Full,1.4335403661725135
855,Truncated,2.388339732949403
856,Full,1.3432671010390809
857,Truncated,2.3844538080680855
858,Full,1.3847006674906228
859,Truncated,2.388679996670432
860,Full,1.4360487502892492
861,Truncated,2.360334756433413
862,Full,1.4150926481238184
863,Truncated,2.3671301216264213
864,Full,1.3478801022435163
865,Truncated,2.3923589587227654
866,Full,1.3907539827875475
867,Truncated,2.4052652910347527
868,Full,1.3246710760028582
869,Truncated,2.417430313149944
870,Full,1.438259524527096
871,Truncated,2.4306182984900357
872,Full,1.3752882034379095
873,Truncated,2.4248970205696976
874,Full,1.487052844727269
875,Truncated,2.412900691784258
876,Full,1.3909732276029612
877,Truncated,2.3837866623850745
878,Full,1.340197257617922
879,Truncated,2.414391946897314
880,Full,1.3977721454600707
881,Truncated,2.4055004380617984
882,Full,1.3134975458872793
883,Truncated,2.406540879410725
884,Full,1.4009340392522103
885,Truncated,2.42530664887897
886,Full,1.4504159086805792
887,Truncated,2.4010723573993973
888,Full,1.3669192514878556
889,Truncated,2.4120705150752033
890,Full,1.444705829143413
891,Truncated,2.4374750018688536
892,Full,1.276252469873774
893,Truncated,2.404495722242349
894,Full,1.2896366093593115
895,Truncated,2.4204422068864564
896,Full,1.4456108127814358
897,Truncated,2.426783968907168
898,Full,1.3672423025861176
899,Truncated,2.394652269784553
900,Full,1.408519573193966
901,Truncated,2.4034001549653583
902,Full,1.4403783833446502
903,Truncated,2.4320552495454413
904,Full,1.5523627294855018
905,Truncated,2.413175615179867
906,Full,1.3114941143500778
907,Truncated,2.4332046672446896
908,Full,1.3133337099282896
909,Truncated,2.4261970493829876
910,Full,1.4864132550183846
911,Truncated,2.425823532912298
912,Full,1.5301798574983183
913,Truncated,2.4089222662944776
914,Full,1.2864047268719019
915,Truncated,2.4350620691749034
916,Full,1.4207784852737089
917,Truncated,2.424101321494989
918,Full,1.389521151937799
919,Truncated,2.455998681136199
920,Full,1.323204611683346
921,Truncated,2.439831419218783
922,Full,1.3782730408968062
923,Truncated,2.429994198265388
924,Full,1.4181977353426398
925,Truncated,2.453526257291874
926,Full,1.3751470350263484
927,Truncated,2.4358610396932345
928,Full,1.49507407968632
929,Truncated,2.3898414741686556
930,Full,1.4197542380394288
931,Truncated,2.401676273543659
932,Full,1.372297129295174
933,Truncated,2.446571878268964
934,Full,1.4406363941875457
935,Truncated,2.3676859378300867
936,Full,1.4108556612526395
937,Truncated,2.435485233432833
938,Full,1.3414283705792827
939,Truncated,2.429878875180629
940,Full,1.484032558348758
941,Truncated,2.3884145418715343
942,Full,1.4478964089623136
943,Truncated,2.378306580062357
944,Full,1.3046378801084813
945,Truncated,2.4452871412795045
946,Full,1.4031390741178338
947,Truncated,2.395888112072808
948,Full,1.3686583278793256
949,Truncated,2.4205619514752588
950,Full,1.4204887048984154
951,Truncated,2.444187197259846
