,board,correct,inverse_computation,k,move_limit,noise,shutter_size
0,10_easy_full,0.36,0.00305278261135,5,30,0.0,0.0
1,10_easy_pruned,0.47,0.00314594016422,5,30,0.0,0.0
2,10_hard_full,0.21,0.00274416179578,5,30,0.0,0.0
3,10_hard_pruned,0.14,0.00280875207145,5,30,0.0,0.0
4,10_medium_full,0.1,0.00261130695913,5,30,0.0,0.0
5,10_medium_pruned,0.34,0.0027193865064,5,30,0.0,0.0
6,6_easy_full,0.82,0.014852220407,5,30,0.0,0.0
7,6_easy_pruned,0.89,0.0157753588894,5,30,0.0,0.0
8,6_hard_full,0.28,0.00596267366287,5,30,0.0,0.0
9,6_hard_pruned,0.2,0.00664849411608,5,30,0.0,0.0
10,10_easy_full,0.37,0.00301522689582,10,30,0.0,0.0
11,10_easy_pruned,0.59,0.00304349149344,10,30,0.0,0.0
12,10_hard_full,0.18,0.00284446467175,10,30,0.0,0.0
13,10_hard_pruned,0.11,0.00282757450659,10,30,0.0,0.0
14,10_medium_full,0.11,0.00263289539507,10,30,0.0,0.0
15,10_medium_pruned,0.37,0.00255604120338,10,30,0.0,0.0
16,6_easy_full,0.71,0.0151285930408,10,30,0.0,0.0
17,6_easy_pruned,0.89,0.0147318797879,10,30,0.0,0.0
18,6_hard_full,0.15,0.00639836201932,10,30,0.0,0.0
19,6_hard_pruned,0.15,0.00735186002059,10,30,0.0,0.0
20,10_easy_full,0.32,0.00293435840254,5,30,0.25,0.0
21,10_easy_pruned,0.48,0.00314090081035,5,30,0.25,0.0
22,10_hard_full,0.23,0.00283414578846,5,30,0.25,0.0
23,10_hard_pruned,0.06,0.00274175417432,5,30,0.25,0.0
24,10_medium_full,0.09,0.00250231464104,5,30,0.25,0.0
25,10_medium_pruned,0.32,0.0027389006053,5,30,0.25,0.0
26,6_easy_full,0.63,0.0138792505205,5,30,0.25,0.0
27,6_easy_pruned,0.87,0.0154966682163,5,30,0.25,0.0
28,6_hard_full,0.31,0.00612369871402,5,30,0.25,0.0
29,6_hard_pruned,0.21,0.00673083395033,5,30,0.25,0.0
30,10_easy_full,0.25,0.00296515937732,10,30,0.25,0.0
31,10_easy_pruned,0.54,0.00298222593344,10,30,0.25,0.0
32,10_hard_full,0.14,0.00283438678042,10,30,0.25,0.0
33,10_hard_pruned,0.1,0.00283213911467,10,30,0.25,0.0
34,10_medium_full,0.1,0.0025706940874,10,30,0.25,0.0
35,10_medium_pruned,0.4,0.00256732818156,10,30,0.25,0.0
36,6_easy_full,0.7,0.0141904356464,10,30,0.25,0.0
37,6_easy_pruned,0.83,0.0142714428429,10,30,0.25,0.0
38,6_hard_full,0.08,0.00637226789014,10,30,0.25,0.0
39,6_hard_pruned,0.13,0.00715154115712,10,30,0.25,0.0
40,10_easy_full,0.32,0.00292184075968,5,30,0.5,0.0
41,10_easy_pruned,0.39,0.00305670181874,5,30,0.5,0.0
42,10_hard_full,0.27,0.00279540435524,5,30,0.5,0.0
43,10_hard_pruned,0.15,0.00279002287819,5,30,0.5,0.0
44,10_medium_full,0.04,0.00251597645046,5,30,0.5,0.0
45,10_medium_full,0.2,0.0012142258703,5,30,0.5,0.5
46,10_medium_pruned,0.37,0.00273119571749,5,30,0.5,0.0
47,6_easy_full,0.58,0.0130599451482,5,30,0.5,0.0
48,6_easy_pruned,0.86,0.0153303694619,5,30,0.5,0.0
49,6_hard_full,0.19,0.00611583389395,5,30,0.5,0.0
50,6_hard_pruned,0.13,0.0069328896284,5,30,0.5,0.0
51,10_easy_full,0.37,0.00298204807061,10,30,0.5,0.0
52,10_easy_pruned,0.59,0.0028901734104,10,30,0.5,0.0
53,10_hard_full,0.2,0.0028384093554,10,30,0.5,0.0
54,10_hard_pruned,0.08,0.00283535115824,10,30,0.5,0.0
55,10_medium_full,0.1,0.00258819266506,10,30,0.5,0.0
56,10_medium_pruned,0.39,0.00255382179432,10,30,0.5,0.0
57,6_easy_full,0.65,0.0138331719463,10,30,0.5,0.0
58,6_easy_full,0.83,0.00848968503269,10,30,0.5,0.5
59,6_easy_pruned,0.82,0.0139958012596,10,30,0.5,0.0
60,6_hard_full,0.14,0.00647584509779,10,30,0.5,0.0
61,6_hard_pruned,0.16,0.00727272727273,10,30,0.5,0.0
62,10_easy_full,0.25,0.00292928701154,5,30,0.75,0.0
63,10_easy_pruned,0.43,0.0031927460809,5,30,0.75,0.0
64,10_hard_full,0.19,0.00275103163686,5,30,0.75,0.0
65,10_hard_pruned,0.07,0.00282781438226,5,30,0.75,0.0
66,10_medium_full,0.05,0.00254783561365,5,30,0.75,0.0
67,10_medium_pruned,0.27,0.00273912567109,5,30,0.75,0.0
68,6_easy_full,0.55,0.0135685210312,5,30,0.75,0.0
69,6_easy_pruned,0.8,0.015192950471,5,30,0.75,0.0
70,6_hard_full,0.28,0.0062825909405,5,30,0.75,0.0
71,6_hard_pruned,0.19,0.0067732321864,5,30,0.75,0.0
72,10_easy_full,0.3,0.00292585873954,10,30,0.75,0.0
73,10_easy_pruned,0.59,0.00295281403177,10,30,0.75,0.0
74,10_hard_full,0.17,0.00281817157029,10,30,0.75,0.0
75,10_hard_pruned,0.11,0.00280151281692,10,30,0.75,0.0
76,10_medium_full,0.1,0.00255154113084,10,30,0.75,0.0
77,10_medium_pruned,0.32,0.00256436557596,10,30,0.75,0.0
78,6_easy_full,0.63,0.0136593361563,10,30,0.75,0.0
79,6_easy_pruned,0.74,0.0138908181692,10,30,0.75,0.0
80,6_hard_full,0.15,0.00638691958868,10,30,0.75,0.0
81,6_hard_pruned,0.18,0.0071367399372,10,30,0.75,0.0
82,10_easy_full,0.26,0.00289821469974,5,30,1.0,0.0
83,10_easy_pruned,0.41,0.0032421216444,5,30,1.0,0.0
84,10_hard_full,0.18,0.00281618744544,5,30,1.0,0.0
85,10_hard_pruned,0.08,0.00281373100732,5,30,1.0,0.0
86,10_medium_full,0.12,0.00252735865747,5,30,1.0,0.0
87,10_medium_pruned,0.38,0.00282119280032,5,30,1.0,0.0
88,6_easy_full,0.52,0.0134066228717,5,30,1.0,0.0
89,6_easy_pruned,0.75,0.0147015583652,5,30,1.0,0.0
90,6_hard_full,0.21,0.00633593106507,5,30,1.0,0.0
91,6_hard_pruned,0.12,0.00679209400258,5,30,1.0,0.0
92,10_easy_full,0.23,0.00291791894021,10,30,1.0,0.0
93,10_easy_pruned,0.43,0.0029823148728,10,30,1.0,0.0
94,10_hard_full,0.12,0.0028930999566,10,30,1.0,0.0
95,10_hard_pruned,0.13,0.00283254022207,10,30,1.0,0.0
96,10_medium_full,0.08,0.00256154102308,10,30,1.0,0.0
97,10_medium_pruned,0.29,0.00258825965421,10,30,1.0,0.0
98,6_easy_full,0.58,0.0133815067577,10,30,1.0,0.0
99,6_easy_pruned,0.76,0.0136351240796,10,30,1.0,0.0
100,6_hard_full,0.15,0.00650956906653,10,30,1.0,0.0
101,6_hard_pruned,0.13,0.0071530758226,10,30,1.0,0.0
102,10_easy_full,0.24,0.00298418382572,5,30,1.25,0.0
103,10_easy_pruned,0.3,0.00322092311657,5,30,1.25,0.0
104,10_hard_full,0.14,0.00284584080367,5,30,1.25,0.0
105,10_hard_pruned,0.14,0.00282613610671,5,30,1.25,0.0
106,10_medium_full,0.12,0.00256337955961,5,30,1.25,0.0
107,10_medium_pruned,0.28,0.00278287972394,5,30,1.25,0.0
108,6_easy_full,0.45,0.0132961042415,5,30,1.25,0.0
109,6_easy_pruned,0.75,0.0149342891278,5,30,1.25,0.0
110,6_hard_full,0.14,0.00630318310747,5,30,1.25,0.0
111,6_hard_pruned,0.11,0.00659891777748,5,30,1.25,0.0
112,10_easy_full,0.37,0.00294273438879,10,30,1.25,0.0
113,10_easy_pruned,0.41,0.00288292443855,10,30,1.25,0.0
114,10_hard_full,0.12,0.00285632676378,10,30,1.25,0.0
115,10_hard_pruned,0.05,0.00286327845383,10,30,1.25,0.0
116,10_medium_full,0.09,0.00258585022755,10,30,1.25,0.0
117,10_medium_pruned,0.32,0.00256298536535,10,30,1.25,0.0
118,6_easy_full,0.5,0.0130276185513,10,30,1.25,0.0
119,6_easy_pruned,0.65,0.0142389292325,10,30,1.25,0.0
120,6_easy_pruned,0.83,0.00880359186548,10,30,1.25,0.5
121,6_hard_full,0.05,0.00643500643501,10,30,1.25,0.0
122,6_hard_pruned,0.18,0.00713165026387,10,30,1.25,0.0
123,10_easy_full,0.14,0.00288508698537,5,30,1.5,0.0
124,10_easy_pruned,0.38,0.00326392062145,5,30,1.5,0.0
125,10_hard_full,0.19,0.00289939112786,5,30,1.5,0.0
126,10_hard_pruned,0.13,0.0028547774701,5,30,1.5,0.0
127,10_medium_full,0.1,0.00256798746822,5,30,1.5,0.0
128,10_medium_pruned,0.24,0.00280300482117,5,30,1.5,0.0
129,6_easy_full,0.58,0.0130667712008,5,30,1.5,0.0
130,6_easy_pruned,0.68,0.014465499783,5,30,1.5,0.0
131,6_hard_full,0.1,0.00628535512256,5,30,1.5,0.0
132,6_hard_pruned,0.11,0.0069094175361,5,30,1.5,0.0
133,10_easy_full,0.23,0.00300273248656,10,30,1.5,0.0
134,10_easy_pruned,0.25,0.00286647939001,10,30,1.5,0.0
135,10_easy_pruned,0.49,0.00141898315667,10,30,1.5,0.5
136,10_hard_full,0.14,0.00290132590594,10,30,1.5,0.0
137,10_hard_pruned,0.09,0.00283446712018,10,30,1.5,0.0
138,10_medium_full,0.08,0.00257818341197,10,30,1.5,0.0
139,10_medium_pruned,0.37,0.00260586319218,10,30,1.5,0.0
140,6_easy_full,0.48,0.0135153399108,10,30,1.5,0.0
141,6_easy_full,0.68,0.00815261699005,10,30,1.5,0.5
142,6_easy_pruned,0.67,0.0138370001384,10,30,1.5,0.0
143,6_hard_full,0.1,0.00656512605042,10,30,1.5,0.0
144,6_hard_pruned,0.15,0.00726269155349,10,30,1.5,0.0
145,10_easy_full,0.22,0.00298098133906,5,30,1.75,0.0
146,10_easy_pruned,0.31,0.0031917270435,5,30,1.75,0.0
147,10_hard_full,0.15,0.00286861732645,5,30,1.75,0.0
148,10_hard_pruned,0.12,0.00278055833611,5,30,1.75,0.0
149,10_medium_full,0.05,0.00256752593201,5,30,1.75,0.0
150,10_medium_pruned,0.17,0.00288317379772,5,30,1.75,0.0
151,6_easy_full,0.41,0.013453518095,5,30,1.75,0.0
152,6_easy_pruned,0.7,0.014465499783,5,30,1.75,0.0
153,6_hard_full,0.14,0.00643210908857,5,30,1.75,0.0
154,6_hard_pruned,0.18,0.00696912676842,5,30,1.75,0.0
155,10_easy_full,0.24,0.00296630280019,10,30,1.75,0.0
156,10_easy_pruned,0.48,0.00293392794273,10,30,1.75,0.0
157,10_hard_full,0.11,0.00284681299285,10,30,1.75,0.0
158,10_hard_pruned,0.11,0.00289050757313,10,30,1.75,0.0
159,10_medium_full,0.08,0.00260647448261,10,30,1.75,0.0
160,10_medium_pruned,0.39,0.00260538794226,10,30,1.75,0.0
161,6_easy_full,0.61,0.0136574706364,10,30,1.75,0.0
162,6_easy_pruned,0.63,0.0137969094923,10,30,1.75,0.0
163,6_hard_full,0.03,0.00655222120299,10,30,1.75,0.0
164,6_hard_pruned,0.12,0.00727166957533,10,30,1.75,0.0
165,10_easy_full,0.15,0.00291749328977,5,30,2.0,0.0
166,10_easy_pruned,0.26,0.00327235838869,5,30,2.0,0.0
167,10_hard_full,0.12,0.00282469916954,5,30,2.0,0.0
168,10_hard_pruned,0.11,0.00287629073547,5,30,2.0,0.0
169,10_medium_full,0.12,0.00257831635942,5,30,2.0,0.0
170,10_medium_pruned,0.27,0.00280127738249,5,30,2.0,0.0
171,6_easy_full,0.41,0.0130582397493,5,30,2.0,0.0
172,6_easy_pruned,0.5,0.0147688672279,5,30,2.0,0.0
173,6_easy_pruned,0.75,0.00935891436593,5,30,2.0,0.5
174,6_hard_full,0.18,0.00636294222448,5,30,2.0,0.0
175,6_hard_pruned,0.13,0.00673945275644,5,30,2.0,0.0
176,10_easy_full,0.19,0.0030580104584,10,30,2.0,0.0
177,10_easy_pruned,0.42,0.00297583620998,10,30,2.0,0.0
178,10_hard_full,0.15,0.00290486564996,10,30,2.0,0.0
179,10_hard_pruned,0.1,0.00280835767243,10,30,2.0,0.0
180,10_medium_full,0.07,0.00261643118786,10,30,2.0,0.0
