,blocking,density,interaction,linear,non-linear
0,0.49416342412451364,0.13618677042801555,0.2178988326848249,0.05058365758754864,0.10116731517509728
1,0.5330739299610895,0.11673151750972763,0.20233463035019456,0.054474708171206226,0.0933852140077821
2,0.4980544747081712,0.1245136186770428,0.2178988326848249,0.07003891050583658,0.08949416342412451
3,0.5214007782101168,0.12062256809338522,0.2178988326848249,0.058365758754863814,0.08171206225680934
4,0.5058365758754864,0.12840466926070038,0.22568093385214008,0.054474708171206226,0.08560311284046693
5,0.5330739299610895,0.14007782101167315,0.1867704280155642,0.05058365758754864,0.08949416342412451
6,0.5214007782101168,0.14007782101167315,0.20233463035019456,0.0622568093385214,0.07392996108949416
7,0.5330739299610895,0.14007782101167315,0.19455252918287938,0.06614785992217899,0.06614785992217899
8,0.5252918287937743,0.10894941634241245,0.20622568093385213,0.058365758754863814,0.10116731517509728
9,0.4980544747081712,0.13618677042801555,0.22178988326848248,0.04669260700389105,0.09727626459143969
10,0.5291828793774319,0.14007782101167315,0.2140077821011673,0.05058365758754864,0.06614785992217899
11,0.5097276264591439,0.11673151750972763,0.22568093385214008,0.058365758754863814,0.08949416342412451
12,0.5369649805447471,0.11284046692607004,0.19455252918287938,0.058365758754863814,0.09727626459143969
13,0.4708171206225681,0.1245136186770428,0.22568093385214008,0.07392996108949416,0.10505836575875487
14,0.5447470817120622,0.11673151750972763,0.19066147859922178,0.042801556420233464,0.10505836575875487
15,0.5252918287937743,0.1245136186770428,0.19844357976653695,0.054474708171206226,0.09727626459143969
16,0.5369649805447471,0.14007782101167315,0.16731517509727625,0.0622568093385214,0.0933852140077821
17,0.5291828793774319,0.13229571984435798,0.20233463035019456,0.054474708171206226,0.08171206225680934
18,0.5447470817120622,0.11673151750972763,0.17509727626459143,0.07392996108949416,0.08949416342412451
19,0.5175097276264592,0.14785992217898833,0.19844357976653695,0.054474708171206226,0.08171206225680934
20,0.5175097276264592,0.11673151750972763,0.22178988326848248,0.058365758754863814,0.08560311284046693
21,0.5136186770428015,0.1245136186770428,0.1828793774319066,0.0622568093385214,0.11673151750972763
22,0.5214007782101168,0.1245136186770428,0.2140077821011673,0.042801556420233464,0.09727626459143969
23,0.47470817120622566,0.16342412451361868,0.2178988326848249,0.054474708171206226,0.08949416342412451
24,0.5369649805447471,0.11673151750972763,0.20233463035019456,0.05058365758754864,0.0933852140077821
25,0.5408560311284046,0.11673151750972763,0.19455252918287938,0.058365758754863814,0.08949416342412451
26,0.4980544747081712,0.12840466926070038,0.22957198443579765,0.054474708171206226,0.08949416342412451
27,0.5175097276264592,0.13229571984435798,0.19066147859922178,0.054474708171206226,0.10505836575875487
28,0.5175097276264592,0.13229571984435798,0.17898832684824903,0.054474708171206226,0.11673151750972763
29,0.5291828793774319,0.12840466926070038,0.22178988326848248,0.04669260700389105,0.07392996108949416
30,0.5097276264591439,0.14007782101167315,0.22178988326848248,0.042801556420233464,0.08560311284046693
31,0.4980544747081712,0.1245136186770428,0.21011673151750973,0.04669260700389105,0.12062256809338522
32,0.5214007782101168,0.14007782101167315,0.1867704280155642,0.04669260700389105,0.10505836575875487
33,0.5175097276264592,0.12062256809338522,0.21011673151750973,0.0622568093385214,0.08949416342412451
34,0.49416342412451364,0.13618677042801555,0.20233463035019456,0.0622568093385214,0.10505836575875487
35,0.5447470817120622,0.10894941634241245,0.19844357976653695,0.0622568093385214,0.08560311284046693
36,0.5252918287937743,0.14007782101167315,0.20622568093385213,0.03501945525291829,0.0933852140077821
37,0.5369649805447471,0.11673151750972763,0.19844357976653695,0.054474708171206226,0.0933852140077821
38,0.5136186770428015,0.14007782101167315,0.2140077821011673,0.04669260700389105,0.08560311284046693
39,0.5369649805447471,0.12062256809338522,0.2140077821011673,0.042801556420233464,0.08560311284046693
40,0.5136186770428015,0.13618677042801555,0.2140077821011673,0.0622568093385214,0.07392996108949416
41,0.4980544747081712,0.11284046692607004,0.24124513618677043,0.05058365758754864,0.09727626459143969
42,0.49416342412451364,0.1517509727626459,0.2178988326848249,0.05058365758754864,0.08560311284046693
43,0.5136186770428015,0.13618677042801555,0.19455252918287938,0.0622568093385214,0.0933852140077821
44,0.4980544747081712,0.14007782101167315,0.2178988326848249,0.054474708171206226,0.08949416342412451
45,0.5058365758754864,0.14007782101167315,0.22568093385214008,0.027237354085603113,0.10116731517509728
46,0.5330739299610895,0.13229571984435798,0.19455252918287938,0.038910505836575876,0.10116731517509728
47,0.5136186770428015,0.1245136186770428,0.21011673151750973,0.058365758754863814,0.0933852140077821
48,0.5330739299610895,0.10894941634241245,0.20233463035019456,0.05058365758754864,0.10505836575875487
49,0.5330739299610895,0.10894941634241245,0.20233463035019456,0.05058365758754864,0.10505836575875487
50,0.5097276264591439,0.1245136186770428,0.22568093385214008,0.0622568093385214,0.07782101167315175
51,0.5019455252918288,0.13229571984435798,0.20622568093385213,0.04669260700389105,0.11284046692607004
52,0.5447470817120622,0.11673151750972763,0.1828793774319066,0.058365758754863814,0.09727626459143969
53,0.4785992217898833,0.13229571984435798,0.23346303501945526,0.04669260700389105,0.10894941634241245
54,0.5330739299610895,0.12062256809338522,0.20622568093385213,0.058365758754863814,0.08171206225680934
55,0.5330739299610895,0.13229571984435798,0.1828793774319066,0.06614785992217899,0.08560311284046693
56,0.5252918287937743,0.10505836575875487,0.20622568093385213,0.0622568093385214,0.10116731517509728
57,0.5330739299610895,0.13618677042801555,0.20622568093385213,0.042801556420233464,0.08171206225680934
58,0.5097276264591439,0.12840466926070038,0.23735408560311283,0.042801556420233464,0.08171206225680934
59,0.5252918287937743,0.14785992217898833,0.19066147859922178,0.03501945525291829,0.10116731517509728
60,0.4980544747081712,0.11284046692607004,0.22178988326848248,0.06614785992217899,0.10116731517509728
61,0.5330739299610895,0.11284046692607004,0.19455252918287938,0.054474708171206226,0.10505836575875487
62,0.5447470817120622,0.12062256809338522,0.1867704280155642,0.038910505836575876,0.10894941634241245
63,0.5603112840466926,0.13229571984435798,0.19455252918287938,0.04669260700389105,0.06614785992217899
64,0.49416342412451364,0.10894941634241245,0.2490272373540856,0.054474708171206226,0.0933852140077821
65,0.5175097276264592,0.12840466926070038,0.19844357976653695,0.058365758754863814,0.09727626459143969
66,0.5136186770428015,0.1517509727626459,0.20622568093385213,0.042801556420233464,0.08560311284046693
67,0.5214007782101168,0.11673151750972763,0.2140077821011673,0.05058365758754864,0.09727626459143969
68,0.5252918287937743,0.11284046692607004,0.19455252918287938,0.06614785992217899,0.10116731517509728
69,0.490272373540856,0.13618677042801555,0.2178988326848249,0.07392996108949416,0.08171206225680934
70,0.5369649805447471,0.10894941634241245,0.2178988326848249,0.04669260700389105,0.08949416342412451
71,0.5097276264591439,0.13618677042801555,0.23735408560311283,0.04669260700389105,0.07003891050583658
72,0.4980544747081712,0.1245136186770428,0.2140077821011673,0.07003891050583658,0.0933852140077821
73,0.5291828793774319,0.13229571984435798,0.19066147859922178,0.038910505836575876,0.10894941634241245
74,0.5097276264591439,0.12840466926070038,0.20233463035019456,0.054474708171206226,0.10505836575875487
75,0.5291828793774319,0.12840466926070038,0.20233463035019456,0.042801556420233464,0.09727626459143969
76,0.5175097276264592,0.14007782101167315,0.1828793774319066,0.07392996108949416,0.08560311284046693
77,0.5175097276264592,0.12840466926070038,0.20622568093385213,0.054474708171206226,0.0933852140077821
78,0.5058365758754864,0.11284046692607004,0.2140077821011673,0.07003891050583658,0.09727626459143969
79,0.5369649805447471,0.10505836575875487,0.2178988326848249,0.058365758754863814,0.08171206225680934
80,0.5175097276264592,0.1245136186770428,0.20622568093385213,0.058365758754863814,0.0933852140077821
81,0.5447470817120622,0.1245136186770428,0.19066147859922178,0.06614785992217899,0.07392996108949416
82,0.5058365758754864,0.12062256809338522,0.20233463035019456,0.0622568093385214,0.10894941634241245
83,0.5408560311284046,0.12840466926070038,0.19455252918287938,0.05058365758754864,0.08560311284046693
84,0.5136186770428015,0.13229571984435798,0.19844357976653695,0.04669260700389105,0.10894941634241245
85,0.48638132295719844,0.14396887159533073,0.245136186770428,0.0311284046692607,0.0933852140077821
86,0.5291828793774319,0.14007782101167315,0.1867704280155642,0.042801556420233464,0.10116731517509728
87,0.5408560311284046,0.14007782101167315,0.19844357976653695,0.042801556420233464,0.07782101167315175
88,0.5214007782101168,0.13618677042801555,0.22178988326848248,0.04669260700389105,0.07392996108949416
89,0.48249027237354086,0.1245136186770428,0.23346303501945526,0.0622568093385214,0.09727626459143969
90,0.5097276264591439,0.13618677042801555,0.19844357976653695,0.05058365758754864,0.10505836575875487
91,0.5369649805447471,0.1245136186770428,0.19844357976653695,0.0622568093385214,0.07782101167315175
92,0.5097276264591439,0.1245136186770428,0.22568093385214008,0.054474708171206226,0.08560311284046693
93,0.5291828793774319,0.14007782101167315,0.19455252918287938,0.05058365758754864,0.08560311284046693
94,0.5214007782101168,0.11673151750972763,0.22568093385214008,0.05058365758754864,0.08560311284046693
95,0.5175097276264592,0.1245136186770428,0.20233463035019456,0.06614785992217899,0.08949416342412451
96,0.5330739299610895,0.1245136186770428,0.19844357976653695,0.058365758754863814,0.08560311284046693
97,0.5252918287937743,0.13618677042801555,0.20233463035019456,0.05058365758754864,0.08560311284046693
98,0.5019455252918288,0.12840466926070038,0.22178988326848248,0.04669260700389105,0.10116731517509728
99,0.5136186770428015,0.10505836575875487,0.24124513618677043,0.05058365758754864,0.08949416342412451
