,board_name,path,move_number_in_path,count,participants_prob
0,10_easy_full,"[[0, 1, 1]]",1,1,0.0022026431718061676
1,10_easy_full,"[[0, 3, 1]]",1,1,0.0022026431718061676
2,10_easy_full,"[[0, 5, 1], [4, 4, 2], [4, 9, 1]]",3,1,0.0029411764705882353
3,10_easy_full,"[[0, 5, 1], [4, 4, 2]]",2,1,0.0025906735751295338
4,10_easy_full,"[[0, 5, 1], [4, 7, 2]]",2,1,0.0025906735751295338
5,10_easy_full,"[[0, 5, 1], [4, 8, 2], [4, 9, 1]]",3,1,0.0029411764705882353
6,10_easy_full,"[[0, 5, 1], [4, 8, 2]]",2,2,0.0051813471502590676
7,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 1, 2]]",4,1,0.0035211267605633804
8,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [0, 8, 1]]",5,1,0.004807692307692308
9,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2], [1, 2, 1]]",7,1,0.009708737864077669
10,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1], [2, 2, 2]]",6,2,0.013245033112582781
11,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 3, 1]]",5,4,0.019230769230769232
12,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 8, 1], [1, 9, 2]]",6,1,0.006622516556291391
13,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 8, 1]]",5,1,0.004807692307692308
14,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 9, 1], [1, 8, 2], [0, 9, 1]]",7,1,0.009708737864077669
15,10_easy_full,"[[0, 5, 1], [4, 9, 2], [0, 3, 1], [0, 2, 2], [1, 9, 1], [1, 8, 2]]",6,1,0.006622516556291391
