userid,board_name,board_size,board_type,condition,solved,action,time,time_rel,time_rel_sec,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,373962,373.962,,,,,,,2_0,1.911,1.911,click,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,374849,374.849,2,1,10,10000,10000,22,3_0,0.887,2.798,undo,44,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,397332,397.332,,,,,,,3_0,22.483,22.483,click,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,397552,397.552,,,,,,,0_3,0.22,22.703,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,397724,397.724,,,,,,,2_2,0.172,22.875,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,397909,397.909,,,,,,,2_3,0.185,23.06,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,400073,400.073,1,8.430386905,0,8.430386905,7.208754252,25,2_3,2.164,25.224,undo,45,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,413883,413.883,2,1.582743764,7,10000,12.23947988,24,3_4,13.81,13.81,click,46,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,416690,416.69,1,10000,0,10000,10000,23,2_2,2.807,2.807,click,47,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,418218,418.218,2,-10000,0,-10000,-10000,22,2_0,1.528,1.528,click,48,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,430245,430.245,1,10000,0,10000,10000,21,2_4,12.027,12.027,click,49,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,432346,432.346,,,,,,,2_4,2.101,2.101,click,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,432977,432.977,,,,,,,2_0,0.631,2.732,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,434021,434.021,,,,,,,2_2,1.044,3.776,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,435114,435.114,,,,,,,3_4,1.093,4.869,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,436744,436.744,,,,,,,2_3,1.63,6.499,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,439398,439.398,1,8.430386905,0,8.430386905,7.208754252,25,2_3,2.654,9.153,undo,50,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,450865,450.865,2,10000,0,10000,12.23947988,24,2_2,11.467,11.467,click,51,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,458810,458.81,1,-10000,0,-10000,-10000,23,4_5,7.945,7.945,click,52,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,464808,464.808,2,0.25,16,10000,10000,22,3_0,5.998,5.998,click,53,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,469818,469.818,1,10000,0,10000,10000,21,3_4,5.01,5.01,click,54,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,476194,476.194,,,,,,,3_4,6.376,6.376,click,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,476511,476.511,,,,,,,3_0,0.317,6.693,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,476995,476.995,,,,,,,4_5,0.484,7.177,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,477459,477.459,,,,,,,2_2,0.464,7.641,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,485680,485.68,2,10000,0,10000,12.23947988,24,2_2,8.221,15.862,undo,55,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,489153,489.153,1,-10000,0,-10000,-10000,23,4_5,3.473,3.473,click,56,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,492932,492.932,2,2.501111111,7,10000,10000,22,3_4,3.779,3.779,click,57,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,498776,498.776,,,,,,,3_4,5.844,5.844,click,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,498965,498.965,,,,,,,4_5,0.189,6.033,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,499137,499.137,,,,,,,2_2,0.172,6.205,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,499286,499.286,,,,,,,2_3,0.149,6.354,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,503150,503.15,1,8.430386905,0,8.430386905,7.208754252,25,2_3,3.864,10.218,undo,58,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,507578,507.578,2,10000,0,10000,12.23947988,24,2_2,4.428,4.428,click,59,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,510534,510.534,1,-10000,0,-10000,-10000,23,3_0,2.956,2.956,click,60,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,512032,512.032,2,1.611111111,7,10000,10000,22,0_3,1.498,1.498,click,61,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,515151,515.151,1,-10000,0,-10000,-10000,21,4_5,3.119,3.119,click,62,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,517362,517.362,2,2.501111111,8,10000,10000,20,3_4,2.211,2.211,click,63,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,521971,521.971,,,,,,,3_4,4.609,4.609,click,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,522297,522.297,,,,,,,4_5,0.326,4.935,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,522503,522.503,,,,,,,0_3,0.206,5.141,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,522675,522.675,,,,,,,3_0,0.172,5.313,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,522813,522.813,,,,,,,2_2,0.138,5.451,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,undo,1.51354E+12,523026,523.026,,,,,,,2_3,0.213,5.664,undo,,,,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,526475,526.475,1,8.430386905,0,8.430386905,7.208754252,25,2_3,3.449,9.113,undo,64,1,TRUE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,530396,530.396,2,10000,0,10000,12.23947988,24,2_2,3.921,3.921,click,65,2,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,535801,535.801,1,-10000,0,-10000,-10000,23,4_4,5.405,5.405,click,66,3,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,549451,549.451,2,0.25,14,10000,7.03,22,3_0,13.65,13.65,click,67,4,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,552579,552.579,1,-10000,1,0,-10000,21,3_4,3.128,3.128,click,68,5,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,556270,556.27,2,1.361111111,9,10000,7.141111111,20,4_5,3.691,3.691,click,69,6,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,560011,560.011,1,-10000,1,0,-10000,19,1_4,3.741,3.741,click,70,7,FALSE,1.51354E+12
22dac859,6_hard_full,6,hard,full,wrong,click,1.51354E+12,562645,562.645,2,10000,0,10000,10000,18,2_4,2.634,2.634,click,71,8,FALSE,1.51354E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,16003,16.003,1,5.692743764,2,8.430386905,7.208754252,25,0_3,15.991,0,,1,1,TRUE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,17512,17.512,2,1,0,1,-10000,24,3_0,1.509,1.509,click,2,2,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,25677,25.677,1,5.361111111,3,7.458754252,7.208754252,23,0_2,8.165,8.165,click,3,3,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,28057,28.057,2,0,0,0,-10000,22,0_5,2.38,2.38,click,4,4,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,35947,35.947,1,13.09548895,1,17.79385629,13.09548895,21,2_2,7.89,7.89,click,5,5,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,39643,39.643,2,8.157467404,0,8.157467404,-10000,20,3_2,3.696,3.696,click,6,6,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,53140,53.14,1,10000,0,10000,7.152223639,19,2_3,13.497,13.497,click,7,7,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,58549,58.549,2,-10000,0,-10000,-10000,18,2_4,5.409,5.409,click,8,8,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,59719,59.719,1,10000,0,10000,7.472743764,17,2_0,1.17,1.17,click,9,9,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,66769,66.769,,,,,,,,7.05,7.05,click,,,,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,68228,68.228,1,5.457121599,3,8.430386905,7.208754252,25,2_2,1.459,8.509,reset,10,1,TRUE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,80654,80.654,2,10000,0,10000,12.23947988,24,2_3,12.426,12.426,click,11,2,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,87646,87.646,1,-10000,0,-10000,-10000,23,3_0,6.992,6.992,click,12,3,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,91633,91.633,,,,,,,,3.987,3.987,click,,,,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,92333,92.333,1,5.457121599,3,8.430386905,7.208754252,25,2_2,0.7,4.687,reset,13,1,TRUE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,click,1.51362E+12,92867,92.867,2,10000,0,10000,12.23947988,24,2_3,0.534,0.534,click,14,2,FALSE,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,94893,94.893,,,,,,,,2.026,2.026,click,,,,1.51362E+12
26dbf6e9,6_hard_full,6,hard,full,wrong,reset,1.51362E+12,143135,143.135,,,,,,,,48.242,50.268,reset,,,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,30427,30.427,1,5.692743764,2,8.430386905,7.208754252,25,0_3,30.411,0,,1,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,32679,32.679,2,1,0,1,-10000,24,3_0,2.252,2.252,click,2,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51362E+12,37400,37.4,,,,,,,,4.721,4.721,click,,,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,45554,45.554,1,5.457121599,3,8.430386905,7.208754252,25,2_2,8.154,12.875,reset,3,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,52292,52.292,2,1.582743764,8,10000,12.23947988,24,0_2,6.738,6.738,click,4,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,54441,54.441,1,2.14,6,10000,18.08548753,23,0_3,2.149,2.149,click,5,3,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,57208,57.208,2,1,0,1,-10000,22,3_0,2.767,2.767,click,6,4,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,59467,59.467,1,17.83548753,2,10000,18.08548753,21,3_2,2.259,2.259,click,7,5,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,63743,63.743,2,7.859481293,0,7.859481293,-10000,20,4_2,4.276,4.276,click,8,6,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,65316,65.316,1,17.24712018,0,17.24712018,-10000,19,2_4,1.573,1.573,click,9,7,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,66918,66.918,2,24.39927579,0,24.39927579,-10000,18,2_3,1.602,1.602,click,10,8,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,72811,72.811,1,-10000,1,7.053854875,-10000,17,1_4,5.893,5.893,click,11,9,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,73914,73.914,2,5.25,2,10000,10000,16,3_4,1.103,1.103,click,12,10,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,75376,75.376,1,7.151112528,0,7.151112528,-10000,15,4_3,1.462,1.462,click,13,11,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,81428,81.428,2,1.5,0,1.5,-10000,14,1_0,6.052,6.052,click,14,12,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51362E+12,91328,91.328,,,,,,,,9.9,9.9,click,,,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,106186,106.186,1,0.553854875,16,8.430386905,7.208754252,25,5_0,14.858,24.758,reset,15,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,113807,113.807,2,10000,0,10000,10000,24,2_3,7.621,7.621,click,16,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,119183,119.183,1,-10000,0,-10000,-10000,23,0_3,5.376,5.376,click,17,3,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,121974,121.974,2,1.361111111,7,10000,10000,22,3_0,2.791,2.791,click,18,4,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,124670,124.67,1,7.844377834,0,7.844377834,-10000,21,4_3,2.696,2.696,click,19,5,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,131486,131.486,2,0.75,11,10000,17.95111111,20,1_0,6.816,6.816,click,20,6,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,132128,132.128,1,1.39,6,10000,5.361111111,19,2_0,0.642,0.642,click,21,7,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,142430,142.43,2,6.501111111,2,10000,17.95111111,18,4_4,10.302,10.302,click,22,8,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51362E+12,148439,148.439,,,,,,,,6.009,6.009,click,,,,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,152815,152.815,1,5.692743764,2,8.430386905,7.208754252,25,0_3,4.376,10.385,reset,23,1,TRUE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,155159,155.159,2,1,0,1,-10000,24,3_0,2.344,2.344,click,24,2,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,162271,162.271,1,5.361111111,3,7.458754252,7.208754252,23,0_2,7.112,7.112,click,25,3,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,163443,163.443,2,0,0,0,-10000,22,0_5,1.172,1.172,click,26,4,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,165045,165.045,1,13.09548895,1,17.79385629,13.09548895,21,2_2,1.602,1.602,click,27,5,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,168172,168.172,2,8.157467404,0,8.157467404,-10000,20,3_2,3.127,3.127,click,28,6,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,175675,175.675,1,10000,0,10000,7.152223639,19,2_3,7.503,7.503,click,29,7,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,177535,177.535,2,-10000,0,-10000,-10000,18,2_0,1.86,1.86,click,30,8,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,click,1.51362E+12,181170,181.17,1,10000,0,10000,6.512223639,17,2_4,3.635,3.635,click,31,9,FALSE,1.51362E+12
32ebf2e8,6_hard_full,6,hard,full,validatedCorrect,reset,1.51362E+12,233131,233.131,,,,,,,,51.961,51.961,click,,,,1.51362E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,54462,54.462,1,2.083333333,7,8.430386905,7.208754252,25,3_0,54.435,0,,1,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,58793,58.793,2,6.611111111,0,6.611111111,-10000,24,0_3,4.331,4.331,click,2,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.5136E+12,63197,63.197,,,,,,,,4.404,4.404,click,,,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,64299,64.299,1,5.692743764,2,8.430386905,7.208754252,25,0_3,1.102,5.506,reset,3,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,66949,66.949,2,1,0,1,-10000,24,3_0,2.65,2.65,click,4,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,70289,70.289,1,5.361111111,3,7.458754252,7.208754252,23,0_2,3.34,3.34,click,5,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,72897,72.897,2,0,0,0,-10000,22,0_5,2.608,2.608,click,6,4,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,75561,75.561,1,13.09548895,1,17.79385629,13.09548895,21,2_2,2.664,2.664,click,7,5,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,79742,79.742,2,8.157467404,0,8.157467404,-10000,20,3_2,4.181,4.181,click,8,6,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,93066,93.066,1,2.583854875,3,10000,7.152223639,19,4_2,13.324,13.324,click,9,7,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,98142,98.142,2,2.53,5,10000,7.28,18,2_0,5.076,5.076,click,10,8,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,100222,100.222,1,2.14,3,10000,7.472743764,17,4_0,2.08,2.08,click,11,9,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,102108,102.108,2,6.861111111,0,6.861111111,-10000,16,4_3,1.886,1.886,click,12,10,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,104472,104.472,1,16.28,0,16.28,-10000,15,2_3,2.364,2.364,click,13,11,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,108760,108.76,2,5.942743764,0,5.942743764,-10000,14,2_4,4.288,4.288,click,14,12,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.5136E+12,113838,113.838,,,,,,,,5.078,5.078,click,,,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,121153,121.153,1,1.377847222,10,8.430386905,7.208754252,25,0_2,7.315,12.393,reset,15,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,123946,123.946,2,10000,0,10000,10000,24,2_2,2.793,2.793,click,16,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,131808,131.808,1,-10000,0,-10000,-10000,23,0_3,7.862,7.862,click,17,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.5136E+12,136195,136.195,,,,,,,,4.387,4.387,click,,,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,137303,137.303,1,5.457121599,3,8.430386905,7.208754252,25,2_2,1.108,5.495,reset,18,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,140882,140.882,2,1.582743764,8,10000,12.23947988,24,0_2,3.579,3.579,click,19,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,141951,141.951,1,2.14,6,10000,18.08548753,23,0_3,1.069,1.069,click,20,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,145999,145.999,2,1,0,1,-10000,22,3_0,4.048,4.048,click,21,4,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.5136E+12,148682,148.682,,,,,,,,2.683,2.683,click,,,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,150033,150.033,1,5.457121599,3,8.430386905,7.208754252,25,2_2,1.351,4.034,reset,22,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,154631,154.631,2,2.483998016,4,10000,12.23947988,24,3_2,4.598,4.598,click,23,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,161953,161.953,1,5.692743764,3,10000,7.376217404,23,0_3,7.322,7.322,click,24,3,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,165177,165.177,2,1,0,1,-10000,22,3_0,3.224,3.224,click,25,4,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,170752,170.752,1,1.111111111,7,10000,7.376217404,21,0_2,5.575,5.575,click,26,5,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,reset,1.5136E+12,176051,176.051,,,,,,,,5.299,5.299,click,,,,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,179834,179.834,1,1.377847222,10,8.430386905,7.208754252,25,0_2,3.783,9.082,reset,27,1,TRUE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,181037,181.037,2,10000,0,10000,10000,24,2_2,1.203,1.203,click,28,2,FALSE,1.5136E+12
38ebbf94,6_hard_full,6,hard,full,validatedCorrect,click,1.5136E+12,200140,200.14,1,-10000,0,-10000,-10000,23,0_3,19.103,19.103,click,29,3,FALSE,1.5136E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,106600,106.6,1,5.692743764,2,8.430386905,7.208754252,25,0_3,106.569,0,,1,1,TRUE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,112075,112.075,2,1,0,1,-10000,24,3_0,5.475,5.475,click,2,2,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,134105,134.105,1,5.361111111,3,7.458754252,7.208754252,23,0_2,22.03,22.03,click,3,3,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,135718,135.718,2,0,0,0,-10000,22,0_5,1.613,1.613,click,4,4,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,147903,147.903,1,5.207121599,3,17.79385629,13.09548895,21,4_2,12.185,12.185,click,5,5,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,187678,187.678,2,2.872745181,5,10000,7.28,20,4_3,39.775,39.775,click,6,6,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,225035,225.035,1,-10000,1,12.41875283,-10000,19,2_0,37.357,37.357,click,7,7,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,231509,231.509,2,10000,0,10000,10000,18,2_2,6.474,6.474,click,8,8,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,233038,233.038,1,0.737847222,4,10000,8.181112528,17,3_2,1.529,1.529,click,9,9,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,reset,1.51192E+12,236009,236.009,,,,,,,,2.971,2.971,click,,,,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,241503,241.503,1,2.083333333,7,8.430386905,7.208754252,25,3_0,5.494,8.465,reset,10,1,TRUE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,248111,248.111,2,6.611111111,0,6.611111111,-10000,24,0_3,6.608,6.608,click,11,2,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,265300,265.3,1,12.70875425,0,12.70875425,-10000,23,2_3,17.189,17.189,click,12,3,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,277663,277.663,2,10000,0,10000,10000,22,2_2,12.363,12.363,click,13,4,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,284394,284.394,1,-10000,0,-10000,-10000,21,0_0,6.731,6.731,click,14,5,FALSE,1.51192E+12
3df11bae,6_hard_full,6,hard,full,wrong,click,1.51192E+12,286531,286.531,2,10000,0,10000,11.78111111,20,4_4,2.137,2.137,click,15,6,FALSE,1.51192E+12
