,path,length,count,board,mcts_prob
0,"[[0, 4, 1], [3, 5, 2]]",2,4,6_easy_full,0.0001217952621643018
1,"[[3, 1, 1], [4, 1, 2], [4, 4, 1]]",3,9,6_easy_full,0.0011319330901773362
2,"[[0, 2, 1], [3, 5, 2], [5, 5, 1]]",3,14,6_easy_full,0.001760784806942523
3,"[[0, 4, 1], [4, 1, 2]]",2,67,6_easy_full,0.002040070641252055
4,"[[5, 1, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,129,6_easy_full,0.04543853469531525
5,"[[5, 4, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,29,6_easy_full,0.010214864388869321
6,"[[5, 1, 1], [4, 1, 2], [3, 1, 1]]",3,141,6_easy_full,0.017733618412778266
7,"[[5, 2, 1], [2, 5, 2]]",2,11,6_easy_full,0.00033493697095183
8,"[[5, 4, 1], [5, 2, 2]]",2,34,6_easy_full,0.0010352597283965655
9,"[[5, 5, 1], [1, 4, 2]]",2,6,6_easy_full,0.00018269289324645272
10,"[[3, 5, 1], [0, 2, 2], [5, 4, 1]]",3,7,6_easy_full,0.0008803924034712615
11,"[[3, 1, 1]]",1,3980,6_easy_full,0.08
12,"[[5, 3, 1]]",1,1990,6_easy_full,0.04
13,"[[5, 2, 1], [4, 1, 2]]",2,196,6_easy_full,0.005967967846050789
14,"[[2, 5, 1], [5, 1, 2]]",2,109,6_easy_full,0.0033189208939772242
15,"[[5, 1, 1], [0, 4, 2]]",2,7,6_easy_full,0.00021314170878752815
16,"[[5, 3, 1], [3, 1, 2], [4, 1, 1]]",3,75,6_easy_full,0.009432775751477801
17,"[[0, 4, 1], [5, 2, 2], [2, 5, 1]]",3,118,6_easy_full,0.014840900515658407
18,"[[5, 4, 1], [5, 0, 2]]",2,3,6_easy_full,9.134644662322636e-05
19,"[[5, 3, 1], [4, 1, 2], [3, 1, 1]]",3,68,6_easy_full,0.00855238334800654
20,"[[2, 5, 1], [4, 4, 2]]",2,142,6_easy_full,0.004323731806832714
21,"[[5, 5, 1], [4, 1, 2], [3, 1, 1]]",3,132,6_easy_full,0.01660168532260093
22,"[[0, 2, 1], [3, 5, 2], [4, 5, 1]]",3,46,6_easy_full,0.0057854357942397185
23,"[[5, 2, 1], [5, 1, 2]]",2,10,6_easy_full,0.0003044881554107545
24,"[[5, 2, 1], [4, 1, 2], [3, 1, 1]]",3,174,6_easy_full,0.0218840397434285
25,"[[5, 2, 1], [5, 4, 2]]",2,14,6_easy_full,0.0004262834175750563
26,"[[5, 1, 1], [5, 0, 2]]",2,31,6_easy_full,0.000943913281773339
27,"[[0, 2, 1], [3, 5, 2], [2, 5, 1]]",3,24,6_easy_full,0.0030184882404728965
28,"[[2, 5, 1], [1, 4, 2]]",2,26,6_easy_full,0.0007916692040679618
29,"[[5, 5, 1], [0, 5, 2]]",2,21,6_easy_full,0.0006394251263625845
30,"[[3, 1, 1], [0, 2, 2]]",2,69,6_easy_full,0.0021009682723342063
31,"[[2, 5, 1], [0, 2, 2]]",2,46,6_easy_full,0.0014006455148894707
32,"[[0, 4, 1], [5, 3, 2]]",2,57,6_easy_full,0.0017355824858413008
33,"[[1, 5, 1], [1, 4, 2], [4, 5, 1]]",3,67,6_easy_full,0.008426613004653503
34,"[[5, 3, 1], [5, 2, 2]]",2,32,6_easy_full,0.0009743620973144144
35,"[[5, 4, 1], [2, 5, 2]]",2,68,6_easy_full,0.002070519456793131
36,"[[5, 2, 1], [0, 5, 2]]",2,22,6_easy_full,0.00066987394190366
37,"[[1, 5, 1], [1, 4, 2], [3, 1, 1]]",3,52,6_easy_full,0.006540057854357942
38,"[[1, 4, 1], [1, 5, 2], [5, 1, 1], [4, 4, 2]]",4,1,6_easy_full,0.0003522367030644593
39,"[[5, 5, 1], [4, 4, 2]]",2,245,6_easy_full,0.007459959807563486
40,"[[3, 5, 1], [0, 2, 2], [1, 4, 1], [1, 5, 2]]",4,40,6_easy_full,0.014089468122578372
41,"[[1, 5, 1], [1, 4, 2], [0, 2, 1]]",3,115,6_easy_full,0.014463589485599296
42,"[[5, 4, 1], [0, 4, 2]]",2,7,6_easy_full,0.00021314170878752815
43,"[[3, 1, 1], [2, 5, 2], [5, 2, 1]]",3,64,6_easy_full,0.008049301974594391
44,"[[5, 3, 1], [2, 5, 2], [5, 2, 1]]",3,75,6_easy_full,0.009432775751477801
45,"[[4, 1, 1], [5, 2, 2]]",2,82,6_easy_full,0.002496802874368187
46,"[[2, 5, 1], [5, 4, 2]]",2,20,6_easy_full,0.000608976310821509
47,"[[5, 2, 1], [4, 4, 2]]",2,91,6_easy_full,0.002770842214237866
48,"[[4, 4, 1], [3, 5, 2]]",2,34,6_easy_full,0.0010352597283965655
49,"[[4, 4, 1], [4, 5, 2]]",2,1,6_easy_full,3.044881554107545e-05
50,"[[3, 5, 1], [0, 2, 2]]",2,9940,6_easy_full,0.30266122647828997
51,"[[0, 2, 1], [3, 5, 2], [5, 0, 1]]",3,5,6_easy_full,0.0006288517167651867
52,"[[1, 5, 1], [1, 4, 2], [5, 2, 1]]",3,57,6_easy_full,0.007168909571123129
53,"[[1, 4, 1], [1, 5, 2], [5, 2, 1]]",3,15,6_easy_full,0.0018865551502955603
54,"[[5, 2, 1], [3, 1, 2], [4, 1, 1]]",3,13,6_easy_full,0.0016350144635894855
55,"[[1, 4, 1], [1, 5, 2], [4, 4, 1]]",3,64,6_easy_full,0.008049301974594391
56,"[[5, 5, 1], [0, 4, 2]]",2,49,6_easy_full,0.0014919919615126972
57,"[[1, 5, 1], [1, 4, 2], [4, 1, 1]]",3,124,6_easy_full,0.015595522575776632
58,"[[4, 1, 1], [1, 4, 2]]",2,14,6_easy_full,0.0004262834175750563
59,"[[2, 5, 1], [5, 2, 2]]",2,17,6_easy_full,0.0005176298641982827
60,"[[0, 2, 1], [3, 5, 2], [3, 1, 1], [5, 5, 2]]",4,2,6_easy_full,0.0007044734061289186
61,"[[3, 1, 1], [5, 1, 2]]",2,13,6_easy_full,0.0003958346020339809
62,"[[5, 2, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,161,6_easy_full,0.05671010919337795
63,"[[5, 5, 1], [3, 1, 2]]",2,69,6_easy_full,0.0021009682723342063
64,"[[2, 5, 1], [3, 1, 2], [4, 1, 1]]",3,96,6_easy_full,0.012073952961891586
65,"[[5, 3, 1], [5, 2, 2], [2, 5, 1]]",3,27,6_easy_full,0.0033957992705320084
66,"[[0, 4, 1], [4, 4, 2], [4, 1, 1]]",3,123,6_easy_full,0.015469752232423594
67,"[[3, 1, 1], [4, 5, 2], [4, 4, 1]]",3,142,6_easy_full,0.017859388756131304
68,"[[1, 5, 1], [1, 4, 2], [5, 4, 1]]",3,28,6_easy_full,0.003521569613885046
69,"[[4, 4, 1], [0, 2, 2]]",2,10,6_easy_full,0.0003044881554107545
70,"[[1, 5, 1], [1, 4, 2], [4, 4, 1]]",3,119,6_easy_full,0.014966670859011445
71,"[[1, 4, 1], [1, 5, 2], [0, 5, 1]]",3,15,6_easy_full,0.0018865551502955603
72,"[[5, 5, 1], [5, 2, 2]]",2,185,6_easy_full,0.005633030875098958
73,"[[0, 4, 1], [2, 5, 2], [5, 2, 1]]",3,24,6_easy_full,0.0030184882404728965
74,"[[3, 1, 1], [5, 2, 2]]",2,148,6_easy_full,0.004506424700079167
75,"[[5, 5, 1], [3, 5, 2]]",2,55,6_easy_full,0.0016746848547591498
76,"[[3, 1, 1], [2, 5, 2]]",2,82,6_easy_full,0.002496802874368187
77,"[[5, 3, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,56,6_easy_full,0.019725255371609723
78,"[[0, 2, 1], [3, 5, 2], [4, 4, 1]]",3,39,6_easy_full,0.004905043390768457
79,"[[5, 3, 1], [0, 5, 2]]",2,3,6_easy_full,9.134644662322636e-05
80,"[[1, 4, 1], [1, 5, 2], [3, 1, 1], [0, 4, 2]]",4,1,6_easy_full,0.0003522367030644593
81,"[[4, 4, 1], [4, 1, 2]]",2,36,6_easy_full,0.0010961573594787163
82,"[[5, 1, 1], [1, 4, 2]]",2,31,6_easy_full,0.000943913281773339
83,"[[0, 4, 1], [4, 5, 2]]",2,14,6_easy_full,0.0004262834175750563
84,"[[5, 2, 1]]",1,1990,6_easy_full,0.04
85,"[[3, 5, 1], [0, 2, 2], [0, 5, 1]]",3,44,6_easy_full,0.005533895107533644
86,"[[5, 4, 1], [4, 1, 2]]",2,45,6_easy_full,0.0013701966993483953
87,"[[1, 4, 1], [1, 5, 2], [4, 5, 1]]",3,64,6_easy_full,0.008049301974594391
88,"[[3, 5, 1], [0, 2, 2], [1, 5, 1]]",3,572,6_easy_full,0.07194063639793737
89,"[[5, 4, 1], [3, 1, 2]]",2,17,6_easy_full,0.0005176298641982827
90,"[[5, 2, 1], [5, 3, 2]]",2,31,6_easy_full,0.000943913281773339
91,"[[5, 1, 1], [5, 3, 2]]",2,22,6_easy_full,0.00066987394190366
92,"[[5, 2, 1], [0, 2, 2]]",2,26,6_easy_full,0.0007916692040679618
93,"[[4, 1, 1], [0, 5, 2]]",2,45,6_easy_full,0.0013701966993483953
94,"[[5, 1, 1], [4, 5, 2], [4, 4, 1]]",3,46,6_easy_full,0.0057854357942397185
95,"[[0, 2, 1], [3, 5, 2], [5, 3, 1], [5, 2, 2]]",4,1,6_easy_full,0.0003522367030644593
96,"[[0, 2, 1], [3, 5, 2], [1, 5, 1]]",3,83,6_easy_full,0.010438938498302101
97,"[[5, 4, 1], [4, 4, 2]]",2,151,6_easy_full,0.004597771146702393
98,"[[1, 4, 1], [1, 5, 2], [0, 2, 1]]",3,27,6_easy_full,0.0033957992705320084
99,"[[2, 5, 1], [4, 1, 2]]",2,154,6_easy_full,0.00468911759332562
100,"[[5, 4, 1], [0, 2, 2]]",2,3,6_easy_full,9.134644662322636e-05
101,"[[2, 5, 1], [4, 1, 2], [3, 1, 1]]",3,128,6_easy_full,0.016098603949188783
102,"[[5, 2, 1], [5, 5, 2]]",2,4,6_easy_full,0.0001217952621643018
103,"[[4, 4, 1], [5, 1, 2]]",2,50,6_easy_full,0.0015224407770537726
104,"[[5, 4, 1], [4, 5, 2]]",2,19,6_easy_full,0.0005785274952804335
105,"[[1, 5, 1], [1, 4, 2], [0, 5, 1]]",3,30,6_easy_full,0.0037731103005911207
106,"[[5, 3, 1], [4, 1, 2]]",2,83,6_easy_full,0.0025272516899092624
107,"[[5, 1, 1], [3, 5, 2]]",2,21,6_easy_full,0.0006394251263625845
108,"[[4, 4, 1], [2, 5, 2]]",2,73,6_easy_full,0.002222763534498508
109,"[[5, 3, 1], [0, 4, 2]]",2,2,6_easy_full,6.08976310821509e-05
110,"[[3, 5, 1], [0, 2, 2], [1, 4, 1]]",3,52,6_easy_full,0.006540057854357942
111,"[[0, 2, 1], [3, 5, 2], [5, 1, 1]]",3,3,6_easy_full,0.00037731103005911207
112,"[[1, 4, 1], [1, 5, 2], [3, 5, 1], [0, 2, 2]]",4,50,6_easy_full,0.017611835153222965
113,"[[5, 2, 1], [4, 5, 2]]",2,133,6_easy_full,0.004049692466963035
114,"[[4, 4, 1], [5, 0, 2]]",2,15,6_easy_full,0.00045673223311613176
115,"[[4, 1, 1], [0, 2, 2]]",2,31,6_easy_full,0.000943913281773339
116,"[[5, 1, 1], [2, 5, 2], [5, 2, 1]]",3,161,6_easy_full,0.020249025279839013
117,"[[5, 4, 1], [5, 5, 2]]",2,7,6_easy_full,0.00021314170878752815
118,"[[2, 5, 1], [4, 5, 2], [4, 4, 1]]",3,67,6_easy_full,0.008426613004653503
119,"[[5, 3, 1], [4, 5, 2]]",2,158,6_easy_full,0.004810912855489922
120,"[[5, 5, 1], [5, 3, 2]]",2,17,6_easy_full,0.0005176298641982827
121,"[[5, 5, 1], [5, 1, 2]]",2,10,6_easy_full,0.0003044881554107545
122,"[[0, 4, 1], [5, 2, 2]]",2,127,6_easy_full,0.0038669995737165824
123,"[[0, 2, 1], [3, 5, 2], [1, 5, 1], [1, 4, 2]]",4,70,6_easy_full,0.02465656921451215
124,"[[3, 1, 1], [1, 5, 2]]",2,21,6_easy_full,0.0006394251263625845
125,"[[0, 4, 1], [3, 1, 2]]",2,23,6_easy_full,0.0007003227574447354
126,"[[4, 1, 1], [5, 2, 2], [2, 5, 1]]",3,72,6_easy_full,0.00905546472141869
127,"[[5, 1, 1], [4, 4, 2]]",2,119,6_easy_full,0.0036234090493879787
128,"[[4, 1, 1], [5, 5, 2]]",2,4,6_easy_full,0.0001217952621643018
129,"[[3, 5, 1], [0, 2, 2], [5, 5, 1]]",3,64,6_easy_full,0.008049301974594391
130,"[[4, 1, 1], [1, 5, 2]]",2,21,6_easy_full,0.0006394251263625845
131,"[[2, 5, 1], [3, 5, 2]]",2,31,6_easy_full,0.000943913281773339
132,"[[5, 3, 1], [4, 4, 2], [4, 1, 1]]",3,197,6_easy_full,0.024776757640548357
133,"[[4, 1, 1], [5, 3, 2]]",2,29,6_easy_full,0.0008830156506911881
134,"[[1, 5, 1], [1, 4, 2], [3, 5, 1], [0, 2, 2]]",4,411,6_easy_full,0.1447692849594928
135,"[[5, 3, 1], [5, 1, 2]]",2,45,6_easy_full,0.0013701966993483953
136,"[[2, 5, 1], [5, 5, 2]]",2,7,6_easy_full,0.00021314170878752815
137,"[[2, 5, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,102,6_easy_full,0.03592814371257485
138,"[[4, 4, 1]]",1,3980,6_easy_full,0.08
139,"[[0, 4, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,51,6_easy_full,0.017964071856287425
140,"[[1, 4, 1], [1, 5, 2], [3, 5, 1]]",3,60,6_easy_full,0.007546220601182241
141,"[[2, 5, 1], [4, 5, 2]]",2,78,6_easy_full,0.0023750076122038854
142,"[[5, 3, 1], [4, 5, 2], [4, 4, 1]]",3,149,6_easy_full,0.018739781159602564
143,"[[5, 2, 1], [3, 5, 2]]",2,6,6_easy_full,0.00018269289324645272
144,"[[3, 5, 1], [0, 2, 2], [0, 4, 1]]",3,17,6_easy_full,0.002138095837001635
145,"[[5, 5, 1], [5, 4, 2]]",2,29,6_easy_full,0.0008830156506911881
146,"[[5, 5, 1], [4, 4, 2], [4, 1, 1]]",3,219,6_easy_full,0.02754370519431518
147,"[[5, 1, 1], [2, 5, 2], [5, 2, 1], [4, 5, 2], [4, 4, 1]]",5,1,6_easy_full,1.0
148,"[[1, 4, 1], [1, 5, 2], [0, 4, 1]]",3,9,6_easy_full,0.0011319330901773362
149,"[[0, 2, 1], [3, 5, 2]]",2,2982,6_easy_full,0.090798367943487
150,"[[1, 4, 1], [1, 5, 2], [5, 0, 1]]",3,21,6_easy_full,0.0026411772104137842
151,"[[3, 5, 1], [0, 2, 2], [4, 4, 1]]",3,105,6_easy_full,0.013205886052068922
152,"[[1, 5, 1], [1, 4, 2], [5, 0, 1]]",3,7,6_easy_full,0.0008803924034712615
153,"[[5, 1, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,84,6_easy_full,0.029587883057414582
154,"[[0, 4, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,114,6_easy_full,0.040154984149348365
155,"[[5, 4, 1]]",1,995,6_easy_full,0.02
156,"[[5, 5, 1], [4, 1, 2]]",2,156,6_easy_full,0.004750015224407771
157,"[[5, 5, 1], [1, 5, 2]]",2,27,6_easy_full,0.0008221180196090372
158,"[[1, 4, 1], [1, 5, 2], [5, 4, 1]]",3,3,6_easy_full,0.00037731103005911207
159,"[[1, 4, 1], [1, 5, 2], [5, 3, 1]]",3,13,6_easy_full,0.0016350144635894855
160,"[[1, 5, 1], [1, 4, 2], [3, 5, 1]]",3,533,6_easy_full,0.06703559300716891
161,"[[3, 1, 1], [3, 5, 2]]",2,61,6_easy_full,0.0018573777480056027
162,"[[5, 5, 1], [2, 5, 2]]",2,183,6_easy_full,0.005572133244016808
163,"[[5, 2, 1], [0, 4, 2]]",2,50,6_easy_full,0.0015224407770537726
164,"[[5, 3, 1], [3, 1, 2]]",2,82,6_easy_full,0.002496802874368187
165,"[[0, 2, 1], [3, 5, 2], [5, 3, 1], [1, 4, 2]]",4,2,6_easy_full,0.0007044734061289186
166,"[[5, 5, 1], [4, 1, 2], [3, 1, 1], [4, 4, 2]]",4,110,6_easy_full,0.038746037337090526
167,"[[5, 4, 1], [3, 1, 2], [4, 1, 1]]",3,14,6_easy_full,0.001760784806942523
168,"[[4, 1, 1], [5, 4, 2]]",2,7,6_easy_full,0.00021314170878752815
169,"[[0, 4, 1], [3, 1, 2], [4, 1, 1]]",3,20,6_easy_full,0.002515406867060747
170,"[[4, 1, 1], [4, 5, 2]]",2,18,6_easy_full,0.0005480786797393581
171,"[[5, 2, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,62,6_easy_full,0.021838675589996477
172,"[[2, 5, 1]]",1,2985,6_easy_full,0.06
173,"[[0, 2, 1], [3, 5, 2], [1, 4, 1]]",3,17,6_easy_full,0.002138095837001635
174,"[[5, 1, 1], [4, 4, 2], [4, 1, 1]]",3,98,6_easy_full,0.01232549364859766
175,"[[0, 4, 1], [4, 4, 2]]",2,132,6_easy_full,0.004019243651421959
176,"[[5, 4, 1], [4, 5, 2], [4, 4, 1]]",3,17,6_easy_full,0.002138095837001635
177,"[[4, 1, 1], [0, 4, 2]]",2,19,6_easy_full,0.0005785274952804335
178,"[[4, 4, 1], [0, 4, 2]]",2,15,6_easy_full,0.00045673223311613176
179,"[[5, 2, 1], [1, 4, 2]]",2,24,6_easy_full,0.0007307715729858109
180,"[[5, 3, 1], [5, 5, 2]]",2,17,6_easy_full,0.0005176298641982827
181,"[[3, 1, 1], [4, 4, 2]]",2,238,6_easy_full,0.007246818098775957
182,"[[0, 2, 1], [3, 5, 2], [3, 1, 1]]",3,42,6_easy_full,0.0052823544208275685
183,"[[5, 2, 1], [3, 1, 2]]",2,19,6_easy_full,0.0005785274952804335
184,"[[4, 4, 1], [5, 2, 2], [2, 5, 1]]",3,38,6_easy_full,0.004779273047415419
185,"[[5, 1, 1]]",1,1990,6_easy_full,0.04
186,"[[5, 1, 1], [0, 5, 2]]",2,29,6_easy_full,0.0008830156506911881
187,"[[4, 4, 1], [5, 3, 2]]",2,24,6_easy_full,0.0007307715729858109
188,"[[5, 5, 1], [4, 5, 2], [4, 4, 1]]",3,21,6_easy_full,0.0026411772104137842
189,"[[0, 4, 1]]",1,995,6_easy_full,0.02
190,"[[4, 1, 1], [4, 4, 2], [4, 5, 1]]",3,13,6_easy_full,0.0016350144635894855
191,"[[1, 5, 1], [1, 4, 2]]",2,7952,6_easy_full,0.24212898118263199
192,"[[3, 5, 1]]",1,9950,6_easy_full,0.2
193,"[[5, 5, 1]]",1,2985,6_easy_full,0.06
194,"[[0, 2, 1], [3, 5, 2], [5, 4, 1]]",3,2,6_easy_full,0.00025154068670607473
195,"[[5, 2, 1], [5, 0, 2]]",2,3,6_easy_full,9.134644662322636e-05
196,"[[0, 4, 1], [4, 5, 2], [4, 4, 1]]",3,12,6_easy_full,0.0015092441202364483
197,"[[4, 4, 1], [5, 2, 2]]",2,50,6_easy_full,0.0015224407770537726
198,"[[3, 1, 1], [5, 5, 2]]",2,84,6_easy_full,0.002557700505450338
199,"[[3, 1, 1], [4, 4, 2], [4, 1, 1], [4, 5, 2]]",4,193,6_easy_full,0.06798168369144064
200,"[[0, 2, 1], [3, 5, 2], [5, 2, 1]]",3,4,6_easy_full,0.0005030813734121495
201,"[[5, 1, 1], [5, 2, 2], [2, 5, 1]]",3,18,6_easy_full,0.0022638661803546724
202,"[[4, 1, 1], [4, 5, 2], [4, 4, 1]]",3,14,6_easy_full,0.001760784806942523
203,"[[1, 5, 1], [1, 4, 2], [5, 3, 1]]",3,77,6_easy_full,0.009684316438183876
204,"[[1, 4, 1], [1, 5, 2], [2, 5, 1]]",3,48,6_easy_full,0.006036976480945793
205,"[[3, 5, 1], [0, 2, 2], [4, 5, 1]]",3,190,6_easy_full,0.023896365237077097
206,"[[3, 5, 1], [0, 2, 2], [3, 1, 1]]",3,39,6_easy_full,0.004905043390768457
207,"[[1, 5, 1], [1, 4, 2], [5, 1, 1]]",3,30,6_easy_full,0.0037731103005911207
208,"[[2, 5, 1], [4, 4, 2], [4, 1, 1]]",3,118,6_easy_full,0.014840900515658407
209,"[[5, 1, 1], [4, 1, 2]]",2,157,6_easy_full,0.004780464039948846
210,"[[3, 1, 1], [5, 3, 2]]",2,44,6_easy_full,0.00133974788380732
