board,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,answer,numberOfNodes,correct,exploredNodes
10_easy_full,paths_linear_square,paths,False,False,1,square,2,False,50,50,1,"[[0.010101010101010102, 0.010101010101010102, 0.010101010101010102, 0.010101010101010102, -1e-05, 0.010101010101010102, -2e-05, 0.0, 0.010101010101010102, 0.020202020202020204], [0.010101010101010102, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.050505050505050504, 0.050505050505050504], [0.0, 0.010101010101010102, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.010101010101010102, 0.020202020202020204], [0.0, 0.010101010101010102, 0.04040404040404041, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.010101010101010102, 0.010101010101010102, -1e-05, 0.010101010101010102, -2e-05, -2e-05, 0.010101010101010102, 0.010101010101010102, 0.010101010101010102], [-1e-05, 0.010101010101010102, 0.010101010101010102, 0.010101010101010102, 0.04040404040404041, 0.0, 0.010101010101010102, 0.010101010101010102, 0.030303030303030304, 0.020202020202020204], [-1e-05, -1e-05, 0.020202020202020204, 0.020202020202020204, 0.020202020202020204, 0.06060606060606061, 0.010101010101010102, 0.030303030303030304, 0.010101010101010102, 0.020202020202020204], [-2e-05, -2e-05, 0.020202020202020204, 0.010101010101010102, 0.010101010101010102, 0.010101010101010102, -1e-05, 0.010101010101010102, 0.010101010101010102, 0.020202020202020204], [0.0, 0.0, 0.010101010101010102, 0.020202020202020204, 0.010101010101010102, 0.020202020202020204, -1e-05, 0.10101010101010101, 0.010101010101010102, 0.010101010101010102], [0.0, 0.0, 0.0, 0.010101010101010102, 0.030303030303030304, -2e-05, -2e-05, -2e-05, 0.010101010101010102, 0.0]]"
10_easy_pruned,paths_linear_square,paths,False,False,1,square,2,False,50,95,0,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.02127659574468085], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.0851063829787234, 0.0851063829787234], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.02127659574468085], [0.0, 0.0, 0.06382978723404255, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.02127659574468085, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.06382978723404255, 0.0, 0.0, 0.0, 0.0425531914893617, 0.02127659574468085], [-1e-05, -1e-05, 0.02127659574468085, 0.02127659574468085, 0.02127659574468085, 0.10638297872340426, 0.0, 0.0425531914893617, 0.0, 0.02127659574468085], [-2e-05, -2e-05, 0.02127659574468085, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.02127659574468085], [0.0, 0.0, 0.0, 0.02127659574468085, 0.0, 0.02127659574468085, -1e-05, 0.19148936170212766, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02127659574468085, 0.0425531914893617, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
10_hard_full,paths_linear_square,paths,False,False,1,square,2,False,50,56,0,"[[0.009345794392523364, 0.009345794392523364, 0.009345794392523364, -2e-05, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.018691588785046728, 0.009345794392523364, 0.009345794392523364, -1e-05, 0.009345794392523364, -2e-05, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.009345794392523364, -2e-05, -2e-05, 0.009345794392523364, 0.009345794392523364, -1e-05, -1e-05, 0.009345794392523364, -2e-05, 0.009345794392523364], [0.009345794392523364, 0.009345794392523364, -2e-05, -1e-05, -2e-05, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.028037383177570093, -1e-05, -1e-05, 0.12149532710280374, 0.009345794392523364, 0.09345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.009345794392523364, -1e-05, -1e-05, 0.037383177570093455, -2e-05, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.009345794392523364, 0.009345794392523364, -1e-05, 0.009345794392523364, -2e-05, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.009345794392523364, 0.009345794392523364, -1e-05, 0.018691588785046728, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.009345794392523364, 0.009345794392523364, -2e-05, 0.009345794392523364, 0.018691588785046728, -2e-05, -2e-05, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364], [0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, -1e-05, 0.018691588785046728, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364]]"
10_hard_pruned,paths_linear_square,paths,False,False,1,square,2,False,50,56,0,"[[0.0, 0.0, 0.012345679012345678, -2e-05, 0.0, 0.0, 0.012345679012345678, 0.0, 0.012345679012345678, 0.0], [0.024691358024691357, 0.012345679012345678, 0.012345679012345678, -1e-05, 0.012345679012345678, -2e-05, 0.012345679012345678, 0.012345679012345678, 0.0, 0.0], [0.0, -2e-05, -2e-05, 0.012345679012345678, -1e-05, -1e-05, -1e-05, 0.012345679012345678, -2e-05, 0.0], [0.012345679012345678, 0.012345679012345678, -2e-05, -1e-05, -2e-05, 0.08641975308641975, 0.012345679012345678, 0.0, 0.0, 0.0], [0.012345679012345678, -1e-05, -1e-05, 0.09876543209876543, 0.012345679012345678, 0.09876543209876543, 0.037037037037037035, 0.012345679012345678, 0.0, 0.0], [0.012345679012345678, -1e-05, -1e-05, 0.024691358024691357, -2e-05, 0.012345679012345678, 0.012345679012345678, 0.037037037037037035, 0.012345679012345678, 0.0], [-2e-05, 0.012345679012345678, -1e-05, 0.012345679012345678, -2e-05, 0.012345679012345678, 0.012345679012345678, 0.0, 0.012345679012345678, 0.012345679012345678], [0.012345679012345678, 0.012345679012345678, -1e-05, 0.024691358024691357, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.0, 0.0], [0.012345679012345678, 0.012345679012345678, -2e-05, 0.012345679012345678, 0.024691358024691357, -2e-05, -2e-05, 0.0, 0.0, 0.0], [0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, -1e-05, 0.024691358024691357, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.0]]"
10_medium_full,paths_linear_square,paths,False,False,1,square,2,False,50,54,0,"[[0.0, 0.0, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.0, 0.009900990099009901, 0.009900990099009901, 0.0, 0.0], [0.0, 0.0, 0.009900990099009901, 0.019801980198019802, 0.0, 0.009900990099009901, 0.07920792079207921, 0.009900990099009901, 0.0, 0.0], [0.009900990099009901, 0.009900990099009901, -1e-05, 0.0297029702970297, 0.009900990099009901, -2e-05, 0.0, 0.009900990099009901, 0.0, 0.0], [0.019801980198019802, 0.019801980198019802, 0.019801980198019802, -1e-05, -1e-05, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.009900990099009901, 0.0], [0.009900990099009901, 0.019801980198019802, 0.039603960396039604, 0.0297029702970297, -2e-05, -2e-05, -2e-05, -1e-05, -2e-05, 0.009900990099009901], [0.0, 0.0297029702970297, 0.019801980198019802, 0.009900990099009901, 0.0297029702970297, -1e-05, -2e-05, -2e-05, 0.009900990099009901, 0.0], [0.009900990099009901, 0.009900990099009901, 0.009900990099009901, -1e-05, 0.019801980198019802, -2e-05, 0.009900990099009901, 0.009900990099009901, 0.0, 0.0], [0.009900990099009901, 0.019801980198019802, 0.019801980198019802, 0.04950495049504951, -1e-05, -1e-05, 0.019801980198019802, 0.019801980198019802, 0.019801980198019802, 0.009900990099009901], [0.0, 0.009900990099009901, 0.009900990099009901, 0.019801980198019802, 0.009900990099009901, -1e-05, 0.019801980198019802, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901], [0.009900990099009901, 0.009900990099009901, 0.0, 0.019801980198019802, 0.009900990099009901, 0.0, -2e-05, 0.019801980198019802, 0.0, 0.009900990099009901]]"
10_medium_pruned,paths_linear_square,paths,False,False,1,square,2,False,50,53,1,"[[0.0, 0.0, 0.0425531914893617, 0.0, 0.0, 0.02127659574468085, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06382978723404255, 0.02127659574468085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1e-05, 0.02127659574468085, 0.0425531914893617, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0851063829787234, 0.0851063829787234, -1e-05, -1e-05, -1e-05, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06382978723404255, 0.0425531914893617, 0.0425531914893617, -2e-05, -2e-05, -2e-05, -1e-05, -2e-05, 0.0], [0.0, 0.0, 0.0851063829787234, 0.0425531914893617, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.10638297872340426, -1e-05, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0425531914893617, 0.0425531914893617, 0.02127659574468085, -1e-05, -1e-05, 0.0425531914893617, 0.06382978723404255, 0.02127659574468085, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0]]"
6_easy_full,paths_linear_square,paths,False,False,1,square,2,False,50,26,0,"[[0.021739130434782608, -1e-05, 0.06521739130434782, -2e-05, 0.06521739130434782, 0.10869565217391304], [0.021739130434782608, -2e-05, -1e-05, -1e-05, 0.06521739130434782, 0.06521739130434782], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.10869565217391304], [-2e-05, 0.10869565217391304, -1e-05, -1e-05, -2e-05, 0.06521739130434782], [-1e-05, 0.021739130434782608, -2e-05, -2e-05, 0.021739130434782608, 0.10869565217391304], [0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.043478260869565216]]"
6_easy_pruned,paths_linear_square,paths,False,False,1,square,2,False,24,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.07142857142857142, 0.14285714285714285], [0.0, -2e-05, -1e-05, -1e-05, 0.07142857142857142, 0.07142857142857142], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.14285714285714285], [-2e-05, 0.2857142857142857, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.14285714285714285], [0.0, 0.0, 0.0, 0.0, 0.0, 0.07142857142857142]]"
6_hard_full,paths_linear_square,paths,False,False,1,square,2,False,50,34,0,"[[0.14285714285714285, -2e-05, 0.04081632653061224, 0.08163265306122448, -1e-05, 0.02040816326530612], [0.02040816326530612, -2e-05, -1e-05, -2e-05, 0.02040816326530612, 0.02040816326530612], [0.061224489795918366, -1e-05, 0.08163265306122448, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612], [0.02040816326530612, -1e-05, 0.02040816326530612, -2e-05, 0.02040816326530612, 0.02040816326530612], [0.02040816326530612, -1e-05, 0.10204081632653061, 0.061224489795918366, 0.04081632653061224, 0.02040816326530612], [0.02040816326530612, -2e-05, 0.04081632653061224, 0.04081632653061224, -2e-05, 0.02040816326530612]]"
6_hard_pruned,paths_linear_square,paths,False,False,1,square,2,False,50,15,0,"[[0.10204081632653061, -2e-05, 0.061224489795918366, -1e-05, -1e-05, 0.04081632653061224], [0.02040816326530612, -2e-05, -1e-05, -2e-05, 0.02040816326530612, 0.02040816326530612], [0.061224489795918366, -1e-05, 0.061224489795918366, 0.08163265306122448, 0.02040816326530612, 0.02040816326530612], [-2e-05, -1e-05, 0.02040816326530612, -2e-05, 0.02040816326530612, 0.02040816326530612], [0.04081632653061224, -1e-05, 0.12244897959183673, 0.061224489795918366, 0.061224489795918366, 0.02040816326530612], [0.02040816326530612, -2e-05, 0.04081632653061224, 0.04081632653061224, -2e-05, 0.02040816326530612]]"
