run,chosen_moves,k,num_nodes_rollouts,board,num_nodes,correct
28,44,None,16883,10_hard_full,5001,0
29,44,None,16935,10_hard_full,5001,0
30,45,None,16943,10_hard_full,5001,0
31,44,None,16940,10_hard_full,5001,0
32,44,None,16875,10_hard_full,5000,0
33,44,None,16901,10_hard_full,5000,0
34,45,None,16957,10_hard_full,5000,0
35,44,None,16886,10_hard_full,5001,0
36,45,None,16908,10_hard_full,5001,0
37,62,None,16957,10_hard_full,5000,0
38,44,None,16839,10_hard_full,5001,0
39,44,None,16840,10_hard_full,5000,0
40,45,None,16953,10_hard_full,5001,0
41,44,None,16932,10_hard_full,5001,0
42,74,None,16942,10_hard_full,5001,0
43,44,None,16979,10_hard_full,5001,0
44,44,None,17005,10_hard_full,5000,0
45,72,None,16875,10_hard_full,5000,0
46,44,None,17097,10_hard_full,5001,0
47,45,None,16951,10_hard_full,5000,0
48,45,None,16939,10_hard_full,5000,0
49,74,None,16940,10_hard_full,5001,0
50,44,None,16886,10_hard_full,5001,0
51,45,None,16958,10_hard_full,5001,0
52,44,None,16775,10_hard_full,5000,0
53,44,None,16956,10_hard_full,5000,0
54,44,None,16930,10_hard_full,5001,0
55,44,None,16939,10_hard_full,5001,0
56,44,None,16903,10_hard_full,5001,0
57,45,None,16840,10_hard_full,5001,0
58,61,None,16917,10_hard_full,5001,0
59,44,None,16877,10_hard_full,5001,0
60,44,None,16930,10_hard_full,5000,0
61,62,None,16910,10_hard_full,5001,0
62,44,None,16914,10_hard_full,5001,0
63,44,None,16835,10_hard_full,5000,0
64,74,None,16941,10_hard_full,5001,0
65,44,None,16845,10_hard_full,5001,0
66,44,None,16957,10_hard_full,5000,0
67,45,None,16887,10_hard_full,5001,0
68,44,None,16919,10_hard_full,5000,0
69,44,None,16915,10_hard_full,5001,0
70,44,None,16906,10_hard_full,5000,0
71,44,None,16880,10_hard_full,5001,0
72,45,None,16824,10_hard_full,5000,0
73,44,None,16788,10_hard_full,5001,0
74,44,None,16872,10_hard_full,5000,0
75,44,None,16896,10_hard_full,5000,0
76,44,None,16930,10_hard_full,5000,0
77,74,None,16969,10_hard_full,5001,0
78,44,None,16932,10_hard_full,5000,0
79,44,None,16846,10_hard_full,5000,0
80,44,None,16941,10_hard_full,5000,0
81,44,None,16892,10_hard_full,5001,0
82,44,None,16965,10_hard_full,5001,0
83,45,None,16974,10_hard_full,5001,0
84,61,None,16800,10_hard_full,5001,0
85,44,None,16864,10_hard_full,5001,0
86,85,None,16922,10_hard_full,5001,0
87,44,None,16869,10_hard_full,5001,0
88,45,None,16905,10_hard_full,5001,0
89,45,None,17008,10_hard_full,5001,0
90,45,None,16910,10_hard_full,5000,0
91,44,None,16860,10_hard_full,5000,0
92,44,None,16821,10_hard_full,5000,0
93,44,None,16924,10_hard_full,5000,0
94,45,None,16826,10_hard_full,5002,0
95,45,None,16991,10_hard_full,5001,0
96,61,None,16867,10_hard_full,5001,0
97,45,None,16882,10_hard_full,5000,0
98,61,None,16924,10_hard_full,5000,0
99,45,None,16898,10_hard_full,5001,0
0,54,None,12333,10_hard_pruned,5001,0
1,47,None,12396,10_hard_pruned,5001,0
2,44,None,12434,10_hard_pruned,5000,0
3,74,None,12412,10_hard_pruned,5001,0
4,44,None,12428,10_hard_pruned,5001,0
5,44,None,12370,10_hard_pruned,5001,0
6,44,None,12380,10_hard_pruned,5001,0
7,74,None,12400,10_hard_pruned,5000,0
8,45,None,12400,10_hard_pruned,5000,0
9,74,None,12404,10_hard_pruned,5000,0
10,45,None,12409,10_hard_pruned,5001,0
11,44,None,12390,10_hard_pruned,5000,0
12,45,None,12410,10_hard_pruned,5000,0
13,74,None,12383,10_hard_pruned,5000,0
14,45,None,12439,10_hard_pruned,5001,0
15,45,None,12397,10_hard_pruned,5000,0
16,45,None,12419,10_hard_pruned,5000,0
17,45,None,12425,10_hard_pruned,5001,0
18,36,None,12402,10_hard_pruned,5001,0
19,89,None,12369,10_hard_pruned,5001,0
20,44,None,12380,10_hard_pruned,5001,0
21,74,None,12398,10_hard_pruned,5000,0
22,45,None,12370,10_hard_pruned,5001,0
23,74,None,12404,10_hard_pruned,5001,0
24,74,None,12341,10_hard_pruned,5001,0
25,45,None,12409,10_hard_pruned,5001,0
26,36,None,12424,10_hard_pruned,5000,0
27,44,None,12416,10_hard_pruned,5001,0
28,45,None,12334,10_hard_pruned,5000,0
29,74,None,12388,10_hard_pruned,5000,0
30,44,None,12368,10_hard_pruned,5001,0
31,44,None,12403,10_hard_pruned,5000,0
32,45,None,12387,10_hard_pruned,5001,0
33,44,None,12400,10_hard_pruned,5001,0
34,74,None,12364,10_hard_pruned,5001,0
35,62,None,12382,10_hard_pruned,5000,0
36,44,None,12364,10_hard_pruned,5001,0
37,44,None,12415,10_hard_pruned,5001,0
38,44,None,12385,10_hard_pruned,5001,0
39,45,None,12384,10_hard_pruned,5001,0
40,74,None,12366,10_hard_pruned,5001,0
41,74,None,12410,10_hard_pruned,5000,0
42,85,None,12389,10_hard_pruned,5001,0
43,44,None,12391,10_hard_pruned,5000,0
44,45,None,12375,10_hard_pruned,5001,0
45,44,None,12400,10_hard_pruned,5000,0
46,74,None,12403,10_hard_pruned,5000,0
47,74,None,12451,10_hard_pruned,5001,0
48,44,None,12422,10_hard_pruned,5000,0
49,45,None,12446,10_hard_pruned,5000,0
50,44,None,12418,10_hard_pruned,5001,0
51,44,None,12373,10_hard_pruned,5001,0
52,74,None,12394,10_hard_pruned,5001,0
53,44,None,12402,10_hard_pruned,5001,0
54,36,None,12417,10_hard_pruned,5000,0
55,74,None,12383,10_hard_pruned,5001,0
56,74,None,12447,10_hard_pruned,5000,0
57,44,None,12442,10_hard_pruned,5000,0
58,45,None,12382,10_hard_pruned,5001,0
59,44,None,12403,10_hard_pruned,5000,0
60,85,None,12391,10_hard_pruned,5001,0
61,45,None,12335,10_hard_pruned,5001,0
62,45,None,12408,10_hard_pruned,5001,0
63,44,None,12377,10_hard_pruned,5001,0
64,45,None,12388,10_hard_pruned,5001,0
65,45,None,12427,10_hard_pruned,5001,0
66,45,None,12358,10_hard_pruned,5001,0
67,45,None,12397,10_hard_pruned,5001,0
68,62,None,12418,10_hard_pruned,5001,0
69,45,None,12449,10_hard_pruned,5001,0
70,44,None,12422,10_hard_pruned,5001,0
71,45,None,12398,10_hard_pruned,5001,0
72,45,None,12389,10_hard_pruned,5000,0
73,44,None,12440,10_hard_pruned,5000,0
74,72,None,12396,10_hard_pruned,5001,0
75,44,None,12368,10_hard_pruned,5001,0
76,45,None,12421,10_hard_pruned,5001,0
77,44,None,12403,10_hard_pruned,5001,0
78,44,None,12412,10_hard_pruned,5000,0
79,45,None,12367,10_hard_pruned,5000,0
80,85,None,12427,10_hard_pruned,5002,0
81,45,None,12377,10_hard_pruned,5001,0
82,45,None,12387,10_hard_pruned,5000,0
83,74,None,12380,10_hard_pruned,5001,0
84,44,None,12399,10_hard_pruned,5001,0
85,44,None,12396,10_hard_pruned,5000,0
86,44,None,12344,10_hard_pruned,5001,0
87,44,None,12374,10_hard_pruned,5000,0
88,74,None,12358,10_hard_pruned,5000,0
89,74,None,12379,10_hard_pruned,5001,0
90,54,None,12431,10_hard_pruned,5001,0
91,44,None,12388,10_hard_pruned,5000,0
92,45,None,12390,10_hard_pruned,5001,0
93,74,None,12385,10_hard_pruned,5001,0
94,45,None,12422,10_hard_pruned,5001,0
95,36,None,12419,10_hard_pruned,5001,0
96,45,None,12394,10_hard_pruned,5001,0
97,36,None,12376,10_hard_pruned,5001,0
98,74,None,12392,10_hard_pruned,5001,0
99,54,None,12356,10_hard_pruned,5001,0
0,32,None,12380,10_medium_full,5000,0
1,78,None,12354,10_medium_full,5000,0
2,54,None,12389,10_medium_full,5000,0
3,33,None,12398,10_medium_full,5000,1
4,32,None,12402,10_medium_full,5000,0
5,44,None,12386,10_medium_full,5001,0
6,44,None,12375,10_medium_full,5000,0
7,54,None,12384,10_medium_full,5000,0
8,74,None,12430,10_medium_full,5000,0
9,77,None,12405,10_medium_full,5000,0
10,77,None,12393,10_medium_full,5001,0
11,33,None,12374,10_medium_full,5000,1
12,77,None,12372,10_medium_full,5000,0
13,36,None,12430,10_medium_full,5000,0
14,77,None,12402,10_medium_full,5000,0
15,74,None,12357,10_medium_full,5000,0
16,54,None,12376,10_medium_full,5000,0
17,54,None,12401,10_medium_full,5000,0
18,54,None,12396,10_medium_full,5002,0
19,33,None,12428,10_medium_full,5000,1
20,74,None,12354,10_medium_full,5000,0
21,78,None,12440,10_medium_full,5000,0
22,74,None,12407,10_medium_full,5000,0
23,36,None,12392,10_medium_full,5000,0
24,73,None,12394,10_medium_full,5000,0
25,74,None,12413,10_medium_full,5001,0
26,54,None,12358,10_medium_full,5000,0
27,54,None,12382,10_medium_full,5000,0
28,36,None,12382,10_medium_full,5000,0
29,33,None,12402,10_medium_full,5000,1
30,77,None,12394,10_medium_full,5000,0
31,77,None,12406,10_medium_full,5000,0
32,73,None,12369,10_medium_full,5000,0
33,32,None,12367,10_medium_full,5000,0
34,54,None,12376,10_medium_full,5000,0
35,37,None,12343,10_medium_full,5000,0
36,54,None,12414,10_medium_full,5000,0
37,33,None,12350,10_medium_full,5000,1
38,54,None,12384,10_medium_full,5000,0
39,73,None,12357,10_medium_full,5000,0
40,78,None,12340,10_medium_full,5001,0
41,73,None,12353,10_medium_full,5001,0
42,72,None,12388,10_medium_full,5001,0
43,37,None,12385,10_medium_full,5000,0
44,74,None,12345,10_medium_full,5001,0
45,77,None,12351,10_medium_full,5000,0
46,54,None,12380,10_medium_full,5001,0
47,33,None,12361,10_medium_full,5000,1
48,74,None,12379,10_medium_full,5001,0
49,77,None,12404,10_medium_full,5001,0
50,44,None,12400,10_medium_full,5000,0
51,54,None,12380,10_medium_full,5000,0
52,54,None,12423,10_medium_full,5000,0
53,77,None,12377,10_medium_full,5000,0
54,33,None,12400,10_medium_full,5000,1
55,36,None,12384,10_medium_full,5000,0
56,74,None,12409,10_medium_full,5000,0
57,77,None,12358,10_medium_full,5001,0
58,74,None,12409,10_medium_full,5000,0
59,36,None,12339,10_medium_full,5000,0
60,33,None,12363,10_medium_full,5000,1
61,33,None,12342,10_medium_full,5000,1
62,33,None,12417,10_medium_full,5000,1
63,77,None,12412,10_medium_full,5000,0
64,32,None,12372,10_medium_full,5000,0
65,54,None,12374,10_medium_full,5000,0
66,77,None,12407,10_medium_full,5000,0
67,74,None,12418,10_medium_full,5001,0
68,74,None,12375,10_medium_full,5001,0
69,36,None,12373,10_medium_full,5000,0
70,73,None,12385,10_medium_full,5000,0
71,36,None,12366,10_medium_full,5001,0
72,36,None,12376,10_medium_full,5001,0
73,74,None,12410,10_medium_full,5000,0
74,77,None,12357,10_medium_full,5001,0
75,77,None,12368,10_medium_full,5000,0
76,54,None,12364,10_medium_full,5001,0
77,78,None,12372,10_medium_full,5001,0
78,33,None,12404,10_medium_full,5000,1
79,33,None,12415,10_medium_full,5000,1
80,33,None,12361,10_medium_full,5000,1
81,77,None,12377,10_medium_full,5001,0
82,33,None,12333,10_medium_full,5000,1
83,73,None,12387,10_medium_full,5000,0
84,33,None,12354,10_medium_full,5000,1
85,77,None,12424,10_medium_full,5000,0
86,54,None,12397,10_medium_full,5000,0
87,36,None,12382,10_medium_full,5000,0
88,44,None,12392,10_medium_full,5000,0
89,54,None,12389,10_medium_full,5000,0
90,33,None,12388,10_medium_full,5001,1
91,54,None,12344,10_medium_full,5000,0
92,77,None,12349,10_medium_full,5000,0
93,74,None,12396,10_medium_full,5000,0
94,15,None,12394,10_medium_full,5000,0
95,36,None,12380,10_medium_full,5001,0
96,73,None,12392,10_medium_full,5001,0
97,74,None,12380,10_medium_full,5000,0
98,36,None,12411,10_medium_full,5000,0
99,74,None,12371,10_medium_full,5000,0
0,73,None,7492,10_medium_pruned,5001,0
1,74,None,7496,10_medium_pruned,5000,0
2,77,None,7488,10_medium_pruned,5000,0
3,54,None,7474,10_medium_pruned,5001,0
4,13,None,7464,10_medium_pruned,5001,0
5,54,None,7499,10_medium_pruned,5001,0
6,44,None,7498,10_medium_pruned,5001,0
7,74,None,7506,10_medium_pruned,5001,0
8,43,None,7503,10_medium_pruned,5000,0
9,74,None,7462,10_medium_pruned,5001,0
10,13,None,7468,10_medium_pruned,5001,0
11,54,None,7489,10_medium_pruned,5000,0
12,63,None,7495,10_medium_pruned,5000,0
13,43,None,7484,10_medium_pruned,5000,0
14,54,None,7478,10_medium_pruned,5000,0
15,43,None,7472,10_medium_pruned,5000,0
16,77,None,7477,10_medium_pruned,5000,0
17,77,None,7487,10_medium_pruned,5001,0
18,13,None,7476,10_medium_pruned,5000,0
19,44,None,7470,10_medium_pruned,5000,0
20,43,None,7471,10_medium_pruned,5001,0
21,13,None,7496,10_medium_pruned,5001,0
22,74,None,7462,10_medium_pruned,5000,0
23,74,None,7473,10_medium_pruned,5000,0
24,54,None,7493,10_medium_pruned,5000,0
25,43,None,7454,10_medium_pruned,5000,0
26,77,None,7497,10_medium_pruned,5000,0
27,54,None,7478,10_medium_pruned,5000,0
28,13,None,7482,10_medium_pruned,5000,0
29,44,None,7455,10_medium_pruned,5000,0
30,43,None,7491,10_medium_pruned,5000,0
31,13,None,7488,10_medium_pruned,5000,0
32,13,None,7501,10_medium_pruned,5000,0
33,74,None,7477,10_medium_pruned,5000,0
34,78,None,7476,10_medium_pruned,5000,0
35,77,None,7484,10_medium_pruned,5001,0
36,13,None,7508,10_medium_pruned,5001,0
37,74,None,7473,10_medium_pruned,5000,0
38,74,None,7493,10_medium_pruned,5000,0
39,54,None,7490,10_medium_pruned,5001,0
40,13,None,7481,10_medium_pruned,5001,0
41,78,None,7471,10_medium_pruned,5000,0
42,13,None,7485,10_medium_pruned,5001,0
43,13,None,7499,10_medium_pruned,5000,0
44,43,None,7492,10_medium_pruned,5001,0
45,13,None,7493,10_medium_pruned,5000,0
46,13,None,7486,10_medium_pruned,5000,0
47,74,None,7463,10_medium_pruned,5001,0
48,74,None,7478,10_medium_pruned,5000,0
49,54,None,7461,10_medium_pruned,5000,0
50,77,None,7529,10_medium_pruned,5000,0
51,13,None,7463,10_medium_pruned,5000,0
52,77,None,7495,10_medium_pruned,5000,0
53,73,None,7495,10_medium_pruned,5001,0
54,54,None,7494,10_medium_pruned,5001,0
55,13,None,7478,10_medium_pruned,5000,0
56,54,None,7483,10_medium_pruned,5001,0
57,77,None,7471,10_medium_pruned,5001,0
58,63,None,7481,10_medium_pruned,5000,0
59,43,None,7502,10_medium_pruned,5001,0
60,13,None,7463,10_medium_pruned,5000,0
61,74,None,7469,10_medium_pruned,5001,0
62,54,None,7493,10_medium_pruned,5000,0
63,13,None,7463,10_medium_pruned,5000,0
64,74,None,7488,10_medium_pruned,5001,0
65,43,None,7476,10_medium_pruned,5001,0
66,43,None,7465,10_medium_pruned,5000,0
67,43,None,7481,10_medium_pruned,5001,0
68,13,None,7503,10_medium_pruned,5001,0
69,53,None,7471,10_medium_pruned,5000,1
70,54,None,7474,10_medium_pruned,5000,0
71,44,None,7484,10_medium_pruned,5000,0
72,74,None,7481,10_medium_pruned,5000,0
73,73,None,7485,10_medium_pruned,5001,0
74,77,None,7479,10_medium_pruned,5000,0
75,54,None,7492,10_medium_pruned,5000,0
76,54,None,7472,10_medium_pruned,5000,0
77,74,None,7501,10_medium_pruned,5000,0
78,74,None,7493,10_medium_pruned,5001,0
79,74,None,7485,10_medium_pruned,5001,0
80,54,None,7482,10_medium_pruned,5000,0
81,53,None,7476,10_medium_pruned,5001,1
82,70,None,7460,10_medium_pruned,5000,0
83,13,None,7488,10_medium_pruned,5001,0
84,53,None,7466,10_medium_pruned,5000,1
85,78,None,7505,10_medium_pruned,5001,0
86,43,None,7489,10_medium_pruned,5001,0
87,43,None,7475,10_medium_pruned,5000,0
88,13,None,7491,10_medium_pruned,5000,0
89,74,None,7481,10_medium_pruned,5000,0
90,13,None,7495,10_medium_pruned,5000,0
91,44,None,7489,10_medium_pruned,5001,0
92,13,None,7468,10_medium_pruned,5000,0
93,54,None,7482,10_medium_pruned,5000,0
94,43,None,7459,10_medium_pruned,5000,0
95,43,None,7479,10_medium_pruned,5000,0
96,13,None,7460,10_medium_pruned,5000,0
97,13,None,7474,10_medium_pruned,5000,0
98,74,None,7491,10_medium_pruned,5000,0
99,43,None,7468,10_medium_pruned,5000,0
