iteration,board,shutter_size,max_moves,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,answer,correct,exploredNodes
0,6_easy_full,5,35,shutter,blocking,False,True,2,square,2,True,35,24,1,"[[0.06451612903225806, -1e-05, 0.03225806451612903, -2e-05, 0.0967741935483871, 0.12903225806451613], [0.03225806451612903, -2e-05, -1e-05, -1e-05, 0.0967741935483871, 0.0967741935483871], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0967741935483871], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.03225806451612903], [-1e-05, 0.0, -2e-05, -2e-05, 0.0967741935483871, 0.0967741935483871], [0.0, 0.03225806451612903, 0.0, 0.0, 0.0, 0.0967741935483871]]"
0,6_easy_pruned,5,35,shutter,blocking,False,True,2,square,2,True,21,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.06666666666666667, 0.06666666666666667], [0.0, -2e-05, -1e-05, -1e-05, 0.06666666666666667, 0.06666666666666667], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.13333333333333333], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.06666666666666667, -2e-05, -2e-05, 0.13333333333333333, 0.13333333333333333], [0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]]"
0,6_hard_full,5,35,shutter,blocking,False,True,2,square,2,True,35,23,0,"[[0.025, -2e-05, 0.0, 0.025, -1e-05, 0.0], [0.075, -2e-05, -1e-05, -2e-05, 0.05, 0.0], [0.075, -1e-05, 0.05, 0.025, 0.025, 0.075], [0.175, -1e-05, 0.1, -2e-05, 0.025, 0.0], [0.075, -1e-05, 0.025, 0.025, 0.025, 0.0], [0.025, -2e-05, 0.1, 0.0, -2e-05, 0.0]]"
0,6_hard_pruned,5,35,shutter,blocking,False,True,2,square,2,True,35,21,0,"[[0.0, -2e-05, 0.022222222222222223, -1e-05, -1e-05, 0.08888888888888889], [0.022222222222222223, -2e-05, -1e-05, -2e-05, 0.044444444444444446, 0.06666666666666667], [0.0, -1e-05, 0.0, 0.044444444444444446, 0.044444444444444446, 0.06666666666666667], [-2e-05, -1e-05, 0.022222222222222223, -2e-05, 0.1111111111111111, 0.08888888888888889], [0.0, -1e-05, 0.044444444444444446, 0.08888888888888889, 0.044444444444444446, 0.1111111111111111], [0.022222222222222223, -2e-05, 0.022222222222222223, 0.0, -2e-05, 0.044444444444444446]]"
1,6_easy_full,5,35,shutter,blocking,False,True,2,square,2,True,35,24,1,"[[0.0, -1e-05, 0.027777777777777776, -2e-05, 0.05555555555555555, 0.16666666666666666], [0.0, -2e-05, -1e-05, -1e-05, 0.1111111111111111, 0.1388888888888889], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.08333333333333333], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.027777777777777776], [-1e-05, 0.0, -2e-05, -2e-05, 0.1111111111111111, 0.08333333333333333], [0.0, 0.027777777777777776, 0.027777777777777776, 0.027777777777777776, 0.05555555555555555, 0.05555555555555555]]"
1,6_easy_pruned,5,35,shutter,blocking,False,True,2,square,2,True,21,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.0625, 0.125], [0.0, -2e-05, -1e-05, -1e-05, 0.0625, 0.0625], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1875], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0625, -2e-05, -2e-05, 0.1875, 0.125], [0.0, 0.0, 0.0, 0.0, 0.0625, 0.0625]]"
1,6_hard_full,5,35,shutter,blocking,False,True,2,square,2,True,35,21,0,"[[0.022222222222222223, -2e-05, 0.0, 0.022222222222222223, -1e-05, 0.044444444444444446], [0.044444444444444446, -2e-05, -1e-05, -2e-05, 0.022222222222222223, 0.022222222222222223], [0.0, -1e-05, 0.022222222222222223, 0.044444444444444446, 0.044444444444444446, 0.1111111111111111], [0.022222222222222223, -1e-05, 0.022222222222222223, -2e-05, 0.1111111111111111, 0.1111111111111111], [0.0, -1e-05, 0.022222222222222223, 0.044444444444444446, 0.08888888888888889, 0.06666666666666667], [0.022222222222222223, -2e-05, 0.022222222222222223, 0.0, -2e-05, 0.06666666666666667]]"
1,6_hard_pruned,5,35,shutter,blocking,False,True,2,square,2,True,35,21,0,"[[0.025, -2e-05, 0.05, -1e-05, -1e-05, 0.05], [0.05, -2e-05, -1e-05, -2e-05, 0.075, 0.1], [0.025, -1e-05, 0.0, 0.05, 0.05, 0.125], [-2e-05, -1e-05, 0.025, -2e-05, 0.075, 0.125], [0.0, -1e-05, 0.0, 0.025, 0.025, 0.075], [0.025, -2e-05, 0.0, 0.0, -2e-05, 0.025]]"
2,6_easy_full,5,35,shutter,blocking,False,True,2,square,2,True,35,24,1,"[[0.05714285714285714, -1e-05, 0.02857142857142857, -2e-05, 0.11428571428571428, 0.08571428571428572], [0.05714285714285714, -2e-05, -1e-05, -1e-05, 0.14285714285714285, 0.14285714285714285], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.08571428571428572], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.02857142857142857], [-1e-05, 0.0, -2e-05, -2e-05, 0.05714285714285714, 0.08571428571428572], [0.0, 0.02857142857142857, 0.0, 0.0, 0.02857142857142857, 0.05714285714285714]]"
2,6_easy_pruned,5,35,shutter,blocking,False,True,2,square,2,True,21,12,1,"[[0.06666666666666667, -1e-05, -2e-05, -2e-05, 0.13333333333333333, 0.13333333333333333], [0.0, -2e-05, -1e-05, -1e-05, 0.06666666666666667, 0.06666666666666667], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.13333333333333333], [-2e-05, 0.06666666666666667, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.13333333333333333, 0.13333333333333333], [0.0, 0.0, 0.0, 0.0, 0.0, 0.06666666666666667]]"
2,6_hard_full,5,35,shutter,blocking,False,True,2,square,2,True,35,17,0,"[[0.024390243902439025, -2e-05, 0.04878048780487805, 0.0975609756097561, -1e-05, 0.07317073170731707], [0.04878048780487805, -2e-05, -1e-05, -2e-05, 0.04878048780487805, 0.024390243902439025], [0.04878048780487805, -1e-05, 0.024390243902439025, 0.024390243902439025, 0.024390243902439025, 0.04878048780487805], [0.07317073170731707, -1e-05, 0.04878048780487805, -2e-05, 0.024390243902439025, 0.12195121951219512], [0.024390243902439025, -1e-05, 0.024390243902439025, 0.0, 0.07317073170731707, 0.07317073170731707], [0.0, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
