board,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,answer,numberOfNodes,correct,exploredNodes
10_easy_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,1100,50,1,"[[0.0038131553860819827, 0.004766444232602479, 0.004766444232602479, 0.004766444232602479, -1e-05, 0.11534795042897998, -2e-05, 0.0, 0.0038131553860819827, 0.06291706387035272], [0.0038131553860819827, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.11439466158245949, 0.05433746425166826], [0.0, 0.0076263107721639654, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.005719733079122974, 0.009532888465204958], [0.0, 0.0038131553860819827, 0.05338417540514776, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0038131553860819827, 0.0038131553860819827, -1e-05, 0.0, -2e-05, -2e-05, 0.004766444232602479, 0.009532888465204958, 0.05338417540514776], [-1e-05, 0.00667302192564347, 0.0038131553860819827, 0.009532888465204958, 0.04957102001906578, 0.0, 0.004766444232602479, 0.0038131553860819827, 0.009532888465204958, 0.00667302192564347], [-1e-05, -1e-05, 0.04957102001906578, 0.04957102001906578, 0.04957102001906578, 0.055290753098188754, 0.0038131553860819827, 0.004766444232602479, 0.004766444232602479, 0.004766444232602479], [-2e-05, -2e-05, 0.0076263107721639654, 0.0076263107721639654, 0.008579599618684462, 0.012392755004766444, -1e-05, 0.005719733079122974, 0.0076263107721639654, 0.00667302192564347], [0.0, 0.0, 0.0038131553860819827, 0.011439466158245948, 0.005719733079122974, 0.010486177311725452, -1e-05, 0.05338417540514776, 0.004766444232602479, 0.0038131553860819827], [0.0, 0.0, 0.0, 0.0, 0.0019065776930409914, -2e-05, -2e-05, -2e-05, 0.0038131553860819827, 0.0]]"
10_easy_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,244,20,1,"[[0.0, 0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0, 0.29017857142857145], [0.0, 0.0, 0.0, 0.0, -2e-05, -1e-05, -1e-05, -1e-05, 0.3705357142857143, 0.08928571428571429], [0.0, 0.0, 0.0, -1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0, 0.026785714285714284], [0.0, 0.0, 0.013392857142857142, -2e-05, -2e-05, -1e-05, -1e-05, -2e-05, -1e-05, -1e-05], [-2e-05, 0.0, 0.0, -1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0, -1e-05], [-1e-05, 0.0, 0.0, 0.0, 0.017857142857142856, 0.0, 0.0, 0.0, 0.013392857142857142, 0.026785714285714284], [-1e-05, -1e-05, 0.013392857142857142, 0.013392857142857142, 0.013392857142857142, 0.017857142857142856, 0.0, 0.013392857142857142, 0.0, 0.017857142857142856], [-2e-05, -2e-05, 0.008928571428571428, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.013392857142857142], [0.0, 0.0, 0.0, 0.008928571428571428, 0.0, 0.013392857142857142, -1e-05, 0.013392857142857142, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.004464285714285714, -2e-05, -2e-05, -2e-05, 0.0, 0.0]]"
10_hard_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,26454,25,1,"[[0.00030742035891326904, 3.842754486415863e-05, 0.1754601698497483, -2e-05, 0.00019213772432079314, 0.0003842754486415863, 0.0030742035891326903, 0.0003842754486415863, 0.18579717941820698, 0.0004995580832340622], [0.0029589209545402145, 0.005648849095031319, 0.005648849095031319, -1e-05, 0.005648849095031319, -2e-05, 0.003112631133996849, 0.005571994005303001, 0.00019213772432079314, 0.00023056526918495177], [0.0004227029935057449, -2e-05, -2e-05, 0.01122084310033432, 0.005725704184759635, -1e-05, -1e-05, 0.008530914959843216, -2e-05, 0.0004227029935057449], [0.005725704184759635, 0.005725704184759635, -2e-05, -1e-05, -2e-05, 0.008838335318756484, 0.0033047688583176422, 0.00046113053836990353, 0.0006916958075548553, 0.0006148407178265381], [0.38811820312800216, -1e-05, -1e-05, 0.0030357760442685316, 0.005571994005303001, 0.008492487414979056, 0.005917841909080429, 0.003112631133996849, 0.0006148407178265381, 0.0006532682626906967], [0.005725704184759635, -1e-05, -1e-05, 0.006033124543672904, -2e-05, 0.003112631133996849, 0.003112631133996849, 0.005687276639895477, 0.003112631133996849, 0.0004995580832340622], [0.008607770049571533, 0.005725704184759635, -1e-05, 0.005725704184759635, -2e-05, 0.003112631133996849, 0.003112631133996849, 0.0006148407178265381, 0.0006532682626906967, 0.0030742035891326903], [0.0030357760442685316, 0.005725704184759635, -1e-05, 0.005725704184759635, 0.005764131729623794, 0.0030742035891326903, 0.0030357760442685316, 0.002882065864811897, 0.0006148407178265381, 0.0005764131729623795], [0.002882065864811897, 0.005725704184759635, -2e-05, 0.005725704184759635, 0.005725704184759635, -2e-05, -2e-05, 0.00023056526918495177, 0.0004227029935057449, 0.0003842754486415863], [0.0030742035891326903, 0.003227913768589325, 0.0031510586788610078, 0.003189486223725166, -1e-05, 0.005725704184759635, 0.0031510586788610078, 0.003112631133996849, 0.0030742035891326903, 0.0004995580832340622]]"
10_hard_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,100000,56,0,"[[0.0, 0.0, 0.004156655210519379, -2e-05, 0.0, 0.0, 1.0138183440291169e-05, 0.0, 0.09371736772205157, 0.0], [1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, -1e-05, 1.0138183440291169e-05, -2e-05, 1.0138183440291169e-05, 0.0013990693147601812, 0.0, 0.0], [0.0, -2e-05, -2e-05, 0.012693005667244543, -1e-05, -1e-05, -1e-05, 0.8724210995873759, -2e-05, 0.0], [2.0276366880582338e-05, 2.0276366880582338e-05, -2e-05, -1e-05, -2e-05, 3.0414550320873507e-05, 1.0138183440291169e-05, 0.0, 0.0, 0.0], [0.013057980271095025, -1e-05, -1e-05, 0.00020276366880582337, 1.0138183440291169e-05, 0.0001926254853655322, 8.110546752232935e-05, 1.0138183440291169e-05, 0.0, 0.0], [2.0276366880582338e-05, -1e-05, -1e-05, 0.001439622048521346, -2e-05, 2.0276366880582338e-05, 1.0138183440291169e-05, 4.0552733761164676e-05, 1.0138183440291169e-05, 0.0], [-2e-05, 2.0276366880582338e-05, -1e-05, 2.0276366880582338e-05, -2e-05, 1.0138183440291169e-05, 2.0276366880582338e-05, 0.0, 1.0138183440291169e-05, 1.0138183440291169e-05], [1.0138183440291169e-05, 2.0276366880582338e-05, -1e-05, 2.0276366880582338e-05, 2.0276366880582338e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 2.0276366880582338e-05, 0.0, 0.0], [2.0276366880582338e-05, 2.0276366880582338e-05, -2e-05, 2.0276366880582338e-05, 2.0276366880582338e-05, -2e-05, -2e-05, 0.0, 0.0, 0.0], [1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, -1e-05, 2.0276366880582338e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 1.0138183440291169e-05, 0.0]]"
10_medium_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,45862,33,1,"[[0.0, 0.0, 0.12974257780966902, 0.00015696475020181183, 0.0001793882859449278, 0.0, 0.00022423535743115974, 0.00013454121445869585, 0.0, 0.0], [0.0, 0.0, 0.04978024934971746, 0.00047089425060543546, 0.0, 0.00033635303614673964, 0.0, 0.0001793882859449278, 0.0, 0.0], [0.0001793882859449278, 0.0001793882859449278, -1e-05, 0.07684545699165844, 0.00022423535743115974, -2e-05, 0.0, 0.00013454121445869585, 0.0, 0.0], [0.4076598798098484, 0.16923042425329626, 0.00690644900887972, -1e-05, -1e-05, 0.005762848685980805, 0.0005381648578347834, 0.0005605883935778993, 8.96941429724639e-05, 0.0], [0.0001793882859449278, 0.02457619517445511, 0.0010763297156695668, 0.0051798367566597905, -2e-05, -2e-05, -2e-05, -1e-05, -2e-05, 0.00022423535743115974], [0.0, 0.0008296708224952911, 0.023163512422638803, 0.007489460938200736, 0.000807247286752175, -1e-05, -2e-05, -2e-05, 0.00033635303614673964, 0.0], [0.00038120010763297154, 0.0010539061799264508, 0.0010763297156695668, -1e-05, 0.0031392950040362365, -2e-05, 0.00022423535743115974, 0.00033635303614673964, 0.0, 0.0], [0.0018835770024217418, 0.025248901246748588, 0.013117768409722844, 0.014799533590456543, -1e-05, -1e-05, 0.007489460938200736, 0.006973719616109068, 0.004193201183962688, 0.00022423535743115974], [0.0, 0.0004260471791192035, 0.0005605883935778993, 0.0007175531437797112, 0.0007624002152659431, -1e-05, 0.0013005650731007265, 0.0004484707148623195, 0.0005381648578347834, 0.00022423535743115974], [0.00022423535743115974, 0.0002466588931742757, 0.0, 0.00020181182168804376, 0.0004260471791192035, 0.0, -2e-05, 0.0001793882859449278, 0.0, 0.00022423535743115974]]"
10_medium_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,6207,53,1,"[[0.0, 0.0, 0.0004898758981058132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.013063357282821686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1e-05, 0.0004898758981058132, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.015022860875244938, 0.9443174395819726, -1e-05, -1e-05, -1e-05, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.016655780535597648, 0.0009797517962116264, 0.0006531678641410843, -2e-05, -2e-05, -2e-05, -1e-05, -2e-05, 0.0], [0.0, 0.0, 0.0027759634225996083, 0.0006531678641410843, 0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0006531678641410843, -1e-05, 0.0, -2e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0004898758981058132, 0.0006531678641410843, 0.0011430437622468974, -1e-05, -1e-05, 0.0008164598301763554, 0.0006531678641410843, 0.0004898758981058132, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -1e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2e-05, 0.0, 0.0, 0.0]]"
6_easy_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,259,12,1,"[[0.00425531914893617, -1e-05, 0.1829787234042553, -2e-05, 0.00425531914893617, 0.07234042553191489], [0.00425531914893617, -2e-05, -1e-05, -1e-05, 0.2170212765957447, 0.16595744680851063], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.029787234042553193], [-2e-05, 0.00425531914893617, -1e-05, -1e-05, -2e-05, 0.14042553191489363], [-1e-05, 0.00425531914893617, -2e-05, -2e-05, 0.00425531914893617, 0.02553191489361702], [0.01702127659574468, 0.02127659574468085, 0.02553191489361702, 0.02553191489361702, 0.02127659574468085, 0.029787234042553193]]"
6_easy_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,62,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.2857142857142857], [0.0, -2e-05, -1e-05, -1e-05, 0.35714285714285715, 0.10714285714285714], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.10714285714285714], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.08928571428571429], [0.0, 0.0, 0.0, 0.0, 0.0, 0.05357142857142857]]"
6_hard_full,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,1983,4,1,"[[0.013164823591363875, -2e-05, 0.05107951553449184, 0.02317008952080042, -1e-05, 0.042127435492364404], [0.02527646129541864, -2e-05, -1e-05, -2e-05, 0.055818852027382834, 0.015271195365982097], [0.38125329120589785, -1e-05, 0.014218009478672985, 0.022116903633491312, 0.04265402843601896, 0.01685097419694576], [0.042127435492364404, -1e-05, 0.028962611901000527, -2e-05, 0.023696682464454975, 0.01579778830963665], [0.023696682464454975, -1e-05, 0.02527646129541864, 0.02632964718272775, 0.02422327540810953, 0.01685097419694576], [0.01685097419694576, -2e-05, 0.014218009478672985, 0.02422327540810953, -2e-05, 0.01474460242232754]]"
6_hard_pruned,paths_non-linear_square_interaction,paths,False,True,2,square,2,False,7097,3,1,"[[0.00014885382554331647, -2e-05, 0.0858886573384936, -1e-05, -1e-05, 0.7499255730872283], [0.003572491813039595, -2e-05, -1e-05, -2e-05, 0.011610598392378685, 0.0007442691277165823], [0.09243822566239952, -1e-05, 0.003870199464126228, 0.006251860672819291, 0.008038106579339089, 0.0013396844298898482], [-2e-05, -1e-05, 0.005209883894016076, -2e-05, 0.0034236379874962785, 0.0008931229532598987], [0.0037213456385829114, -1e-05, 0.0034236379874962785, 0.003870199464126228, 0.003572491813039595, 0.0034236379874962785], [0.0037213456385829114, -2e-05, 0.0008931229532598987, 0.0034236379874962785, -2e-05, 0.0005954153021732659]]"
