,userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
5731,cdc514e1,10_hard_pruned,10,hard,pruned,blocking_blind,0.05,100,-3.358345127,-3.394427492,-3.159354351,-2.807754846,-2.729408031,-2.29687402,-2.244298837
5732,d1cac84b,10_hard_pruned,10,hard,pruned,blocking_blind,0.05,100,-3.717887561,-4.184370784,-4.058366032,-4.167686808,-4.120910345,-3.550850229,-3.526185984
5733,d9e4f7e5,10_hard_pruned,10,hard,pruned,interaction_blind,0.05,100,-2.505724136,-3.206763943,-3.004012597,-3.071171007,-3.027252885,-2.426090925,-2.461458932
5734,e2b10de5,10_hard_pruned,10,hard,pruned,interaction_blind,0.05,100,-3.530832501,-3.350800891,-3.115638515,-2.883780619,-2.819295858,-2.56684298,-2.58145009
5735,e6efec72,10_hard_pruned,10,hard,pruned,blocking_blind,0.05,100,-3.5914754,-3.243988145,-3.01178403,-2.555086374,-2.50934756,-2.123086273,-2.022740471
5736,edfff93e,10_hard_pruned,10,hard,pruned,blocking,0.05,100,-3.544663429,-2.96767147,-2.670416469,-2.16882355,-2.047822685,-2.946891308,-2.920255112
5737,efd4fa4a,10_hard_pruned,10,hard,pruned,blocking_blind,0.05,100,-3.780851278,-3.264292812,-3.085941111,-2.976984378,-2.949409246,-2.159566908,-2.139627923
5738,f3f4f4ae,10_hard_pruned,10,hard,pruned,interaction_blind,0.05,100,-3.617375807,-4.131474018,-3.970189255,-4.216843285,-4.148830005,-2.698184994,-2.765709539
5739,f4c4f33c,10_hard_pruned,10,hard,pruned,blocking_blind,0.05,100,-3.415142763,-3.564028773,-3.3008772,-2.813237277,-2.804249748,-2.747647968,-2.719881225
5740,fcb764e3,10_hard_pruned,10,hard,pruned,blocking_blind,0.05,100,-3.487516787,-2.764905476,-2.490538825,-2.119537958,-2.024871082,-1.784908951,-1.686596992
5741,12eacae6,6_easy_full,6,easy,full,density,0.05,100,-3.08468517,-4.195815842,-4.11644366,-4.071969046,-4.088732681,-4.713228287,-4.789179232
5742,25dfef96,6_easy_full,6,easy,full,blocking_blind,0.05,100,-2.581126186,-1.57505791,-1.374378685,-1.494763993,-1.242203711,-1.140995792,-0.988407283
5743,2aabe76a,6_easy_full,6,easy,full,non-linear,0.05,100,-2.735498399,-1.617001295,-1.453704272,-1.76878749,-1.512935147,-1.738146485,-1.703945814
5744,2bcfe659,6_easy_full,6,easy,full,density,0.05,100,-3.122187113,-3.168381515,-3.193815717,-3.914879235,-3.749547387,-3.318266032,-3.386163717
5745,32b10037,6_easy_full,6,easy,full,density,0.05,100,-3.002981313,-3.441929592,-3.403247267,-3.728927421,-3.615395749,-4.068348541,-4.110748423
5746,34cffc40,6_easy_full,6,easy,full,interaction_blind,0.05,100,-3.076554881,-2.558468586,-2.60327891,-2.998586183,-3.061916073,-2.148109443,-2.451607675
5747,38abe966,6_easy_full,6,easy,full,blocking_blind,0.05,100,-2.495496096,-1.222274775,-1.029950182,-0.743816069,-0.635901665,-0.587104428,-0.567489524
5748,3acff9fa,6_easy_full,6,easy,full,density,0.05,100,-2.322429339,-3.21190858,-3.108365197,-3.090457165,-3.194939545,-3.849189186,-3.692791998
5749,3bac0799,6_easy_full,6,easy,full,interaction_blind,0.05,100,-2.369254365,-1.361840036,-1.191633182,-0.880162714,-0.824547276,-0.735570675,-0.762367031
5750,3fcbc0ab,6_easy_full,6,easy,full,interaction,0.05,100,-2.901949027,-2.448349616,-2.397511105,-2.34613248,-2.468377639,-4.673824711,-4.864028169
5751,40a74de0,6_easy_full,6,easy,full,interaction,0.05,100,-2.719371524,-1.887117318,-1.740790111,-1.561042859,-1.630900073,-3.188150901,-3.266636121
5752,4ed755f1,6_easy_full,6,easy,full,interaction_blind,0.05,100,-3.026327445,-2.78498315,-2.825636754,-3.253224626,-3.363990362,-2.614314906,-2.829442344
5753,59d51c4c,6_easy_full,6,easy,full,non-linear,0.05,100,-2.921593658,-2.471183075,-2.392739669,-2.537612839,-2.468908487,-4.831498899,-4.955824751
5754,5acfeabc,6_easy_full,6,easy,full,interaction_blind,0.05,100,-2.275987571,-1.239925315,-1.08990627,-0.741726333,-0.727857754,-0.635607589,-0.675857974
5755,5de11557,6_easy_full,6,easy,full,non-linear,0.05,100,-2.972071216,-2.577214698,-2.573475732,-2.839373927,-2.907247663,-3.432918031,-3.5611194
5756,6bca8117,6_easy_full,6,easy,full,non-linear,0.05,100,-2.575120411,-1.903376914,-1.788514439,-2.141093297,-2.029546085,-3.269741986,-3.323869142
5757,86f6e2cb,6_easy_full,6,easy,full,density,0.05,100,-2.825336961,-3.106532518,-3.029546874,-3.130786458,-3.08157947,-4.367654645,-4.312486962
5758,8df4f6e8,6_easy_full,6,easy,full,blocking,0.05,100,-2.757295874,-1.697518372,-1.589012344,-1.523577678,-1.516270294,-2.086289125,-2.225921929
5759,9bf4f2c6,6_easy_full,6,easy,full,blocking_blind,0.05,100,-2.423537703,-2.890371758,-2.233592222,-2.481617161,-1.672744143,-2.070941981,-1.538023958
5760,9defd82d,6_easy_full,6,easy,full,density,0.05,100,-2.643688623,-2.809776891,-2.717708388,-2.731082933,-2.742037227,-5.278155044,-5.229727661
5761,a6bff327,6_easy_full,6,easy,full,density,0.05,100,-2.798711224,-3.339181154,-3.288965146,-3.939424774,-3.71707182,-3.307558122,-3.334966436
5762,aedbea55,6_easy_full,6,easy,full,blocking_blind,0.05,100,-2.555303298,-1.231482568,-1.040478177,-0.825676318,-0.692901628,-0.68135798,-0.633320959
5763,b3e4f78d,6_easy_full,6,easy,full,density,0.05,100,-1.484879879,-3.455038511,-3.308113292,-3.674308211,-3.530611516,-4.047269597,-3.89622523
5764,b4abeb7e,6_easy_full,6,easy,full,interaction_blind,0.05,100,-2.275987571,-1.239925315,-1.08990627,-0.741726333,-0.727857754,-0.635607589,-0.675857974
5765,b7eae04f,6_easy_full,6,easy,full,non-linear,0.05,100,-2.772138891,-2.450422603,-2.382430592,-2.558459928,-2.585852358,-3.759066077,-3.772555045
5766,b8a11f60,6_easy_full,6,easy,full,density,0.05,100,-2.646039287,-4.997027963,-4.559174938,-4.724524898,-4.185276219,-4.450741445,-4.095462762
5767,cfd6ff5a,6_easy_full,6,easy,full,density,0.05,100,-2.828511865,-3.238187647,-3.181026326,-3.489784826,-3.399431619,-3.451249707,-3.508785097
5768,d3b525de,6_easy_full,6,easy,full,density,0.05,100,-2.662033461,-3.105533126,-3.136882468,-3.519305033,-3.619858586,-5.372824278,-5.704882883
5769,d6b67ee1,6_easy_full,6,easy,full,blocking_blind,0.05,100,-2.504809873,-2.430335002,-2.31146971,-2.293683103,-2.208837095,-2.2194121,-2.186303474
5770,d6d500ab,6_easy_full,6,easy,full,density,0.05,100,-2.690677556,-3.8070722,-3.773948769,-3.927756512,-3.870912894,-5.304300763,-5.340428488
5771,dabbe6bb,6_easy_full,6,easy,full,non-linear,0.05,100,-2.798032882,-2.369541003,-2.323679765,-2.550564924,-2.484288357,-3.01102274,-3.090451786
5772,efa7383d,6_easy_full,6,easy,full,density,0.05,100,-2.926314041,-3.247846975,-3.265587678,-3.3571443,-3.556852656,-6.185998653,-6.376673947
5773,f9c123d7,6_easy_full,6,easy,full,blocking,0.05,100,-2.440598529,-1.334180255,-1.13570102,-1.01530844,-0.846289194,-1.103373091,-1.022524208
5774,fda4f169,6_easy_full,6,easy,full,interaction,0.05,100,-2.456531102,-2.221613866,-2.12576228,-2.016853793,-2.108758117,-2.271713533,-2.387143815
5775,11dfe866,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.505579184,-1.795171179,-1.698869512,-2.007186468,-1.936976253,-2.104572579,-2.045564186
5776,12ebbfd2,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.078971998,-1.296450526,-1.136686748,-0.688887269,-0.717649055,-0.622456063,-0.6717934
5777,16e512d0,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.615729214,-1.839340576,-1.677845778,-1.9341837,-1.720912845,-2.460485258,-2.458873936
5778,19a105e3,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.548226562,-2.208552127,-2.072586998,-2.289578348,-2.119619944,-4.147307109,-4.150966328
5779,1de715c7,6_easy_pruned,6,easy,pruned,density,0.05,100,-1.775853818,-4.830806831,-4.548973089,-4.881932999,-4.33808307,-4.755847573,-4.251173363
5780,1fdbc072,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.010077614,-2.714973423,-2.5502706,-2.263091403,-2.275835645,-2.148300632,-2.20076257
5781,2dca846d,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.525196882,-3.60088045,-3.471780405,-4.174747696,-3.810981135,-3.370396105,-3.198981131
5782,2dfbc35a,6_easy_pruned,6,easy,pruned,interaction,0.05,100,-2.172512315,-1.64508963,-1.516382038,-1.40147352,-1.436009258,-1.818847948,-1.86940563
5783,33b693e2,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.254443828,-3.0196502,-2.947709725,-2.999599344,-2.9583516,-2.439500768,-2.473575079
5784,33ebe68d,6_easy_pruned,6,easy,pruned,interaction,0.05,100,-2.368894726,-1.471532109,-1.286202135,-0.893669464,-0.924374863,-2.776763125,-2.861939803
5785,46dad3ed,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.421699697,-3.773517857,-3.64502971,-3.292271876,-3.295364474,-3.206551774,-3.242290805
5786,48c70a00,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.829553029,-1.779467844,-1.726190936,-2.233990172,-1.978855809,-2.53581367,-2.503488156
5787,4dc50d03,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.657239199,-2.40789201,-2.299159399,-2.833600191,-2.541898817,-3.872519784,-3.839078826
5788,4dfbc07c,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.675753051,-0.40931495,-0.516532042
5789,55a709fd,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.659379288,-2.662316537,-2.68252258,-2.681711981,-2.884104202,-4.671112719,-4.739265771
5790,58e72ee8,6_easy_pruned,6,easy,pruned,blocking,0.05,100,-2.171739902,-1.842314382,-1.673544499,-1.542345825,-1.415487119,-1.980197434,-1.949357134
5791,62b5140d,6_easy_pruned,6,easy,pruned,linear,0.05,100,-2.564949357,-2.1102132,-2.130213867,-2.423070813,-2.855205459,-2.331303002,-2.861376944
5792,67abc3ab,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.690668059,-3.20889982,-3.133917235,-3.115058276,-3.06449069,-4.218008447,-4.186680413
5793,67abf219,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.69008112,-3.238670793,-3.284424142,-3.978990141,-3.9284664,-3.726510149,-3.722375141
5794,6aa4f436,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.675753051,-0.40931495,-0.516532042
5795,6cbbcdf7,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,100,-2.723953273,-2.293220393,-2.156695353,-2.736098836,-2.424700147,-1.641606769,-1.583347627
5796,6fc70a09,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.685120872,-2.032648035,-1.925033632,-2.425025305,-2.142535218,-1.318574928,-1.325303761
5797,7acbc3e2,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,100,-2.907728201,-2.498930654,-2.406747529,-2.89703326,-2.634154536,-2.331282919,-2.257262618
5798,7cc119e0,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,100,-2.631781164,-1.821030441,-1.711751831,-1.795658894,-1.710373304,-1.623290678,-1.576653573
5799,7db4f1d2,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,100,-2.314922535,-1.455141037,-1.25307563,-1.273419503,-1.026630521,-0.89985127,-0.772976414
5800,8ab71c6b,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.223025602,-1.431774262,-1.288279486,-0.958092146,-1.015184611,-0.931540146,-1.015928036
5801,94abbfb2,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,100,-2.448905815,-1.589161028,-1.301058282,-1.308938906,-0.931409437,-1.165908662,-0.830705924
5802,96afd320,6_easy_pruned,6,easy,pruned,interaction,0.05,100,-2.605874617,-2.321854504,-2.235484047,-2.191233927,-2.274618355,-3.549214803,-3.56279773
5803,9db10b00,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.00026617,-2.237264548,-2.083016673,-1.672473477,-1.691609318,-1.593147608,-1.63738558
5804,adfac866,6_easy_pruned,6,easy,pruned,linear,0.05,100,-2.914655504,-2.323781326,-2.365624206,-3.131156542,-3.295260223,-2.478259371,-2.902318525
5805,b7e510d3,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.4718053,-1.250813645,-0.998793404,-0.24737951,-0.280026589,-0.149239231,-0.215604704
5806,c0cbeef2,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.280501398,-2.541947404,-2.37270654,-1.905837902,-1.921154906,-1.81709651,-1.860855583
5807,c8afed22,6_easy_pruned,6,easy,pruned,blocking,0.05,100,-2.173651054,-1.816968091,-1.703207774,-1.820221549,-1.702089238,-3.139503085,-3.067778216
5808,c9c757af,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.078971998,-1.29461565,-1.13477133,-0.692809937,-0.712398184,-0.62000405,-0.659823334
5809,d2d73ea5,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.466759816,-1.728044596,-1.643046905,-1.795238903,-1.7255587,-3.807229298,-4.021098772
5810,dcfbe5af,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.713623914,-2.295432212,-2.240892412,-2.34761251,-2.536665252,-3.192017256,-3.26171621
5811,ddb7456a,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.324084617,-2.452544303,-2.358998527,-2.456608927,-2.43972509,-1.025440369,-1.175166693
5812,dfa705b9,6_easy_pruned,6,easy,pruned,blocking_blind,0.05,100,-2.776813852,-3.009553331,-2.940654141,-3.347017063,-3.214158734,-2.4366103,-2.429583038
5813,e1b100ae,6_easy_pruned,6,easy,pruned,blocking,0.05,100,-2.943160058,-2.682901621,-2.599011602,-2.578578556,-2.428869928,-3.255219828,-3.3244516
5814,edbbcb60,6_easy_pruned,6,easy,pruned,density,0.05,100,-2.693372141,-2.927546746,-2.837205718,-3.318575941,-3.1338719,-3.736463238,-3.629295882
5815,edbbea2c,6_easy_pruned,6,easy,pruned,non-linear,0.05,100,-2.639975506,-2.355420514,-2.100768108,-2.303190563,-2.181671128,-2.188744657,-2.16516452
5816,faafd1c6,6_easy_pruned,6,easy,pruned,interaction_blind,0.05,100,-2.747270914,-2.1102132,-1.724748759,-0.666475256,-0.675753051,-0.40931495,-0.516532042
5817,16ead0a0,10_easy_full,10,easy,full,density,0.05,100,-4.230265182,-4.404792558,-4.598704529,-5.138537018,-5.210508922,-4.541430779,-4.628714059
5818,1de74153,10_easy_full,10,easy,full,density,0.05,100,-4.774464006,-5.021111873,-5.271996744,-5.245446388,-5.12294344,-5.881849346,-5.815218705
5819,1eebf908,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.314186005,-4.404277244,-3.58035738,-3.271060324,-2.545889795,-3.052459476,-2.372833073
5820,20a4fec4,10_easy_full,10,easy,full,blocking,0.05,100,-3.617753105,-4.130083654,-3.831997206,-3.368414553,-3.328521209,-3.982145293,-3.9846475
5821,23b6924e,10_easy_full,10,easy,full,interaction_blind,0.05,100,-3.961856346,-3.831313288,-3.777653067,-4.172693585,-4.188328149,-3.560861793,-3.594045894
5822,26e680e4,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.825981742,-2.881609745,-2.570056629,-2.733911477,-2.489926975,-2.509480459,-2.27221807
5823,2fe692a5,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.717238426,-2.326677431,-1.879479623,-1.036907263,-0.889631713,-0.945343051,-0.807798526
5824,31b4fc9e,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.879243307,-2.440179983,-2.057891505,-1.915097495,-1.653159575,-1.649674782,-1.421444333
5825,37bffc4e,10_easy_full,10,easy,full,blocking,0.05,100,-4.198857083,-3.552824629,-3.380576416,-3.075165828,-3.011713867,-3.870392397,-3.914237784
5826,3ac5170c,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.73234789,-2.528536089,-2.177840234,-1.993298416,-1.770736455,-1.913022555,-1.697942812
5827,3dfad0f2,10_easy_full,10,easy,full,blocking,0.05,100,-3.479705027,-3.625059782,-3.453621523,-3.372271993,-3.266121608,-4.484249903,-4.440908374
5828,55c68fc5,10_easy_full,10,easy,full,interaction_blind,0.05,100,-3.932094891,-3.575301825,-3.568999093,-3.883486501,-3.915298691,-3.42845208,-3.472019104
5829,56e6f5d2,10_easy_full,10,easy,full,blocking,0.05,100,-4.154196154,-3.310670916,-3.024244335,-2.929195175,-2.809443623,-3.17929745,-3.141628762
5830,58d72aaf,10_easy_full,10,easy,full,non-linear,0.05,100,-4.098010346,-3.356084665,-3.150812609,-3.393834501,-3.281958992,-3.272972378,-3.221557886
5831,5cd6bb63,10_easy_full,10,easy,full,blocking,0.05,100,-3.600944669,-2.835871675,-2.552312335,-2.578944892,-2.403166444,-3.523833468,-3.388569191
5832,67f69d24,10_easy_full,10,easy,full,blocking,0.05,100,-3.38559673,-2.527220604,-2.316382469,-2.252642224,-2.186615951,-3.061434224,-3.05077797
5833,6ac7311a,10_easy_full,10,easy,full,blocking,0.05,100,-4.170513812,-2.705871402,-2.505232537,-2.252487438,-2.214793451,-4.243935768,-4.347744242
5834,6cc4f8b6,10_easy_full,10,easy,full,interaction,0.05,100,-3.608436414,-3.554590686,-3.426356498,-3.300945154,-3.303677874,-3.882361047,-3.937160122
5835,6cd50fc7,10_easy_full,10,easy,full,blocking,0.05,100,-4.183309384,-3.729386002,-3.603592598,-3.513126626,-3.413766827,-3.474737646,-3.416420879
5836,6dfbeafe,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.760395841,-2.766446559,-2.503099663,-2.645314535,-2.416365909,-2.541785361,-2.400467114
5837,70bffd4d,10_easy_full,10,easy,full,blocking,0.05,100,-4.392860791,-3.094695841,-2.851626466,-2.72249078,-2.612908231,-4.022846401,-4.092262684
5838,72caeffe,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.946592034,-3.634367868,-3.517564379,-3.92258454,-3.828529387,-3.540215976,-3.482146754
5839,75bbec9c,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.954654689,-3.266036655,-3.029665879,-3.29775988,-3.082556871,-3.14788122,-2.928273416
5840,76c104da,10_easy_full,10,easy,full,density,0.05,100,-4.31073708,-6.019905618,-5.765214889,-5.713315049,-5.548950629,-5.578881668,-5.438053821
5841,89cbc391,10_easy_full,10,easy,full,blocking,0.05,100,-4.487013933,-3.539662524,-3.385065339,-3.421607129,-3.365515607,-4.242439365,-4.381843626
5842,8de6a2af,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.326765074,-2.362095156,-1.980330606,-1.336265683,-1.285911015,-1.255594134,-1.21434437
5843,92a70054,10_easy_full,10,easy,full,blocking,0.05,100,-4.219850472,-3.295433176,-3.116597394,-2.849573677,-2.803175851,-3.957088654,-3.993109345
5844,9ae751bc,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.919592104,-2.39945263,-2.004045559,-1.851958597,-1.544505065,-1.759046301,-1.465644572
5845,a2d68973,10_easy_full,10,easy,full,non-linear,0.05,100,-3.495131233,-3.581990603,-3.449210746,-4.080618648,-3.976791342,-5.70987646,-5.713596374
5846,abdacc98,10_easy_full,10,easy,full,blocking,0.05,100,-4.09548115,-2.874552012,-2.6367936,-2.459456224,-2.289784862,-3.983682592,-4.013528566
5847,acc6e9d4,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.815212148,-2.978307984,-2.70547725,-2.714686884,-2.56905243,-2.403914281,-2.266483681
5848,aefbe715,10_easy_full,10,easy,full,density,0.05,100,-4.548519247,-4.661502119,-4.768303007,-5.002210117,-4.854981352,-4.877984938,-4.824293874
5849,b4a4f22a,10_easy_full,10,easy,full,blocking,0.05,100,-4.142988555,-3.318895194,-3.01271349,-2.828981206,-2.655371369,-3.371943464,-3.286036736
5850,b8a4fbaa,10_easy_full,10,easy,full,linear,0.05,100,-3.975308401,-3.651626448,-3.705785081,-4.207588763,-4.339656848,-3.748688267,-3.892934765
5851,b9bbef4c,10_easy_full,10,easy,full,blocking,0.05,100,-4.817558055,-3.447640621,-3.263863945,-3.128264185,-3.071402638,-4.162022298,-4.334085064
5852,c0dfd341,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.839754923,-3.471464869,-3.258689447,-3.497006839,-3.409216121,-2.903036861,-2.816333469
5853,c6aad6d0,10_easy_full,10,easy,full,blocking_blind,0.05,100,-4.072363245,-3.601811891,-3.329359934,-3.549666526,-3.384811837,-3.057847232,-2.889054997
5854,c8c4f85a,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.757326788,-2.889864887,-2.488108684,-2.253954724,-1.986536889,-2.012392507,-1.752991426
5855,cccfd3ac,10_easy_full,10,easy,full,non-linear,0.05,100,-3.805794824,-3.769525864,-3.679353046,-4.237144524,-4.184418708,-4.36502577,-4.319401968
5856,cff10c9a,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.829457014,-3.220224576,-2.930645613,-2.930577641,-2.79939488,-2.479181826,-2.357101372
5857,d0e6841e,10_easy_full,10,easy,full,non-linear,0.05,100,-4.403396729,-3.733165823,-3.550771894,-3.663068556,-3.565917457,-4.183507135,-4.214002559
5858,d4cbca4e,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.975199265,-3.692867226,-3.580341698,-4.033266088,-3.966076057,-3.478140203,-3.42468971
5859,d6c10e9a,10_easy_full,10,easy,full,blocking,0.05,100,-3.636334247,-2.715909826,-2.479282651,-2.619696702,-2.466540253,-3.401939576,-3.35736187
5860,dacfd3d4,10_easy_full,10,easy,full,non-linear,0.05,100,-3.974001009,-3.382826501,-3.206383885,-3.487805967,-3.370669947,-3.864327205,-3.808859869
5861,daf74d3f,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.538823194,-3.249503546,-2.819911177,-2.396120148,-2.161645722,-2.296485855,-2.076769219
5862,e6abcdb2,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.372350223,-3.145187436,-2.889490797,-2.881945662,-2.867547636,-2.786846704,-2.772649612
5863,e9bbf006,10_easy_full,10,easy,full,blocking_blind,0.05,100,-4.104988204,-3.32311273,-3.055358155,-3.122588051,-2.976354968,-3.028109931,-2.906118403
5864,f1fbe0de,10_easy_full,10,easy,full,blocking,0.05,100,-3.79416111,-2.938918871,-2.626817793,-2.692660282,-2.489759197,-3.160242607,-2.990216409
5865,f5dac888,10_easy_full,10,easy,full,blocking,0.05,100,-4.244982444,-4.22427449,-4.076611206,-4.149782881,-3.996447226,-4.258826863,-4.131141051
5866,fcf4f6d3,10_easy_full,10,easy,full,non-linear,0.05,100,-4.013278382,-3.356729194,-3.296610043,-3.57803343,-3.579518936,-4.605815987,-4.752249636
5867,fedbec09,10_easy_full,10,easy,full,blocking_blind,0.05,100,-3.9455769,-3.602849683,-3.417278771,-3.846201186,-3.740013107,-3.18451247,-3.082046527
5868,29bff31a,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.793512092,-2.618317371,-2.053748264,-0.742118753,-0.716017771,-0.654018783,-0.635058215
5869,2fd101b0,10_easy_pruned,10,easy,pruned,density,0.05,100,-4.172674986,-4.567896181,-4.723532081,-5.089654645,-5.005759119,-5.365174501,-5.349131208
5870,39afd1eb,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,100,-3.949027515,-2.874601926,-2.529697145,-1.862933997,-1.873562375,-1.298305768,-1.309471822
5871,3ab7160d,10_easy_pruned,10,easy,pruned,non-linear,0.05,100,-4.004326103,-3.520093873,-3.465594226,-3.7569441,-3.751084919,-3.90419803,-3.906578752
5872,3ebbc051,10_easy_pruned,10,easy,pruned,density,0.05,100,-2.369487366,-4.80067249,-4.365559103,-4.406914487,-4.126364535,-4.30955323,-4.034867465
5873,43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-4.08192321,-3.789356001,-3.631990415,-3.65576085,-3.586032708,-3.407484115,-3.353762876
5874,44b696ef,10_easy_pruned,10,easy,pruned,interaction,0.05,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954
5875,46c12352,10_easy_pruned,10,easy,pruned,density,0.05,100,-3.475551636,-3.97694222,-3.747035354,-3.834698912,-3.75388524,-3.5766138,-3.493192399
5876,47dbc824,10_easy_pruned,10,easy,pruned,non-linear,0.05,100,-4.336370096,-3.366024958,-3.156705929,-3.399967739,-3.286896484,-4.044660227,-4.088706041
5877,4eb4f441,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.225213211,-2.559643644,-2.125785153,-1.383829727,-1.373858905,-1.311598977,-1.306482084
5878,4ecfea32,10_easy_pruned,10,easy,pruned,non-linear,0.05,100,-3.777058954,-3.797741404,-3.69325964,-4.113948233,-4.071793259,-3.948683561,-3.897020835
5879,4fb692a0,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,100,-3.102725677,-3.420787949,-3.079486535,-3.19840534,-3.242607906,-2.836849033,-2.872633971
5880,5aebf3c2,10_easy_pruned,10,easy,pruned,non-linear,0.05,100,-3.535059008,-3.026718184,-2.954124731,-3.071904546,-3.065952852,-3.045520017,-3.046517619
5881,76bfdf0b,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,100,-4.101795679,-3.941679462,-3.93608476,-4.262807444,-4.269861777,-3.360481305,-3.382189081
5882,89cbfdf9,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.803838203,-3.767589154,-3.578370664,-4.056661378,-3.978260667,-3.463985842,-3.401136983
5883,8defd34b,10_easy_pruned,10,easy,pruned,blocking,0.05,100,-4.608193733,-3.760084427,-3.462170844,-3.291728455,-3.160634368,-4.048751284,-4.002144023
5884,92f69945,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.523895281,-2.959589194,-2.570278004,-2.388605739,-2.194707951,-2.215487312,-2.139943691
5885,a2c12212,10_easy_pruned,10,easy,pruned,density,0.05,100,-2.926863677,-3.604901696,-3.279431379,-3.325982235,-3.115569771,-3.239496511,-3.033482187
5886,a7bfd4fc,10_easy_pruned,10,easy,pruned,density,0.05,100,-3.105397921,-3.49631802,-3.305457008,-3.33218096,-3.259303632,-4.653523275,-4.617644272
5887,acb11b17,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.363842647,-2.556625857,-2.12270957,-1.380305586,-1.364644997,-1.30721811,-1.29584177
5888,b9e10f8b,10_easy_pruned,10,easy,pruned,blocking,0.05,100,-4.311709592,-2.831120891,-2.487411163,-2.059022194,-1.917286847,-3.662918377,-3.661192499
5889,c3dfd812,10_easy_pruned,10,easy,pruned,interaction_blind,0.05,100,-3.82708417,-3.761989371,-3.667609604,-3.935337704,-3.958225837,-3.613372588,-3.617701913
5890,c7c6f18d,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.856195754,-2.979665619,-2.59029996,-2.415307463,-2.255294449,-2.097841355,-1.938612923
5891,cdc50047,10_easy_pruned,10,easy,pruned,blocking_blind,0.05,100,-3.572787176,-3.56846523,-3.384799077,-3.60173483,-3.605782597,-3.14747243,-3.145441217
5892,ceafe698,10_easy_pruned,10,easy,pruned,interaction,0.05,100,-3.847750242,-3.156921178,-2.992634826,-2.907873648,-2.925770519,-2.929496484,-2.921791881
