,userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind
15766,38ebbf94,6_hard_full,6,hard,full,non-linear,0.8,800,-2.70674786,-2.012825208,-1.901055552,-2.626125794,-2.581334829,-2.168163228,-1.913665529
15770,3df11bae,6_hard_full,6,hard,full,blocking,0.8,800,-3.053275429,-2.261809753,-2.170252583,-1.912389553,-1.728599745,-1.995030635,-1.773049923
15773,44a4fa14,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-3.996605878,-2.18724019,-3.570825851
15785,5edbbf73,6_hard_full,6,hard,full,interaction,0.8,800,-3.015961215,-2.645932998,-2.582136793,-2.134822087,-3.439604802,-2.475513883,-3.579694979
15790,67eac875,6_hard_full,6,hard,full,linear,0.8,800,-3.914880161,-3.352240715,-3.462371308,-3.871021582,-4.043023858,-3.398337103,-3.570041116
15792,69bad0fe,6_hard_full,6,hard,full,interaction,0.8,800,-2.873258689,-2.11694001,-1.994733076,-1.846919845,-2.687911845,-2.0716708,-2.835419746
15793,6bf51f66,6_hard_full,6,hard,full,interaction_blind,0.8,800,-2.995706375,-2.774508139,-2.726499484,-2.519361296,-3.677413919,-2.211548971,-3.244068529
15795,70da8cfb,6_hard_full,6,hard,full,interaction_blind,0.8,800,-2.88081712,-2.312744973,-2.226772051,-2.088066791,-2.87096127,-1.572858529,-2.665789183
15802,87b50908,6_hard_full,6,hard,full,interaction,0.8,800,-2.940233596,-2.324717051,-2.260131858,-1.82430623,-3.064232018,-2.084694235,-3.070931577
15808,8fc76287,6_hard_full,6,hard,full,blocking_blind,0.8,800,-3.257812375,-2.538336638,-2.494030613,-2.146566435,-2.226203349,-2.20812112,-2.014906966
15809,8fcbec83,6_hard_full,6,hard,full,density,0.8,800,-3.219839508,-3.80680635,-3.872838096,-4.412384634,-5.593641171,-3.94611063,-4.960901387
15812,91cfd7fb,6_hard_full,6,hard,full,interaction_blind,0.8,800,-2.705415465,-2.29587611,-2.146952675,-1.767675533,-2.325304802,-1.705816658,-2.056341054
15813,92b722f3,6_hard_full,6,hard,full,non-linear,0.8,800,-3.231034791,-2.809567029,-2.793496669,-2.874682667,-3.204183721,-2.911447125,-3.201923019
15814,94d6ef33,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.074522066,-2.634488272,-2.564358625,-2.330347337,-3.296753239,-2.105044682,-2.89835584
15817,9adbc2df,6_hard_full,6,hard,full,density,0.8,800,-2.484801702,-3.07124402,-3.005817036,-2.77073758,-4.369739425,-2.99798177,-3.81138694
15818,9dc50a3d,6_hard_full,6,hard,full,linear,0.8,800,-3.315285223,-3.207646961,-3.226044255,-3.701679557,-4.070116085,-3.796793114,-4.595308217
15820,a2f6ba1d,6_hard_full,6,hard,full,density,0.8,800,-1.829165794,-4.124149138,-3.96486932,-3.839014317,-3.636352382,-3.807568918,-3.632547427
15827,b0d518a1,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.403681061,-3.389170496,-3.350045605,-3.305380519,-4.181406192,-2.860755684,-3.152514008
15829,b7a4fe27,6_hard_full,6,hard,full,interaction,0.8,800,-3.634138822,-2.60583919,-2.590140201,-1.996419836,-2.463164345,-2.250778813,-2.781332189
15831,bae515f2,6_hard_full,6,hard,full,interaction,0.8,800,-2.379494119,-1.665841093,-1.515296472,-1.116617553,-1.449213921,-1.412711573,-1.644372836
15833,bcdfd2df,6_hard_full,6,hard,full,interaction,0.8,800,-3.873535656,-3.734738282,-3.781094305,-3.515850599,-3.609101223,-3.702792783,-3.651783647
15834,bed50a1d,6_hard_full,6,hard,full,blocking_blind,0.8,800,-2.98989079,-2.648453075,-2.480462013,-2.065093894,-1.798044397,-2.17627986,-1.735101379
15842,c7a67aab,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.175288634,-3.624652129,-3.659909965,-3.742421637,-4.507850522,-2.474884324,-3.070440335
15843,c8a4fa50,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.088450232,-3.17774192,-3.136834607,-3.2040367,-3.852075698,-2.768880013,-3.490385148
15846,cceac8ca,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.104156662,-2.87465477,-2.900943066,-2.956796122,-3.461972676,-2.416232112,-2.723943596
15851,dbe71b15,6_hard_full,6,hard,full,interaction_blind,0.8,800,-2.90984143,-2.99466755,-2.943356357,-3.13161164,-3.920685798,-1.942951415,-2.996535973
15852,dcc4f10e,6_hard_full,6,hard,full,interaction_blind,0.8,800,-2.607545371,-2.797276987,-2.795142038,-2.984844576,-3.883555662,-1.761925833,-2.785076551
15853,dfcbf407,6_hard_full,6,hard,full,non-linear,0.8,800,-2.582147001,-2.167342644,-2.06580457,-2.44026159,-2.274411764,-2.189948418,-2.383144896
15854,dfe6bee3,6_hard_full,6,hard,full,non-linear,0.8,800,-2.745597246,-2.532166123,-2.505910555,-2.550522867,-3.106980452,-2.698928172,-2.970126197
15859,eec7360c,6_hard_full,6,hard,full,interaction_blind,0.8,800,-3.136594315,-2.863263683,-2.877507619,-2.769692667,-4.224188043,-2.110038023,-3.219726426
15860,efebc5bb,6_hard_full,6,hard,full,interaction,0.8,800,-3.992728079,-4.059626599,-4.061280233,-3.680666327,-4.006725283,-4.165729242,-3.879161644
15863,f1ebd0b7,6_hard_full,6,hard,full,interaction,0.8,800,-2.602689685,-2.456735773,-2.405141681,-1.87029787,-5.064630506,-1.882391974,-5.230631253
15865,f3dbeb7e,6_hard_full,6,hard,full,non-linear,0.8,800,-2.844304336,-2.59309131,-2.545859536,-3.155766242,-3.230420746,-2.938414133,-3.674643962
15867,f6fbf6b1,6_hard_full,6,hard,full,linear,0.8,800,-3.994360362,-3.649321668,-3.757811988,-3.980007696,-4.144667003,-4.152044955,-4.519710977
15870,fac10d6e,6_hard_full,6,hard,full,linear,0.8,800,-3.184257201,-3.056963353,-3.123804512,-4.367043601,-5.079626122,-3.257630461,-4.16788241
15879,16d516ad,6_hard_pruned,6,hard,pruned,blocking,0.8,800,-3.236848776,-2.122312042,-2.07023443,-1.624834578,-1.122700452,-2.372654571,-1.816173559
15880,1dac01e7,6_hard_pruned,6,hard,pruned,blocking,0.8,800,-3.026441567,-1.942770971,-1.785073805,-1.845162105,-1.342245279,-1.742544006,-1.460098895
15882,25cfdeaf,6_hard_pruned,6,hard,pruned,non-linear,0.8,800,-2.577810428,-1.974658501,-1.927997198,-2.485736457,-3.078743893,-1.976877586,-2.501882612
15885,2afbbf79,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-3.063995388,-2.712693705,-2.682684383,-2.856644007,-2.796185829,-2.593575338,-2.997170699
15889,2ff50f64,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.640531992,-2.23801875,-2.137273196,-2.369287789,-3.509975222,-1.841528537,-2.775916806
15891,30e4feac,6_hard_pruned,6,hard,pruned,density,0.8,800,-3.161799802,-3.668145166,-3.75726777,-4.821179798,-5.033143753,-3.327548797,-3.995438727
15900,49c72e9b,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-1.912376921,-2.071597674,-2.026360859,-1.629822625,-3.766232955,-1.367810347,-2.656274952
15901,4bca7fc9,6_hard_pruned,6,hard,pruned,blocking,0.8,800,-2.902990173,-3.042980805,-2.949784495,-3.033559651,-2.313363467,-3.348277949,-3.339516145
15911,5adff9a5,6_hard_pruned,6,hard,pruned,density,0.8,800,-2.523052206,-2.851126599,-2.731194242,-2.65328399,-3.426369334,-2.54604164,-3.235679482
15912,5dbfe29c,6_hard_pruned,6,hard,pruned,interaction,0.8,800,-2.446379054,-1.800598947,-1.703917688,-1.626129351,-2.426566779,-1.682287802,-2.11983888
15916,65afea1f,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-3.940295253,-3.882702354,-3.986716399,-4.639364814,-5.522337267,-3.606993096,-4.522095069
15922,6bb10472,6_hard_pruned,6,hard,pruned,blocking_blind,0.8,800,-2.335446988,-1.504718515,-1.334230885,-0.958757417,-0.933035731,-0.932336667,-0.931052194
15924,6dd103e2,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.785313987,-2.295663887,-2.272153015,-3.031797821,-3.283824165,-2.223868322,-2.778028831
15926,74e11ee8,6_hard_pruned,6,hard,pruned,blocking_blind,0.8,800,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.72316902,-2.093421355,-0.71771034
15928,7dd704e0,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.478698355,-1.894502227,-1.805286886,-1.770135176,-2.449979972,-1.46083498,-2.171081874
15931,81c11c9f,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.400131134,-1.259743528,-1.163955539,-1.089183611,-1.440868133,-1.046921877,-1.296079462
15936,92a74a76,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.563686518,-2.397171236,-2.331390213,-2.451721234,-2.989939777,-1.893353683,-2.210697244
15941,a0f4f1bf,6_hard_pruned,6,hard,pruned,density,0.8,800,-3.512935731,-3.580249123,-3.611568231,-4.019834862,-3.955477641,-3.631800597,-3.924327682
15943,a2ebe618,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-3.03933982,-2.826402425,-2.833648056,-2.099499383,-3.945235081,-1.806966906,-3.529305786
15946,aafbd6ab,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.843677066,-2.385857875,-2.332395924,-2.307225917,-2.87325547,-2.061129091,-2.934571941
15948,b0e1157c,6_hard_pruned,6,hard,pruned,interaction,0.8,800,-2.377542136,-1.873624805,-1.780672612,-1.627840205,-2.698281981,-1.969049299,-2.744773898
15952,b9e512db,6_hard_pruned,6,hard,pruned,non-linear,0.8,800,-2.705694638,-1.497737903,-1.416486639,-1.841478114,-1.56662329,-1.574562567,-2.201123036
15959,c7fffe38,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.751906845,-2.699162064,-2.65137006,-2.848141944,-3.129201812,-2.205017642,-2.493597624
15966,d4fac87b,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-3.152936384,-3.980634456,-4.021162655,-4.002818599,-5.227081282,-2.837642928,-3.325457348
15969,daefd33a,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.223357207,-2.258343354,-2.245351047,-2.605960069,-3.982926416,-1.981031629,-3.048185837
15972,e0a737b6,6_hard_pruned,6,hard,pruned,density,0.8,800,-3.507521698,-4.555091411,-4.587167331,-4.500507761,-5.338770474,-3.634894839,-4.096047452
15974,e1e500d7,6_hard_pruned,6,hard,pruned,blocking_blind,0.8,800,-2.335446988,-1.504718515,-1.334230885,-0.958757417,-0.933035731,-0.932336667,-0.931052194
15979,e9dbbf8a,6_hard_pruned,6,hard,pruned,interaction_blind,0.8,800,-2.732842696,-3.044372923,-2.985653049,-3.152790074,-3.382059122,-2.070607163,-2.106958615
15981,eba732b3,6_hard_pruned,6,hard,pruned,blocking_blind,0.8,800,-2.577688383,-3.265065207,-2.744126258,-2.234043307,-0.72316902,-2.093421355,-0.71771034
15987,f8bbc519,6_hard_pruned,6,hard,pruned,density,0.8,800,-2.577688383,-3.17805383,-3.234749174,-3.515137787,-6.794902272,-3.62062117,-7.056319916
15988,fcaffad4,6_hard_pruned,6,hard,pruned,blocking_blind,0.8,800,-3.870345192,-3.716514354,-3.793106754,-3.94083192,-4.23472241,-3.679727157,-3.648815998
15989,fdaa7ebb,6_hard_pruned,6,hard,pruned,density,0.8,800,-2.794726763,-3.594378315,-3.581133599,-4.550218467,-4.855140847,-3.217340005,-3.658781174
15993,13f4ff5a,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.901274212,-3.602980543,-3.381507729,-3.041848058,-3.204641575,-2.540505647,-2.76982821
15994,1cdbeb89,10_hard_full,10,hard,full,interaction,0.8,800,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-4.995256766,-2.703950654,-5.319240224
15995,1df6940e,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.32022093,-2.114924968,-1.842056536,-1.173814749,-0.90889958,-1.132868731,-0.902673898
15996,1ff4f828,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.501592491,-3.28817014,-3.031291397,-2.820466239,-3.889891292,-2.532989999,-3.513814779
15997,21abc061,10_hard_full,10,hard,full,blocking,0.8,800,-3.77979689,-3.557629653,-3.451745359,-3.224412437,-3.036215824,-3.120776116,-3.212692312
15998,23dbc11c,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.284794914,-4.806077824,-4.847636357,-5.15458282,-5.536118084,-4.161701012,-4.407416699
15999,26dbf473,10_hard_full,10,hard,full,interaction,0.8,800,-3.020424886,-3.589059119,-3.323601453,-2.565173188,-4.995256766,-2.703950654,-5.319240224
16000,28e67c08,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.258041398,-2.114645393,-1.841909481,-1.170224856,-0.845457158,-1.128656053,-0.837780438
16001,2fb4f99a,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.29589277,-2.131831546,-1.846358978,-1.347395288,-0.76288774,-1.295075929,-0.755135175
16002,34b12db9,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.125902939,-3.80116656,-3.684425825,-3.555693705,-3.615026335,-2.922472002,-3.235408763
16003,65f68460,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.32497322,-2.981470893,-2.68706494,-2.00291505,-1.528783719,-1.950454989,-1.520589779
16004,75ffd9e8,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.981613236,-4.134012786,-4.008048559,-4.255850321,-4.040679284,-3.173087343,-3.514244509
16005,7cf6845b,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.927651517,-3.89892568,-3.752483418,-3.876370002,-4.725989931,-3.216413439,-3.787057841
16006,84dbf4f9,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.509719938,-2.959522278,-2.692608898,-2.432453176,-2.137451431,-1.859446571,-2.039451349
16007,87cfed83,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.243568437,-3.767750908,-3.228626787,-2.146308259,-0.762974914,-2.018607509,-0.748356521
16008,8bc69c49,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.661226895,-3.460064953,-3.304322577,-3.307131349,-3.880431508,-2.731346372,-3.18189196
16009,92e6f512,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.32022093,-2.114924968,-1.842056536,-1.173814749,-0.90889958,-1.132868731,-0.902673898
16010,98d105c1,10_hard_full,10,hard,full,interaction,0.8,800,-3.234935165,-2.695836967,-2.413466424,-1.523242521,-1.990607962,-1.540401315,-1.851970227
16011,9befd8ad,10_hard_full,10,hard,full,interaction,0.8,800,-3.367893552,-2.906344448,-2.587218144,-1.974867724,-2.588777094,-2.192225789,-2.651547524
16012,a3eacaa9,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.180042721,-3.447601311,-3.287190109,-2.890942217,-3.185191352,-2.662445345,-2.842373565
16013,a4f74985,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.712816476,-3.178318374,-2.983606868,-3.300101735,-3.635415099,-2.824856859,-3.458902806
16014,abc728e1,10_hard_full,10,hard,full,blocking_blind,0.8,800,-3.496882109,-2.184063628,-1.917141482,-1.311355891,-1.054882682,-1.257855805,-1.051042816
16015,aceaccbc,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.540325959,-3.418027941,-3.177712129,-2.264035299,-3.276220181,-2.257442916,-3.028348751
16016,add50f98,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.343870532,-4.233400314,-4.166846782,-3.347845319,-4.524072145,-3.07225424,-4.161375129
16017,b1ebd3b5,10_hard_full,10,hard,full,blocking,0.8,800,-3.221165398,-3.885724852,-3.378404612,-2.786778542,-1.825964328,-2.707274102,-1.895604062
16018,b5b6dcbc,10_hard_full,10,hard,full,non-linear,0.8,800,-4.029789031,-4.021438039,-3.886025678,-4.074088482,-4.758765352,-4.073923068,-5.127320822
16019,d2ac158a,10_hard_full,10,hard,full,interaction_blind,0.8,800,-3.260844828,-2.635854546,-2.407962213,-2.325706616,-2.522629106,-1.534616668,-2.019154495
16020,edf12206,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.131127858,-4.037559903,-3.921983324,-3.508634684,-4.195869373,-2.593786228,-3.22634811
16021,f0ebc21e,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.019628983,-3.990085195,-3.887559236,-3.779622221,-4.573500328,-2.534217402,-3.194127025
16022,f6fbf7bf,10_hard_full,10,hard,full,blocking_blind,0.8,800,-4.175572998,-4.327056383,-4.27291568,-4.526341027,-4.61525856,-3.367220242,-3.285832514
16023,f7ebbfe9,10_hard_full,10,hard,full,interaction_blind,0.8,800,-4.387265696,-4.557545848,-4.528131545,-4.518763148,-4.73207223,-4.164480314,-4.418971365
16024,13b7468e,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.241954366,-3.547882552,-3.267936883,-2.658607242,-3.882526522,-1.557743363,-2.944759151
16025,13dbbfb8,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-4.465630271,-3.968732893,-3.929772862,-3.031151352,-3.765040033,-2.644871217,-3.242228049
16026,16f6e58d,10_hard_pruned,10,hard,pruned,blocking,0.8,800,-3.68410482,-3.084062938,-2.873550423,-2.61622084,-2.175853702,-2.562507701,-2.242481056
16027,18a695e2,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.382805356,-4.206750282,-4.09787191,-4.188650946,-5.102577661,-3.130063205,-3.957232497
16028,1bd72c42,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-3.004662982,-3.41125995,-3.168572123,-2.766238571,-2.406927261,-2.703837683,-2.400266769
16029,28d4fefb,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.518854666,-3.471631972,-3.264754646,-2.95268363,-3.558135422,-2.407852857,-2.79023895
16030,31f6a576,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.66068886,-3.551419345,-3.412552857,-3.366497816,-3.730820396,-2.878700239,-3.02763657
16031,32fad07f,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-2.962184213,-2.654420158,-2.473700317,-1.911017644,-1.867691646,-1.883753478,-1.867035426
16032,41bad9a2,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.432186596,-3.431582076,-3.217943036,-3.028839743,-3.337295593,-2.766880787,-3.607223967
16033,4bfffc8c,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-4.546392749,-5.353126146,-5.574277854,-5.642871167,-5.976562971,-4.136141004,-4.685285394
16034,50f6b001,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-4.197688754,-4.282355429,-4.167265639,-4.358323249,-3.879146588,-3.816646543,-4.116976584
16035,5bc4f225,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-2.983164069,-2.180759388,-1.90703147,-1.200267138,-1.018804344,-1.16546486,-1.011955427
16036,77ba7edc,10_hard_pruned,10,hard,pruned,density,0.8,800,-3.840961766,-4.045685257,-4.030227438,-4.336155616,-5.227818436,-4.248105503,-4.907994528
16037,7dea8d37,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-3.648369833,-3.069127517,-2.85893025,-2.636440011,-2.400212494,-2.353053871,-2.350604689
16038,7ef11f8d,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.816295069,-3.677124693,-3.541744387,-3.851879546,-4.324571795,-3.460169959,-4.06352318
16039,8aa6d830,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.405079025,-2.724643258,-2.464582834,-2.042457585,-2.044908629,-1.856676556,-1.867810135
16040,8ea50714,10_hard_pruned,10,hard,pruned,blocking,0.8,800,-3.623514265,-3.064008857,-2.848362975,-2.659245872,-2.442135691,-2.979363011,-3.014036551
16041,98c10b8a,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.409389731,-2.543587807,-2.29587314,-2.211101413,-2.190060027,-2.094584694,-2.410777566
16042,acdac85f,10_hard_pruned,10,hard,pruned,non-linear,0.8,800,-3.522596629,-3.388714892,-3.176940847,-3.585330608,-3.304144954,-3.226904274,-3.894979283
16043,b8bac8b7,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.497850291,-3.620476748,-3.438157087,-3.800149881,-4.917031917,-2.670266097,-3.33810263
16044,bacbc468,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-3.400148527,-2.173823982,-1.810499486,-0.811084685,-0.503169497,-0.766483159,-0.496957248
16045,bcf51783,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.737576568,-2.569178634,-2.35775748,-1.974276329,-2.396600384,-1.540159318,-1.821436281
16046,c2cbff2e,10_hard_pruned,10,hard,pruned,density,0.8,800,-2.144727318,-4.500331378,-4.250321308,-3.893325451,-3.361668242,-3.831675823,-3.346228868
16047,cce7504c,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.646200283,-3.535019323,-3.419288308,-3.908905919,-4.304589353,-3.159695753,-4.01567471
16048,cdc514e1,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-3.467643918,-3.428399104,-3.243043047,-2.977972887,-2.882303877,-2.423904231,-2.3970009
16049,d1cac84b,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.774732775,-4.213826814,-4.104776,-4.689655608,-5.501254011,-3.692393542,-4.438496655
16050,d9e4f7e5,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-2.481342944,-3.050303151,-2.937138584,-3.016396585,-3.239211695,-2.326888296,-2.939961751
16051,e2b10de5,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.578711949,-3.339884416,-3.143723575,-3.153094264,-3.198695922,-2.491933273,-3.059506634
16052,e6efec72,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-3.666802151,-3.297973986,-3.079944445,-2.718555821,-2.79027365,-2.440896074,-2.164510566
16053,edfff93e,10_hard_pruned,10,hard,pruned,interaction,0.8,800,-3.544663429,-2.96767147,-2.670416469,-2.091127444,-2.110525698,-2.499457155,-2.832621787
16054,efd4fa4a,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.77738409,-3.239490607,-3.075513777,-3.315524984,-4.029429012,-2.216941749,-2.801025128
16055,f3f4f4ae,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.881089797,-4.227821712,-4.173719506,-4.60633542,-5.371225419,-2.921207643,-4.340841865
16056,f4c4f33c,10_hard_pruned,10,hard,pruned,interaction_blind,0.8,800,-3.405923729,-3.561884538,-3.350738537,-2.846451338,-3.357741086,-2.821027803,-2.927955523
16057,fcb764e3,10_hard_pruned,10,hard,pruned,blocking_blind,0.8,800,-3.483772224,-2.737809182,-2.479011707,-2.199789565,-1.85254368,-1.915285281,-1.560330263
16058,12eacae6,6_easy_full,6,easy,full,density,0.8,800,-3.374606114,-4.378483098,-4.306060184,-4.24977799,-4.982240549,-5.072752324,-5.691113043
16059,25dfef96,6_easy_full,6,easy,full,blocking_blind,0.8,800,-2.579670859,-1.571298418,-1.372384915,-1.681770484,-1.452861214,-1.235763329,-1.134766499
16060,2aabe76a,6_easy_full,6,easy,full,non-linear,0.8,800,-2.735498399,-1.617001295,-1.453704272,-2.010599246,-1.927893324,-1.738146485,-2.033262048
16061,2bcfe659,6_easy_full,6,easy,full,density,0.8,800,-3.310430885,-3.348886164,-3.378419433,-4.507031382,-4.789530582,-3.551406123,-4.18056244
16062,32b10037,6_easy_full,6,easy,full,density,0.8,800,-3.204335212,-3.637378872,-3.602781566,-4.156923366,-4.350771656,-4.512864805,-4.659044331
16063,34cffc40,6_easy_full,6,easy,full,interaction_blind,0.8,800,-3.158196236,-2.637149394,-2.683184743,-3.402237006,-4.459120534,-2.352126819,-3.900589416
16064,38abe966,6_easy_full,6,easy,full,interaction_blind,0.8,800,-2.493585979,-1.217340443,-1.027333358,-0.732135704,-0.712371597,-0.581521724,-0.711047035
16065,3acff9fa,6_easy_full,6,easy,full,density,0.8,800,-2.316288528,-3.199410162,-3.102659669,-3.084751636,-4.568848887,-3.847259195,-3.648442318
16066,3bac0799,6_easy_full,6,easy,full,interaction_blind,0.8,800,-2.365434131,-1.351971371,-1.186399535,-0.865037772,-0.957264441,-0.728595388,-0.955906137
16067,3fcbc0ab,6_easy_full,6,easy,full,non-linear,0.8,800,-3.064453667,-2.604298358,-2.558059069,-2.578844177,-3.956768537,-4.655739035,-5.665795111
16068,40a74de0,6_easy_full,6,easy,full,interaction,0.8,800,-2.719371524,-1.887117318,-1.740790111,-1.556924965,-2.55855691,-3.11644,-3.438840124
16069,4ed755f1,6_easy_full,6,easy,full,interaction_blind,0.8,800,-3.026327445,-2.78498315,-2.825636754,-3.507758443,-4.715752725,-2.614314906,-3.888511945
16070,59d51c4c,6_easy_full,6,easy,full,non-linear,0.8,800,-3.03835831,-2.583983694,-2.508306486,-2.819129574,-3.358576844,-4.812943022,-5.409915819
16071,5acfeabc,6_easy_full,6,easy,full,interaction_blind,0.8,800,-2.27162159,-1.228646841,-1.083924959,-0.724440685,-0.895874033,-0.627635832,-0.894527533
16072,5de11557,6_easy_full,6,easy,full,non-linear,0.8,800,-3.058824373,-2.66116302,-2.659431133,-3.176336648,-4.233401795,-3.475904399,-4.273786198
16073,6bca8117,6_easy_full,6,easy,full,non-linear,0.8,800,-2.574270585,-1.902004023,-1.788002237,-2.402389305,-2.611572335,-3.125874812,-3.476771046
16074,86f6e2cb,6_easy_full,6,easy,full,density,0.8,800,-3.022557025,-3.280204326,-3.208033041,-3.365939609,-3.894784817,-4.546207748,-4.523452963
16075,8df4f6e8,6_easy_full,6,easy,full,non-linear,0.8,800,-2.756446933,-1.695325335,-1.587849312,-1.627498678,-2.206520832,-2.083807923,-3.006517798
16076,9bf4f2c6,6_easy_full,6,easy,full,blocking_blind,0.8,800,-2.423537703,-2.890371758,-2.233592222,-2.481617161,-1.389394306,-2.070941981,-1.387826841
16077,9defd82d,6_easy_full,6,easy,full,density,0.8,800,-2.739325048,-2.898606506,-2.811553865,-2.866902146,-3.77589803,-5.402876165,-5.269312906
16078,a6bff327,6_easy_full,6,easy,full,density,0.8,800,-2.866937212,-3.405602348,-3.356113108,-4.416034268,-4.244615246,-3.324559991,-3.892351757
16079,aedbea55,6_easy_full,6,easy,full,interaction_blind,0.8,800,-2.553775204,-1.227535103,-1.038384719,-0.816332025,-0.743221543,-0.676891817,-0.742132032
16080,b3e4f78d,6_easy_full,6,easy,full,density,0.8,800,-1.471325064,-3.412274217,-3.284699184,-3.892204232,-4.186125529,-4.523825686,-4.068387489
16081,b4abeb7e,6_easy_full,6,easy,full,interaction_blind,0.8,800,-2.27162159,-1.228646841,-1.083924959,-0.724440685,-0.895874033,-0.627635832,-0.894527533
16082,b7eae04f,6_easy_full,6,easy,full,non-linear,0.8,800,-2.772138891,-2.450422603,-2.382430592,-2.669532631,-3.647624275,-3.723771017,-4.088013454
16083,b8a11f60,6_easy_full,6,easy,full,density,0.8,800,-2.646039287,-4.997027963,-4.559174938,-4.724524898,-3.996376328,-4.450741445,-3.995331352
16084,cfd6ff5a,6_easy_full,6,easy,full,density,0.8,800,-3.05322805,-3.451665323,-3.401495746,-3.952004102,-4.261021974,-3.786823516,-4.141844791
16085,d3b525de,6_easy_full,6,easy,full,density,0.8,800,-2.69984292,-3.141093884,-3.173905299,-3.858756586,-5.033915839,-5.281319897,-6.542241781
16086,d6b67ee1,6_easy_full,6,easy,full,blocking,0.8,800,-2.502117196,-2.422351667,-2.307230646,-2.436979936,-2.301661594,-2.368691212,-2.327221136
