,board,correct,inverse_computation,k,move_limit,noise,shutter_size
0,10_easy_full,0.32,0.00194295484573,5,50,0.0,0.0
1,10_easy_pruned,0.41,0.0025453712424,5,50,0.0,0.0
2,10_hard_full,0.26,0.00189257731178,5,50,0.0,0.0
3,10_hard_pruned,0.09,0.00184002796843,5,50,0.0,0.0
4,10_medium_full,0.14,0.00174298014746,5,50,0.0,0.0
5,10_medium_pruned,0.39,0.00239498012166,5,50,0.0,0.0
6,6_easy_full,0.75,0.00993936984395,5,50,0.0,0.0
7,6_easy_pruned,0.93,0.0146134736227,5,50,0.0,0.0
8,6_hard_full,0.24,0.00412184163884,5,50,0.0,0.0
9,6_hard_pruned,0.2,0.00455249021215,5,50,0.0,0.0
10,10_easy_full,0.19,0.00187332571514,5,50,0.25,0.0
11,10_easy_full,0.31,0.0008613041868,5,50,0.25,0.5
12,10_easy_pruned,0.42,0.00260287878394,5,50,0.25,0.0
13,10_hard_full,0.26,0.00181202094696,5,50,0.25,0.0
14,10_hard_pruned,0.13,0.00185614849188,5,50,0.25,0.0
15,10_medium_full,0.06,0.00167064837864,5,50,0.25,0.0
16,10_medium_pruned,0.33,0.00250112550648,5,50,0.25,0.0
17,6_easy_full,0.55,0.00952925481227,5,50,0.25,0.0
18,6_easy_full,0.74,0.0057090659968,5,50,0.25,0.5
19,6_easy_pruned,0.85,0.014878738283,5,50,0.25,0.0
20,6_hard_full,0.22,0.00415385893495,5,50,0.25,0.0
21,6_hard_pruned,0.24,0.00462064504205,5,50,0.25,0.0
22,10_easy_full,0.228,0.00190678127693,5,50,0.5,0.0
23,10_easy_pruned,0.406,0.00272960033192,5,50,0.5,0.0
24,10_hard_full,0.21,0.00185483332468,5,50,0.5,0.0
25,10_hard_pruned,0.126,0.00187684869597,5,50,0.5,0.0
26,10_medium_full,0.094,0.00166286978067,5,50,0.5,0.0
27,10_medium_pruned,0.294,0.00252337910743,5,50,0.5,0.0
28,10_medium_pruned,0.344,0.00117839483769,5,50,0.5,0.5
29,6_easy_full,0.556,0.00916674305619,5,50,0.5,0.0
30,6_easy_full,0.722,0.00556464447486,5,50,0.5,0.5
31,6_easy_pruned,0.842,0.0144982167193,5,50,0.5,0.0
32,6_hard_full,0.246,0.00418658784717,5,50,0.5,0.0
33,6_hard_pruned,0.192,0.00462697340416,5,50,0.5,0.0
34,10_easy_full,0.29,0.00190675946229,5,50,0.75,0.0
35,10_easy_pruned,0.38,0.0029189410082,5,50,0.75,0.0
36,10_easy_pruned,0.48,0.00128511578893,5,50,0.75,0.5
37,10_hard_full,0.21,0.00186216271578,5,50,0.75,0.0
38,10_hard_pruned,0.12,0.00184702905377,5,50,0.75,0.0
39,10_medium_full,0.08,0.00167294019239,5,50,0.75,0.0
40,10_medium_full,0.17,0.000441411457276,5,50,0.75,2.0
41,10_medium_pruned,0.23,0.00247090509254,5,50,0.75,0.0
42,10_medium_pruned,0.33,0.00115130442792,5,50,0.75,0.5
43,6_easy_full,0.52,0.00904731747037,5,50,0.75,0.0
44,6_easy_full,0.72,0.00479064865383,5,50,0.75,1.0
45,6_easy_pruned,0.8,0.0136481506756,5,50,0.75,0.0
46,6_hard_full,0.2,0.00426803243705,5,50,0.75,0.0
47,6_hard_pruned,0.17,0.00465159549726,5,50,0.75,0.0
48,10_easy_full,0.206,0.00191163651379,5,50,1.0,0.0
49,10_easy_pruned,0.414,0.00272839384911,5,50,1.0,0.0
50,10_hard_full,0.194,0.0018713345235,5,50,1.0,0.0
51,10_hard_pruned,0.134,0.00187634158423,5,50,1.0,0.0
52,10_medium_full,0.076,0.00166541205625,5,50,1.0,0.0
53,10_medium_pruned,0.268,0.0025348285442,5,50,1.0,0.0
54,6_easy_full,0.456,0.00888430853427,5,50,1.0,0.0
55,6_easy_full,0.574,0.00557357678717,5,50,1.0,0.5
56,6_easy_pruned,0.772,0.0138707798152,5,50,1.0,0.0
57,6_hard_full,0.236,0.00424401381851,5,50,1.0,0.0
