userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind,correctness,correct,user_count,num_participants
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,200,-4.10251517,-3.801325676,-3.648879718,-3.779377267,-3.679967426,-3.439155806,-3.408337629,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,200,-4.10251517,-3.801325676,-3.648879718,-3.779377267,-3.712742096,-3.444486878,-3.479942333,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,200,-4.10251517,-3.801325676,-3.648879718,-3.779377267,-3.798951173,-3.45306564,-3.603734054,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,200,-4.10251517,-3.801325676,-3.648879718,-3.779377267,-3.947375846,-3.465428268,-3.777048341,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,5,400,-4.123953241,-3.816887707,-3.668111735,-3.925724662,-3.843287497,-3.468640881,-3.411655204,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,400,-4.123953241,-3.816887707,-3.668111735,-3.925724662,-3.818874946,-3.470273816,-3.411390216,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,400,-4.123953241,-3.816887707,-3.668111735,-3.925724662,-3.807357747,-3.473310843,-3.437516271,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,400,-4.123953241,-3.816887707,-3.668111735,-3.925724662,-3.825167321,-3.478641914,-3.505457264,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,400,-4.123953241,-3.816887707,-3.668111735,-3.925724662,-3.889128161,-3.487220676,-3.624153407,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,400,-4.123953241,-3.816887707,-3.668111735,-3.925724662,-4.009859535,-3.499583304,-3.791595282,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,5,800,-4.145842007,-3.835222973,-3.688785948,-4.086701901,-4.001103734,-3.507497774,-3.449608131,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,800,-4.145842007,-3.835222973,-3.688785948,-4.086701901,-3.97364663,-3.509130708,-3.448484684,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,800,-4.145842007,-3.835222973,-3.688785948,-4.086701901,-3.956362511,-3.512167735,-3.47301608,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,800,-4.145842007,-3.835222973,-3.688785948,-4.086701901,-3.963766669,-3.517498807,-3.53817685,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,800,-4.145842007,-3.835222973,-3.688785948,-4.086701901,-4.010465983,-3.526077568,-3.652506119,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,800,-4.145842007,-3.835222973,-3.688785948,-4.086701901,-4.106104964,-3.538440197,-3.814058465,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,5,1600,-4.16796358,-3.855364995,-3.710268633,-4.256144426,-4.168784724,-3.549112325,-3.490702986,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,1600,-4.16796358,-3.855364995,-3.710268633,-4.256144426,-4.139601524,-3.55074526,-3.489074323,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,1600,-4.16796358,-3.855364995,-3.710268633,-4.256144426,-4.118966831,-3.553782287,-3.512636129,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,1600,-4.16796358,-3.855364995,-3.710268633,-4.256144426,-4.120046522,-3.559113358,-3.576005102,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,1600,-4.16796358,-3.855364995,-3.710268633,-4.256144426,-4.155403206,-3.56769212,-3.687237865,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,1600,-4.16796358,-3.855364995,-3.710268633,-4.256144426,-4.232403369,-3.580054748,-3.843991348,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,5,3200,-4.190203499,-3.876555882,-3.732180665,-4.430171006,-4.341878192,-3.59223137,-3.533542168,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,3200,-4.190203499,-3.876555882,-3.732180665,-4.430171006,-4.311771741,-3.593864304,-3.531637764,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,3200,-4.190203499,-3.876555882,-3.732180665,-4.430171006,-4.289319423,-3.596901331,-3.554660054,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,3200,-4.190203499,-3.876555882,-3.732180665,-4.430171006,-4.286874701,-3.602232402,-3.616995254,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,3200,-4.190203499,-3.876555882,-3.732180665,-4.430171006,-4.315592023,-3.610811164,-3.726323126,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,3200,-4.190203499,-3.876555882,-3.732180665,-4.430171006,-4.380725313,-3.623173793,-3.879800673,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,5,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.517814179,-3.636137896,-3.577303297,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.487229635,-3.637770831,-3.575254597,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.463828857,-3.640807857,-3.597991547,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.459517453,-3.646138929,-3.659768697,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.484617363,-3.654717691,-3.768028186,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,6400,-4.212503084,-3.898314847,-3.754314124,-4.606587693,-4.542943386,-3.667080319,-3.919540083,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,5,12800,-4.234832628,-3.920369877,-3.776560049,-4.784225419,-4.695207873,-3.680447516,-3.621538788,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,12800,-4.234832628,-3.920369877,-3.776560049,-4.784225419,-4.664379969,-3.682080451,-3.619416244,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,20,12800,-4.234832628,-3.920369877,-3.776560049,-4.784225419,-4.640494469,-3.685117478,-3.642006354,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,40,12800,-4.234832628,-3.920369877,-3.776560049,-4.784225419,-4.635221533,-3.690448549,-3.703493167,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,80,12800,-4.234832628,-3.920369877,-3.776560049,-4.784225419,-4.658429338,-3.699027311,-3.811184963,validatedCorrect,correct,1,130
43dbc360,10_easy_pruned,10,easy,pruned,interaction_blind,160,12800,-4.234832628,-3.920369877,-3.776560049,-4.784225419,-4.713089798,-3.71138994,-3.961610489,validatedCorrect,correct,1,130
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,25,-2.727175374,-2.529065486,-2.418038045,-2.263704723,-2.491172379,-1.874377089,-2.081930551,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,25,-2.727175374,-2.529065486,-2.418038045,-2.263704723,-2.665318879,-1.874377089,-2.232713557,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,25,-2.727175374,-2.529065486,-2.418038045,-2.263704723,-2.898108962,-1.874377089,-2.439305522,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,25,-2.727175374,-2.529065486,-2.418038045,-2.263704723,-2.931715411,-1.874377089,-2.465735057,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,25,-2.727175374,-2.529065486,-2.418038045,-2.263704723,-2.931715411,-1.874377089,-2.465735057,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,25,-2.727175374,-2.529065486,-2.418038045,-2.263704723,-2.931715411,-1.874377089,-2.465735057,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,50,-2.839234963,-2.551630633,-2.477822581,-2.190842954,-2.370339105,-1.853782489,-2.019621316,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,50,-2.839234963,-2.551630633,-2.477822581,-2.190842954,-2.515287257,-1.853782489,-2.148345111,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,50,-2.839234963,-2.551630633,-2.477822581,-2.190842954,-2.742542901,-1.853782489,-2.343193463,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,50,-2.839234963,-2.551630633,-2.477822581,-2.190842954,-3.05884093,-1.853782489,-2.606597104,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,50,-2.839234963,-2.551630633,-2.477822581,-2.190842954,-3.128359313,-1.853782489,-2.666336778,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,50,-2.839234963,-2.551630633,-2.477822581,-2.190842954,-3.128359313,-1.853782489,-2.666336778,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,100,-2.963807206,-2.615451312,-2.569648188,-2.18446948,-2.316534131,-1.88753868,-2.011534153,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,100,-2.963807206,-2.615451312,-2.569648188,-2.18446948,-2.428979204,-1.88753868,-2.114184233,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,100,-2.963807206,-2.615451312,-2.569648188,-2.18446948,-2.614004631,-1.88753868,-2.278189519,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,100,-2.963807206,-2.615451312,-2.569648188,-2.18446948,-2.888640902,-1.88753868,-2.512661219,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,100,-2.963807206,-2.615451312,-2.569648188,-2.18446948,-3.253273134,-1.88753868,-2.811957706,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,100,-2.963807206,-2.615451312,-2.569648188,-2.18446948,-3.357818777,-1.88753868,-2.898982439,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,200,-3.095195463,-2.710132627,-2.682387818,-2.233459204,-2.327055266,-1.963398634,-2.05365186,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,200,-3.095195463,-2.710132627,-2.682387818,-2.233459204,-2.409871406,-1.963398634,-2.131692597,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,200,-3.095195463,-2.710132627,-2.682387818,-2.233459204,-2.551819075,-1.963398634,-2.262096725,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,200,-3.095195463,-2.710132627,-2.682387818,-2.233459204,-2.773944326,-1.963398634,-2.459181977,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,200,-3.095195463,-2.710132627,-2.682387818,-2.233459204,-3.086287754,-1.963398634,-2.725246368,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,200,-3.095195463,-2.710132627,-2.682387818,-2.233459204,-3.481864054,-1.963398634,-3.048921263,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,400,-3.230148407,-2.824626437,-2.807332077,-2.321090318,-2.388447211,-2.0671194,-2.134670331,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,400,-3.230148407,-2.824626437,-2.807332077,-2.321090318,-2.448972764,-2.0671194,-2.193955882,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,400,-3.230148407,-2.824626437,-2.807332077,-2.321090318,-2.554895187,-2.0671194,-2.29512335,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,400,-3.230148407,-2.824626437,-2.807332077,-2.321090318,-2.726440178,-2.0671194,-2.453531542,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,400,-3.230148407,-2.824626437,-2.807332077,-2.321090318,-2.979569577,-2.0671194,-2.67811144,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,400,-3.230148407,-2.824626437,-2.807332077,-2.321090318,-3.318405394,-2.0671194,-2.966175863,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-2.483911497,-2.18724019,-2.241338289,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-2.530100157,-2.18724019,-2.288537832,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-2.610822113,-2.18724019,-2.368858059,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-2.742263535,-2.18724019,-2.495197626,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-2.94024423,-2.18724019,-2.678110372,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,800,-3.366925254,-2.950553506,-2.938915367,-2.432298085,-3.215991092,-2.18724019,-2.922378497,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,1600,-3.504624762,-3.082658662,-3.07396823,-2.556673822,-2.599586315,-2.31632468,-2.363049849,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,1600,-3.504624762,-3.082658662,-3.07396823,-2.556673822,-2.637503472,-2.31632468,-2.403285916,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,1600,-3.504624762,-3.082658662,-3.07396823,-2.556673822,-2.702838446,-2.31632468,-2.470774093,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,1600,-3.504624762,-3.082658662,-3.07396823,-2.556673822,-2.807384988,-2.31632468,-2.575082516,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,1600,-3.504624762,-3.082658662,-3.07396823,-2.556673822,-2.962934869,-2.31632468,-2.724349748,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,1600,-3.504624762,-3.082658662,-3.07396823,-2.556673822,-3.180994879,-2.31632468,-2.925321044,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,3200,-3.642788319,-3.217980664,-3.210795657,-2.688031634,-2.726358138,-2.450105176,-2.49296319,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,3200,-3.642788319,-3.217980664,-3.210795657,-2.688031634,-2.759808774,-2.450105176,-2.529444767,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,3200,-3.642788319,-3.217980664,-3.210795657,-2.688031634,-2.816549105,-2.450105176,-2.589742106,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,3200,-3.642788319,-3.217980664,-3.210795657,-2.688031634,-2.905135541,-2.450105176,-2.680818371,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,3200,-3.642788319,-3.217980664,-3.210795657,-2.688031634,-3.032872493,-2.450105176,-2.807423148,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,3200,-3.642788319,-3.217980664,-3.210795657,-2.688031634,-3.207254761,-2.450105176,-2.973915361,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,6400,-3.781184587,-3.354944792,-3.348520613,-2.822987837,-2.858958388,-2.586290518,-2.627167087,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,6400,-3.781184587,-3.354944792,-3.348520613,-2.822987837,-2.89008464,-2.586290518,-2.661696811,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,6400,-3.781184587,-3.354944792,-3.348520613,-2.822987837,-2.942268149,-2.586290518,-2.718176511,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,6400,-3.781184587,-3.354944792,-3.348520613,-2.822987837,-3.022090522,-2.586290518,-2.801943901,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,6400,-3.781184587,-3.354944792,-3.348520613,-2.822987837,-3.133567567,-2.586290518,-2.915109165,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,6400,-3.781184587,-3.354944792,-3.348520613,-2.822987837,-3.279658535,-2.586290518,-3.058612726,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,5,12800,-3.919697381,-3.492738642,-3.486696934,-2.959771142,-2.994547427,-2.723692936,-2.763566455,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,12800,-3.919697381,-3.492738642,-3.486696934,-2.959771142,-3.024487532,-2.723692936,-2.797100716,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,20,12800,-3.919697381,-3.492738642,-3.486696934,-2.959771142,-3.074322738,-2.723692936,-2.851611895,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,40,12800,-3.919697381,-3.492738642,-3.486696934,-2.959771142,-3.149542005,-2.723692936,-2.931529448,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,80,12800,-3.919697381,-3.492738642,-3.486696934,-2.959771142,-3.25216821,-2.723692936,-3.037325685,wrong,wrong,1,240
44a4fa14,6_hard_full,6,hard,full,interaction_blind,160,12800,-3.919697381,-3.492738642,-3.486696934,-2.959771142,-3.381845892,-2.723692936,-3.167284159,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,25,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,25,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.431629458,-4.430740985,-4.600424442,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,25,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.514596336,-4.430740985,-4.696360868,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,25,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.528651474,-4.430740985,-4.712492841,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,25,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.528651474,-4.430740985,-4.712492841,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,25,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.528651474,-4.430740985,-4.712492841,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,50,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,50,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,50,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,50,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.820817484,-4.430740985,-5.041121535,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,50,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.859777833,-4.430740985,-5.084105854,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,50,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.859777833,-4.430740985,-5.084105854,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.875625115,-4.430740985,-5.100863073,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.242990815,-4.430740985,-5.498533812,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,100,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.306878144,-4.430740985,-5.566999715,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.875625115,-4.430740985,-5.100863073,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.242990815,-4.430740985,-5.498533812,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.72225601,-4.430740985,-6.003079901,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.875625115,-4.430740985,-5.100863073,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.242990815,-4.430740985,-5.498533812,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,400,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.72225601,-4.430740985,-6.003079901,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,800,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,800,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,800,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,800,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.875625115,-4.430740985,-5.100863073,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,800,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.242990815,-4.430740985,-5.498533812,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,800,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.72225601,-4.430740985,-6.003079901,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,1600,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,1600,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,1600,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,1600,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.875625115,-4.430740985,-5.100863073,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,80,1600,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.242990815,-4.430740985,-5.498533812,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,160,1600,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-4.72225601,-4.430740985,-6.003079901,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,5,3200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.383890864,-4.430740985,-4.543452954,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,3200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.470743237,-4.430740985,-4.644738019,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,20,3200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.624644003,-4.430740985,-4.820915088,wrong,wrong,1,240
44b696ef,10_easy_pruned,10,easy,pruned,interaction,40,3200,-4.695924549,-3.819280954,-3.608973963,-3.288771456,-3.875625115,-4.430740985,-5.100863073,wrong,wrong,1,240
