,board,likelihoods_block,likelihoods_density,likelihoods_interaction,move_number_in_path,userid
170,6_hard_full,-2.10010890212,-2.60291959693,-1.76587684392,1,22dac859
171,6_hard_full,-0.687003065288,-2.5202293139,-0.336936582956,2,22dac859
172,6_hard_full,-3.13549421593,-2.49695817401,-3.13549421593,3,22dac859
173,6_hard_full,-5.20107959151,-2.91242263554,-5.01719962293,4,22dac859
174,6_hard_full,-3.04452243772,-4.39325037728,-3.04452243772,5,22dac859
175,6_hard_full,-4.80854854831,-2.91238265233,-4.59501113729,6,22dac859
176,6_hard_full,-2.10010890212,-2.60291959693,-1.76587684392,1,22dac859
177,6_hard_full,-0.687003065288,-2.5202293139,-0.336936582956,2,22dac859
178,6_hard_full,-3.13549421593,-4.44141259409,-3.13549421593,3,22dac859
179,6_hard_full,-6.51505413913,-3.40103746482,-6.25956950171,4,22dac859
180,6_hard_full,-9.21034037198,-2.93390085233,-9.21034037198,5,22dac859
181,6_hard_full,-4.84785909894,-3.41204065515,-4.59752711603,6,22dac859
182,6_hard_full,-9.21034037198,-2.82340436542,-9.21034037198,7,22dac859
183,6_hard_full,-2.42921707594,-2.73008242338,-0.866640372666,8,22dac859
184,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,24a5e25a
185,6_hard_full,0.0,-3.79507946982,0.0,2,24a5e25a
186,6_hard_full,-2.52717134436,-2.76015388418,-2.16313393311,3,24a5e25a
187,6_hard_full,-5.55335301114,-3.12455015211,-5.20823138874,4,24a5e25a
188,6_hard_full,-2.51627280701,-3.04452243772,-3.72150873978,5,24a5e25a
189,6_hard_full,0.0,-2.69698019786,0.0,6,24a5e25a
190,6_hard_full,-2.94443897917,-2.4850466064,-2.94443897917,7,24a5e25a
191,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,24a5e25a
192,6_hard_full,0.0,-3.79507946982,0.0,2,24a5e25a
193,6_hard_full,-2.48028856443,-2.17250762922,-2.11624765502,3,24a5e25a
194,6_hard_full,-3.65642403897,-2.54291187052,-2.79467275299,4,24a5e25a
195,6_hard_full,-0.498442109009,-2.13375980015,-0.230843009476,5,24a5e25a
196,6_hard_full,-2.99573227355,-2.70815016611,-2.99573227355,6,24a5e25a
197,6_hard_full,-0.460608176466,-2.52585860337,-0.174329895094,7,24a5e25a
198,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,24a5e25a
199,6_hard_full,0.0,-3.79507946982,0.0,2,24a5e25a
200,6_hard_full,-2.48028856443,-2.17250762922,-2.11624765502,3,24a5e25a
201,6_hard_full,-2.14652864573,-2.69702018106,-2.45645549137,4,24a5e25a
202,6_hard_full,-9.21034037198,-2.13375980015,-9.21034037198,5,24a5e25a
203,6_hard_full,-4.65907569578,-3.70099217703,-4.32539689292,1,24b61c03
204,6_hard_full,-6.78405930158,-3.4230430279,-6.51844992587,2,24b61c03
205,6_hard_full,-0.471246216956,-2.61514637628,-0.339530999771,3,24b61c03
206,6_hard_full,-3.09104245336,-2.63921727204,-3.09104245336,4,24b61c03
207,6_hard_full,-0.258026699548,-2.39809520882,-0.258026699548,5,24b61c03
208,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,24f4c091
209,6_hard_full,0.0,-3.79507946982,0.0,2,24f4c091
210,6_hard_full,-1.45278388095,-2.5778849788,-2.13399490414,3,24f4c091
211,6_hard_full,0.0,-4.50948106394,0.0,4,24f4c091
212,6_hard_full,-1.22872342854,-2.04148625254,-1.4517171442,5,24f4c091
213,6_hard_full,0.0,-2.54287188731,0.0,6,24f4c091
214,6_hard_full,-1.7401738333,-2.44880747886,-3.16339432813,1,24f4c091
215,6_hard_full,0.0,-3.12459013371,0.0,2,24f4c091
216,6_hard_full,0.0,-2.5778849788,0.0,3,24f4c091
217,6_hard_full,-1.09169410274,-2.42058305719,-0.872704965878,4,24f4c091
218,6_hard_full,-3.04452243772,-2.31522504532,-3.04452243772,5,24f4c091
219,6_hard_full,-4.71233732632,-2.43159041073,-4.50017182735,6,24f4c091
220,6_hard_full,-2.94443897917,-2.15487240561,-2.94443897917,7,24f4c091
221,6_hard_full,-3.23236676902,-2.8679068992,-4.53277599959,8,24f4c091
222,6_hard_full,-2.83321334406,-2.02247197036,-2.83321334406,9,24f4c091
223,6_hard_full,-4.42538895498,-2.18619324139,-4.33981710813,10,24f4c091
224,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,24f4c091
225,6_hard_full,0.0,-3.79507946982,0.0,2,24f4c091
226,6_hard_full,-1.45278388095,-2.5778849788,-2.13399490414,3,24f4c091
227,6_hard_full,0.0,-4.50948106394,0.0,4,24f4c091
228,6_hard_full,-2.3215313457,-2.26459131052,-2.03666088511,5,24f4c091
229,6_hard_full,-0.67438700724,-2.42054307398,-0.31901834586,6,24f4c091
230,6_hard_full,-2.94443897917,-2.10705601276,-2.94443897917,7,24f4c091
231,6_hard_full,-4.68331384106,-3.00824975058,-4.3496497546,1,24f4c091
232,6_hard_full,-1.18845628377,-2.69706016267,-0.917668618731,2,24f4c091
233,6_hard_full,-3.13549421593,-3.27076893,-3.13549421593,3,24f4c091
234,6_hard_full,-4.66543694063,-2.49546686945,-4.45751173988,4,24f4c091
235,6_hard_full,-9.21034037198,-2.35158519104,-9.21034037198,5,24f4c091
236,6_hard_full,-1.25830728559,-2.99573227355,-0.973947969266,6,24f4c091
237,6_hard_full,-1.16090571018,-2.42369194241,-1.13275642944,7,24f4c091
238,6_hard_full,-2.8903717579,-3.22868121841,-2.8903717579,8,24f4c091
239,6_hard_full,-0.0848566126128,-2.00765910646,-0.0848566126128,9,24f4c091
240,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,25a611ff
241,6_hard_full,-2.53494115165,-2.31530500853,-2.20073436347,1,25b60fb4
242,6_hard_full,-6.6562472324,-3.76082037012,-6.31726722126,2,25b60fb4
243,6_hard_full,-2.932799435,-2.46103473417,-3.79088261507,3,25b60fb4
244,6_hard_full,-9.21034037198,-2.53161517168,-9.21034037198,4,25b60fb4
245,6_hard_full,-2.05083456332,-2.33097018866,-2.5136189723,5,25b60fb4
246,6_hard_full,-2.99573227355,-2.68568397495,-2.99573227355,6,25b60fb4
247,6_hard_full,-7.20030740768,-2.8903917505,-7.11249419182,7,25b60fb4
248,6_hard_full,-7.0090630606,-2.65096842928,-6.82549636389,8,25b60fb4
249,6_hard_full,-1.7401738333,-2.44880747886,-3.16339432813,1,25b60fb4
250,6_hard_full,-9.21034037198,-2.71927663479,-9.21034037198,2,25b60fb4
251,6_hard_full,-4.03206756098,-2.13379978255,-4.03206756098,3,25b60fb4
252,6_hard_full,-9.21034037198,-2.59755600107,-9.21034037198,4,25b60fb4
253,6_hard_full,-6.04719993305,-2.91782071234,-5.99037684565,5,25b60fb4
254,6_hard_full,-7.77727920446,-3.14624016013,-7.59557250008,6,25b60fb4
255,6_hard_full,-6.86389402208,-2.09345258256,-6.80651136649,7,25b60fb4
256,6_hard_full,-5.33853255139,-2.83323333706,-5.14947934639,8,25b60fb4
257,6_hard_full,-2.53494115165,-2.31530500853,-2.20073436347,1,25c4c0ab
258,6_hard_full,-4.37416271446,-2.66278108628,-4.03111454125,2,25c4c0ab
259,6_hard_full,-2.65050922317,-2.31526502773,-4.15045244312,3,25c4c0ab
260,6_hard_full,0.0,-3.15697043479,0.0,4,25c4c0ab
261,6_hard_full,0.0,-2.23827900126,0.0,5,25c4c0ab
262,6_hard_full,-2.99573227355,-2.70815016611,-2.99573227355,6,25c4c0ab
263,6_hard_full,-0.243140756339,-2.14678967586,-0.172731454769,7,25c4c0ab
264,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,26dbf6e9
265,6_hard_full,0.0,-3.79507946982,0.0,2,26dbf6e9
266,6_hard_full,-1.45278388095,-2.5778849788,-2.13399490414,3,26dbf6e9
267,6_hard_full,0.0,-4.50948106394,0.0,4,26dbf6e9
268,6_hard_full,-1.22872342854,-2.04148625254,-1.4517171442,5,26dbf6e9
269,6_hard_full,0.0,-2.54287188731,0.0,6,26dbf6e9
270,6_hard_full,-0.324358763495,-1.97431696421,-0.175854976862,7,26dbf6e9
271,6_hard_full,-2.8903717579,-2.69694021305,-2.8903717579,8,26dbf6e9
272,6_hard_full,-0.214997476147,-2.14023612016,-0.142506767412,9,26dbf6e9
273,6_hard_full,-2.53494115165,-2.31530500853,-2.20073436347,1,26dbf6e9
274,6_hard_full,-0.680410383797,-2.66278108628,-0.336912288211,2,26dbf6e9
275,6_hard_full,-3.13549421593,-2.32753262083,-3.13549421593,3,26dbf6e9
276,6_hard_full,-2.53494115165,-2.31530500853,-2.20073436347,1,26dbf6e9
277,6_hard_full,-0.680410383797,-2.66278108628,-0.336912288211,2,26dbf6e9
278,6_hard_full,-10.8202781595,-4.3933303405,-10.8202781595,1,31e63b91
279,6_hard_full,-2.97015554952,-3.10237699243,-3.56489241805,2,31e63b91
280,6_hard_full,-9.21034037198,-3.19864313179,-9.21034037198,3,31e63b91
281,6_hard_full,-3.56343919404,-2.96532504455,-5.00567518035,4,31e63b91
282,6_hard_full,-3.04452243772,-2.60811526263,-3.04452243772,5,31e63b91
283,6_hard_full,-5.91006850219,-2.62892364501,-5.74132007783,6,31e63b91
284,6_hard_full,-2.94443897917,-2.09095921966,-2.94443897917,7,31e63b91
285,6_hard_full,-0.933042810015,-2.15616884166,-0.764535356875,8,31e63b91
286,6_hard_full,-2.83321334406,-2.04140628293,-2.83321334406,9,31e63b91
287,6_hard_full,-5.50171547656,-3.4009175104,-5.38063772053,10,31e63b91
288,6_hard_full,-2.7080502011,-2.53374480071,-2.7080502011,11,31e63b91
289,6_hard_full,-0.895751960172,-2.14017613875,-0.718620591165,12,31e63b91
290,6_hard_full,-2.56494935746,-1.92801411921,-2.56494935746,13,31e63b91
291,6_hard_full,-4.81401417271,-2.45674243791,-4.63774372341,14,31e63b91
292,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,31e63b91
293,6_hard_full,0.0,-3.79507946982,0.0,2,31e63b91
294,6_hard_full,-1.45278388095,-2.5778849788,-2.13399490414,3,31e63b91
295,6_hard_full,0.0,-4.50948106394,0.0,4,31e63b91
296,6_hard_full,-1.22872342854,-2.04148625254,-1.4517171442,5,31e63b91
297,6_hard_full,0.0,-2.54287188731,0.0,6,31e63b91
298,6_hard_full,-0.324358763495,-1.97431696421,-0.175854976862,7,31e63b91
299,6_hard_full,-2.8903717579,-2.69694021305,-2.8903717579,8,31e63b91
300,6_hard_full,-0.305783394451,-2.2589310023,-0.151149404359,9,31e63b91
301,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,32ebf2e8
302,6_hard_full,0.0,-3.79507946982,0.0,2,32ebf2e8
303,6_hard_full,-2.53494115165,-2.31530500853,-2.20073436347,1,32ebf2e8
304,6_hard_full,-4.82396907699,-2.66278108628,-4.481183077,2,32ebf2e8
305,6_hard_full,-3.00784423331,-2.65106838829,-4.34951121694,3,32ebf2e8
306,6_hard_full,0.0,-3.71319230595,0.0,4,32ebf2e8
307,6_hard_full,-1.96967164999,-2.15973084287,-2.20123719857,5,32ebf2e8
308,6_hard_full,0.0,-2.61508640207,0.0,6,32ebf2e8
309,6_hard_full,0.0,-2.73443948466,0.0,7,32ebf2e8
310,6_hard_full,0.0,-2.33955152286,0.0,8,32ebf2e8
311,6_hard_full,-9.21034037198,-2.12043682563,-9.21034037198,9,32ebf2e8
312,6_hard_full,-3.74293325225,-2.43620788912,-3.69683341653,10,32ebf2e8
313,6_hard_full,0.0,-2.27370324429,0.0,11,32ebf2e8
314,6_hard_full,0.0,-2.5520692797,0.0,12,32ebf2e8
315,6_hard_full,-4.82048508305,-3.29579688679,-4.48691135477,1,32ebf2e8
316,6_hard_full,-1.18298205915,-2.71927663479,-0.908946850957,2,32ebf2e8
317,6_hard_full,-3.13549421593,-2.74741885715,-3.13549421593,3,32ebf2e8
318,6_hard_full,-5.64365222761,-3.91146340832,-5.50805593259,4,32ebf2e8
319,6_hard_full,0.0,-3.20537950468,0.0,5,32ebf2e8
320,6_hard_full,-5.59122622173,-3.00567860601,-5.2587098261,6,32ebf2e8
321,6_hard_full,-4.66756658776,-2.65098842188,-4.44580758972,7,32ebf2e8
322,6_hard_full,-2.49578860139,-2.95488628796,-3.06906652823,8,32ebf2e8
323,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,32ebf2e8
324,6_hard_full,0.0,-3.79507946982,0.0,2,32ebf2e8
325,6_hard_full,-1.45278388095,-2.5778849788,-2.13399490414,3,32ebf2e8
326,6_hard_full,0.0,-4.50948106394,0.0,4,32ebf2e8
327,6_hard_full,-1.22872342854,-2.04148625254,-1.4517171442,5,32ebf2e8
328,6_hard_full,0.0,-2.54287188731,0.0,6,32ebf2e8
329,6_hard_full,-0.324358763495,-1.97431696421,-0.175854976862,7,32ebf2e8
330,6_hard_full,-2.8903717579,-2.69694021305,-2.8903717579,8,32ebf2e8
331,6_hard_full,-0.305783394451,-2.2589310023,-0.151149404359,9,32ebf2e8
332,6_hard_full,-2.53494115165,-2.31530500853,-2.20073436347,1,37f60bbc
333,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,37f61258
334,6_hard_full,-9.21034037198,-2.69706016267,-9.21034037198,2,37f61258
335,6_hard_full,-5.21128287565,-2.5778849788,-5.07268370537,3,37f61258
336,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,37f61258
337,6_hard_full,0.0,-3.79507946982,0.0,2,37f61258
338,6_hard_full,-1.7401738333,-2.44880747886,-3.16339432813,1,37f61258
339,6_hard_full,-9.21034037198,-2.56516927609,-9.21034037198,2,37f61258
340,6_hard_full,-0.252726070682,-2.70821014033,-0.252726070682,3,37f61258
341,6_hard_full,-1.7401738333,-2.44880747886,-3.16339432813,1,38ebbf94
342,6_hard_full,0.0,-3.12459013371,0.0,2,38ebbf94
343,6_hard_full,-1.50744507654,-2.78518716976,-2.15847096712,1,38ebbf94
344,6_hard_full,0.0,-3.79507946982,0.0,2,38ebbf94
