run,chosen_moves,num_nodes_rollouts,board,num_nodes,correct
0,66,146,10_easy_full,102,0
1,63,157,10_easy_full,101,0
2,95,273,10_easy_full,101,0
3,55,152,10_easy_full,101,0
4,4,166,10_easy_full,100,0
5,50,141,10_easy_full,101,1
6,64,126,10_easy_full,101,0
7,20,143,10_easy_full,101,1
8,29,149,10_easy_full,102,0
9,19,133,10_easy_full,101,0
10,4,169,10_easy_full,101,0
11,100,225,10_easy_full,101,0
12,54,156,10_easy_full,100,0
13,48,137,10_easy_full,100,0
14,64,165,10_easy_full,100,0
15,74,122,10_easy_full,100,0
16,86,168,10_easy_full,103,0
17,66,116,10_easy_full,100,0
18,66,115,10_easy_full,101,0
19,83,152,10_easy_full,101,0
20,12,172,10_easy_full,100,0
21,63,169,10_easy_full,100,0
22,55,159,10_easy_full,100,0
23,76,157,10_easy_full,100,0
24,65,133,10_easy_full,101,0
25,66,125,10_easy_full,101,0
26,95,267,10_easy_full,101,0
27,83,145,10_easy_full,101,0
28,50,137,10_easy_full,101,1
29,86,120,10_easy_full,101,0
30,64,142,10_easy_full,100,0
31,76,167,10_easy_full,101,0
32,54,145,10_easy_full,100,0
33,3,157,10_easy_full,100,0
34,6,133,10_easy_full,101,0
35,73,114,10_easy_full,101,0
36,66,152,10_easy_full,103,0
37,95,266,10_easy_full,101,0
38,29,143,10_easy_full,101,0
39,45,136,10_easy_full,101,0
40,70,161,10_easy_full,102,0
41,66,149,10_easy_full,101,0
42,95,274,10_easy_full,101,0
43,19,135,10_easy_full,101,0
44,30,165,10_easy_full,101,0
45,99,267,10_easy_full,101,0
46,20,136,10_easy_full,101,1
47,74,161,10_easy_full,101,0
48,80,148,10_easy_full,101,0
49,20,140,10_easy_full,101,1
50,55,151,10_easy_full,100,0
51,66,157,10_easy_full,100,0
52,66,152,10_easy_full,101,0
53,67,156,10_easy_full,100,0
54,59,149,10_easy_full,101,0
55,50,143,10_easy_full,101,1
56,66,126,10_easy_full,101,0
57,50,140,10_easy_full,101,1
58,68,131,10_easy_full,101,0
59,45,129,10_easy_full,100,0
60,56,174,10_easy_full,100,0
61,78,116,10_easy_full,100,0
62,23,149,10_easy_full,100,0
63,50,138,10_easy_full,101,1
64,55,140,10_easy_full,101,0
65,56,147,10_easy_full,100,0
66,55,160,10_easy_full,102,0
67,6,132,10_easy_full,101,0
68,95,280,10_easy_full,101,0
69,86,149,10_easy_full,101,0
70,20,133,10_easy_full,101,1
71,65,172,10_easy_full,100,0
72,50,133,10_easy_full,101,1
73,76,164,10_easy_full,100,0
74,50,141,10_easy_full,101,1
75,84,165,10_easy_full,100,0
76,88,156,10_easy_full,101,0
77,59,155,10_easy_full,100,0
78,20,137,10_easy_full,101,1
79,64,148,10_easy_full,100,0
80,48,146,10_easy_full,100,0
81,45,125,10_easy_full,101,0
82,59,147,10_easy_full,100,0
83,83,174,10_easy_full,100,0
84,19,131,10_easy_full,101,0
85,55,147,10_easy_full,101,0
86,73,103,10_easy_full,101,0
87,22,176,10_easy_full,100,0
88,63,145,10_easy_full,100,0
89,45,169,10_easy_full,101,0
90,20,138,10_easy_full,101,1
91,66,160,10_easy_full,102,0
92,78,161,10_easy_full,102,0
93,84,145,10_easy_full,100,0
94,81,111,10_easy_full,100,0
95,45,155,10_easy_full,100,0
96,45,161,10_easy_full,101,0
97,86,167,10_easy_full,100,0
98,57,160,10_easy_full,100,0
99,29,156,10_easy_full,100,0
100,30,164,10_easy_full,101,0
101,65,120,10_easy_full,100,0
102,50,140,10_easy_full,101,1
103,95,268,10_easy_full,101,0
104,12,136,10_easy_full,101,0
105,50,132,10_easy_full,101,1
106,50,130,10_easy_full,101,1
107,66,137,10_easy_full,101,0
108,82,135,10_easy_full,101,0
109,80,125,10_easy_full,100,0
110,22,146,10_easy_full,100,0
111,94,217,10_easy_full,100,0
112,50,132,10_easy_full,101,1
113,59,144,10_easy_full,100,0
114,86,176,10_easy_full,101,0
115,20,138,10_easy_full,101,1
116,49,171,10_easy_full,101,0
117,60,146,10_easy_full,100,0
118,19,130,10_easy_full,101,0
119,84,135,10_easy_full,100,0
120,95,273,10_easy_full,101,0
121,95,272,10_easy_full,101,0
122,95,268,10_easy_full,101,0
123,50,135,10_easy_full,101,1
124,58,134,10_easy_full,102,0
125,86,146,10_easy_full,100,0
126,69,147,10_easy_full,101,0
127,50,137,10_easy_full,101,1
128,55,150,10_easy_full,100,0
129,65,148,10_easy_full,101,0
130,6,136,10_easy_full,101,0
131,30,139,10_easy_full,100,0
132,78,146,10_easy_full,103,0
133,66,129,10_easy_full,100,0
134,65,110,10_easy_full,100,0
135,56,111,10_easy_full,101,0
136,65,160,10_easy_full,100,0
137,9,133,10_easy_full,101,0
138,68,132,10_easy_full,101,0
139,79,121,10_easy_full,103,0
140,19,127,10_easy_full,101,0
141,86,150,10_easy_full,100,0
142,1,120,10_easy_full,103,0
143,76,159,10_easy_full,101,0
144,45,158,10_easy_full,100,0
145,49,140,10_easy_full,100,0
146,6,135,10_easy_full,101,0
147,74,110,10_easy_full,101,0
148,79,143,10_easy_full,100,0
149,63,145,10_easy_full,101,0
150,68,146,10_easy_full,101,0
151,88,156,10_easy_full,101,0
152,76,132,10_easy_full,100,0
153,76,172,10_easy_full,100,0
154,53,157,10_easy_full,100,0
155,95,276,10_easy_full,101,0
156,59,168,10_easy_full,100,0
157,95,276,10_easy_full,101,0
158,76,116,10_easy_full,100,0
159,50,139,10_easy_full,101,1
160,55,146,10_easy_full,101,0
161,85,162,10_easy_full,101,0
162,30,131,10_easy_full,101,0
163,81,159,10_easy_full,100,0
164,66,135,10_easy_full,101,0
165,50,139,10_easy_full,101,1
166,30,162,10_easy_full,102,0
167,19,135,10_easy_full,101,0
168,55,176,10_easy_full,100,0
169,81,161,10_easy_full,101,0
170,89,152,10_easy_full,100,0
171,84,130,10_easy_full,100,0
172,55,140,10_easy_full,101,0
173,99,273,10_easy_full,101,0
174,88,175,10_easy_full,101,0
175,59,138,10_easy_full,101,0
176,2,145,10_easy_full,101,0
177,63,157,10_easy_full,100,0
178,86,147,10_easy_full,100,0
179,6,130,10_easy_full,101,0
180,56,141,10_easy_full,102,0
181,48,178,10_easy_full,102,0
182,55,126,10_easy_full,100,0
183,20,138,10_easy_full,101,1
184,95,277,10_easy_full,101,0
185,48,113,10_easy_full,100,0
186,13,168,10_easy_full,100,0
187,6,130,10_easy_full,101,0
188,66,136,10_easy_full,101,0
189,50,137,10_easy_full,101,1
190,83,139,10_easy_full,100,0
191,65,115,10_easy_full,100,0
192,55,146,10_easy_full,100,0
193,45,154,10_easy_full,101,0
194,6,132,10_easy_full,101,0
195,55,161,10_easy_full,102,0
196,84,157,10_easy_full,100,0
197,50,132,10_easy_full,101,1
198,99,266,10_easy_full,101,0
199,68,131,10_easy_full,102,0
0,20,78,10_easy_pruned,101,1
1,82,118,10_easy_pruned,101,0
2,22,132,10_easy_pruned,100,0
3,20,76,10_easy_pruned,101,1
4,65,114,10_easy_pruned,101,0
5,81,115,10_easy_pruned,101,0
6,99,168,10_easy_pruned,101,0
7,48,132,10_easy_pruned,102,0
8,20,81,10_easy_pruned,101,1
9,74,99,10_easy_pruned,100,0
10,65,135,10_easy_pruned,101,0
11,73,128,10_easy_pruned,103,0
12,20,79,10_easy_pruned,101,1
13,80,134,10_easy_pruned,101,0
14,60,116,10_easy_pruned,100,0
15,54,120,10_easy_pruned,103,0
16,20,80,10_easy_pruned,101,1
17,45,128,10_easy_pruned,100,0
18,64,106,10_easy_pruned,103,0
19,70,121,10_easy_pruned,100,0
20,68,112,10_easy_pruned,101,0
21,56,109,10_easy_pruned,100,0
22,55,126,10_easy_pruned,100,0
23,30,134,10_easy_pruned,100,0
24,1,115,10_easy_pruned,100,0
25,43,122,10_easy_pruned,101,0
26,49,120,10_easy_pruned,100,0
27,69,123,10_easy_pruned,100,0
28,65,104,10_easy_pruned,100,0
29,2,101,10_easy_pruned,102,0
30,66,132,10_easy_pruned,100,0
31,74,97,10_easy_pruned,100,0
32,80,105,10_easy_pruned,100,0
33,95,172,10_easy_pruned,101,0
34,49,121,10_easy_pruned,100,0
35,74,104,10_easy_pruned,101,0
36,67,128,10_easy_pruned,100,0
37,59,108,10_easy_pruned,103,0
38,20,82,10_easy_pruned,101,1
39,55,122,10_easy_pruned,100,0
40,66,120,10_easy_pruned,100,0
41,32,109,10_easy_pruned,103,0
42,20,82,10_easy_pruned,101,1
43,20,85,10_easy_pruned,101,1
44,43,127,10_easy_pruned,101,0
45,43,114,10_easy_pruned,100,0
46,84,116,10_easy_pruned,100,0
47,20,79,10_easy_pruned,101,1
48,76,123,10_easy_pruned,101,0
49,23,129,10_easy_pruned,103,0
50,66,108,10_easy_pruned,101,0
51,20,80,10_easy_pruned,101,1
52,20,81,10_easy_pruned,101,1
53,80,100,10_easy_pruned,101,0
54,20,84,10_easy_pruned,101,1
55,20,84,10_easy_pruned,101,1
56,55,126,10_easy_pruned,101,0
57,20,105,10_easy_pruned,100,1
58,55,115,10_easy_pruned,100,0
59,20,79,10_easy_pruned,101,1
60,22,107,10_easy_pruned,101,0
61,78,114,10_easy_pruned,103,0
62,20,79,10_easy_pruned,101,1
