iteration,board,shutter_size,max_moves,heuristic_name,heuristic,layers,interaction,exponent,potential,neighborhood,opponent,numberOfNodes,answer,correct,exploredNodes
3,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,4,1,"[[0.0, -2e-05, 0.03333333333333333, 0.03333333333333333, -1e-05, 0.03333333333333333], [0.1, -2e-05, -1e-05, -2e-05, 0.1, 0.06666666666666667], [0.03333333333333333, -1e-05, 0.1, 0.06666666666666667, 0.0, 0.0], [0.03333333333333333, -1e-05, 0.13333333333333333, -2e-05, 0.06666666666666667, 0.0], [0.0, -1e-05, 0.06666666666666667, 0.06666666666666667, 0.0, 0.0], [0.03333333333333333, -2e-05, 0.0, 0.0, -2e-05, 0.03333333333333333]]"
3,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,35,30,0,"[[0.13333333333333333, -2e-05, 0.13333333333333333, -1e-05, -1e-05, 0.13333333333333333], [0.06666666666666667, -2e-05, -1e-05, -2e-05, 0.06666666666666667, 0.06666666666666667], [0.0, -1e-05, 0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333], [-2e-05, -1e-05, 0.0, -2e-05, 0.06666666666666667, 0.06666666666666667], [0.03333333333333333, -1e-05, 0.03333333333333333, 0.06666666666666667, 0.0, 0.03333333333333333], [0.0, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
4,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,35,12,1,"[[0.23809523809523808, -1e-05, 0.14285714285714285, -2e-05, 0.19047619047619047, 0.047619047619047616], [0.14285714285714285, -2e-05, -1e-05, -1e-05, 0.19047619047619047, 0.047619047619047616], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.0], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,17,26,0,"[[0.2222222222222222, -1e-05, -2e-05, -2e-05, 0.2222222222222222, 0.1111111111111111], [0.2222222222222222, -2e-05, -1e-05, -1e-05, 0.1111111111111111, 0.0], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.1111111111111111, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,15,0,"[[0.05555555555555555, -2e-05, 0.1388888888888889, 0.1111111111111111, -1e-05, 0.05555555555555555], [0.08333333333333333, -2e-05, -1e-05, -2e-05, 0.0, 0.0], [0.05555555555555555, -1e-05, 0.027777777777777776, 0.0, 0.0, 0.0], [0.027777777777777776, -1e-05, 0.05555555555555555, -2e-05, 0.0, 0.0], [0.08333333333333333, -1e-05, 0.027777777777777776, 0.1111111111111111, 0.08333333333333333, 0.027777777777777776], [0.0, -2e-05, 0.0, 0.05555555555555555, -2e-05, 0.0]]"
4,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,26,27,0,"[[0.0, -2e-05, 0.041666666666666664, -1e-05, -1e-05, 0.041666666666666664], [0.041666666666666664, -2e-05, -1e-05, -2e-05, 0.041666666666666664, 0.0], [0.041666666666666664, -1e-05, 0.0, 0.08333333333333333, 0.0, 0.0], [-2e-05, -1e-05, 0.08333333333333333, -2e-05, 0.041666666666666664, 0.041666666666666664], [0.125, -1e-05, 0.041666666666666664, 0.125, 0.08333333333333333, 0.08333333333333333], [0.0, -2e-05, 0.041666666666666664, 0.041666666666666664, -2e-05, 0.0]]"
5,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,32,24,1,"[[0.09523809523809523, -1e-05, 0.047619047619047616, -2e-05, 0.09523809523809523, 0.14285714285714285], [0.047619047619047616, -2e-05, -1e-05, -1e-05, 0.047619047619047616, 0.09523809523809523], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.09523809523809523], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.047619047619047616], [-1e-05, 0.0, -2e-05, -2e-05, 0.047619047619047616, 0.09523809523809523], [0.0, 0.0, 0.0, 0.0, 0.047619047619047616, 0.09523809523809523]]"
5,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,13,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.1111111111111111, 0.2222222222222222], [0.0, -2e-05, -1e-05, -1e-05, 0.1111111111111111, 0.1111111111111111], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1111111111111111], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.2222222222222222], [0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.0]]"
5,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,34,27,0,"[[0.03333333333333333, -2e-05, 0.03333333333333333, 0.03333333333333333, -1e-05, 0.0], [0.06666666666666667, -2e-05, -1e-05, -2e-05, 0.03333333333333333, 0.03333333333333333], [0.03333333333333333, -1e-05, 0.0, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333], [0.0, -1e-05, 0.03333333333333333, -2e-05, 0.06666666666666667, 0.06666666666666667], [0.1, -1e-05, 0.03333333333333333, 0.1, 0.06666666666666667, 0.06666666666666667], [0.03333333333333333, -2e-05, 0.0, 0.03333333333333333, -2e-05, 0.0]]"
5,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,35,3,1,"[[0.0, -2e-05, 0.03225806451612903, -1e-05, -1e-05, 0.0], [0.03225806451612903, -2e-05, -1e-05, -2e-05, 0.12903225806451613, 0.06451612903225806], [0.06451612903225806, -1e-05, 0.03225806451612903, 0.06451612903225806, 0.06451612903225806, 0.03225806451612903], [-2e-05, -1e-05, 0.0967741935483871, -2e-05, 0.0967741935483871, 0.0], [0.03225806451612903, -1e-05, 0.06451612903225806, 0.06451612903225806, 0.0, 0.03225806451612903], [0.06451612903225806, -2e-05, 0.03225806451612903, 0.0, -2e-05, 0.0]]"
6,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,35,18,0,"[[0.13043478260869565, -1e-05, 0.08695652173913043, -2e-05, 0.21739130434782608, 0.08695652173913043], [0.17391304347826086, -2e-05, -1e-05, -1e-05, 0.17391304347826086, 0.043478260869565216], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.043478260869565216], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.0], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.0], [0.0, 0.0, 0.0, 0.043478260869565216, 0.0, 0.0]]"
6,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,20,12,1,"[[0.07692307692307693, -1e-05, -2e-05, -2e-05, 0.0, 0.15384615384615385], [0.07692307692307693, -2e-05, -1e-05, -1e-05, 0.15384615384615385, 0.07692307692307693], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.07692307692307693], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.07692307692307693, -2e-05, -2e-05, 0.07692307692307693, 0.15384615384615385], [0.0, 0.0, 0.0, 0.0, 0.0, 0.07692307692307693]]"
6,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,29,0,"[[0.027777777777777776, -2e-05, 0.05555555555555555, 0.08333333333333333, -1e-05, 0.027777777777777776], [0.027777777777777776, -2e-05, -1e-05, -2e-05, 0.027777777777777776, 0.027777777777777776], [0.027777777777777776, -1e-05, 0.027777777777777776, 0.1111111111111111, 0.0, 0.05555555555555555], [0.0, -1e-05, 0.0, -2e-05, 0.08333333333333333, 0.08333333333333333], [0.027777777777777776, -1e-05, 0.027777777777777776, 0.1388888888888889, 0.027777777777777776, 0.05555555555555555], [0.0, -2e-05, 0.0, 0.027777777777777776, -2e-05, 0.027777777777777776]]"
6,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,35,28,0,"[[0.09090909090909091, -2e-05, 0.09090909090909091, -1e-05, -1e-05, 0.09090909090909091], [0.030303030303030304, -2e-05, -1e-05, -2e-05, 0.030303030303030304, 0.030303030303030304], [0.0, -1e-05, 0.030303030303030304, 0.09090909090909091, 0.0, 0.12121212121212122], [-2e-05, -1e-05, 0.030303030303030304, -2e-05, 0.06060606060606061, 0.09090909090909091], [0.030303030303030304, -1e-05, 0.0, 0.030303030303030304, 0.030303030303030304, 0.09090909090909091], [0.0, -2e-05, 0.030303030303030304, 0.0, -2e-05, 0.0]]"
7,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,35,24,1,"[[0.16666666666666666, -1e-05, 0.0, -2e-05, 0.16666666666666666, 0.16666666666666666], [0.125, -2e-05, -1e-05, -1e-05, 0.125, 0.041666666666666664], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.08333333333333333], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.041666666666666664], [-1e-05, 0.041666666666666664, -2e-05, -2e-05, 0.0, 0.041666666666666664], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,12,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.1111111111111111, 0.3333333333333333], [0.0, -2e-05, -1e-05, -1e-05, 0.1111111111111111, 0.1111111111111111], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1111111111111111], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.2222222222222222], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,4,1,"[[0.0, -2e-05, 0.030303030303030304, 0.030303030303030304, -1e-05, 0.030303030303030304], [0.09090909090909091, -2e-05, -1e-05, -2e-05, 0.09090909090909091, 0.06060606060606061], [0.030303030303030304, -1e-05, 0.030303030303030304, 0.12121212121212122, 0.030303030303030304, 0.030303030303030304], [0.0, -1e-05, 0.12121212121212122, -2e-05, 0.12121212121212122, 0.0], [0.0, -1e-05, 0.0, 0.09090909090909091, 0.0, 0.06060606060606061], [0.030303030303030304, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
7,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,26,31,0,"[[0.0, -2e-05, 0.0, -1e-05, -1e-05, 0.05], [0.05, -2e-05, -1e-05, -2e-05, 0.1, 0.0], [0.0, -1e-05, 0.0, 0.1, 0.2, 0.0], [-2e-05, -1e-05, 0.1, -2e-05, 0.1, 0.0], [0.0, -1e-05, 0.0, 0.05, 0.1, 0.05], [0.05, -2e-05, 0.0, 0.05, -2e-05, 0.0]]"
8,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,26,12,1,"[[0.1111111111111111, -1e-05, 0.05555555555555555, -2e-05, 0.1111111111111111, 0.16666666666666666], [0.0, -2e-05, -1e-05, -1e-05, 0.0, 0.05555555555555555], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.16666666666666666], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.16666666666666666], [-1e-05, 0.05555555555555555, -2e-05, -2e-05, 0.05555555555555555, 0.05555555555555555], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
8,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,13,12,1,"[[0.1111111111111111, -1e-05, -2e-05, -2e-05, 0.1111111111111111, 0.2222222222222222], [0.0, -2e-05, -1e-05, -1e-05, 0.1111111111111111, 0.1111111111111111], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1111111111111111], [-2e-05, 0.1111111111111111, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.0, 0.1111111111111111], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
8,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,19,0,"[[0.027777777777777776, -2e-05, 0.027777777777777776, 0.0, -1e-05, 0.0], [0.16666666666666666, -2e-05, -1e-05, -2e-05, 0.0, 0.0], [0.19444444444444445, -1e-05, 0.027777777777777776, 0.08333333333333333, 0.0, 0.0], [0.027777777777777776, -1e-05, 0.08333333333333333, -2e-05, 0.0, 0.0], [0.1111111111111111, -1e-05, 0.08333333333333333, 0.027777777777777776, 0.0, 0.0], [0.1388888888888889, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
8,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,35,6,0,"[[0.0, -2e-05, 0.0, -1e-05, -1e-05, 0.03333333333333333], [0.1, -2e-05, -1e-05, -2e-05, 0.1, 0.03333333333333333], [0.03333333333333333, -1e-05, 0.1, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333], [-2e-05, -1e-05, 0.13333333333333333, -2e-05, 0.1, 0.0], [0.0, -1e-05, 0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333], [0.03333333333333333, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
9,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,26,24,1,"[[0.0, -1e-05, 0.0, -2e-05, 0.10526315789473684, 0.2631578947368421], [0.0, -2e-05, -1e-05, -1e-05, 0.15789473684210525, 0.15789473684210525], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.10526315789473684], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.05263157894736842], [-1e-05, 0.0, -2e-05, -2e-05, 0.05263157894736842, 0.10526315789473684], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
9,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,13,12,1,"[[0.0, -1e-05, -2e-05, -2e-05, 0.0, 0.1111111111111111], [0.0, -2e-05, -1e-05, -1e-05, 0.1111111111111111, 0.1111111111111111], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1111111111111111], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.1111111111111111, -2e-05, -2e-05, 0.1111111111111111, 0.2222222222222222], [0.0, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111]]"
9,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,21,0,"[[0.03225806451612903, -2e-05, 0.0, 0.16129032258064516, -1e-05, 0.0967741935483871], [0.12903225806451613, -2e-05, -1e-05, -2e-05, 0.03225806451612903, 0.0], [0.16129032258064516, -1e-05, 0.03225806451612903, 0.0, 0.03225806451612903, 0.0], [0.12903225806451613, -1e-05, 0.03225806451612903, -2e-05, 0.03225806451612903, 0.0], [0.06451612903225806, -1e-05, 0.0, 0.0, 0.03225806451612903, 0.0], [0.03225806451612903, -2e-05, 0.0, 0.0, -2e-05, 0.0]]"
9,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,25,27,0,"[[0.05555555555555555, -2e-05, 0.05555555555555555, -1e-05, -1e-05, 0.1111111111111111], [0.05555555555555555, -2e-05, -1e-05, -2e-05, 0.05555555555555555, 0.0], [0.05555555555555555, -1e-05, 0.0, 0.05555555555555555, 0.0, 0.0], [-2e-05, -1e-05, 0.16666666666666666, -2e-05, 0.05555555555555555, 0.0], [0.1111111111111111, -1e-05, 0.05555555555555555, 0.05555555555555555, 0.0, 0.05555555555555555], [0.0, -2e-05, 0.05555555555555555, 0.0, -2e-05, 0.0]]"
10,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,33,24,1,"[[0.045454545454545456, -1e-05, 0.045454545454545456, -2e-05, 0.18181818181818182, 0.22727272727272727], [0.045454545454545456, -2e-05, -1e-05, -1e-05, 0.09090909090909091, 0.09090909090909091], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.09090909090909091], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.045454545454545456], [-1e-05, 0.0, -2e-05, -2e-05, 0.045454545454545456, 0.09090909090909091], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
10,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,21,29,0,"[[0.25, -1e-05, -2e-05, -2e-05, 0.25, 0.08333333333333333], [0.25, -2e-05, -1e-05, -1e-05, 0.0, 0.0], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.0], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.08333333333333333, -2e-05, -2e-05, 0.08333333333333333, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
10,6_hard_full,3,35,shutter,blocking,False,True,2,square,2,True,35,16,0,"[[0.02857142857142857, -2e-05, 0.02857142857142857, 0.14285714285714285, -1e-05, 0.11428571428571428], [0.02857142857142857, -2e-05, -1e-05, -2e-05, 0.08571428571428572, 0.05714285714285714], [0.02857142857142857, -1e-05, 0.02857142857142857, 0.02857142857142857, 0.0, 0.05714285714285714], [0.02857142857142857, -1e-05, 0.02857142857142857, -2e-05, 0.02857142857142857, 0.02857142857142857], [0.05714285714285714, -1e-05, 0.05714285714285714, 0.05714285714285714, 0.05714285714285714, 0.0], [0.0, -2e-05, 0.0, 0.02857142857142857, -2e-05, 0.0]]"
10,6_hard_pruned,3,35,shutter,blocking,False,True,2,square,2,True,35,3,1,"[[0.0, -2e-05, 0.03225806451612903, -1e-05, -1e-05, 0.0], [0.03225806451612903, -2e-05, -1e-05, -2e-05, 0.12903225806451613, 0.06451612903225806], [0.03225806451612903, -1e-05, 0.03225806451612903, 0.06451612903225806, 0.06451612903225806, 0.03225806451612903], [-2e-05, -1e-05, 0.12903225806451613, -2e-05, 0.0967741935483871, 0.0], [0.03225806451612903, -1e-05, 0.06451612903225806, 0.06451612903225806, 0.0, 0.03225806451612903], [0.06451612903225806, -2e-05, 0.03225806451612903, 0.0, -2e-05, 0.0]]"
11,6_easy_full,3,35,shutter,blocking,False,True,2,square,2,True,33,24,1,"[[0.09090909090909091, -1e-05, 0.0, -2e-05, 0.13636363636363635, 0.22727272727272727], [0.045454545454545456, -2e-05, -1e-05, -1e-05, 0.09090909090909091, 0.13636363636363635], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.09090909090909091], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, 0.045454545454545456], [-1e-05, 0.045454545454545456, -2e-05, -2e-05, 0.045454545454545456, 0.045454545454545456], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
11,6_easy_pruned,3,35,shutter,blocking,False,True,2,square,2,True,13,18,0,"[[0.0, -1e-05, -2e-05, -2e-05, 0.2, 0.2], [0.0, -2e-05, -1e-05, -1e-05, 0.2, 0.1], [-1e-05, -2e-05, -2e-05, -2e-05, -1e-05, 0.1], [-2e-05, 0.0, -1e-05, -1e-05, -2e-05, -1e-05], [-1e-05, 0.0, -2e-05, -2e-05, 0.1, 0.0], [0.0, 0.1, 0.0, 0.0, 0.0, 0.0]]"
