,blocking,density,interaction,linear,non-linear
58,0.5252918287937743,0.1245136186770428,0.20233463035019456,0.042801556420233464,0.10505836575875487
59,0.5330739299610895,0.14007782101167315,0.19844357976653695,0.054474708171206226,0.07392996108949416
60,0.5175097276264592,0.13229571984435798,0.24124513618677043,0.042801556420233464,0.06614785992217899
61,0.5680933852140078,0.14785992217898833,0.16342412451361868,0.04669260700389105,0.07392996108949416
62,0.5252918287937743,0.12062256809338522,0.20622568093385213,0.04669260700389105,0.10116731517509728
63,0.5097276264591439,0.11673151750972763,0.22178988326848248,0.058365758754863814,0.0933852140077821
64,0.5019455252918288,0.1245136186770428,0.21011673151750973,0.05058365758754864,0.11284046692607004
65,0.5136186770428015,0.13618677042801555,0.20233463035019456,0.05058365758754864,0.09727626459143969
66,0.5136186770428015,0.1245136186770428,0.22568093385214008,0.0622568093385214,0.07392996108949416
67,0.5019455252918288,0.1245136186770428,0.22957198443579765,0.054474708171206226,0.08949416342412451
68,0.5058365758754864,0.13229571984435798,0.22178988326848248,0.054474708171206226,0.08560311284046693
69,0.48249027237354086,0.1245136186770428,0.23735408560311283,0.07003891050583658,0.08560311284046693
70,0.5058365758754864,0.1245136186770428,0.21011673151750973,0.05058365758754864,0.10894941634241245
71,0.5136186770428015,0.1245136186770428,0.22178988326848248,0.054474708171206226,0.08560311284046693
72,0.5214007782101168,0.13229571984435798,0.2140077821011673,0.042801556420233464,0.08949416342412451
73,0.490272373540856,0.13229571984435798,0.22178988326848248,0.04669260700389105,0.10894941634241245
74,0.5252918287937743,0.10894941634241245,0.19844357976653695,0.054474708171206226,0.11284046692607004
75,0.5019455252918288,0.1245136186770428,0.21011673151750973,0.07392996108949416,0.08949416342412451
76,0.5252918287937743,0.13229571984435798,0.22178988326848248,0.038910505836575876,0.08171206225680934
77,0.5019455252918288,0.12062256809338522,0.19455252918287938,0.07782101167315175,0.10505836575875487
78,0.5369649805447471,0.11673151750972763,0.19455252918287938,0.054474708171206226,0.09727626459143969
79,0.5019455252918288,0.12840466926070038,0.2178988326848249,0.04669260700389105,0.10505836575875487
80,0.5175097276264592,0.11284046692607004,0.2178988326848249,0.04669260700389105,0.10505836575875487
81,0.5097276264591439,0.13229571984435798,0.21011673151750973,0.0622568093385214,0.08560311284046693
82,0.5136186770428015,0.12062256809338522,0.1828793774319066,0.07392996108949416,0.10894941634241245
83,0.5214007782101168,0.10505836575875487,0.2178988326848249,0.06614785992217899,0.08949416342412451
84,0.5252918287937743,0.1245136186770428,0.20622568093385213,0.054474708171206226,0.08949416342412451
85,0.49416342412451364,0.13229571984435798,0.23346303501945526,0.042801556420233464,0.09727626459143969
86,0.49416342412451364,0.1245136186770428,0.22568093385214008,0.0622568093385214,0.0933852140077821
87,0.556420233463035,0.14396887159533073,0.17898832684824903,0.03501945525291829,0.08560311284046693
88,0.5136186770428015,0.12062256809338522,0.19455252918287938,0.06614785992217899,0.10505836575875487
89,0.5252918287937743,0.14396887159533073,0.19066147859922178,0.038910505836575876,0.10116731517509728
90,0.5291828793774319,0.11673151750972763,0.19844357976653695,0.04669260700389105,0.10894941634241245
91,0.5291828793774319,0.1245136186770428,0.20622568093385213,0.05058365758754864,0.08949416342412451
92,0.5330739299610895,0.1245136186770428,0.20233463035019456,0.058365758754863814,0.08171206225680934
93,0.5214007782101168,0.1245136186770428,0.22568093385214008,0.05058365758754864,0.07782101167315175
94,0.5408560311284046,0.1245136186770428,0.2140077821011673,0.054474708171206226,0.06614785992217899
95,0.490272373540856,0.11673151750972763,0.22568093385214008,0.06614785992217899,0.10116731517509728
96,0.48638132295719844,0.11284046692607004,0.22957198443579765,0.0622568093385214,0.10894941634241245
97,0.5369649805447471,0.13618677042801555,0.16342412451361868,0.07003891050583658,0.0933852140077821
98,0.49416342412451364,0.13229571984435798,0.2140077821011673,0.08171206225680934,0.07782101167315175
99,0.5252918287937743,0.10116731517509728,0.22568093385214008,0.06614785992217899,0.08171206225680934
