,blocking,density,interaction,linear,non-linear
0,0.5019455252918288,0.10505836575875487,0.2178988326848249,0.058365758754863814,0.11673151750972763
1,0.490272373540856,0.14396887159533073,0.22178988326848248,0.054474708171206226,0.08949416342412451
2,0.48249027237354086,0.1245136186770428,0.22178988326848248,0.06614785992217899,0.10505836575875487
3,0.5136186770428015,0.12840466926070038,0.23735408560311283,0.038910505836575876,0.08171206225680934
4,0.5019455252918288,0.12840466926070038,0.25680933852140075,0.05058365758754864,0.0622568093385214
5,0.5603112840466926,0.10505836575875487,0.19844357976653695,0.05058365758754864,0.08560311284046693
6,0.5175097276264592,0.10894941634241245,0.22957198443579765,0.058365758754863814,0.08560311284046693
7,0.5175097276264592,0.1245136186770428,0.21011673151750973,0.0311284046692607,0.11673151750972763
8,0.48638132295719844,0.10894941634241245,0.20622568093385213,0.0622568093385214,0.13618677042801555
9,0.4980544747081712,0.14785992217898833,0.19455252918287938,0.07003891050583658,0.08949416342412451
10,0.5330739299610895,0.12062256809338522,0.20233463035019456,0.04669260700389105,0.09727626459143969
11,0.490272373540856,0.11673151750972763,0.23735408560311283,0.07003891050583658,0.08560311284046693
12,0.5486381322957199,0.13229571984435798,0.16731517509727625,0.058365758754863814,0.0933852140077821
13,0.5136186770428015,0.13229571984435798,0.22178988326848248,0.04669260700389105,0.08560311284046693
14,0.5447470817120622,0.1245136186770428,0.19066147859922178,0.058365758754863814,0.08171206225680934
15,0.5175097276264592,0.08560311284046693,0.245136186770428,0.0622568093385214,0.08949416342412451
16,0.5058365758754864,0.14396887159533073,0.20622568093385213,0.058365758754863814,0.08560311284046693
17,0.5214007782101168,0.10505836575875487,0.20622568093385213,0.06614785992217899,0.10116731517509728
18,0.5525291828793775,0.11673151750972763,0.1867704280155642,0.04669260700389105,0.09727626459143969
19,0.5486381322957199,0.10894941634241245,0.20233463035019456,0.05058365758754864,0.08949416342412451
20,0.5486381322957199,0.11284046692607004,0.17898832684824903,0.07003891050583658,0.08949416342412451
21,0.5097276264591439,0.13229571984435798,0.20622568093385213,0.038910505836575876,0.11284046692607004
22,0.5136186770428015,0.13618677042801555,0.2178988326848249,0.042801556420233464,0.08949416342412451
23,0.5136186770428015,0.1245136186770428,0.245136186770428,0.054474708171206226,0.0622568093385214
24,0.5408560311284046,0.13618677042801555,0.20233463035019456,0.058365758754863814,0.0622568093385214
25,0.5291828793774319,0.13229571984435798,0.17120622568093385,0.04669260700389105,0.12062256809338522
26,0.5214007782101168,0.11284046692607004,0.22568093385214008,0.06614785992217899,0.07392996108949416
27,0.5252918287937743,0.12062256809338522,0.23346303501945526,0.0311284046692607,0.08949416342412451
28,0.5136186770428015,0.10894941634241245,0.19455252918287938,0.07003891050583658,0.11284046692607004
29,0.5447470817120622,0.10505836575875487,0.19844357976653695,0.058365758754863814,0.0933852140077821
30,0.5097276264591439,0.12840466926070038,0.2140077821011673,0.04669260700389105,0.10116731517509728
31,0.5019455252918288,0.13229571984435798,0.19844357976653695,0.058365758754863814,0.10894941634241245
32,0.5214007782101168,0.12840466926070038,0.20233463035019456,0.04669260700389105,0.10116731517509728
33,0.490272373540856,0.1245136186770428,0.22568093385214008,0.04669260700389105,0.11284046692607004
34,0.5175097276264592,0.1245136186770428,0.19455252918287938,0.05058365758754864,0.11284046692607004
35,0.5136186770428015,0.14007782101167315,0.2140077821011673,0.05058365758754864,0.08171206225680934
36,0.5525291828793775,0.11673151750972763,0.19455252918287938,0.038910505836575876,0.09727626459143969
37,0.5252918287937743,0.12840466926070038,0.19844357976653695,0.054474708171206226,0.0933852140077821
38,0.4980544747081712,0.14007782101167315,0.19844357976653695,0.05058365758754864,0.11284046692607004
39,0.4980544747081712,0.12840466926070038,0.22957198443579765,0.05058365758754864,0.0933852140077821
40,0.5214007782101168,0.11673151750972763,0.21011673151750973,0.0622568093385214,0.08949416342412451
41,0.5058365758754864,0.10505836575875487,0.20622568093385213,0.06614785992217899,0.11673151750972763
42,0.5330739299610895,0.1245136186770428,0.20622568093385213,0.038910505836575876,0.09727626459143969
43,0.5291828793774319,0.11673151750972763,0.19455252918287938,0.058365758754863814,0.10116731517509728
44,0.5136186770428015,0.14785992217898833,0.1828793774319066,0.05058365758754864,0.10505836575875487
45,0.49416342412451364,0.13229571984435798,0.245136186770428,0.042801556420233464,0.08560311284046693
46,0.5486381322957199,0.13618677042801555,0.17898832684824903,0.0622568093385214,0.07392996108949416
47,0.5408560311284046,0.13618677042801555,0.19066147859922178,0.0622568093385214,0.07003891050583658
48,0.5369649805447471,0.12062256809338522,0.19066147859922178,0.05058365758754864,0.10116731517509728
49,0.5136186770428015,0.11284046692607004,0.21011673151750973,0.05058365758754864,0.11284046692607004
50,0.5058365758754864,0.1245136186770428,0.22178988326848248,0.0622568093385214,0.08560311284046693
51,0.5252918287937743,0.13229571984435798,0.19455252918287938,0.05058365758754864,0.09727626459143969
52,0.5408560311284046,0.10894941634241245,0.19066147859922178,0.06614785992217899,0.0933852140077821
53,0.5369649805447471,0.12840466926070038,0.17120622568093385,0.054474708171206226,0.10894941634241245
54,0.5214007782101168,0.14396887159533073,0.20622568093385213,0.042801556420233464,0.08560311284046693
55,0.5097276264591439,0.10505836575875487,0.2140077821011673,0.06614785992217899,0.10505836575875487
56,0.5136186770428015,0.12840466926070038,0.19066147859922178,0.07003891050583658,0.09727626459143969
57,0.5097276264591439,0.11284046692607004,0.20233463035019456,0.07782101167315175,0.09727626459143969
