,board,correct,inverse_computation,k,move_limit,noise,shutter_size
0,10_easy_full,0.25,0.0019657565214,5,50,0.05,0.0
1,10_easy_pruned,0.5,0.00249569492625,5,50,0.05,0.0
2,10_hard_full,0.25,0.00186793686373,5,50,0.05,0.0
3,10_hard_pruned,0.15,0.00185807986027,5,50,0.05,0.0
4,10_medium_full,0.11,0.0017480989424,5,50,0.05,0.0
5,10_medium_pruned,0.34,0.00230308613542,5,50,0.05,0.0
6,10_medium_pruned,0.45,0.00108230964879,5,50,0.05,0.5
7,6_easy_full,0.73,0.00978186442336,5,50,0.05,0.0
8,6_easy_pruned,0.82,0.0144801621778,5,50,0.05,0.0
9,6_hard_full,0.29,0.00418077678833,5,50,0.05,0.0
10,6_hard_pruned,0.3,0.00450024751361,5,50,0.05,0.0
11,10_easy_full,0.22,0.00198180701163,5,50,0.1,0.0
12,10_easy_pruned,0.46,0.00267265341031,5,50,0.1,0.0
13,10_hard_full,0.29,0.0018437937901,5,50,0.1,0.0
14,10_hard_pruned,0.16,0.00187663032259,5,50,0.1,0.0
15,10_medium_full,0.11,0.00174596246181,5,50,0.1,0.0
16,10_medium_pruned,0.41,0.00234038569556,5,50,0.1,0.0
17,6_easy_full,0.77,0.00984348853234,5,50,0.1,0.0
18,6_easy_pruned,0.93,0.0148345942738,5,50,0.1,0.0
19,6_hard_full,0.42,0.00411742907728,5,50,0.1,0.0
20,6_hard_pruned,0.28,0.00455414882958,5,50,0.1,0.0
21,10_easy_full,0.31,0.00196293969849,5,50,0.2,0.0
22,10_easy_pruned,0.45,0.00268434756932,5,50,0.2,0.0
23,10_hard_full,0.28,0.00185563184264,5,50,0.2,0.0
24,10_hard_pruned,0.15,0.00181481615912,5,50,0.2,0.0
25,10_medium_full,0.1,0.00172013417047,5,50,0.2,0.0
26,10_medium_pruned,0.39,0.0024448682216,5,50,0.2,0.0
27,6_easy_full,0.68,0.0100250626566,5,50,0.2,0.0
28,6_easy_full,0.83,0.00495834986117,5,50,0.2,1.0
29,6_easy_pruned,0.9,0.0144071459444,5,50,0.2,0.0
30,6_hard_full,0.31,0.00411997363217,5,50,0.2,0.0
31,6_hard_pruned,0.22,0.00470809792844,5,50,0.2,0.0
32,10_easy_full,0.25,0.00193419856482,5,50,0.3,0.0
33,10_easy_pruned,0.49,0.00266191071951,5,50,0.3,0.0
34,10_hard_full,0.25,0.00185487461048,5,50,0.3,0.0
35,10_hard_pruned,0.23,0.00185253797703,5,50,0.3,0.0
36,10_medium_full,0.06,0.00175217269414,5,50,0.3,0.0
37,10_medium_full,0.12,0.000781408723647,5,50,0.3,0.5
38,10_medium_pruned,0.36,0.00233852485852,5,50,0.3,0.0
39,6_easy_full,0.67,0.0100492412823,5,50,0.3,0.0
40,6_easy_full,0.78,0.00578804190542,5,50,0.3,0.5
41,6_easy_pruned,0.93,0.0138255219135,5,50,0.3,0.0
42,6_hard_full,0.25,0.00423298340671,5,50,0.3,0.0
43,6_hard_pruned,0.18,0.00467923822002,5,50,0.3,0.0
44,10_easy_full,0.3,0.0012171521075,5,100,0.05,0.0
45,10_easy_pruned,0.42,0.00266766259404,5,100,0.05,0.0
46,10_easy_pruned,0.55,0.00115610946044,5,100,0.05,0.5
47,10_hard_full,0.23,0.00102227538054,5,100,0.05,0.0
48,10_hard_pruned,0.21,0.0012542330365,5,100,0.05,0.0
49,10_medium_full,0.07,0.00102285047972,5,100,0.05,0.0
50,10_medium_pruned,0.41,0.00224911160092,5,100,0.05,0.0
51,6_easy_full,0.69,0.00629366228208,5,100,0.05,0.0
52,6_easy_pruned,0.89,0.0146198830409,5,100,0.05,0.0
53,6_easy_pruned,0.95,0.00915583226515,5,100,0.05,0.5
54,6_hard_full,0.32,0.00255297421496,5,100,0.05,0.0
55,6_hard_pruned,0.18,0.00343076711953,5,100,0.05,0.0
56,10_easy_full,0.31,0.00123033009757,5,100,0.1,0.0
57,10_easy_pruned,0.55,0.00258638526795,5,100,0.1,0.0
58,10_hard_full,0.28,0.00102365670649,5,100,0.1,0.0
59,10_hard_pruned,0.1,0.00127621016629,5,100,0.1,0.0
60,10_hard_pruned,0.19,0.00045709479689,5,100,0.1,1.0
61,10_medium_full,0.03,0.00103133186197,5,100,0.1,0.0
62,10_medium_full,0.16,0.000436022428994,5,100,0.1,0.5
63,10_medium_pruned,0.34,0.00235949223727,5,100,0.1,0.0
64,6_easy_full,0.7,0.00616142945163,5,100,0.1,0.0
65,6_easy_pruned,0.86,0.0140134529148,5,100,0.1,0.0
66,6_hard_full,0.34,0.00257168574,5,100,0.1,0.0
67,6_hard_pruned,0.17,0.00334515287349,5,100,0.1,0.0
68,6_hard_pruned,0.29,0.00173638242086,5,100,0.1,0.5
69,10_easy_full,0.23,0.00116288535113,5,100,0.2,0.0
70,10_easy_pruned,0.49,0.00231712120861,5,100,0.2,0.0
71,10_hard_full,0.26,0.00106230413767,5,100,0.2,0.0
72,10_hard_pruned,0.13,0.00126052538698,5,100,0.2,0.0
73,10_medium_full,0.09,0.00107142091842,5,100,0.2,0.0
74,10_medium_pruned,0.43,0.00223020138719,5,100,0.2,0.0
75,6_easy_full,0.78,0.00643500643501,5,100,0.2,0.0
76,6_easy_pruned,0.93,0.0141083521445,5,100,0.2,0.0
77,6_hard_full,0.24,0.00258886271261,5,100,0.2,0.0
78,6_hard_pruned,0.26,0.00316355583676,5,100,0.2,0.0
79,10_easy_full,0.3,0.00118080483658,5,100,0.3,0.0
80,10_easy_pruned,0.46,0.0024429569551,5,100,0.3,0.0
81,10_hard_full,0.22,0.00102815076803,5,100,0.3,0.0
82,10_hard_pruned,0.15,0.00126665653341,5,100,0.3,0.0
83,10_medium_full,0.05,0.00112077467946,5,100,0.3,0.0
84,10_medium_pruned,0.35,0.00234406132064,5,100,0.3,0.0
85,6_easy_full,0.73,0.0065750542442,5,100,0.3,0.0
86,6_easy_pruned,0.95,0.0140134529148,5,100,0.3,0.0
87,6_hard_full,0.23,0.00264445325929,5,100,0.3,0.0
88,6_hard_pruned,0.22,0.00324759677838,5,100,0.3,0.0
