userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,scoreByDeltaScore,deltaScoreByScore,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,259607,,7.458754252,,,,,-7.791245748,,-1.04457735,-1,,3.557,3.557,click,,4,,1.51E+12
17e120dd,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,448077,,10000,,,,,0,,0,1,,48.487,48.487,click,,9,,1.51E+12
20bfd7bd,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,33692,,10000,,,,,20000,,2,1,,5.87,5.87,click,,5,,1.51E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,66769,,10000,,,,,0,,0,1,,7.05,7.05,click,,9,,1.51E+12
26dbf6e9,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,91633,,-10000,,,,,-10005.45712,,1.000545712,-1,,3.987,3.987,click,,3,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,91328,,11,,,,,10011,,910.0909091,1,,9.9,9.9,click,,12,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,148439,,1.39,,,,,-6.454377834,,-4.643437291,-1,,6.009,6.009,click,,8,,1.51E+12
32ebf2e8,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,233131,,10000,,,,,0,,0,1,,51.961,51.961,click,,9,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,113838,,16.14,,,,,5.14,,0.318463445,1,,5.078,5.078,click,,12,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,136195,,-10000,,,,,-10001.37785,,1.000137785,-1,,4.387,4.387,click,,3,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,148682,,11,,,,,5.542878401,,0.503898036,1,,2.683,2.683,click,,4,,1.51E+12
38ebbf94,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,176051,,11,,,,,-4.25,,-0.386363636,-1,,5.299,5.299,click,,5,,1.51E+12
3df11bae,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,236009,,0.737847222,,,,,10000.73785,,13553.94118,1,,2.971,2.971,click,,9,,1.51E+12
3df11bae,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,288340,,-10000,,,,,-10012.70875,,1.001270875,-1,,1.809,1.809,click,,6,,1.51E+12
3df11bae,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,435210,,10000,,,,,0,,0,1,,71.838,71.838,click,,9,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,142589,,0.333333333,,,,,-0.109410431,,-0.328231293,-1,,0.817,0.817,click,,16,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,161480,,10000,,,,,20000,,2,1,,9.184,9.184,click,,5,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,171935,,5.457121599,,,,,5.457121599,,1,1,,1.804,1.804,click,,3,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,186576,,10000,,,,,20000,,2,1,,1.645,1.645,click,,5,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,195152,,1.262223639,,,,,-5.946530612,,-4.711154528,-1,,2.696,2.696,click,,3,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,222652,,11.36111111,,,,,0,,0,1,,4.643,4.643,click,,8,,1.51E+12
67eac875,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,245973,,10000,,,,,20000,,2,1,,4.986,4.986,click,,7,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,234641,,-10000,,,,,-10010.58274,,1.001058274,-1,,4.985,4.985,click,,5,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,271103,,-10000,,,,,-10012.08333,,1.001208333,-1,,3.386,3.386,click,,3,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,347664,,3.594377834,,,,,2.648161848,,0.736751107,1,,5.208,5.208,click,,5,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,550367,,10.37784722,,,,,-2.330907029,,-0.224604099,-1,,2.692,2.692,click,,6,,1.51E+12
69bad0fe,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,582863,,10000,,,,,20000,,2,1,,3.649,3.649,click,,9,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,60517,,10000,,,,,20000,,2,1,,7.064,7.064,click,,7,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,90557,,-10000,,,,,-10017.23764,,1.001723764,-1,,1.641,1.641,click,,6,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,122702,,10000,,,,,9991.569613,,0.999156961,1,,1.163,1.163,click,,3,,1.51E+12
70da8cfb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,304458,,10000,,,,,0,,0,1,,102.901,102.901,click,,9,,1.51E+12
87b50908,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,29621,,16.58274376,,,,,11.12562217,,0.670915642,1,,7.391,7.391,click,,4,,1.51E+12
87b50908,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,58447,,-10000,,,,,-10008.43039,,1.000843039,-1,,9.516,9.516,click,,4,,1.51E+12
87b50908,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,94979,,10000,,,,,20000,,2,1,,6.962,6.962,click,,5,,1.51E+12
87b50908,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,103572,,-10000,,,,,-10008.43039,,1.000843039,-1,,1.798,1.798,click,,3,,1.51E+12
87b50908,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,183326,,10000,,,,,0,,0,1,,44.477,44.477,click,,9,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,101662,,-10000,,,,,-10005.45712,,1.000545712,-1,,1.598,1.598,click,,4,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,115393,,-10000,,,,,-10008.43039,,1.000843039,-1,,1.703,1.703,click,,4,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,167002,,10000,,,,,0,,0,1,,5.585,5.585,click,,9,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,202193,,0.472222222,,,,,-15.66777778,,-33.17882355,-1,,1.699,1.699,click,,9,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,266416,,7.844377834,,,,,2.387256236,,0.304327034,1,,4.02,4.02,click,,6,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,291521,,2.583854875,,,,,-8.777256236,,-3.396961772,-1,,2.063,2.063,click,,7,,1.51E+12
8fc76287,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,430892,,10000,,,,,0,,0,1,,79.716,79.716,click,,9,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,278912,,-10000,,,,,-10000.63549,,1.000063549,-1,,30.016,30.016,click,,3,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,292936,,1.872745181,,,,,1.872745181,,1,1,,0.735,0.735,click,,10,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,476290,,-10000,,,,,-10001.96313,,1.000196313,-1,,1.004,1.004,click,,4,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,500677,,10.37784722,,,,,1.947460317,,0.18765552,1,,2.245,2.245,click,,4,,1.51E+12
8fcbec83,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,560539,,-10000,,,,,0,,0,1,,2.354,2.354,click,,6,,1.51E+12
91cfd7fb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,103875,,10000,,,,,9992.155622,,0.999215562,1,,14.678,14.678,click,,7,,1.51E+12
91cfd7fb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,548164,,10000,,,,,9978.237255,,0.997823726,1,,187.801,187.801,click,,7,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,54135,,7.844377834,,,,,2.387256236,,0.304327034,1,,6.265,6.265,click,,6,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,104650,,20.40111253,,,,,10020.40111,,491.1693465,1,,1.204,1.204,click,,5,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,277093,,3.845488946,,,,,3.29163407,,0.855972834,1,,1.519,1.519,click,,4,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,374034,,21.76274518,,,,,6.512745181,,0.299261197,1,,4.621,4.621,click,,6,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,414009,,10000,,,,,9994.542878,,0.999454288,1,,23.12,23.12,click,,3,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,469920,,-10000,,,,,-10008.43039,,1.000843039,-1,,1.882,1.882,click,,3,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,525471,,7.844377834,,,,,-7.405622166,,-0.944067499,-1,,5.319,5.319,click,,3,,1.51E+12
94d6ef33,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,549139,,21.76274518,,,,,6.512745181,,0.299261197,1,,4.839,4.839,click,,5,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,78927,,2.233856293,,,,,1.598368764,,0.715519959,1,,4.829,4.829,click,,4,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,137963,,-10000,,,,,-10005.45712,,1.000545712,-1,,7.158,7.158,click,,3,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,161112,,-10000,,,,,-10001.96313,,1.000196313,-1,,6.396,6.396,click,,3,,1.51E+12
9adbc2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,246866,,10000,,,,,9984.75,,0.998475,1,,59.252,59.252,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,115601,,10.37784722,,,,,1.947460317,,0.18765552,1,,29.217,29.217,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,183425,,-10000,,,,,-10000.71007,,1.000071007,-1,,6.938,6.938,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,210897,,4.974376417,,,,,4.264306973,,0.857254581,1,,5.465,5.465,click,,3,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,252265,,0.442743764,,,,,10000.44274,,22587.42766,1,,1.769,1.769,click,,6,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,306346,,-10000,,,,,-10007.69223,,1.000769223,-1,,1.497,1.497,click,,7,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,342320,,-10000,,,,,0,,0,1,,1.904,1.904,click,,6,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,411456,,5.692743764,,,,,-5.557256236,,-0.97619996,-1,,18.592,18.592,click,,13,,1.51E+12
9dc50a3d,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,452577,,10000,,,,,0,,0,1,,8.818,8.818,click,,7,,1.51E+12
a2f6ba1d,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,49027,,10000,,,,,9984.75,,0.998475,1,,30.146,30.146,click,,3,,1.51E+12
a2f6ba1d,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,185364,,10000,,,,,9984.75,,0.998475,1,,93.702,93.702,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,75109,,16.14,,,,,0.89,,0.055142503,1,,4.433,4.433,click,,6,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,86429,,-10000,,,,,-10001.96313,,1.000196313,-1,,3.746,3.746,click,,4,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,99125,,-10000,,,,,-10001.37785,,1.000137785,-1,,2.226,2.226,click,,4,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,152212,,-10000,,,,,0,,0,1,,11.408,11.408,click,,12,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,199645,,10000,,,,,9992.791246,,0.999279125,1,,32.97,32.97,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,277357,,-10000,,,,,0,,0,1,,5.145,5.145,click,,5,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,336893,,10000,,,,,9992.791246,,0.999279125,1,,6.546,6.546,click,,3,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,378797,,5.457121599,,,,,-9.792878401,,-1.794513504,-1,,9.586,9.586,click,,4,,1.51E+12
b0d518a1,6_hard_full,6,hard,full,6hard,solvedCorrect,reset,1.51E+12,446380,,12.70875425,,,,,0.625420918,,0.049211819,1,,10.434,10.434,click,,3,,1.51E+12
bae515f2,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,125559,,-10000,,,,,-10005.45712,,1.000545712,-1,,2.855,2.855,click,,4,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,69258,,10000,,,,,9978.237255,,0.997823726,1,,1.218,1.218,click,,7,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,136608,,-10000,,,,,-10008.43039,,1.000843039,-1,,4.243,4.243,click,,4,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,182229,,-10000,,,,,0,,0,1,,0.927,0.927,click,,8,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,268660,,-10000,,,,,0,,0,1,,2.243,18.737,undo,,7,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,381687,,10000,,,,,20000,,2,1,,56.396,56.396,click,,7,,1.51E+12
bcdfd2df,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,443749,,-10000,,,,,0,,0,1,,30.089,30.089,click,,9,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,115944,,10000,,,,,0,,0,1,,29.642,29.642,click,,9,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,136031,,-10000,,,,,-10005.45712,,1.000545712,-1,,11.993,11.993,click,,3,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,166767,,15.25,,,,,0,,0,1,,9.688,9.688,click,,4,,1.51E+12
bed50a1d,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,303680,,10000,,,,,9978.237255,,0.997823726,1,,125.395,125.395,click,,7,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,69102,,-10000,,,,,-10027.72438,,1.002772438,-1,,25.808,25.808,click,,5,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,92051,,10000,,,,,20000,,2,1,,1.886,1.886,click,,7,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,125268,,-10000,,,,,0,,0,1,,5.913,5.913,click,,7,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,152702,,15.25,,,,,10015.25,,656.7377049,1,,1.801,1.801,click,,8,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,177471,,-10000,,,,,-10007.20875,,1.000720875,-1,,2.756,2.756,click,,4,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,186738,,-10000,,,,,-10007.20875,,1.000720875,-1,,1.159,1.159,click,,4,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,200153,,-10000,,,,,-10007.20875,,1.000720875,-1,,2.373,2.373,click,,3,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,216089,,10000,,,,,20000,,2,1,,3.586,3.586,click,,5,,1.51E+12
c7a67aab,6_hard_full,6,hard,full,6hard,validatedCorrect,reset,1.51E+12,231571,,10000,,,,,20000,,2,1,,8.033,8.033,click,,5,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,141373,,-10000,,,,,-10005.45712,,1.000545712,-1,,5.013,5.013,click,,3,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,299947,,10000,,,,,9992.155622,,0.999215562,1,,32.789,32.789,click,,7,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,405531,,-10000,,,,,0,,0,1,,5.814,5.814,click,,8,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,459356,,-10000,,,,,0,,0,1,,10.494,10.494,click,,5,,1.51E+12
c8a4fa50,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,525446,,11,,,,,-4.25,,-0.386363636,-1,,4.1,4.1,click,,10,,1.51E+12
cceac8ca,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,86029,,10000,,,,,0,,0,1,,27.971,27.971,click,,7,,1.51E+12
dbe71b15,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,81201,,10000,,,,,20000,,2,1,,0.898,0.898,click,,7,,1.51E+12
dcc4f10e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,67737,,10000,,,,,20000,,2,1,,3.857,3.857,click,,5,,1.51E+12
dcc4f10e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,86151,,10000,,,,,0,,0,1,,4.209,4.209,click,,5,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,60352,,-10000,,,,,-10000.63549,,1.000063549,-1,,0.952,0.952,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,80359,,-10000,,,,,-10001.37785,,1.000137785,-1,,0.95,0.95,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,107194,,-10000,,,,,-10008.43039,,1.000843039,-1,,0.953,0.953,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,118232,,-10000,,,,,-10000.55385,,1.000055385,-1,,0.791,0.791,click,,4,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,176808,,0.111111111,,,,,0.111111111,,1,1,,2.27,2.27,click,,11,,1.51E+12
dfe6bee3,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,236005,,7.458754252,,,,,-7.791245748,,-1.04457735,-1,,54.518,54.518,click,,3,,1.51E+12
efebc5bb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,216463,,0.598958333,,,,,-14.65104167,,-24.46086958,-1,,4.433,4.433,click,,5,,1.51E+12
efebc5bb,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,489447,,-10000,,,,,-10008.43039,,1.000843039,-1,,234.47,234.47,click,,4,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,103561,,16.57823129,,,,,11.12110969,,0.670826067,1,,14.165,14.165,click,,3,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,112423,,-10000,,,,,-10005.45712,,1.000545712,-1,,1.33,1.33,click,,3,,1.51E+12
f3dbeb7e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,190304,,16.58274376,,,,,6.204896542,,0.374177918,1,,8.579,8.579,click,,6,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,104643,,1.472222222,,,,,1.472222222,,1,1,,29.922,29.922,click,,3,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,145576,,11,,,,,-4.25,,-0.386363636,-1,,1.767,1.767,click,,6,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,180736,,-10000,,,,,-10008.43039,,1.000843039,-1,,0.639,0.639,click,,4,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,290553,,-10000,,,,,-10012.70875,,1.001270875,-1,,2.554,2.554,click,,6,,1.51E+12
f6fbf6b1,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,474683,,10000,,,,,9998.25,,0.999825,1,,6.097,6.097,click,,20,,1.51E+12
fac10d6e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,122170,,11,,,,,5.542878401,,0.503898036,1,,15.714,15.714,click,,4,,1.51E+12
fac10d6e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,192656,,2.233856293,,,,,0.901112528,,0.403388764,1,,8.006,8.006,click,,6,,1.51E+12
fac10d6e,6_hard_full,6,hard,full,6hard,wrong,reset,1.51E+12,237155,,-10000,,,,,-10000.36111,,1.000036111,-1,,0.972,3.283,undo,,7,,1.51E+12
25cfdeaf,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,72354,,7.844377834,,,,,2.387256236,,0.304327034,1,,7.594,7.594,click,,4,,1.51E+12
2afbbf79,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,78232,,-10000,,,,,0,,0,1,,1.736,1.736,click,,11,,1.51E+12
2afbbf79,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,131506,,-10000,,,,,0,,0,1,,2.189,2.189,click,,6,,1.51E+12
2afbbf79,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,155094,,-10000,,,,,-10002.79222,,1.000279222,-1,,3.696,3.696,click,,5,,1.51E+12
2ff50f64,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,40569,,10000,,,,,9992.541246,,0.999254125,1,,10.739,10.739,click,,3,,1.51E+12
30e4feac,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,202014,,-10000,,,,,-10007.84438,,1.000784438,-1,,14.537,14.537,click,,5,,1.51E+12
30e4feac,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,225543,,27.72437642,,,,,22.26725482,,0.803165218,1,,5.411,5.411,click,,3,,1.51E+12
30e4feac,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,241414,,0.583333333,,,,,10000.58333,,17143.85715,1,,1.081,1.081,click,,5,,1.51E+12
5adff9a5,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,209947,,27.72437642,,,,,20.51562217,,0.739984981,1,,1.166,1.166,click,,4,,1.51E+12
6bb10472,6_hard_pruned,6,hard,pruned,6hard,wrong,reset,1.51E+12,144699,,10000,,,,,0,,0,1,,84.272,84.272,click,,7,,1.51E+12
6dd103e2,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,50074,,-10000,,,,,-10005.20712,,1.000520712,-1,,1.932,11.045,undo,,3,,1.51E+12
6dd103e2,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,92985,,11,,,,,-1.347643141,,-0.122513013,-1,,3.045,3.045,click,,6,,1.51E+12
6dd103e2,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,139725,,10000,,,,,0,,0,1,,6.736,6.736,click,,5,,1.51E+12
6dd103e2,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,163560,,10000,,,,,9979.598887,,0.997959889,1,,2.547,2.547,click,,6,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,60765,,10000,,,,,0,,0,1,,2.561,2.561,click,,5,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,74621,,10000,,,,,9994.542878,,0.999454288,1,,1.186,1.186,click,,3,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,92100,,10000,,,,,9992.155622,,0.999215562,1,,4.568,4.568,click,,5,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,108085,,10000,,,,,9992.155622,,0.999215562,1,,1.871,1.871,click,,5,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,118575,,7.844377834,,,,,2.387256236,,0.304327034,1,,3.299,3.299,click,,4,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,155710,,10000,,,,,9993.487776,,0.999348778,1,,8.033,8.033,click,,8,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,193830,,-10000,,,,,-10011,,1.0011,-1,,4.393,4.393,click,,7,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,237422,,10000,,,,,0,,0,1,,4.761,4.761,click,,9,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,294101,,1.333333333,,,,,-9.916666667,,-7.437500002,-1,,2.345,2.345,click,,9,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,322621,,-10000,,,,,-10007.84438,,1.000784438,-1,,1.029,1.029,click,,6,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,335196,,10000,,,,,9994.792878,,0.999479288,1,,1.107,1.107,click,,3,,1.51E+12
7dd704e0,6_hard_pruned,6,hard,pruned,6hard,validatedCorrect,reset,1.51E+12,355542,,-10000,,,,,-10012.34764,,1.001234764,-1,,1.273,1.273,click,,6,,1.51E+12
