userid,board_name,board_size,board_type,condition,sizeType,solved,action,time,time_rel,player,score_move,move_ranking,top_possible_score,second_possible_score,num_possible_moves,delta_score,scoreByDeltaScore,deltaScoreByScore,delta_score_direction,position,time_from_action,time_from_click,prev_action,move_number,move_number_in_path,first_move_in_path,time_prev_action
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,288187,,10000,,,,,10000,,1,1,,4.213,4.213,click,,5,,1.51E+12
77ba7edc,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,328069,,0.635963719,,,,,-9999.364036,,-15723.16743,-1,,9.836,9.836,click,,6,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,57474,,10000,,,,,0,,0,1,,10.054,10.054,click,,7,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,118753,,35.91059098,,,,,14.54947987,,0.405158464,1,,7.081,7.081,click,,4,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,150119,,35.91059098,,,,,14.54947987,,0.405158464,1,,19.035,19.035,click,,4,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,162078,,4.570029754,,,,,-7.329136913,,-1.60373943,-1,,6.696,6.696,click,,3,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,187796,,12.72285382,,,,,-23.18773716,,-1.822526415,-1,,6.945,6.945,click,,5,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,205584,,11.3370493,,,,,-0.562117364,,-0.049582334,-1,,2.625,2.625,click,,3,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,235398,,12.72285382,,,,,8.152824068,,0.64080152,1,,6.063,6.063,click,,6,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,269479,,-10000,,,,,-10012.72285,,1.001272285,-1,,3.415,3.415,click,,6,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,300397,,7.576776255,,,,,6.970267379,,0.919951592,1,,5.202,5.202,click,,3,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,333089,,10000,,,,,9964.089409,,0.996408941,1,,6.594,6.594,click,,6,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,366438,,12.72285382,,,,,-23.18773716,,-1.822526415,-1,,9.328,9.328,click,,6,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,380684,,35.91059098,,,,,14.54947987,,0.405158464,1,,5.739,5.739,click,,3,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,399928,,11.3370493,,,,,-10.02406181,,-0.884186136,-1,,1.563,1.563,click,,3,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,429560,,12.72285382,,,,,10.04427485,,0.789467127,1,,4.064,4.064,click,,4,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,451682,,12.72285382,,,,,3.220816796,,0.253152071,1,,7.963,7.963,click,,4,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,476762,,11,,,,,-9.25,,-0.840909091,-1,,3.536,3.536,click,,8,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,501542,,12.45833333,,,,,-0.264520489,,-0.021232414,-1,,5.333,5.333,click,,6,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,544227,,11.3370493,,,,,-0.562117364,,-0.049582334,-1,,25.048,25.048,click,,4,,1.51E+12
7dea8d37,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,555680,,-10000,,,,,-10002.67858,,1.000267858,-1,,7.274,7.274,click,,3,,1.51E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,144699,,11,,,,,8.959914027,,0.814537639,1,,8.538,8.538,click,,6,,1.51E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,188521,,9.555971736,,,,,0.05393471,,0.005644084,1,,7.993,7.993,click,,4,,1.51E+12
7ef11f8d,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,302552,,3.433788257,,,,,-8.677322854,,-2.52704075,-1,,16.206,16.206,click,,10,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,138230,,20.7037311,,,,,-15.20685988,,-0.734498521,-1,,8.481,8.481,click,,6,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,162840,,10000,,,,,9964.089409,,0.996408941,1,,3.569,3.569,click,,6,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,193292,,-10000,,,,,0,,0,1,,5.163,5.163,click,,5,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,217602,,30.60102843,,,,,30.16352843,,0.985703095,1,,5.203,5.203,click,,4,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,261506,,-10000,,,,,-10000.25,,1.000025,-1,,2.511,2.511,click,,5,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,294270,,35.91059098,,,,,14.54947987,,0.405158464,1,,11.179,11.179,click,,4,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,325174,,6.559739229,,,,,-0.441883025,,-0.067362895,-1,,7.239,7.239,click,,6,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,389812,,10000,,,,,0,,0,1,,2.297,2.297,click,,7,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,418134,,10000,,,,,0,,0,1,,2.671,2.671,click,,7,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,431110,,20.7037311,,,,,-15.20685988,,-0.734498521,-1,,4.755,4.755,click,,6,,1.51E+12
8aa6d830,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,441120,,10000,,,,,0,,0,1,,1.074,1.074,click,,7,,1.51E+12
8ea50714,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,103184,,-10000,,,,,-10011.33705,,1.001133705,-1,,3.279,3.279,click,,4,,1.51E+12
8ea50714,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,298767,,22.85103788,,,,,20.73972081,,0.9076052,1,,8.602,8.602,click,,14,,1.51E+12
8ea50714,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,404199,,12.72285382,,,,,-23.18773716,,-1.822526415,-1,,23.787,23.787,click,,6,,1.51E+12
8ea50714,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,443101,,12.72285382,,,,,-23.18773716,,-1.822526415,-1,,2.465,2.465,click,,5,,1.51E+12
8ea50714,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,469164,,10000,,,,,9988.100833,,0.998810083,1,,6.445,6.445,click,,3,,1.51E+12
8ea50714,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,550202,,24.66629866,,,,,11.94344483,,0.484200933,1,,2.787,2.787,click,,5,,1.51E+12
98c10b8a,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,55566,,35.91059098,,,,,14.54947987,,0.405158464,1,,4.46,4.46,click,,3,,1.51E+12
98c10b8a,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,75793,,12.72285382,,,,,3.220816796,,0.253152071,1,,7.283,7.283,click,,3,,1.51E+12
acdac85f,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,107342,,-10000,,,,,0,,0,1,,6.818,6.818,click,,8,,1.51E+12
acdac85f,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,158463,,-10000,,,,,0,,0,1,,1.062,1.062,click,,7,,1.51E+12
acdac85f,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,200948,,-10000,,,,,-10002.07511,,1.000207511,-1,,5.237,5.237,click,,7,,1.51E+12
acdac85f,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,285441,,11,,,,,7.527146178,,0.684286016,1,,2.608,2.608,click,,7,,1.51E+12
acdac85f,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,335899,,29.5,,,,,10029.5,,339.9830508,1,,2.077,2.077,click,,7,,1.51E+12
acdac85f,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,444313,,11.3370493,,,,,-10.02406181,,-0.884186136,-1,,4.66,4.66,click,,3,,1.51E+12
b8bac8b7,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,94930,,13.21220424,,,,,-8.148906868,,-0.616771185,-1,,5.853,5.853,click,,8,,1.51E+12
b8bac8b7,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,168061,,21.94797666,,,,,17.17554422,,0.782557066,1,,2.43,2.43,click,,7,,1.51E+12
bacbc468,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,105603,,10000,,,,,9964.089409,,0.996408941,1,,20.601,20.601,click,,5,,1.51E+12
c2cbff2e,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,166077,,10000,,,,,9978.638889,,0.997863889,1,,89.996,89.996,click,,3,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,39011,,10000,,,,,0,,0,1,,7.398,7.398,click,,5,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,144407,,-10000,,,,,0,,0,1,,7.476,7.476,click,,8,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,218244,,0.3125,,,,,-2.801111111,,-8.963555555,-1,,4.6,4.6,click,,7,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,244027,,0.606508876,,,,,-1.368861483,,-2.256952103,-1,,1.229,1.229,click,,5,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,286359,,7.065561224,,,,,-17.06397486,,-2.415091218,-1,,5.524,5.524,click,,7,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,345254,,-10000,,,,,-10005.10127,,1.000510127,-1,,1.507,1.507,click,,4,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,375351,,24.41745086,,,,,22.355839,,0.915568096,1,,19.931,19.931,click,,5,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,414552,,11,,,,,11,,1,1,,3.965,3.965,click,,7,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,447084,,0.25,,,,,-41.46447041,,-165.8578816,-1,,5.595,5.595,click,,5,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,475980,,12.72285382,,,,,-8.638257289,,-0.678955949,-1,,12.525,12.525,click,,4,,1.51E+12
cce7504c,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,511793,,-10000,,,,,-10012.72285,,1.001272285,-1,,1.671,1.671,click,,6,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,94536,,21.53472222,,,,,8.8118684,,0.409193502,1,,3.142,11.636,undo,,5,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,163784,,10000,,,,,-21.33338861,,-0.002133339,-1,,7.462,7.462,click,,7,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,331478,,20.7037311,,,,,-15.20685988,,-0.734498521,-1,,19.908,19.908,click,,6,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,379911,,20.7037311,,,,,-15.20685988,,-0.734498521,-1,,26.164,26.164,click,,6,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,416953,,-10000,,,,,-10002.67858,,1.000267858,-1,,1.536,11.958,undo,,5,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,482248,,-10000,,,,,0,,0,1,,22.503,22.503,click,,5,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,525142,,29.5,,,,,14.06786281,,0.476876705,1,,19.285,19.285,click,,6,,1.51E+12
cdc514e1,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,553220,,-10000,,,,,-10009.50204,,1.000950204,-1,,17.494,17.494,click,,3,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,70719,,-10000,,,,,-10005.10127,,1.000510127,-1,,2.87,2.87,click,,3,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,91164,,16.68963719,,,,,6.798760885,,0.407364211,1,,1.974,1.974,click,,3,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,304514,,12.44381707,,,,,-2.068966376,,-0.166264609,-1,,17.87,17.87,click,,5,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,309011,,1.237692744,,,,,-0.315482799,,-0.254895894,-1,,1.975,1.975,click,,3,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,355826,,12.44381707,,,,,-2.068966376,,-0.166264609,-1,,13.599,13.599,click,,6,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,368547,,0.476666667,,,,,-2.357298266,,-4.945380974,-1,,0.546,2.675,undo,,3,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,389547,,-10000,,,,,0,,0,1,,1.685,1.685,click,,6,,1.51E+12
d1cac84b,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,399736,,1.237692744,,,,,-0.315482799,,-0.254895894,-1,,1.529,1.529,click,,4,,1.51E+12
d9e4f7e5,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,107503,,10000,,,,,0,,0,1,,21.326,21.326,click,,7,,1.51E+12
e2b10de5,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,111439,,-10000,,,,,-10011.33705,,1.001133705,-1,,1.202,1.202,click,,4,,1.51E+12
e2b10de5,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,226921,,-10000,,,,,-10012.72285,,1.001272285,-1,,3.466,3.466,click,,5,,1.51E+12
e2b10de5,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,362189,,10000,,,,,0,,0,1,,97.019,97.019,click,,7,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,115305,,-10000,,,,,-10020.70373,,1.002070373,-1,,12.278,12.278,click,,8,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,159245,,-10000,,,,,-10013.27796,,1.001327796,-1,,13.294,13.294,click,,6,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,210779,,3.225874894,,,,,-32.68471608,,-10.13204701,-1,,12.693,12.693,click,,6,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,264064,,-10000,,,,,-10005.10127,,1.000510127,-1,,3.172,3.172,click,,5,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,358973,,0.606508876,,,,,-20.75460224,,-34.21978319,-1,,6.223,6.223,click,,4,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,459766,,10000,,,,,9964.089409,,0.996408941,1,,3.118,3.118,click,,6,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,503781,,20.7037311,,,,,-15.20685988,,-0.734498521,-1,,4.944,4.944,click,,6,,1.51E+12
e6efec72,10_hard_pruned,10,hard,pruned,10hard,validatedCorrect,reset,1.51E+12,562815,,-10000,,,,,-10005.10127,,1.000510127,-1,,19.653,19.653,click,,5,,1.51E+12
edfff93e,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,91440,,27.83590797,,,,,6.474796858,,0.232605916,1,,19.429,19.429,click,,3,,1.51E+12
edfff93e,10_hard_pruned,10,hard,pruned,10hard,solvedCorrect,reset,1.51E+12,139012,,-10000,,,,,-10002.67858,,1.000267858,-1,,8.467,8.467,click,,3,,1.51E+12
f4c4f33c,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,54659,,10000,,,,,9964.089409,,0.996408941,1,,1.638,1.638,click,,5,,1.51E+12
f4c4f33c,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,154749,,10000,,,,,9964.089409,,0.996408941,1,,11.282,11.282,click,,6,,1.51E+12
f4c4f33c,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,270613,,1.652801862,,,,,-7.849235163,,-4.74904787,-1,,51.466,51.466,click,,4,,1.51E+12
fcb764e3,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,112173,,35.91059098,,,,,14.54947987,,0.405158464,1,,4.743,4.743,click,,4,,1.51E+12
fcb764e3,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,139215,,-10000,,,,,-10013.75744,,1.001375744,-1,,0.685,0.685,click,,7,,1.51E+12
fcb764e3,10_hard_pruned,10,hard,pruned,10hard,wrong,reset,1.51E+12,310338,,10000,,,,,0,,0,1,,63.68,63.68,click,,7,,1.51E+12
12eacae6,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,407799,,10000,,,,,9987.916667,,0.998791667,1,,17.235,17.235,click,,3,,1.51E+12
25dfef96,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,106931,,11,,,,,0,,0,1,,13.212,13.212,click,,3,,1.51E+12
25dfef96,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,186858,,1.64,,,,,-10.44333333,,-6.367886177,-1,,5.477,5.477,click,,4,,1.51E+12
25dfef96,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,404475,,10000,,,,,0,,0,1,,38.378,38.378,click,,7,,1.51E+12
2aabe76a,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,28593,,11.36111111,,,,,0.361111111,,0.031784841,1,,1.659,1.659,click,,4,,1.51E+12
2aabe76a,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,80915,,0.361111111,,,,,-19.13888889,,-53.00000002,-1,,1.492,1.492,click,,6,,1.51E+12
2aabe76a,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,99344,,0.746598639,,,,,-10.25340136,,-13.7334852,-1,,3.322,3.322,click,,3,,1.51E+12
2aabe76a,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,187803,,11.36111111,,,,,11.13888889,,0.980440098,1,,67.696,67.696,click,,4,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,105146,,11,,,,,-0.722222222,,-0.065656566,-1,,25.505,25.505,click,,4,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,128273,,19.5,,,,,7.416666667,,0.38034188,1,,5.177,5.177,click,,4,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,196234,,-10000,,,,,-10010.14,,1.001014,-1,,10.169,10.169,click,,6,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,244522,,-10000,,,,,0,,0,1,,9.848,9.848,click,,7,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,273520,,11,,,,,-0.722222222,,-0.065656566,-1,,8.392,8.392,click,,4,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,384434,,-10000,,,,,0,,0,1,,6.72,6.72,click,,7,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,448545,,-10000,,,,,0,,0,1,,5.095,5.095,click,,6,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,507482,,0.611111111,,,,,-11.11111111,,-18.18181818,-1,,3.16,3.16,click,,3,,1.51E+12
32b10037,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,542707,,-10000,,,,,-10000.11111,,1.000011111,-1,,4.752,4.752,click,,6,,1.51E+12
34cffc40,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,173583,,19.5,,,,,7.416666667,,0.38034188,1,,18.841,18.841,click,,4,,1.51E+12
34cffc40,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,241628,,11,,,,,9.36,,0.850909091,1,,11.009,11.009,click,,5,,1.51E+12
34cffc40,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,310521,,0.75,,,,,-11.33333333,,-15.11111111,-1,,20.004,20.004,click,,4,,1.51E+12
34cffc40,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,342747,,5.25,,,,,10005.25,,1905.761905,1,,2.749,2.749,click,,7,,1.51E+12
38abe966,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,52828,,11.36111111,,,,,0.361111111,,0.031784841,1,,8.303,8.303,click,,4,,1.51E+12
38abe966,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,84473,,10000,,,,,0,,0,1,,2.737,2.737,click,,7,,1.51E+12
38abe966,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,205879,,10000,,,,,9980.5,,0.99805,1,,106.412,106.412,click,,5,,1.51E+12
3bac0799,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,100346,,10000,,,,,0,,0,1,,11.634,11.634,click,,7,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,61350,,-10000,,,,,-10000.58333,,1.000058333,-1,,6.966,6.966,click,,3,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,79598,,-10000,,,,,-10001.64,,1.000164,-1,,1.204,1.204,click,,6,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,112718,,-10000,,,,,-10000.7466,,1.00007466,-1,,1.901,1.901,click,,6,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,153793,,5.611111111,,,,,4.861111111,,0.866336634,1,,6.819,6.819,click,,6,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,166854,,-10000,,,,,-10000.58333,,1.000058333,-1,,2.029,2.029,click,,3,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,197968,,5.611111111,,,,,5.138888889,,0.915841584,1,,4.867,4.867,click,,4,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,209175,,5.611111111,,,,,-5.388888889,,-0.96039604,-1,,2.423,2.423,click,,3,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,229939,,0.111111111,,,,,-5.138888889,,-46.25000005,-1,,2.918,2.918,click,,5,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,263473,,5.611111111,,,,,-6.472222222,,-1.153465347,-1,,7.36,7.36,click,,4,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,284306,,1.14,,,,,-10.94333333,,-9.599415202,-1,,9.671,9.671,click,,3,,1.51E+12
3fcbc0ab,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,301875,,0.583333333,,,,,-10.41666667,,-17.85714287,-1,,4.107,4.107,click,,4,,1.51E+12
40a74de0,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,325062,,-10000,,,,,-10000.36111,,1.000036111,-1,,6.83,6.83,click,,7,,1.51E+12
40a74de0,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,429594,,5.25,,,,,4.11,,0.782857143,1,,10.855,10.855,click,,5,,1.51E+12
40a74de0,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,476765,,1.14,,,,,-10.58222222,,-9.28265107,-1,,40.438,40.438,click,,3,,1.51E+12
40a74de0,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,534418,,10000,,,,,9980.138889,,0.998013889,1,,22.896,22.896,click,,5,,1.51E+12
40a74de0,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,735693,,10000,,,,,9980.138889,,0.998013889,1,,197.027,197.027,click,,5,,1.51E+12
4ed755f1,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,123231,,0.75,,,,,-11.33333333,,-15.11111111,-1,,27.931,27.931,click,,3,,1.51E+12
59d51c4c,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,80889,,-10000,,,,,0,,0,1,,5.741,5.741,click,,7,,1.51E+12
59d51c4c,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,103387,,11.25,,,,,9.75,,0.866666667,1,,1.179,1.179,click,,7,,1.51E+12
59d51c4c,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,114801,,5.25,,,,,4.888888889,,0.931216931,1,,3.611,3.611,click,,3,,1.51E+12
59d51c4c,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,148859,,11,,,,,0,,0,1,,7.646,7.646,click,,4,,1.51E+12
59d51c4c,6_easy_full,6,easy,full,6easy,solvedCorrect,reset,1.51E+12,161241,,-10000,,,,,-10000.58333,,1.000058333,-1,,0.98,0.98,click,,3,,1.51E+12
5acfeabc,6_easy_full,6,easy,full,6easy,wrong,reset,1.51E+12,82006,,10000,,,,,0,,0,1,,32.122,32.122,click,,7,,1.51E+12
5de11557,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,102646,,0.361111111,,,,,-10.63888889,,-29.46153847,-1,,4.046,4.046,click,,4,,1.51E+12
5de11557,6_easy_full,6,easy,full,6easy,validatedCorrect,reset,1.51E+12,122562,,1.14,,,,,1.14,,1,1,,3.686,3.686,click,,3,,1.51E+12
