"[[6, 6, 1], [4, 4, 2], [5, 4, 1], [6, 8, 2]]",4,1,10_easy_full
"[[6, 2, 1], [6, 5, 2]]",2,16,10_easy_full
"[[5, 2, 1], [7, 4, 2]]",2,2,10_easy_full
"[[6, 4, 1], [9, 4, 2]]",2,120,10_easy_full
"[[5, 2, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,68,10_easy_full
"[[9, 8, 1]]",1,997,10_easy_full
"[[9, 2, 1], [9, 8, 2], [9, 4, 1]]",3,381,10_easy_full
"[[5, 6, 1], [6, 5, 2]]",2,183,10_easy_full
"[[5, 4, 1], [8, 5, 2]]",2,30,10_easy_full
"[[6, 4, 1], [9, 4, 2], [9, 3, 1], [9, 8, 2]]",4,94,10_easy_full
"[[9, 2, 1], [9, 4, 2]]",2,107,10_easy_full
"[[5, 6, 1], [4, 9, 2]]",2,27,10_easy_full
"[[5, 2, 1], [5, 4, 2]]",2,1,10_easy_full
"[[8, 3, 1]]",1,997,10_easy_full
"[[1, 9, 1], [1, 8, 2], [5, 3, 1]]",3,6,10_easy_full
"[[1, 9, 1], [1, 8, 2], [8, 3, 1]]",3,8,10_easy_full
"[[8, 7, 1], [7, 3, 2]]",2,28,10_easy_full
"[[5, 4, 1], [5, 1, 2]]",2,18,10_easy_full
"[[7, 2, 1], [9, 8, 2], [9, 4, 1]]",3,99,10_easy_full
"[[6, 2, 1], [6, 6, 2]]",2,4,10_easy_full
"[[6, 5, 1], [2, 9, 2]]",2,5,10_easy_full
"[[6, 2, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,337,10_easy_full
"[[7, 2, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,94,10_easy_full
"[[8, 4, 1], [9, 8, 2]]",2,475,10_easy_full
"[[5, 5, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,76,10_easy_full
"[[6, 6, 1], [4, 4, 2]]",2,204,10_easy_full
"[[4, 7, 1], [2, 2, 2]]",2,1,10_easy_full
"[[6, 3, 1], [9, 4, 2]]",2,241,10_easy_full
"[[8, 3, 1], [6, 8, 2]]",2,2,10_easy_full
"[[4, 7, 1], [7, 4, 2]]",2,2,10_easy_full
"[[6, 2, 1], [9, 3, 2]]",2,3,10_easy_full
"[[7, 5, 1], [4, 9, 2]]",2,4,10_easy_full
"[[5, 5, 1], [7, 8, 2]]",2,1,10_easy_full
"[[5, 6, 1], [8, 7, 2]]",2,12,10_easy_full
"[[5, 2, 1], [4, 4, 2], [5, 4, 1], [4, 2, 2]]",4,2,10_easy_full
"[[6, 4, 1], [5, 5, 2]]",2,50,10_easy_full
"[[5, 6, 1], [6, 3, 2]]",2,5,10_easy_full
"[[6, 6, 1], [5, 4, 2], [4, 4, 1]]",3,58,10_easy_full
"[[5, 5, 1], [9, 3, 2]]",2,186,10_easy_full
"[[5, 6, 1], [9, 3, 2]]",2,7,10_easy_full
"[[6, 6, 1], [4, 4, 2], [5, 4, 1], [9, 4, 2], [9, 3, 1]]",5,4,10_easy_full
"[[9, 8, 1], [4, 7, 2]]",2,1,10_easy_full
"[[6, 6, 1], [9, 3, 2]]",2,3,10_easy_full
"[[4, 9, 1], [0, 5, 2], [2, 9, 1]]",3,10,10_easy_full
"[[5, 2, 1]]",1,997,10_easy_full
"[[6, 6, 1], [5, 4, 2]]",2,60,10_easy_full
"[[6, 2, 1], [2, 8, 2]]",2,9,10_easy_full
"[[4, 7, 1], [6, 7, 2]]",2,2,10_easy_full
"[[1, 9, 1], [1, 8, 2], [8, 7, 1]]",3,4,10_easy_full
"[[6, 5, 1], [8, 0, 2]]",2,2,10_easy_full
"[[5, 6, 1], [3, 2, 2]]",2,7,10_easy_full
"[[4, 7, 1], [7, 3, 2]]",2,53,10_easy_full
"[[7, 2, 1], [5, 7, 2]]",2,2,10_easy_full
"[[4, 7, 1], [9, 1, 2]]",2,3,10_easy_full
"[[1, 9, 1], [1, 8, 2], [5, 5, 1]]",3,12,10_easy_full
"[[9, 2, 1], [4, 4, 2]]",2,70,10_easy_full
"[[8, 7, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,347,10_easy_full
"[[6, 6, 1], [4, 8, 2]]",2,5,10_easy_full
"[[6, 4, 1], [4, 4, 2], [5, 4, 1]]",3,54,10_easy_full
"[[7, 5, 1], [7, 7, 2]]",2,161,10_easy_full
"[[8, 3, 1], [9, 4, 2], [9, 3, 1]]",3,5,10_easy_full
"[[4, 7, 1], [4, 4, 2]]",2,80,10_easy_full
"[[6, 5, 1], [2, 0, 2]]",2,3,10_easy_full
"[[4, 9, 1], [0, 5, 2], [7, 2, 1]]",3,1,10_easy_full
"[[6, 5, 1], [2, 8, 2]]",2,4,10_easy_full
"[[7, 2, 1], [9, 4, 2], [9, 3, 1]]",3,75,10_easy_full
"[[0, 5, 1]]",1,499,10_easy_full
"[[5, 6, 1], [9, 4, 2]]",2,234,10_easy_full
"[[6, 4, 1], [9, 1, 2]]",2,1,10_easy_full
"[[5, 9, 1]]",1,997,10_easy_full
"[[7, 5, 1], [9, 4, 2], [9, 3, 1]]",3,325,10_easy_full
"[[9, 2, 1], [2, 2, 2]]",2,3,10_easy_full
"[[6, 6, 1], [9, 8, 2], [9, 4, 1], [9, 9, 2]]",4,68,10_easy_full
"[[6, 6, 1], [7, 2, 2]]",2,1,10_easy_full
"[[7, 2, 1], [8, 7, 2]]",2,1,10_easy_full
"[[5, 5, 1], [9, 4, 2]]",2,127,10_easy_full
"[[4, 7, 1], [6, 5, 2]]",2,6,10_easy_full
"[[9, 2, 1], [5, 5, 2]]",2,2,10_easy_full
"[[9, 2, 1], [5, 3, 2]]",2,2,10_easy_full
"[[5, 2, 1], [9, 9, 2], [9, 8, 1]]",3,73,10_easy_full
"[[6, 2, 1], [8, 5, 2]]",2,1,10_easy_full
"[[1, 9, 1], [1, 8, 2], [4, 9, 1]]",3,61,10_easy_full
"[[4, 9, 1], [0, 5, 2], [1, 9, 1]]",3,39,10_easy_full
"[[5, 5, 1], [5, 4, 2]]",2,23,10_easy_full
"[[4, 7, 1], [5, 5, 2]]",2,92,10_easy_full
"[[1, 9, 1], [1, 8, 2], [0, 2, 1]]",3,1,10_easy_full
"[[7, 5, 1], [5, 4, 2], [4, 4, 1], [9, 8, 2]]",4,12,10_easy_full
