num_unique_first_moves,num_resets,exploit_time,num_moves_win_score,mean_score,num_restarts,userid,solution_time,solved,board_name,size,type,condition,typeSize,median_score,explore_time,number_of_moves
3,3,22.9565,2,5.868641122,3,54f6b927,207.659,solvedCorrect,10_medium_full,10,medium,full,10medium,3.847835876,28.381,25
2,4,6.487333333,4,934.887178,4,76abf978,265.368,validatedCorrect,10_medium_full,10,medium,full,10medium,4.308662601,13.14533333,39
3,4,18.177,2,651.264637,4,81a10227,259.869,validatedCorrect,10_medium_full,10,medium,full,10medium,7.403416925,30.93966667,27
3,1,8.704,3,974.2259248,7,85e50169,394.259,solvedCorrect,10_medium_full,10,medium,full,10medium,9.177999805,10.75,24
2,0,0,0,-820.7410592,3,89fbc220,67.723,validatedCorrect,10_medium_full,10,medium,full,10medium,14.21847506,1.735,9
1,2,43.048,4,1004.358886,2,93c70cc1,335.274,wrong,10_medium_full,10,medium,full,10medium,7.196343504,44.98,18
8,7,10.8265,2,-803.0198926,10,a0a4f4ea,266.525,wrong,10_medium_full,10,medium,full,10medium,10.93948554,19.67366667,30
9,15,12.7015,7,-244.3685423,18,a7b511d6,580.816,wrong,10_medium_full,10,medium,full,10medium,14.72111111,17.15121429,98
4,2,8.373,2,6.636593946,7,b0d5043d,191.525,wrong,10_medium_full,10,medium,full,10medium,6.607161038,10.769,33
2,2,17.577,1,1675.141137,2,b3dbd892,143.328,wrong,10_medium_full,10,medium,full,10medium,8.031148429,18.655,10
2,3,28.182,2,1062.536104,2,b9bbc96c,185.674,solvedCorrect,10_medium_full,10,medium,full,10medium,13.64654571,31.3545,16
6,1,22.24,4,8.315192977,21,c6c100be,527.02,wrong,10_medium_full,10,medium,full,10medium,11.42361111,26.983,74
4,3,20.605,1,1823.497477,4,e0a10efa,150.483,wrong,10_medium_full,10,medium,full,10medium,7.096543829,36.2645,8
8,9,7.889,3,-377.2571683,11,e3a4effd,267.22,solvedCorrect,10_medium_full,10,medium,full,10medium,4.836944444,18.82625,43
5,8,19.252,5,609.6778269,8,f8e11654,430.02,wrong,10_medium_full,10,medium,full,10medium,8.079000842,25.46,42
3,3,8.838,2,632.3773876,3,19b680e2,203.225,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,11.69444444,14.8275,13
15,54,7.767285714,3,-1558.88677,36,29e72a67,567.541,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,1.43122449,14.33628571,115
6,14,12.54525,12,1162.380514,14,33a74451,499.696,wrong,10_medium_pruned,10,medium,pruned,10medium,13.08277778,17.612,64
2,1,2.586,2,1120.853403,3,43c516b5,113.185,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,13.52735261,6.301,13
4,1,11.888,1,876.9933819,7,5efbf191,151.334,wrong,10_medium_pruned,10,medium,pruned,10medium,11.52083333,12.596,15
3,1,0,3,2232.004052,5,6db76212,232.394,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,14.96895809,2.717,13
8,10,6.58225,3,-476.7831114,10,76f6a1e9,313.985,wrong,10_medium_pruned,10,medium,pruned,10medium,4.629198081,21.182625,52
4,5,27.82025,4,9.123606741,7,93ebead7,410.195,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,11.087654,33.50675,40
5,4,2.531,2,3341.659373,5,94a4f5d4,112.219,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,14.40284014,4.344333333,11
2,4,8.1805,2,1440.917808,3,95e69707,212.619,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,18.90150227,12.991,11
5,10,17.43966667,9,1507.643209,10,9da51cdd,311.772,solvedCorrect,10_medium_pruned,10,medium,pruned,10medium,10.54833545,20.16966667,50
8,4,5.788,4,145.8703844,30,9dd11e8e,584.185,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,11.00169689,22.670125,49
1,2,7.622,1,919.1352187,2,a9cbcabb,75.564,wrong,10_medium_pruned,10,medium,pruned,10medium,8.265539488,10.083,9
3,3,3.3615,1,849.2661761,4,abd12ee2,186.299,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,24.01406084,8.48,9
6,8,15.74755556,4,10.54917111,10,b0c6f3a8,451.68,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,8.076122449,26.595,47
3,1,21.656,2,2009.102356,5,bdd7483e,532.439,solvedCorrect,10_medium_pruned,10,medium,pruned,10medium,14.40284014,25.487,7
4,5,9.7895,4,844.1673183,6,cefc077d,198.167,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,22.94333333,12.77775,19
7,1,9.538,3,408.3605791,16,d0f687f1,600.417,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,13.08277778,27.015,38
3,1,0,4,2011.299386,8,e9b10766,319.859,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,27.64446923,1.459,15
12,20,5.555181818,1,-152.7282597,34,ecefd3a0,557.659,validatedCorrect,10_medium_pruned,10,medium,pruned,10medium,8.998118383,16.47390909,87
3,4,7.267333333,4,1745.431559,4,eefbf52d,196.111,wrong,10_medium_pruned,10,medium,pruned,10medium,9.177999805,17.31766667,19
