userid,board_name,board_size,board_type,condition,fitted_heuristic,blocking_score,win_score,density,linear,non-linear,interaction,blocking,interaction_blind,blocking_blind,correctness,correct
40a74de0,6_easy_full,6,easy,full,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
40f6b779,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
41bad9a2,10_hard_pruned,10,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
42f75809,10_medium_pruned,10,medium,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
43c516b5,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
43cad2c3,10_medium_pruned,10,medium,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
43dbc360,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
44a4fa14,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
44b696ef,10_easy_pruned,10,easy,pruned,interaction,10,100,0,0,0,1,0,0,0,wrong,0
46c12352,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
46dad3ed,6_easy_pruned,6,easy,pruned,density,10,100,1,0,0,0,0,0,0,solvedCorrect,0
47dbc824,10_easy_pruned,10,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
48c70a00,6_easy_pruned,6,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
48ec02bc,10_medium_full,10,medium,full,blocking,10,100,0,0,0,0,1,0,0,solvedCorrect,0
49c72e9b,6_hard_pruned,6,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
4bca7fc9,6_hard_pruned,6,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
4bfffc8c,10_hard_pruned,10,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
4cb73467,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
4cffe209,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
4dc50d03,6_easy_pruned,6,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
4de4f27d,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
4dfbc07c,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
4eb4f441,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
4ecfea32,10_easy_pruned,10,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
4ed755f1,6_easy_full,6,easy,full,interaction_blind,10,100,0,0,0,0,0,1,0,solvedCorrect,0
4fb692a0,10_easy_pruned,10,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
4fba815c,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
4ffbe4e0,10_medium_full,10,medium,full,density,10,100,1,0,0,0,0,0,0,wrong,0
50f6b001,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
53d72c88,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
54d4fd9d,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
54f6b927,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
55a709fd,6_easy_pruned,6,easy,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
55c68fc5,10_easy_full,10,easy,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
56e6f5d2,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
58d72aaf,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
58e72ee8,6_easy_pruned,6,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
59d51c4c,6_easy_full,6,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
5acfeabc,6_easy_full,6,easy,full,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
5adff9a5,6_hard_pruned,6,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
5aebf3c2,10_easy_pruned,10,easy,pruned,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
5bc4f225,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
5cd6bb63,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
5dbfe29c,6_hard_pruned,6,hard,pruned,interaction,10,100,0,0,0,1,0,0,0,wrong,0
5de11557,6_easy_full,6,easy,full,non-linear,10,100,0,0,1,0,0,0,0,validatedCorrect,1
5edbbf73,6_hard_full,6,hard,full,interaction,10,100,0,0,0,1,0,0,0,wrong,0
5efbf191,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
62b5140d,6_easy_pruned,6,easy,pruned,linear,10,100,0,1,0,0,0,0,0,wrong,0
65afea1f,6_hard_pruned,6,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
65f68460,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
67abc3ab,6_easy_pruned,6,easy,pruned,density,10,100,1,0,0,0,0,0,0,validatedCorrect,1
67abf219,6_easy_pruned,6,easy,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
67eac875,6_hard_full,6,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
67f69d24,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
69bad0fe,6_hard_full,6,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
6aa4f436,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,solvedCorrect,0
6ac7311a,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
6bb10472,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
6bca8117,6_easy_full,6,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
6bf51f66,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
6cbbcdf7,6_easy_pruned,6,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
6cc4f8b6,10_easy_full,10,easy,full,interaction,10,100,0,0,0,1,0,0,0,wrong,0
6cd50fc7,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
6db76212,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
6dd103e2,6_hard_pruned,6,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
6dfbeafe,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
6fc70a09,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
70bffd4d,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
70da8cfb,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
71ebc315,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
72caeffe,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
72e6961c,10_medium_full,10,medium,full,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
74e11ee8,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
75bbec9c,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
75ffd9e8,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
76abf978,10_medium_full,10,medium,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
76bfdf0b,10_easy_pruned,10,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
76c104da,10_easy_full,10,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
76f6a1e9,10_medium_pruned,10,medium,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
77ba7edc,10_hard_pruned,10,hard,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
7acbc3e2,6_easy_pruned,6,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
7cc119e0,6_easy_pruned,6,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
7cf6845b,10_hard_full,10,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
7db4f1d2,6_easy_pruned,6,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
7dd704e0,6_hard_pruned,6,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
7dea8d37,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
7ef11f8d,10_hard_pruned,10,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
81a10227,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
81a6c621,10_medium_full,10,medium,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
81c11c9f,6_hard_pruned,6,hard,pruned,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
84dbf4f9,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
85e50169,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
86f6e2cb,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
87b50908,6_hard_full,6,hard,full,interaction,10,100,0,0,0,1,0,0,0,solvedCorrect,0
87cfed83,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
89cbc391,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
89cbfdf9,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
89fbc220,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
8aa6d830,10_hard_pruned,10,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
8ab71c6b,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
8bc69c49,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
8de6a2af,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
8defd34b,10_easy_pruned,10,easy,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
8df4f6e8,6_easy_full,6,easy,full,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
8ea50714,10_hard_pruned,10,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
8fc76287,6_hard_full,6,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
8fcbec83,6_hard_full,6,hard,full,density,10,100,1,0,0,0,0,0,0,wrong,0
91cfd7fb,6_hard_full,6,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
92a70054,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
92a74a76,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
92b722f3,6_hard_full,6,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
92e6f512,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
92f69945,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
93c70cc1,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
93ebead7,10_medium_pruned,10,medium,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
94a4f5d4,10_medium_pruned,10,medium,pruned,blocking,10,100,0,0,0,0,1,0,0,validatedCorrect,1
94abbfb2,6_easy_pruned,6,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
94d6ef33,6_hard_full,6,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
95e69707,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
96abd246,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
96afd320,6_easy_pruned,6,easy,pruned,interaction,10,100,0,0,0,1,0,0,0,validatedCorrect,1
98c10b8a,10_hard_pruned,10,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
98d105c1,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
9adbc2df,6_hard_full,6,hard,full,density,10,100,1,0,0,0,0,0,0,solvedCorrect,0
9ae751bc,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
9ba1165f,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
9befd8ad,10_hard_full,10,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
9bf4f2c6,6_easy_full,6,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
9da51cdd,10_medium_pruned,10,medium,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
9db10b00,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
9dc50a3d,6_hard_full,6,hard,full,linear,10,100,0,1,0,0,0,0,0,wrong,0
9dd11e8e,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
9defd82d,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
9ea4fe94,10_medium_full,10,medium,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
a0a4f4ea,10_medium_full,10,medium,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
a0f4f1bf,6_hard_pruned,6,hard,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
a2c12212,10_easy_pruned,10,easy,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
a2d68973,10_easy_full,10,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
a2ebe618,6_hard_pruned,6,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
a2f6ba1d,6_hard_full,6,hard,full,density,10,100,1,0,0,0,0,0,0,solvedCorrect,0
a3eacaa9,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
a4f74985,10_hard_full,10,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
a5e116c5,10_medium_full,10,medium,full,density,10,100,1,0,0,0,0,0,0,wrong,0
a6bff327,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
a7b511d6,10_medium_full,10,medium,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
a7bfd4fc,10_easy_pruned,10,easy,pruned,density,10,100,1,0,0,0,0,0,0,wrong,0
a9cbcabb,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
aafbd6ab,6_hard_pruned,6,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
abc728e1,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
abd12ee2,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
abdacc98,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
acb11b17,10_easy_pruned,10,easy,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
acc6e9d4,10_easy_full,10,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
acdac85f,10_hard_pruned,10,hard,pruned,blocking,10,100,0,0,0,0,1,0,0,wrong,0
aceaccbc,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
add50f98,10_hard_full,10,hard,full,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
adfac866,6_easy_pruned,6,easy,pruned,linear,10,100,0,1,0,0,0,0,0,wrong,0
aedbea55,6_easy_full,6,easy,full,blocking_blind,10,100,0,0,0,0,0,0,1,validatedCorrect,1
aefbe715,10_easy_full,10,easy,full,density,10,100,1,0,0,0,0,0,0,solvedCorrect,0
b0c6f3a8,10_medium_pruned,10,medium,pruned,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
b0d5043d,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
b0d518a1,6_hard_full,6,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
b0e1157c,6_hard_pruned,6,hard,pruned,interaction,10,100,0,0,0,1,0,0,0,wrong,0
b1ebd3b5,10_hard_full,10,hard,full,blocking_blind,10,100,0,0,0,0,0,0,1,solvedCorrect,0
b3dbd892,10_medium_full,10,medium,full,blocking_blind,10,100,0,0,0,0,0,0,1,wrong,0
b3e4f78d,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
b4a4f22a,10_easy_full,10,easy,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
b4abeb7e,6_easy_full,6,easy,full,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
b5b6dcbc,10_hard_full,10,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
b7a4fe27,6_hard_full,6,hard,full,blocking,10,100,0,0,0,0,1,0,0,wrong,0
b7e510d3,6_easy_pruned,6,easy,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,validatedCorrect,1
b7eae04f,6_easy_full,6,easy,full,non-linear,10,100,0,0,1,0,0,0,0,wrong,0
b8a11f60,6_easy_full,6,easy,full,density,10,100,1,0,0,0,0,0,0,wrong,0
b8a4fbaa,10_easy_full,10,easy,full,linear,10,100,0,1,0,0,0,0,0,wrong,0
b8bac8b7,10_hard_pruned,10,hard,pruned,interaction_blind,10,100,0,0,0,0,0,1,0,wrong,0
