userid,key,value,boardSize,boardType,condition,time
6dd103e2,new_user,6dd103e2,6,pruned,hard,1.51E+12
6dd103e2,experimentalCondition,6_pruned_hard,6,pruned,hard,1.51E+12
6dd103e2,boardSize,6,6,pruned,hard,1.51E+12
6dd103e2,condition,pruned,6,pruned,hard,1.51E+12
6dd103e2,difficulty,hard,6,pruned,hard,1.51E+12
6dd103e2,start_position,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],nextPlayer:1,streak:4,turns:4,winPath:[[[0,2],[2,2],[2,3],[2,0]]],losePath:[[[0,5],[3,2],[2,4]]],winMove:[c6,C6,6c,6C]}",6,pruned,hard,1.51E+12
6dd103e2,education,2,6,pruned,hard,1.51E+12
6dd103e2,gender,female,6,pruned,hard,1.51E+12
6dd103e2,age,34,6,pruned,hard,1.51E+12
6dd103e2,timeInstructions,30174,6,pruned,hard,1.51E+12
6dd103e2,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,hard,1.51E+12
6dd103e2,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,hard,1.51E+12
6dd103e2,clickPos_practice,3_1_1,6,pruned,hard,1.51E+12
6dd103e2,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,hard,1.51E+12
6dd103e2,clickPos_practice,3_4_2,6,pruned,hard,1.51E+12
6dd103e2,clickPos_practice,3_0_1,6,pruned,hard,1.51E+12
6dd103e2,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[1,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,hard,1.51E+12
6dd103e2,quiz2,2,6,pruned,hard,1.51E+12
6dd103e2,quiz1,2,6,pruned,hard,1.51E+12
6dd103e2,quiz5,b4,6,pruned,hard,1.51E+12
6dd103e2,quiz4,c1,6,pruned,hard,1.51E+12
6dd103e2,timeQuiz,108396,6,pruned,hard,1.51E+12
6dd103e2,quiz3,3,6,pruned,hard,1.51E+12
6dd103e2,passedQuiz,TRUE,6,pruned,hard,1.51E+12
6dd103e2,quiz6,b3,6,pruned,hard,1.51E+12
6dd103e2,quiz6v,0,6,pruned,hard,1.51E+12
6dd103e2,start,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,pruned,hard,1.51E+12
6dd103e2,board,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],nextPlayer:1,streak:4,turns:4,winPath:[[[0,2],[2,2],[2,3],[2,0]]],losePath:[[[0,5],[3,2],[2,4]]],winMove:[c6,C6,6c,6C]}",6,pruned,hard,1.51E+12
6dd103e2,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,hard,1.51E+12
