userid,key,value,boardSize,condition,boardType,time,board_name
46e97212,experimentalCondition,6_verify_easy,6,verify,easy,1519350290092,6_easy_verify
46e97212,boardSize,6,6,verify,easy,1519350290095,6_easy_verify
46e97212,difficulty,easy,6,verify,easy,1519350290098,6_easy_verify
46e97212,condition,verify,6,verify,easy,1519350290100,6_easy_verify
46e97212,start_position,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,1,0,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]],nextPlayer:2,streak:4,turns:4,firstMovrRow:3,firstMovrCol:5,winPath:[[[1,5],[2,5],[4,5]]],losePath:[[[0,2],[1,4],[0,5]]],winMove:[f3,F3,3F,3F],nextMove:[f5,F5,5F,5F],firstMove:f3}",6,verify,easy,1519350290103,6_easy_verify
47fdb852,new_user,47fdb852,6,verify,easy,1519630418776,6_easy_verify
47fdb852,experimentalCondition,6_verify_easy,6,verify,easy,1519630418778,6_easy_verify
47fdb852,boardSize,6,6,verify,easy,1519630418781,6_easy_verify
47fdb852,difficulty,easy,6,verify,easy,1519630418783,6_easy_verify
47fdb852,condition,verify,6,verify,easy,1519630418784,6_easy_verify
47fdb852,start_position,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,1,0,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]],nextPlayer:2,streak:4,turns:4,firstMovrRow:3,firstMovrCol:5,winPath:[[[1,5],[2,5],[4,5]]],losePath:[[[0,2],[1,4],[0,5]]],winMove:[f3,F3,3F,3F],nextMove:[f5,F5,5F,5F],firstMove:f3}",6,verify,easy,1519630418784,6_easy_verify
47fdb852,gender,,6,verify,easy,1519630421873,6_easy_verify
47fdb852,education,,6,verify,easy,1519630421876,6_easy_verify
47fdb852,age,,6,verify,easy,1519630421878,6_easy_verify
47fdb852,timeInstructions,1871,6,verify,easy,1519630423750,6_easy_verify
47fdb852,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,verify,easy,1519630423813,6_easy_verify
47fdb852,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[2,0,0,0,0,0],[0,0,0,0,0,0]]",6,verify,easy,1519630432674,6_easy_verify
47fdb852,clickPos_practice,4_0_2,6,verify,easy,1519630432677,6_easy_verify
47fdb852,timeQuiz,9635,6,verify,easy,1519630433387,6_easy_verify
47fdb852,quiz1,0,6,verify,easy,1519630433392,6_easy_verify
47fdb852,quiz2,0,6,verify,easy,1519630433397,6_easy_verify
47fdb852,quiz3,0,6,verify,easy,1519630433399,6_easy_verify
47fdb852,quiz4,,6,verify,easy,1519630433401,6_easy_verify
47fdb852,quiz5,,6,verify,easy,1519630433403,6_easy_verify
47fdb852,quiz6,,6,verify,easy,1519630433405,6_easy_verify
47fdb852,quiz6v,0,6,verify,easy,1519630433409,6_easy_verify
47fdb852,passedQuiz,FALSE,6,verify,easy,1519630433411,6_easy_verify
47fdb852,board,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,1,0,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]],nextPlayer:2,streak:4,turns:4,firstMovrRow:3,firstMovrCol:5,winPath:[[[1,5],[2,5],[4,5]]],losePath:[[[0,2],[1,4],[0,5]]],winMove:[f3,F3,3F,3F],nextMove:[f5,F5,5F,5F],firstMove:f3}",6,verify,easy,1519630433413,6_easy_verify
47fdb852,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,verify,easy,1519630433426,6_easy_verify
47fdb852,start,"[[0,1,0,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]]",6,verify,easy,1519630433447,6_easy_verify
48f344db,new_user,48f344db,6,verify,easy,1518945499176,6_easy_verify
48f344db,experimentalCondition,6_verify_easy,6,verify,easy,1518945499183,6_easy_verify
48f344db,boardSize,6,6,verify,easy,1518945499185,6_easy_verify
48f344db,difficulty,easy,6,verify,easy,1518945499185,6_easy_verify
48f344db,condition,verify,6,verify,easy,1518945499186,6_easy_verify
48f344db,litw,1,6,verify,easy,1518945499187,6_easy_verify
