userid,key,value,boardSize,condition,boardType,time,board_name
10fbf3dd,experimentalCondition,10_full_easy,10,full,easy,1537209309353,10_easy_full
10fbf3dd,boardSize,10,10,full,easy,1537209309353,10_easy_full
10fbf3dd,condition,full,10,full,easy,1537209309354,10_easy_full
10fbf3dd,start_position,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,0],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,0],[1,0,0,0,0,0,0,0,0,0],[1,1,0,0,0,0,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]],nextPlayer:1,streak:5,turns:4,winPath:[[[4,9],[1,9],[2,9],[5,9]],[[1,9],[4,9],[2,9],[5,9]]],losePath:[[[0,5],[1,8],[0,9]],[[1,8],[0,5],[0,9]]],winMove:[j6,J6,6j,6J,j9,J9,9j,9J]}",10,full,easy,1537209309354,10_easy_full
10fbf3dd,difficulty,easy,10,full,easy,1537209309354,10_easy_full
10fbf3dd,gender,,10,full,easy,1537209312816,10_easy_full
10fbf3dd,education,,10,full,easy,1537209312817,10_easy_full
10fbf3dd,age,,10,full,easy,1537209312819,10_easy_full
10fbf3dd,timeInstructions,1486,10,full,easy,1537209314306,10_easy_full
10fbf3dd,start,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,full,easy,1537209314366,10_easy_full
10fbf3dd,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,1,0,0,0,0,0,0,0,0]]",10,full,easy,1537209316064,10_easy_full
10fbf3dd,clickPos_practice,9_1_1,10,full,easy,1537209316064,10_easy_full
10fbf3dd,timeQuiz,2389,10,full,easy,1537209316695,10_easy_full
10fbf3dd,quiz1,0,10,full,easy,1537209316698,10_easy_full
10fbf3dd,quiz2,0,10,full,easy,1537209316698,10_easy_full
10fbf3dd,quiz3,0,10,full,easy,1537209316699,10_easy_full
10fbf3dd,quiz4,,10,full,easy,1537209316700,10_easy_full
10fbf3dd,quiz5,,10,full,easy,1537209316700,10_easy_full
10fbf3dd,quiz6,,10,full,easy,1537209316700,10_easy_full
10fbf3dd,quiz6v,0,10,full,easy,1537209316701,10_easy_full
10fbf3dd,passedQuiz,FALSE,10,full,easy,1537209316702,10_easy_full
10fbf3dd,board,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,0],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,0],[1,0,0,0,0,0,0,0,0,0],[1,1,0,0,0,0,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]],nextPlayer:1,streak:5,turns:4,winPath:[[[4,9],[1,9],[2,9],[5,9]],[[1,9],[4,9],[2,9],[5,9]]],losePath:[[[0,5],[1,8],[0,9]],[[1,8],[0,5],[0,9]]],winMove:[j6,J6,6j,6J,j9,J9,9j,9J]}",10,full,easy,1537209316703,10_easy_full
10fbf3dd,reset_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,full,easy,1537209316717,10_easy_full
10fbf3dd,start,"[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,0],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,0],[1,0,0,0,0,0,0,0,0,0],[1,1,0,0,0,0,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]]",10,full,easy,1537209316745,10_easy_full
10fbf3dd,clickPos,1_9_1,10,full,easy,1537209324430,10_easy_full
10fbf3dd,click,"[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,1],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,0],[1,0,0,0,0,0,0,0,0,0],[1,1,0,0,0,0,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]]",10,full,easy,1537209324430,10_easy_full
10fbf3dd,click,"[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,1],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,2],[1,0,0,0,0,0,0,0,0,0],[1,1,0,0,0,0,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]]",10,full,easy,1537209325041,10_easy_full
10fbf3dd,clickPos,4_9_2,10,full,easy,1537209325041,10_easy_full
10fbf3dd,click,"[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,1],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,2],[1,0,0,0,0,0,0,0,0,0],[1,1,0,0,0,1,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]]",10,full,easy,1537209357771,10_easy_full
10fbf3dd,clickPos,6_5_1,10,full,easy,1537209357772,10_easy_full
10fbf3dd,click,"[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,1],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,0,2,2,0,0,2],[1,0,0,0,2,0,0,0,0,0],[1,1,0,0,0,1,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]]",10,full,easy,1537209376308,10_easy_full
10fbf3dd,clickPos,5_4_2,10,full,easy,1537209376309,10_easy_full
10fbf3dd,click,"[[0,0,0,0,1,0,2,0,0,0],[0,0,0,0,2,1,1,1,0,1],[0,0,0,1,2,2,2,1,0,0],[0,0,0,2,2,1,1,2,1,1],[2,0,0,1,1,2,2,0,0,2],[1,0,0,0,2,0,0,0,0,0],[1,1,0,0,0,1,0,0,0,0],[2,2,0,0,0,0,1,0,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,2,2,2,0,0]]",10,full,easy,1537209378566,10_easy_full
10fbf3dd,clickPos,4_4_1,10,full,easy,1537209378568,10_easy_full
13fa5772,experimentalCondition,10_full_easy,10,full,easy,1555781490437,10_easy_full
13fa5772,new_user,13fa5772,10,full,easy,1555781490437,10_easy_full
13fa5772,boardSize,10,10,full,easy,1555781490437,10_easy_full
13fa5772,condition,full,10,full,easy,1555781490452,10_easy_full
