userid,key,value,boardSize,condition,boardType,time,board_name
19a4ddd1,experimentalCondition,10_full_medium,10,full,medium,1531829713604,10_medium_full
19a4ddd1,difficulty,medium,10,full,medium,1531829713605,10_medium_full
19a4ddd1,boardSize,10,10,full,medium,1531829713605,10_medium_full
19a4ddd1,condition,full,10,full,medium,1531829713606,10_medium_full
19a4ddd1,start_position,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,2,0,0,0,0],[0,0,0,1,1,0,0,0,0,0],[0,0,0,0,2,2,2,1,2,0],[0,0,0,0,0,1,2,2,0,0],[0,0,0,1,0,2,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,2,0,0,0]],nextPlayer:1,streak:5,turns:4,winPath:[[[5,2],[3,2],[4,2],[6,2]],[[3,2],[5,2],[4,2],[6,2]]],losePath:[[[4,1],[3,5],[1,2]],[[3,5],[4,1],[1,2]]],winMove:[c7,c5,C7,C5,7c,5c,7C,5C]}",10,full,medium,1531829713607,10_medium_full
19a4ddd1,gender,,10,full,medium,1531829719979,10_medium_full
19a4ddd1,education,,10,full,medium,1531829719980,10_medium_full
19a4ddd1,age,,10,full,medium,1531829719981,10_medium_full
19a4ddd1,timeInstructions,2196,10,full,medium,1531829722177,10_medium_full
19a4ddd1,start,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,full,medium,1531829722292,10_medium_full
19a4ddd1,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,full,medium,1531829724561,10_medium_full
19a4ddd1,clickPos_practice,3_0_1,10,full,medium,1531829724562,10_medium_full
