userid,key,value,boardSize,condition,boardType,time,board_name
c8b57d5b,experimentalCondition,10_verify_hard,10,verify,hard,1520074075707,10_hard_verify
c8b57d5b,boardSize,10,10,verify,hard,1520074075709,10_hard_verify
c8b57d5b,difficulty,hard,10,verify,hard,1520074075711,10_hard_verify
c8b57d5b,condition,verify,10,verify,hard,1520074075711,10_hard_verify
c8b57d5b,litw,1,10,verify,hard,1520074075712,10_hard_verify
c8b57d5b,start_position,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,2,0,0,0,0,0,0],[0,0,0,1,0,2,0,0,0,0],[0,2,2,0,1,1,1,0,2,0],[0,0,2,1,2,0,0,0,0,0],[0,1,1,0,0,0,0,0,0,0],[0,1,1,0,2,0,0,0,0,0],[0,0,1,0,2,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0],[0,0,2,0,0,2,2,0,0,0],[0,0,0,0,1,0,0,0,0,0]],nextPlayer:2,streak:5,turns:5,firstMovrRow:2,firstMovrCol:4,winPath:[[[2,3],[4,3],[4,4],[4,5]]],losePath:[[[6,0],[2,7],[5,3],[4,0]]],winMove:[e8,E8,8e,8E],nextMove:[d8,D8,8d,8D]}",10,verify,hard,1520074075713,10_hard_verify
c8b57d5b,gender,male,10,verify,hard,1520074156653,10_hard_verify
c8b57d5b,education,2,10,verify,hard,1520074156654,10_hard_verify
c8b57d5b,chess,1,10,verify,hard,1520074156655,10_hard_verify
c8b57d5b,age,65,10,verify,hard,1520074156655,10_hard_verify
c8b57d5b,participated,0,10,verify,hard,1520074156657,10_hard_verify
c8b57d5b,timeInstructions,26619,10,verify,hard,1520074183277,10_hard_verify
c8b57d5b,start,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,1,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,verify,hard,1520074183314,10_hard_verify
c8b57d5b,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,1,1,1,1,2,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,verify,hard,1520074411582,10_hard_verify
c8b57d5b,clickPos_practice,7_5_2,10,verify,hard,1520074411583,10_hard_verify
c8b57d5b,clickPos_practice,7_0_1,10,verify,hard,1520074414902,10_hard_verify
c8b57d5b,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[1,1,1,1,1,2,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,verify,hard,1520074414902,10_hard_verify
c8b57d5b,reset_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,1,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,verify,hard,1520074417167,10_hard_verify
c8b57d5b,timeQuiz,235320,10,verify,hard,1520074418598,10_hard_verify
