userid,key,value,boardSize,condition,boardType,time,board_name
11d4bf94,experimentalCondition,6_full_hard,6,full,hard,1521991572118,6_hard_full
11d4bf94,boardSize,6,6,full,hard,1521991572124,6_hard_full
11d4bf94,difficulty,hard,6,full,hard,1521991572126,6_hard_full
11d4bf94,condition,full,6,full,hard,1521991572130,6_hard_full
11d4bf94,start_position,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],nextPlayer:1,streak:4,turns:5,winPath:[[[0,3],[0,2],[2,2],[2,3],[2,0]]],losePath:[[[3,0],[0,5],[3,2],[2,4]]],winMove:[d6,D6,6d,6D]}",6,full,hard,1521991572131,6_hard_full
11d4bf94,gender,female,6,full,hard,1521991592601,6_hard_full
11d4bf94,education,1,6,full,hard,1521991592604,6_hard_full
11d4bf94,age,26,6,full,hard,1521991592608,6_hard_full
11d4bf94,timeInstructions,26638,6,full,hard,1521991619251,6_hard_full
11d4bf94,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1521991619338,6_hard_full
11d4bf94,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1521991749309,6_hard_full
11d4bf94,clickPos_practice,3_1_1,6,full,hard,1521991749313,6_hard_full
11d4bf94,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1521991780571,6_hard_full
11d4bf94,clickPos_practice,3_4_2,6,full,hard,1521991780573,6_hard_full
11d4bf94,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[1,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1521991785404,6_hard_full
11d4bf94,clickPos_practice,3_0_1,6,full,hard,1521991785406,6_hard_full
11d4bf94,timeQuiz,171541,6,full,hard,1521991790796,6_hard_full
11d4bf94,quiz1,2,6,full,hard,1521991790801,6_hard_full
11d4bf94,quiz2,2,6,full,hard,1521991790810,6_hard_full
11d4bf94,quiz3,3,6,full,hard,1521991790812,6_hard_full
11d4bf94,quiz4,c1,6,full,hard,1521991790814,6_hard_full
11d4bf94,quiz5,b4,6,full,hard,1521991790816,6_hard_full
11d4bf94,quiz6,b3,6,full,hard,1521991790820,6_hard_full
11d4bf94,quiz6v,0,6,full,hard,1521991790823,6_hard_full
11d4bf94,passedQuiz,TRUE,6,full,hard,1521991790826,6_hard_full
11d4bf94,board,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],nextPlayer:1,streak:4,turns:5,winPath:[[[0,3],[0,2],[2,2],[2,3],[2,0]]],losePath:[[[3,0],[0,5],[3,2],[2,4]]],winMove:[d6,D6,6d,6D]}",6,full,hard,1521991790833,6_hard_full
11d4bf94,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1521991790896,6_hard_full
11d4bf94,start,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1521991791049,6_hard_full
