userid,key,value,size,condition,type,time
64f61543,numActionsValidate,0,6,full,hard,1.52208E+12
64f61543,numActionsSolve,14,6,full,hard,1.52208E+12
64f61543,solvedCorrect,FALSE,6,full,hard,1.52208E+12
64f61543,validationTime,76463,6,full,hard,1.52208E+12
64f61543,validatedCorrect,FALSE,6,full,hard,1.52208E+12
64f61543,strategy,"""I played the game out to completion, making o's completely defensive and there is a definite solution """,6,full,hard,1.52208E+12
64f61543,timeStrategy,67719,6,full,hard,1.52208E+12
64f61543,verification_answer,"""0""",6,full,hard,1.52208E+12
64f61543,correct,FALSE,6,full,hard,1.52208E+12
64f61543,best_move,"""a4""",6,full,hard,1.52208E+12
64f61543,confidence,"""5""",6,full,hard,1.52208E+12
64f61543,next_move,"""""",6,full,hard,1.52208E+12
64f61543,timeSolution,161879,6,full,hard,1.52208E+12
64f61543,reset,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""4_4_1""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[2,2,1,2,0,0],[0,1,2,0,0,0],[2,1,1,2,0,0],[2,1,1,1,1,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""4_0_2""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[2,2,1,2,0,0],[0,1,2,0,0,0],[2,1,1,2,0,0],[2,1,1,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""4_2_1""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[2,2,1,2,0,0],[0,1,2,0,0,0],[2,1,1,2,0,0],[0,1,1,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""1_0_2""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[2,2,1,2,0,0],[0,1,2,0,0,0],[2,1,1,2,0,0],[0,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""4_3_1""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,2,0,0,0],[2,1,1,2,0,0],[0,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""2_2_2""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,2,0,0,0],[2,1,1,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""3_2_1""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,1,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""0_5_2""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,1,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""0_2_1""",6,full,hard,1.52208E+12
64f61543,clickPos,"""3_0_2""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,clickPos,"""0_3_1""",6,full,hard,1.52208E+12
64f61543,click,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,start,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
64f61543,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,board,"{""canvasContainerDiv"":""#canvas-container"",""nrows"":6,""ncols"":6,""cellSize"":46,""position"":[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],""nextPlayer"":1,""streak"":4,""turns"":5,""winPath"":[[[0,3],[0,2],[2,2],[2,3],[2,0]]],""losePath"":[[[3,0],[0,5],[3,2],[2,4]]],""winMove"":[""d6"",""D6"",""6d"",""6D""]}",6,full,hard,1.52208E+12
64f61543,passedQuiz,TRUE,6,full,hard,1.52208E+12
64f61543,quiz6v,"""0""",6,full,hard,1.52208E+12
64f61543,quiz6,"""b3""",6,full,hard,1.52208E+12
64f61543,quiz5,"""b4""",6,full,hard,1.52208E+12
64f61543,quiz4,"""c1""",6,full,hard,1.52208E+12
64f61543,quiz3,"""3""",6,full,hard,1.52208E+12
64f61543,quiz2,"""2""",6,full,hard,1.52208E+12
64f61543,quiz1,"""2""",6,full,hard,1.52208E+12
64f61543,timeQuiz,18861,6,full,hard,1.52208E+12
64f61543,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,timeInstructions,6512,6,full,hard,1.52208E+12
64f61543,age,"""33""",6,full,hard,1.52208E+12
64f61543,gender,"""male""",6,full,hard,1.52208E+12
64f61543,education,"""2""",6,full,hard,1.52208E+12
64f61543,quiz6v,"""0""",6,full,hard,1.52208E+12
64f61543,passedQuiz,FALSE,6,full,hard,1.52208E+12
64f61543,quiz6,"""b3""",6,full,hard,1.52208E+12
64f61543,quiz4,"""c1""",6,full,hard,1.52208E+12
64f61543,quiz5,"""b4""",6,full,hard,1.52208E+12
64f61543,quiz1,"""2""",6,full,hard,1.52208E+12
64f61543,quiz3,"""3""",6,full,hard,1.52208E+12
64f61543,quiz2,"""1""",6,full,hard,1.52208E+12
64f61543,timeQuiz,229374,6,full,hard,1.52208E+12
64f61543,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,undoPos_practice,"""3_1_2""",6,full,hard,1.52208E+12
64f61543,undo_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,undo_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,undoPos_practice,"""3_1_1""",6,full,hard,1.52208E+12
64f61543,undo_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,undoPos_practice,"""3_4_2""",6,full,hard,1.52208E+12
64f61543,clickPos_practice,"""3_0_1""",6,full,hard,1.52208E+12
64f61543,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[1,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,clickPos_practice,"""3_4_2""",6,full,hard,1.52208E+12
64f61543,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,clickPos_practice,"""3_1_1""",6,full,hard,1.52208E+12
64f61543,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
64f61543,timeInstructions,66293,6,full,hard,1.52208E+12
64f61543,age,"""33""",6,full,hard,1.52208E+12
64f61543,education,"""2""",6,full,hard,1.52208E+12
64f61543,gender,"""male""",6,full,hard,1.52208E+12
64f61543,start_position,"{""canvasContainerDiv"":""#canvas-container"",""nrows"":6,""ncols"":6,""cellSize"":46,""position"":[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],""nextPlayer"":1,""streak"":4,""turns"":5,""winPath"":[[[0,3],[0,2],[2,2],[2,3],[2,0]]],""losePath"":[[[3,0],[0,5],[3,2],[2,4]]],""winMove"":[""d6"",""D6"",""6d"",""6D""]}",6,full,hard,1.52208E+12
64f61543,condition,"""full""",6,full,hard,1.52208E+12
64f61543,boardSize,6,6,full,hard,1.52208E+12
64f61543,difficulty,"""hard""",6,full,hard,1.52208E+12
64f61543,experimentalCondition,"""6_full_hard""",6,full,hard,1.52208E+12
64f61543,new_user,"""64f61543""",6,full,hard,1.52208E+12
ead61455,numActionsValidate,0,6,full,hard,1.52208E+12
ead61455,numActionsSolve,18,6,full,hard,1.52208E+12
ead61455,solvedCorrect,FALSE,6,full,hard,1.52208E+12
ead61455,validatedCorrect,FALSE,6,full,hard,1.52208E+12
ead61455,validationTime,27800,6,full,hard,1.52208E+12
ead61455,strategy,"""I looked at the best location to place my first X and then worked it out from there by trail and error.""",6,full,hard,1.52208E+12
ead61455,timeStrategy,21928,6,full,hard,1.52208E+12
ead61455,correct,FALSE,6,full,hard,1.52208E+12
ead61455,verification_answer,"""0""",6,full,hard,1.52208E+12
ead61455,confidence,"""5""",6,full,hard,1.52208E+12
ead61455,best_move,"""d4""",6,full,hard,1.52208E+12
ead61455,next_move,"""""",6,full,hard,1.52208E+12
ead61455,timeSolution,126302,6,full,hard,1.52208E+12
ead61455,clickPos,"""1_4_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,1,0],[0,1,2,1,0,0],[0,1,1,2,1,0],[0,1,0,0,0,2],[2,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""5_0_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,1,0,0],[0,1,1,2,1,0],[0,1,0,0,0,2],[2,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""3_2_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,1,0,0],[0,1,1,2,1,0],[0,1,0,0,0,2],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""4_5_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,1,0,0],[0,1,0,2,1,0],[0,1,0,0,0,2],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""3_4_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,1,0,0],[0,1,0,2,1,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""2_2_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,1,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""2_3_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,reset,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[0,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,undoPos,"""4_3_1""",6,full,hard,1.52208E+12
ead61455,undo,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[0,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,undoPos,"""1_0_2""",6,full,hard,1.52208E+12
ead61455,undo,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[1,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,undoPos,"""4_0_1""",6,full,hard,1.52208E+12
ead61455,undo,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[1,1,2,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,undoPos,"""4_2_2""",6,full,hard,1.52208E+12
ead61455,undo,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[1,1,1,2,0,0],[1,1,2,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,undoPos,"""3_0_1""",6,full,hard,1.52208E+12
ead61455,clickPos,"""2_0_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[2,1,2,0,0,0],[1,1,1,2,0,0],[1,1,2,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[1,1,1,2,0,0],[1,1,2,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""3_0_1""",6,full,hard,1.52208E+12
ead61455,clickPos,"""4_2_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[1,1,2,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""4_0_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[1,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""1_0_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[2,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[0,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""4_3_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[0,1,0,1,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""2_2_2""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,2,0,0,0],[0,1,1,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,clickPos,"""3_2_1""",6,full,hard,1.52208E+12
ead61455,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,1,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,start,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
ead61455,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
ead61455,board,"{""canvasContainerDiv"":""#canvas-container"",""nrows"":6,""ncols"":6,""cellSize"":46,""position"":[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],""nextPlayer"":1,""streak"":4,""turns"":5,""winPath"":[[[0,3],[0,2],[2,2],[2,3],[2,0]]],""losePath"":[[[3,0],[0,5],[3,2],[2,4]]],""winMove"":[""d6"",""D6"",""6d"",""6D""]}",6,full,hard,1.52208E+12
ead61455,passedQuiz,TRUE,6,full,hard,1.52208E+12
ead61455,quiz6v,"""0""",6,full,hard,1.52208E+12
ead61455,quiz6,"""b3""",6,full,hard,1.52208E+12
ead61455,quiz5,"""b4""",6,full,hard,1.52208E+12
ead61455,quiz4,"""c1""",6,full,hard,1.52208E+12
ead61455,quiz3,"""3""",6,full,hard,1.52208E+12
ead61455,quiz2,"""2""",6,full,hard,1.52208E+12
ead61455,quiz1,"""2""",6,full,hard,1.52208E+12
ead61455,timeQuiz,130175,6,full,hard,1.52208E+12
ead61455,clickPos_practice,"""3_0_1""",6,full,hard,1.52208E+12
ead61455,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[1,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
ead61455,clickPos_practice,"""3_4_2""",6,full,hard,1.52208E+12
ead61455,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,2,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
ead61455,clickPos_practice,"""3_1_1""",6,full,hard,1.52208E+12
ead61455,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
ead61455,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1.52208E+12
ead61455,timeInstructions,16929,6,full,hard,1.52208E+12
ead61455,age,"""41""",6,full,hard,1.52208E+12
ead61455,education,"""1""",6,full,hard,1.52208E+12
ead61455,gender,"""female""",6,full,hard,1.52208E+12
ead61455,start_position,"{""canvasContainerDiv"":""#canvas-container"",""nrows"":6,""ncols"":6,""cellSize"":46,""position"":[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],""nextPlayer"":1,""streak"":4,""turns"":5,""winPath"":[[[0,3],[0,2],[2,2],[2,3],[2,0]]],""losePath"":[[[3,0],[0,5],[3,2],[2,4]]],""winMove"":[""d6"",""D6"",""6d"",""6D""]}",6,full,hard,1.52208E+12
ead61455,condition,"""full""",6,full,hard,1.52208E+12
ead61455,difficulty,"""hard""",6,full,hard,1.52208E+12
ead61455,boardSize,6,6,full,hard,1.52208E+12
ead61455,experimentalCondition,"""6_full_hard""",6,full,hard,1.52208E+12
ead61455,new_user,"""ead61455""",6,full,hard,1.52208E+12
6ee61190,numActionsValidate,0,6,full,hard,1.52208E+12
6ee61190,numActionsSolve,69,6,full,hard,1.52208E+12
6ee61190,solvedCorrect,FALSE,6,full,hard,1.52208E+12
6ee61190,validationTime,61982,6,full,hard,1.52208E+12
6ee61190,validatedCorrect,FALSE,6,full,hard,1.52208E+12
6ee61190,strategy,"""I just went through all kinds of moves to find one that I know x would win first.""",6,full,hard,1.52208E+12
6ee61190,timeStrategy,57682,6,full,hard,1.52208E+12
6ee61190,correct,FALSE,6,full,hard,1.52208E+12
6ee61190,confidence,"""3""",6,full,hard,1.52208E+12
6ee61190,verification_answer,"""0""",6,full,hard,1.52208E+12
6ee61190,best_move,"""a3""",6,full,hard,1.52208E+12
6ee61190,next_move,"""""",6,full,hard,1.52208E+12
6ee61190,timeSolution,256475,6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[1,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""3_0_1""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[1,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""0_3_2""",6,full,hard,1.52208E+12
6ee61190,undoPos,"""2_3_1""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,0,2,2,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""3_4_2""",6,full,hard,1.52208E+12
6ee61190,undoPos,"""3_2_1""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,1,2,2,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""5_0_2""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,1,2,2,0],[0,1,0,0,0,0],[2,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""1_4_1""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,2,1,0],[0,2,1,2,1,0],[0,1,0,1,0,0],[1,1,1,2,2,0],[0,1,0,0,0,0],[2,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,1,2,2,0],[0,1,0,0,0,0],[2,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""5_0_2""",6,full,hard,1.52208E+12
6ee61190,clickPos,"""3_2_1""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,1,2,2,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""3_4_2""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,0,2,2,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""2_3_1""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,1,0,0],[1,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,2,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[1,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""0_3_2""",6,full,hard,1.52208E+12
6ee61190,clickPos,"""3_0_1""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[1,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""3_4_2""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,1,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""3_4_1""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,2,0],[0,1,0,2,1,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""2_4_2""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,2,0],[0,1,0,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""4_2_1""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,2,0],[0,1,2,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""3_2_2""",6,full,hard,1.52208E+12
6ee61190,undo,"[[0,2,0,0,1,0],[0,2,1,2,0,1],[0,1,0,0,2,0],[0,1,2,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,undoPos,"""1_5_1""",6,full,hard,1.52208E+12
6ee61190,clickPos,"""2_3_2""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,1],[0,1,0,2,2,0],[0,1,2,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""1_5_1""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,1],[0,1,0,0,2,0],[0,1,2,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,2,0],[0,1,2,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""3_2_2""",6,full,hard,1.52208E+12
6ee61190,clickPos,"""4_2_1""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,2,0],[0,1,0,2,1,0],[0,1,1,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""2_4_2""",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,2,0],[0,1,0,2,1,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,click,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,1,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1.52208E+12
6ee61190,clickPos,"""3_4_1""",6,full,hard,1.52208E+12
