userid,key,value,boardSize,condition,boardType,time
10b1a98b,experimentalCondition,10_pruned_medium,10,pruned,medium,1562093963385
10b1a98b,difficulty,medium,10,pruned,medium,1562093963386
10b1a98b,boardSize,10,10,pruned,medium,1562093963386
10b1a98b,condition,pruned,10,pruned,medium,1562093963387
10b1a98b,start_position,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,2,0,0,0,0],[0,0,1,1,1,2,0,0,0,0],[0,0,0,0,2,2,2,1,2,0],[0,0,0,0,0,1,2,2,0,0],[0,0,0,1,0,2,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,2,0,0,0]],nextPlayer:1,streak:5,turns:3,winPath:[[[5,2],[4,2],[6,2]]],losePath:[[[4,1],[1,2]]],winMove:[c5,C5,5c,5C]}",10,pruned,medium,1562093963387
10b1a98b,gender,female,10,pruned,medium,1562093976603
10b1a98b,education,2,10,pruned,medium,1562093976604
10b1a98b,age,29,10,pruned,medium,1562093976605
10d2eb59,new_user,10d2eb59,10,pruned,medium,1562176345044
10d2eb59,experimentalCondition,10_pruned_medium,10,pruned,medium,1562176345048
10d2eb59,boardSize,10,10,pruned,medium,1562176345051
10d2eb59,difficulty,medium,10,pruned,medium,1562176345055
10d2eb59,condition,pruned,10,pruned,medium,1562176345057
10d2eb59,start_position,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,1,0,0,2,0,0,0,0],[0,0,1,1,1,2,0,0,0,0],[0,0,0,0,2,2,2,1,2,0],[0,0,0,0,0,1,2,2,0,0],[0,0,0,1,0,2,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,2,0,0,0]],nextPlayer:1,streak:5,turns:3,winPath:[[[5,2],[4,2],[6,2]]],losePath:[[[4,1],[1,2]]],winMove:[c5,C5,5c,5C]}",10,pruned,medium,1562176345060
10d2eb59,gender,female,10,pruned,medium,1562176355581
10d2eb59,education,3,10,pruned,medium,1562176355582
10d2eb59,age,25,10,pruned,medium,1562176355587
10d2eb59,timeInstructions,6209,10,pruned,medium,1562176361801
10d2eb59,start,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,pruned,medium,1562176361874
10d2eb59,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,1,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,pruned,medium,1562176440450
10d2eb59,clickPos_practice,7_1_1,10,pruned,medium,1562176440452
