num,userid,time,key,value
1532,46d21d31,1.35372E+12,education,"""1"""
1533,46d21d31,1.35372E+12,age,"""59"""
1539,46d21d31,1.35372E+12,timeInstructions,38949
1564,46d21d31,1.35372E+12,timeQuiz,85877
1559,46d21d31,1.35372E+12,quiz1,"""2"""
1561,46d21d31,1.35372E+12,quiz2,"""2"""
1562,46d21d31,1.35372E+12,quiz3,"""1"""
1563,46d21d31,1.35372E+12,quiz4,"""c1"""
1560,46d21d31,1.35372E+12,quiz5,"""b4"""
1565,46d21d31,1.35372E+12,passedQuiz,FALSE
1569,46d21d31,1.35372E+12,gender,"""female"""
1570,46d21d31,1.35372E+12,education,"""1"""
1571,46d21d31,1.35372E+12,age,"""59"""
1576,46d21d31,1.35372E+12,timeInstructions,18154
1648,46d21d31,1.35372E+12,timeQuiz,156484
1649,46d21d31,1.35372E+12,quiz1,"""2"""
1650,46d21d31,1.35372E+12,quiz2,"""2"""
1651,46d21d31,1.35372E+12,quiz3,"""1"""
1652,46d21d31,1.35372E+12,quiz4,"""1c"""
1653,46d21d31,1.35372E+12,quiz5,"""4b"""
1654,46d21d31,1.35372E+12,passedQuiz,FALSE
1655,46d21d31,1.35372E+12,gender,"""female"""
1656,46d21d31,1.35372E+12,education,"""1"""
1658,46d21d31,1.35372E+12,age,"""59"""
1,47aae703,1355278083947,new_user,"""47aae703"""
2589,47cb18bb,1355290811089,new_user,"""47cb18bb"""
2590,47cb18bb,1355290825581,gender,"""female"""
2592,47cb18bb,1355290825583,education,"""2"""
2591,47cb18bb,1355290825585,age,"""40"""
2593,47cb18bb,1355290858307,timeInstructions,32721
2597,47cb18bb,1355290909971,timeQuiz,51662
2595,47cb18bb,1355290909973,quiz1,"""2"""
2594,47cb18bb,1355290909974,quiz2,"""2"""
2596,47cb18bb,1355290909976,quiz3,"""3"""
2598,47cb18bb,1355290909977,quiz4,"""c1"""
2599,47cb18bb,1355290909979,quiz5,"""4b"""
2600,47cb18bb,1355290909980,passedQuiz,FALSE
2602,47cb18bb,1355290914347,gender,"""female"""
2603,47cb18bb,1355290914347,education,"""2"""
2601,47cb18bb,1355290914349,age,"""40"""
2604,47cb18bb,1355290927575,timeInstructions,13224
2610,47cb18bb,1355290961274,timeQuiz,33697
2608,47cb18bb,1355290961275,quiz1,"""2"""
2606,47cb18bb,1355290961277,quiz2,"""2"""
2605,47cb18bb,1355290961279,quiz3,"""3"""
2607,47cb18bb,1355290961280,quiz4,"""c1"""
2609,47cb18bb,1355290961281,quiz5,"""4b"""
2611,47cb18bb,1355290961282,passedQuiz,FALSE
2612,47cb18bb,1355290966102,gender,"""female"""
2613,47cb18bb,1355290966104,education,"""2"""
2614,47cb18bb,1355290966105,age,"""40"""
2615,47cb18bb,1355290969052,timeInstructions,2945
2620,47cb18bb,1355291016918,timeQuiz,47864
2621,47cb18bb,1355291016920,quiz1,"""2"""
2617,47cb18bb,1355291016923,quiz2,"""2"""
2616,47cb18bb,1355291016924,quiz3,"""3"""
2619,47cb18bb,1355291016926,quiz4,"""c1"""
2618,47cb18bb,1355291016927,quiz5,"""b4"""
2622,47cb18bb,1355291016928,passedQuiz,TRUE
2625,47cb18bb,1355291019195,timeSolution,2266
2623,47cb18bb,1355291019197,best_move,""""""
2624,47cb18bb,1355291019199,solution,""" """
1424,48a219f0,1.35372E+12,new_user,"""48a219f0"""
1425,48a219f0,1.35372E+12,gender,"""male"""
1426,48a219f0,1.35372E+12,age,"""23"""
1427,48a219f0,1.35372E+12,education,"""2"""
1428,48a219f0,1.35372E+12,timeInstructions,33661
1429,48a219f0,1.35372E+12,quiz1,"""2"""
1430,48a219f0,1.35372E+12,quiz3,"""3"""
1431,48a219f0,1.35372E+12,quiz4,"""c1"""
1432,48a219f0,1.35372E+12,timeQuiz,38061
1433,48a219f0,1.35372E+12,quiz2,"""2"""
1434,48a219f0,1.35372E+12,quiz5,"""b4"""
1435,48a219f0,1.35372E+12,passedQuiz,TRUE
1436,48a219f0,1.35372E+12,start,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1437,48a219f0,1.35372E+12,timeSolution,104147
1439,48a219f0,1.35372E+12,best_move,"""d4"""
1438,48a219f0,1.35372E+12,solution,""" d4 is the most efficient move because x would have no move to block a win by o."""
1339,4abaffa3,1355284387422,new_user,"""4abaffa3"""
1346,4abaffa3,1355284407062,gender,"""female"""
1347,4abaffa3,1355284407068,education,"""1"""
1345,4abaffa3,1355284407072,age,"""28"""
1349,4abaffa3,1355284443388,timeInstructions,36312
1354,4abaffa3,1355284503508,timeQuiz,60116
1353,4abaffa3,1355284503512,quiz1,"""2"""
1352,4abaffa3,1355284503516,quiz2,"""2"""
1351,4abaffa3,1355284503520,quiz3,"""3"""
1355,4abaffa3,1355284503523,quiz4,"""c1"""
1350,4abaffa3,1355284503528,quiz5,"""b4"""
1356,4abaffa3,1355284503531,passedQuiz,TRUE
1357,4abaffa3,1355284503706,start,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1362,4abaffa3,1355284561897,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1363,4abaffa3,1355284565742,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,1,0],[0,0,0,0,0,0]]"
1365,4abaffa3,1355284567225,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,2,1,1,1,0],[0,0,0,0,0,0]]"
1366,4abaffa3,1355284568383,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,0],[0,0,0,0,0,0]]"
1368,4abaffa3,1355284575993,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,0],[0,0,0,0,0,0]]"
1372,4abaffa3,1355284592303,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1374,4abaffa3,1355284605275,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1375,4abaffa3,1355284607542,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,1],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1383,4abaffa3,1355284613159,click,"[[0,2,2,1,0,0],[0,1,2,2,2,0],[2,1,1,1,2,0],[1,0,2,2,1,1],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1390,4abaffa3,1355284614980,click,"[[0,2,2,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,0,2,2,1,1],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1393,4abaffa3,1355284619822,click,"[[0,2,2,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,0,2,2,1,1],[2,0,1,1,2,0],[0,0,0,0,0,0]]"
1394,4abaffa3,1355284627679,click,"[[1,2,2,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,0,2,2,1,1],[2,0,1,1,2,0],[0,0,0,0,0,0]]"
1395,4abaffa3,1355284629226,click,"[[1,2,2,1,0,0],[2,1,2,2,2,1],[2,1,1,1,2,0],[1,0,2,2,1,1],[2,0,1,1,2,0],[0,0,0,0,0,0]]"
1396,4abaffa3,1355284630927,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1397,4abaffa3,1355284637105,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1403,4abaffa3,1355284642884,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1404,4abaffa3,1355284647106,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,2,0],[0,0,0,0,0,0]]"
1405,4abaffa3,1355284650659,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1407,4abaffa3,1355284660610,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1408,4abaffa3,1355284664090,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,0,1,1,1,0],[0,0,0,0,0,0]]"
1409,4abaffa3,1355284668999,click,"[[0,2,0,1,0,0],[2,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,0,1,1,1,0],[0,0,0,0,0,0]]"
1410,4abaffa3,1355284673443,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1412,4abaffa3,1355284679706,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,2,0],[0,0,0,0,0,0]]"
1413,4abaffa3,1355284680674,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,1,1,1,2,0],[0,0,0,0,0,0]]"
1414,4abaffa3,1355284683696,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,1,1,1,2,0],[0,0,0,0,0,0]]"
1415,4abaffa3,1355284685215,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,1,1,1,2,0],[0,0,0,0,0,0]]"
1416,4abaffa3,1355284687256,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,2],[2,1,1,1,2,0],[0,0,0,0,0,0]]"
1428,4abaffa3,1355284711364,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1429,4abaffa3,1355284715269,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1430,4abaffa3,1355284718451,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1431,4abaffa3,1355284719963,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,2,1,1,0,0],[0,0,0,0,0,0]]"
1432,4abaffa3,1355284721356,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,0,0],[0,0,0,0,0,0]]"
1433,4abaffa3,1355284726533,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1436,4abaffa3,1355284740736,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,2],[0,0,0,0,0,0]]"
1437,4abaffa3,1355284741830,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,1,2],[0,0,0,0,0,0]]"
1438,4abaffa3,1355284746207,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1439,4abaffa3,1355284754962,click,"[[0,2,0,1,0,0],[1,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1477,4abaffa3,1355284872139,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1478,4abaffa3,1355284873327,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,2],[0,0,0,0,0,0]]"
1479,4abaffa3,1355284874521,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,0,1,1,0,2],[0,0,0,0,0,0]]"
1480,4abaffa3,1355284876034,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,0,2],[0,0,0,0,0,0]]"
1482,4abaffa3,1355284886308,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1485,4abaffa3,1355284896752,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1490,4abaffa3,1355284898645,timeSolution,395110
1489,4abaffa3,1355284898649,best_move,"""f2"""
1488,4abaffa3,1355284898651,solution,""" the player with the o's have to fill in 2 spaces where the x's can't get tic tack toe and then use the last 2 moves to get 4 in a row in the upper right corner."""
1487,4abaffa3,1355284898699,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1503,4abaffa3,1355284912728,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1504,4abaffa3,1355284917746,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1518,4abaffa3,1355284942742,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1520,4abaffa3,1355284946742,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1521,4abaffa3,1355284947568,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,0,0],[0,0,0,0,0,0]]"
1522,4abaffa3,1355284950016,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,1,0],[0,0,0,0,0,0]]"
1527,4abaffa3,1355284951409,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1529,4abaffa3,1355284954046,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,1],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1530,4abaffa3,1355284955441,click,"[[2,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,2],[1,1,2,2,1,1],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1532,4abaffa3,1355284959209,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1537,4abaffa3,1355284964605,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1539,4abaffa3,1355284968240,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1540,4abaffa3,1355284969981,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,0,0],[0,0,0,0,0,0]]"
1541,4abaffa3,1355284971926,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,1,0],[0,0,0,0,0,0]]"
1542,4abaffa3,1355284973119,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1546,4abaffa3,1355284975636,click,"[[0,2,2,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,1],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1549,4abaffa3,1355284985710,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1550,4abaffa3,1355284988453,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1557,4abaffa3,1355284991957,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1561,4abaffa3,1355284994917,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1562,4abaffa3,1355284995510,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,2,2,2,1,2],[2,1,1,1,0,0],[0,0,0,0,0,0]]"
1566,4abaffa3,1355285003959,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1567,4abaffa3,1355285007354,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1574,4abaffa3,1355285009524,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1582,4abaffa3,1355285017140,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,0,2],[0,0,0,0,0,0]]"
1585,4abaffa3,1355285026757,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,0,1,1,1,2],[0,0,0,0,0,0]]"
1586,4abaffa3,1355285028438,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1587,4abaffa3,1355285030619,click,"[[0,2,1,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1590,4abaffa3,1355285037909,click,"[[0,2,1,1,0,0],[0,1,2,2,2,0],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1591,4abaffa3,1355285039086,click,"[[0,2,1,1,1,0],[0,1,2,2,2,0],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1592,4abaffa3,1355285040879,click,"[[0,2,1,1,1,2],[0,1,2,2,2,0],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1593,4abaffa3,1355285042250,click,"[[0,2,1,1,1,2],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1594,4abaffa3,1355285046429,click,"[[0,2,1,1,1,2],[0,1,2,2,2,1],[2,1,1,1,2,2],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1596,4abaffa3,1355285048502,click,"[[0,2,1,1,1,2],[0,1,2,2,2,1],[2,1,1,1,2,2],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,0,1]]"
1607,4abaffa3,1355285063829,click,"[[0,2,1,1,1,2],[0,1,2,2,2,1],[2,1,1,1,2,2],[1,1,2,2,1,2],[2,2,1,1,1,2],[0,0,0,0,2,1]]"
1611,4abaffa3,1355285066118,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1612,4abaffa3,1355285068463,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,2],[0,0,0,0,0,0]]"
1613,4abaffa3,1355285072041,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,1,2],[0,0,0,0,0,0]]"
1614,4abaffa3,1355285075262,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1615,4abaffa3,1355285083149,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,1,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1616,4abaffa3,1355285086232,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1617,4abaffa3,1355285087155,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,2],[0,0,0,0,0,0]]"
1618,4abaffa3,1355285095997,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,1,2],[0,0,0,0,0,0]]"
1619,4abaffa3,1355285100923,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,0,0,0,0]]"
1624,4abaffa3,1355285116140,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,1,0,0,0]]"
1626,4abaffa3,1355285120381,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,2],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,1,0,0,0]]"
1635,4abaffa3,1355285139462,click,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,2],[1,0,2,2,1,0],[2,2,1,1,1,2],[0,0,1,1,0,0]]"
1675,4abaffa3,1355285249055,vote.own,TRUE
1676,4abaffa3,1355285249058,vote.A,TRUE
1673,4abaffa3,1355285249060,vote.B,FALSE
1677,4abaffa3,1355285249064,explanationVote,"""Honestly, I believe all the solutions could work because it is impossible to predict exactly  where a player may move but the two I checked can be made in fewer moves."""
1674,4abaffa3,1355285249067,timeVote,350411
1088,4da21379,1.35372E+12,new_user,"""4da21379"""
1089,4da21379,1.35372E+12,gender,"""male"""
1091,4da21379,1.35372E+12,education,"""3"""
1090,4da21379,1.35372E+12,age,"""39"""
1092,4da21379,1.35372E+12,timeInstructions,14336
1104,4da21379,1.35372E+12,timeQuiz,41225
1105,4da21379,1.35372E+12,quiz1,"""2"""
1107,4da21379,1.35372E+12,quiz2,"""2"""
1106,4da21379,1.35372E+12,quiz3,"""1"""
1103,4da21379,1.35372E+12,quiz4,"""c1"""
1108,4da21379,1.35372E+12,quiz5,"""b4"""
1111,4da21379,1.35372E+12,passedQuiz,FALSE
1113,4da21379,1.35372E+12,gender,"""male"""
1112,4da21379,1.35372E+12,education,"""3"""
1114,4da21379,1.35372E+12,age,"""39"""
1120,4da21379,1.35372E+12,timeInstructions,14362
1126,4da21379,1.35372E+12,timeQuiz,13307
1129,4da21379,1.35372E+12,quiz1,"""2"""
1130,4da21379,1.35372E+12,quiz2,"""2"""
1127,4da21379,1.35372E+12,quiz3,"""3"""
1128,4da21379,1.35372E+12,quiz4,"""c1"""
1131,4da21379,1.35372E+12,quiz5,"""b4"""
1133,4da21379,1.35372E+12,passedQuiz,TRUE
1132,4da21379,1.35372E+12,start,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1134,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,2,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1135,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1136,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1137,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,1,1,1,0,0],[0,0,0,0,0,0]]"
1138,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,1,1,1,2,0],[0,0,0,0,0,0]]"
1139,4da21379,1.35372E+12,click,"[[0,2,0,1,1,0],[0,1,2,2,2,1],[2,1,1,1,2,0],[1,2,2,2,1,0],[2,1,1,1,2,0],[0,0,0,0,0,0]]"
1140,4da21379,1.35372E+12,reset,"[[0,2,0,1,0,0],[0,1,2,2,0,0],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1143,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,0,2],[2,1,1,1,2,0],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1150,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,0,2],[2,1,1,1,2,1],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1152,4da21379,1.35372E+12,click,"[[0,2,0,1,0,0],[0,1,2,2,2,2],[2,1,1,1,2,1],[1,0,2,2,1,0],[2,0,1,1,0,0],[0,0,0,0,0,0]]"
1158,4da21379,1.35372E+12,timeSolution,121559
1160,4da21379,1.35372E+12,best_move,"""f5"""
1159,4da21379,1.35372E+12,solution,""" F5, X will go to F4 trying to get a diagonal win. O can then go toe5."""
782,4dff36cc,1.35458E+12,new_user,"""4dff36cc"""
