userid,key,value,boardSize,condition,boardType,time,board_name
1ba58665,boardSize,6,6,pruned,easy,1554482789950,6_easy_pruned
1ba58665,experimentalCondition,6_pruned_easy,6,pruned,easy,1554482789950,6_easy_pruned
1ba58665,difficulty,easy,6,pruned,easy,1554482789952,6_easy_pruned
1ba58665,condition,pruned,6,pruned,easy,1554482789952,6_easy_pruned
1ba58665,start_position,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,1,2,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]],nextPlayer:1,streak:4,turns:3,winPath:[[[1,5],[2,5],[4,5]]],losePath:[[[1,4],[0,5]]],winMove:[f5,F5,5F,5F]}",6,pruned,easy,1554482789953,6_easy_pruned
1ba58665,education,2,6,pruned,easy,1554482812024,6_easy_pruned
1ba58665,gender,male,6,pruned,easy,1554482812024,6_easy_pruned
1ba58665,age,34,6,pruned,easy,1554482812025,6_easy_pruned
1ba58665,timeInstructions,288802,6,pruned,easy,1554483100827,6_easy_pruned
1ba58665,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483100853,6_easy_pruned
1ba58665,click_practice,"[[2,0,0,1,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483236821,6_easy_pruned
1ba58665,clickPos_practice,0_3_1,6,pruned,easy,1554483236822,6_easy_pruned
1ba58665,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483239120,6_easy_pruned
1ba58665,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483263331,6_easy_pruned
1ba58665,clickPos_practice,3_1_1,6,pruned,easy,1554483263332,6_easy_pruned
1ba58665,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483267792,6_easy_pruned
1ba58665,clickPos_practice,3_1_1,6,pruned,easy,1554483304671,6_easy_pruned
1ba58665,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,1,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483304671,6_easy_pruned
1ba58665,timeQuiz,208800,6,pruned,easy,1554483309628,6_easy_pruned
1ba58665,quiz1,2,6,pruned,easy,1554483309629,6_easy_pruned
1ba58665,quiz2,2,6,pruned,easy,1554483309630,6_easy_pruned
1ba58665,quiz3,3,6,pruned,easy,1554483309630,6_easy_pruned
1ba58665,quiz5,b4,6,pruned,easy,1554483309631,6_easy_pruned
1ba58665,quiz4,c1,6,pruned,easy,1554483309631,6_easy_pruned
1ba58665,quiz6,b3,6,pruned,easy,1554483309631,6_easy_pruned
1ba58665,quiz6v,0,6,pruned,easy,1554483309632,6_easy_pruned
1ba58665,passedQuiz,TRUE,6,pruned,easy,1554483309632,6_easy_pruned
1ba58665,board,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,1,2,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]],nextPlayer:1,streak:4,turns:3,winPath:[[[1,5],[2,5],[4,5]]],losePath:[[[1,4],[0,5]]],winMove:[f5,F5,5F,5F]}",6,pruned,easy,1554483309632,6_easy_pruned
1ba58665,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483309637,6_easy_pruned
1ba58665,start,"[[0,1,2,2,0,0],[0,2,1,1,0,0],[1,2,2,2,1,0],[2,0,1,1,2,1],[1,0,2,2,0,0],[0,0,0,0,0,0]]",6,pruned,easy,1554483309652,6_easy_pruned
