userid,key,value,boardSize,condition,boardType,time
84fb3d5f,experimentalCondition,6_full_hard,6,full,hard,1555840351619
84fb3d5f,boardSize,6,6,full,hard,1555840351622
84fb3d5f,difficulty,hard,6,full,hard,1555840351624
84fb3d5f,condition,full,6,full,hard,1555840351627
84fb3d5f,start_position,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],nextPlayer:1,streak:4,turns:5,winPath:[[[0,3],[0,2],[2,2],[2,3],[2,0]]],losePath:[[[3,0],[0,5],[3,2],[2,4]]],winMove:[d6,D6,6d,6D]}",6,full,hard,1555840351630
84fb3d5f,gender,female,6,full,hard,1555840367860
84fb3d5f,education,0,6,full,hard,1555840367864
84fb3d5f,age,35,6,full,hard,1555840367867
84fb3d5f,timeInstructions,2380,6,full,hard,1555840370251
84fb3d5f,start,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1555840370376
84fb3d5f,click_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,1,0,0,0]]",6,full,hard,1555840372828
84fb3d5f,clickPos_practice,5_2_1,6,full,hard,1555840372832
84fb3d5f,timeQuiz,3244,6,full,hard,1555840373499
84fb3d5f,quiz1,0,6,full,hard,1555840373505
84fb3d5f,quiz2,0,6,full,hard,1555840373515
84fb3d5f,quiz3,0,6,full,hard,1555840373517
84fb3d5f,quiz4,,6,full,hard,1555840373521
84fb3d5f,quiz5,,6,full,hard,1555840373525
84fb3d5f,quiz6,,6,full,hard,1555840373527
84fb3d5f,quiz6v,0,6,full,hard,1555840373531
84fb3d5f,passedQuiz,FALSE,6,full,hard,1555840373535
84fb3d5f,board,"{canvasContainerDiv:#canvas-container,nrows:6,ncols:6,cellSize:46,position:[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]],nextPlayer:1,streak:4,turns:5,winPath:[[[0,3],[0,2],[2,2],[2,3],[2,0]]],losePath:[[[3,0],[0,5],[3,2],[2,4]]],winMove:[d6,D6,6d,6D]}",6,full,hard,1555840373540
84fb3d5f,reset_practice,"[[2,0,0,0,0,1],[0,0,0,0,0,0],[0,0,0,2,0,0],[0,0,1,1,0,2],[0,0,0,0,0,0],[0,0,0,0,0,0]]",6,full,hard,1555840373599
84fb3d5f,start,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840373653
84fb3d5f,click,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840374923
84fb3d5f,clickPos,0_3_1,6,full,hard,1555840374926
84fb3d5f,click,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840375517
84fb3d5f,clickPos,3_0_2,6,full,hard,1555840375520
84fb3d5f,click,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,1,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840375943
84fb3d5f,clickPos,3_4_1,6,full,hard,1555840375946
84fb3d5f,timeSolution,7615,6,full,hard,1555840381155
84fb3d5f,next_move,,6,full,hard,1555840381219
84fb3d5f,best_move,d6,6,full,hard,1555840381221
84fb3d5f,confidence,2,6,full,hard,1555840381231
84fb3d5f,verification_answer,0,6,full,hard,1555840381237
84fb3d5f,correct,TRUE,6,full,hard,1555840381244
84fb3d5f,timeStrategy,1418,6,full,hard,1555840382674
84fb3d5f,reset,"[[0,2,0,0,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840382708
84fb3d5f,simCorrectMove,0_0,6,full,hard,1555840385034
84fb3d5f,click_sim,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[0,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840385037
84fb3d5f,clickPos_sim,0_3_1,6,full,hard,1555840385042
84fb3d5f,click_sim,"[[0,2,0,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840385074
84fb3d5f,clickPos_sim,3_0_2,6,full,hard,1555840385079
84fb3d5f,simCorrectMove,0_1,6,full,hard,1555840385939
84fb3d5f,click_sim,"[[0,2,1,1,1,0],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840385942
84fb3d5f,clickPos_sim,0_2_1,6,full,hard,1555840385947
84fb3d5f,click_sim,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,0,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840385979
84fb3d5f,clickPos_sim,0_5_2,6,full,hard,1555840385983
84fb3d5f,simCorrectMove,0_2,6,full,hard,1555840386835
84fb3d5f,click_sim,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,1,0,0,0],[2,1,0,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840386838
84fb3d5f,clickPos_sim,2_2_1,6,full,hard,1555840386844
84fb3d5f,click_sim,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,1,0,0,0],[2,1,2,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840386874
84fb3d5f,clickPos_sim,3_2_2,6,full,hard,1555840386877
84fb3d5f,simCorrectMove,0_3,6,full,hard,1555840387835
84fb3d5f,click_sim,"[[0,2,1,1,1,2],[0,2,1,2,0,0],[0,1,1,1,0,0],[2,1,2,2,0,0],[0,1,0,0,0,0],[0,2,0,0,2,0]]",6,full,hard,1555840387838
84fb3d5f,clickPos_sim,2_3_1,6,full,hard,1555840387841
