userid,key,value,boardSize,condition,boardType,time,board_name
25b43b96,experimentalCondition,10_pruned_hard,10,pruned,hard,1554398102140,10_hard_pruned
25b43b96,boardSize,10,10,pruned,hard,1554398102143,10_hard_pruned
25b43b96,difficulty,hard,10,pruned,hard,1554398102146,10_hard_pruned
25b43b96,condition,pruned,10,pruned,hard,1554398102148,10_hard_pruned
25b43b96,start_position,"{canvasContainerDiv:#canvas-container,nrows:10,ncols:10,cellSize:32,position:[[0,0,0,2,0,0,0,0,0,0],[0,0,0,1,0,2,0,0,0,0],[0,2,2,0,1,1,1,0,2,0],[0,0,2,1,2,0,0,0,0,0],[0,1,1,0,0,0,0,0,0,0],[0,1,1,0,2,0,0,0,0,0],[2,0,1,0,2,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0],[0,0,2,0,0,2,2,0,0,0],[0,0,0,0,1,0,0,0,0,0]],nextPlayer:1,streak:5,turns:4,winPath:[[[2,3],[4,3],[4,4],[4,5]]],losePath:[[[2,7],[5,3],[4,0]]],winMove:[d8,D8,8d,8D]}",10,pruned,hard,1554398102150,10_hard_pruned
25b43b96,gender,female,10,pruned,hard,1554398123417,10_hard_pruned
25b43b96,education,1,10,pruned,hard,1554398123421,10_hard_pruned
25b43b96,age,36,10,pruned,hard,1554398123424,10_hard_pruned
25b43b96,timeInstructions,39655,10,pruned,hard,1554398163081,10_hard_pruned
25b43b96,start,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,pruned,hard,1554398163207,10_hard_pruned
25b43b96,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,1,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,pruned,hard,1554398300818,10_hard_pruned
25b43b96,clickPos_practice,7_5_1,10,pruned,hard,1554398300821,10_hard_pruned
25b43b96,undoPos_practice,7_5_2,10,pruned,hard,1554398358974,10_hard_pruned
25b43b96,undo_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,0,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,pruned,hard,1554398358975,10_hard_pruned
25b43b96,click_practice,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,2,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,2,0,2,0,0,0,0],[0,1,1,1,1,0,2,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",10,pruned,hard,1554398360997,10_hard_pruned
25b43b96,clickPos_practice,7_1_1,10,pruned,hard,1554398360998,10_hard_pruned
25b43b96,timeQuiz,202285,10,pruned,hard,1554398365368,10_hard_pruned
